阿尔泰葱,a'er'tai'cong
罂粟科,ying'su'ke
樱桃,ying'tao
硬叶水毛茛,ying'ye'shui'mao'gen
硬质早熟禾,ying'zhi'zao'shu'he
有斑百合,you'ban'bai'he
鼬瓣花,you'ban'hua
有柄石韦,you'bing'shi'wei
油菜,you'cai
疣草,you'cao
疣果糠椴,you'guo'kang'duan
疣果飘拂草,you'guo'piao'fu'cao
油桦,you'hua
尤金杨,you'jin'yang
莜麦,you'mai
疣囊薹草,you'nang'tai'cao
油松,you'song
油莎草,you'suo'cao
莠竹,you'zhu
玉柏石松,yu'bai'shi'song
羽苞风毛菊,yu'bao'feng'mao'ju
鱼鳔槐,yu'biao'huai
玉蝉花,yu'chan'hua
豫谷,yu'gu
羽节蕨,yu'jie'jue
雨久花,yu'jiu'hua
雨久花科,yu'jiu'hua'ke
榆桔,yu'ju
榆科,yu'ke
郁李,yu'li
羽裂毛接骨木,yu'lie'mao'jie'gu'mu
鱼鳞云杉,yu'lin'yun'shan
玉铃花,yu'ling'hua
羽茅,yu'mao
羽毛荸荠,yu'mao'bi'qi
虞美人,yu'mei'ren
玉米,yu'mi
玉泉杨,yu'quan'yang
榆树,yu'shu
羽叶风毛菊,yu'ye'feng'mao'ju
羽叶鬼针草,yu'ye'gui'zhen'cao
羽叶苦荬菜,yu'ye'ku'mai'cai
榆叶梅,yu'ye'mei
羽叶千里光,yu'ye'qian'li'guang
羽叶山马蝗,yu'ye'shan'ma'huang
玉簪,yu'zan
玉簪薹草,yu'zan'tai'cao
玉竹,yu'zhu
圆柏,yuan'bai
元宝槭,yuan'bao'qi
圆苞紫菀,yuan'bao'zi'wan
圆茶藨,yuan'cha'biao
远东拂子茅,yuan'dong'fu'zi'mao
远东芨芨草,yuan'dong'ji'ji'cao
远东婆罗门参,yuan'dong'po'luo'men'can
远东羊茅,yuan'dong'yang'mao
芫花,yuan'hua
圆裂齿瓣延胡索,yuan'lie'chi'ban'yan'hu'suo
缘毛鹅观草,yuan'mao'e'guan'cao
缘毛迎红杜鹃,yuan'mao'ying'hong'du'juan
圆头柳,yuan'tou'liu
鸢尾科,yuan'wei'ke
圆叶变蒿,yuan'ye'bian'hao
圆叶碱毛茛,yuan'ye'jian'mao'gen
圆叶柳,yuan'ye'liu
圆叶龙牙草,yuan'ye'long'ya'cao
圆叶茅膏菜,yuan'ye'mao'gao'cai
圆叶南芥,yuan'ye'nan'jie
圆叶牵牛,yuan'ye'qian'niu
圆叶鼠李,yuan'ye'shu'li
圆叶小叶杨,yuan'ye'xiao'ye'yang
远志,yuan'zhi
圆枝卷柏,yuan'zhi'juan'bai
远志科,yuan'zhi'ke
圆柱披碱草,yuan'zhu'pi'jian'cao
圆锥薹草,yuan'zhui'tai'cao
圆锥鸭绿乌头,yuan'zhui'ya'lu'wu'tou
岳桦,yue'hua
月季,yue'ji
月见草,yue'jian'cao
越桔,yue'ju
越桔柳,yue'ju'liu
云间地杨梅,yun'jian'di'yang'mei
芸香科,yun'xiang'ke
杂配轴藜,za'pei'zhou'li
杂种车轴草,za'zhong'che'zhou'cao
早春薹草,zao'chun'tai'cao
早花忍冬,zao'hua'ren'dong
皂荚,zao'jia
早锦带花,zao'jin'dai'hua
早开堇菜,zao'kai'jin'cai
燥芹,zao'qin
早熟禾,zao'shu'he
枣叶桦,zao'ye'hua
燥原荠,zao'yuan'ji
泽地早熟禾,ze'di'zao'shu'he
泽番椒,ze'fan'jiao
泽兰,ze'lan
泽漆,ze'qi
泽芹,ze'qin
泽泻,ze'xie
泽泻科,ze'xie'ke
扎鲁小叶杨,zha'lu'xiao'ye'yang
窄叶单花鸢尾,zhai'ye'dan'hua'yuan'wei
窄叶蓝盆花,zhai'ye'lan'pen'hua
窄叶绣线菊,zhai'ye'xiu'xian'ju
粘毛黄芩,zhan'mao'huang'qin
粘委陵菜,zhan'wei'ling'cai
展枝沙参,zhan'zhi'sha'shen
展枝唐松草,zhan'zhi'tang'song'cao
长刺牛毛毡,zhang'ci'niu'mao'zhan
长刺酸模,zhang'ci'suan'mo
掌刺小檗,zhang'ci'xiao'bo
獐耳细辛,zhang'er'xi'xin
长花朝鲜丁香,zhang'hua'chao'xian'ding'xiang
长花天门冬,zhang'hua'tian'men'dong
樟科,zhang'ke
杖藜,zhang'li
掌裂毛茛,zhang'lie'mao'gen
獐毛,zhang'mao
长叶百蕊草,zhang'ye'bai'rui'cao
掌叶白头翁,zhang'ye'bai'tou'weng
长叶点地梅,zhang'ye'dian'di'mei
掌叶蜂斗菜,zhang'ye'feng'dou'cai
长叶虎耳草,zhang'ye'hu'er'cao
长叶胡枝子,zhang'ye'hu'zhi'zi
长叶火绒草,zhang'ye'huo'rong'cao
长叶碱毛茛,zhang'ye'jian'mao'gen
掌叶堇菜,zhang'ye'jin'cai
掌叶茑萝,zhang'ye'niao'luo
长叶沙参,zhang'ye'sha'shen
掌叶蛇葡萄,zhang'ye'she'pu'tao
长叶水毛茛,zhang'ye'shui'mao'gen
掌叶铁线蕨,zhang'ye'tie'xian'jue
樟子松,zhang'zi'song
长嘴毛茛,zhang'zui'mao'gen
长嘴薹草,zhang'zui'tai'cao
照白杜鹃,zhao'bai'du'juan
沼地蓼,zhao'di'liao
沼地毛茛,zhao'di'mao'gen
肇东蒿,zhao'dong'hao
沼繁缕,zhao'fan'lv
沼兰,zhao'lan
沼柳,zhao'liu
爪轮叶委陵菜,zhao'lun'ye'wei'ling'cai
沼沙参,zhao'sha'shen
沼生水马齿,zhao'sheng'shui'ma'chi
沼生水莎草,zhao'sheng'shui'suo'cao
沼薹草,zhao'tai'cao
爪细叶委陵菜,zhao'xi'ye'wei'ling'cai
朝阳芨芨草,zhao'yang'ji'ji'cao
折苞风毛菊,zhe'bao'feng'mao'ju
柘树,zhe'shu
针灯心草,zhen'deng'xin'cao
针薹草,zhen'tai'cao
珍珠菜,zhen'zhu'cai
珍珠梅,zhen'zhu'mei
珍珠绣线菊,zhen'zhu'xiu'xian'ju
芝菜,zhi'cai
芝菜科,zhi'cai'ke
知风草,zhi'feng'cao
直梗唐松草,zhi'geng'tang'song'cao
直立褐鞘蓼,zhi'li'he'qiao'liao
栉裂齿瓣延胡索,zhi'lie'chi'ban'yan'hu'suo
芝麻菜,zhi'ma'cai
知母,zhi'mu
直穗臭草,zhi'sui'chou'cao
直穗鹅观草,zhi'sui'e'guan'cao
直穗粉花地榆,zhi'sui'fen'hua'di'yu
直穗酸模,zhi'sui'suan'mo
直穗薹草,zhi'sui'tai'cao
止血马唐,zhi'xue'ma'tang
栉叶蒿,zhi'ye'hao
栉叶荠,zhi'ye'ji
直酢浆草,zhi'zuo'jiang'cao
重瓣白花麦李,zhong'ban'bai'hua'mai'li
重瓣棣棠花,zhong'ban'di'tang'hua
重瓣麦李,zhong'ban'mai'li
重瓣曼陀罗,zhong'ban'man'tuo'luo
重瓣水杨梅,zhong'ban'shui'yang'mei
重瓣萱草,zhong'ban'xuan'cao
重瓣榆叶梅,zhong'ban'yu'ye'mei
重瓣紫玫瑰,zhong'ban'zi'mei'gui
钟苞麻花头,zhong'bao'ma'hua'tou
肿柄菊,zhong'bing'ju
中东杨,zhong'dong'yang
中国扁蕾,zhong'guo'bian'lei
中国蕨科,zhong'guo'jue'ke
中国茜草,zhong'guo'qian'cao
中国旋花,zhong'guo'xuan'hua
中华草沙蚕,zhong'hua'cao'sha'can
中华结缕草,zhong'hua'jie'lv'cao
中华卷柏,zhong'hua'juan'bai
中华鳞毛蕨,zhong'hua'lin'mao'jue
中华秋海棠,zhong'hua'qiu'hai'tang
中华蹄盖蕨,zhong'hua'ti'gai'jue
中华隐子草,zhong'hua'yin'zi'cao
中间型荸荠,zhong'jian'xing'bi'qi
中井鹅观草,zhong'jing'e'guan'cao
中狸藻,zhong'li'zao
中麻黄,zhong'ma'huang
中日金星蕨,zhong'ri'jin'xing'jue
中亚滨藜,zhong'ya'bin'li
中亚荩草,zhong'ya'jin'cao
中亚鸢尾,zhong'ya'yuan'wei
中岩蕨,zhong'yan'jue
重枝问荆,zhong'zhi'wen'jing
中轴蓼,zhong'zhou'liao
轴藜,zhou'li
皱皮木瓜,zhou'pi'mu'gua
轴薹草,zhou'tai'cao
皱叶沙参,zhou'ye'sha'shen
皱叶酸模,zhou'ye'suan'mo
皱叶委陵菜,zhou'ye'wei'ling'cai
朱顶红,zhu'ding'hong
诸葛菜,zhu'ge'cai
珠果紫堇,zhu'guo'zi'jin
朱兰,zhu'lan
竹灵消,zhu'ling'xiao
猪毛菜,zhu'mao'cai
柱毛独行菜,zhu'mao'du'xing'cai
猪毛蒿,zhu'mao'hao
烛台虫实,zhu'tai'chong'shi
珠尾花,zhu'wei'hua
珠芽艾麻,zhu'ya'ai'ma
珠芽八宝,zhu'ya'ba'bao
猪牙花,zhu'ya'hua
珠芽金腰,zhu'ya'jin'yao
珠芽蓼,zhu'ya'liao
珠芽羊茅,zhu'ya'yang'mao
竹叶百合,zhu'ye'bai'he
竹叶眼子菜,zhu'ye'yan'zi'cai
竹叶子,zhu'ye'zi
锥腺大戟,zhui'xian'da'ji
锥叶柴胡,zhui'ye'chai'hu
紫八宝,zi'ba'bao
紫斑风铃草,zi'ban'feng'ling'cao
紫苞朝鲜天南星,zi'bao'chao'xian'tian'nan'xing
紫苞东北天南星,zi'bao'dong'bei'tian'nan'xing
紫苞凤毛菊,zi'bao'feng'mao'ju
紫苞鸢尾,zi'bao'yuan'wei
紫草,zi'cao
紫草科,zi'cao'ke
紫丁香,zi'ding'xiang
紫椴,zi'duan
紫萼,zi'e
紫花杯冠藤,zi'hua'bei'guan'teng
紫花变豆菜,zi'hua'bian'dou'cai
紫花草茱萸,zi'hua'cao'zhu'yu
紫花茶藨,zi'hua'cha'biao
紫花地丁,zi'hua'di'ding
紫花高乌头,zi'hua'gao'wu'tou
紫花合掌消,zi'hua'he'zhang'xiao
紫花冷蒿,zi'hua'leng'hao
紫花曼陀罗,zi'hua'man'tuo'luo
紫花槭,zi'hua'qi
紫花铁线莲,zi'hua'tie'xian'lian
紫花文冠果,zi'hua'wen'guan'guo
紫花乌头,zi'hua'wu'tou
紫花野菊,zi'hua'ye'ju
紫荆,zi'jing
紫鳞薹草,zi'lin'tai'cao
紫罗兰,zi'luo'lan
髭脉槭,zi'mai'qi
紫芒,zi'mang
紫牻牛儿苗,zi'mang'niu'er'miao
紫木兰,zi'mu'lan
紫萍,zi'ping
紫萁,zi'qi
紫萁蕨科,zi'qi'jue'ke
紫沙参,zi'sha'shen
梓树,zi'shu
紫苏,zi'su
紫穗槐,zi'sui'huai
紫藤,zi'teng
紫筒草,zi'tong'cao
紫菀,zi'wan
紫葳科,zi'wei'ke
紫葳楸,zi'wei'qiu
紫羊茅,zi'yang'mao
紫叶李,zi'ye'li
紫枝忍冬,zi'zhi'ren'dong
棕边鳞毛蕨,zong'bian'lin'mao'jue
总裂叶堇菜,zong'lie'ye'jin'cai
走茎薹草,zou'jing'tai'cao
菹草,zu'cao
钻果大蒜芥,zuan'guo'da'suan'jie
钻天柳,zuan'tian'liu
钻天杨,zuan'tian'yang
柞柴胡,zuo'chai'hu
柞槲栎,zuo'hu'li
酢浆草,zuo'jiang'cao
酢浆草科,zuo'jiang'cao'ke
柞薹草,zuo'tai'cao
