霭霭桑柘墟,ai'ai'sang'zhe'xu
持寄岭头云,chi'ji'ling'tou'yun
迟明,chi'ming
池暖水香鱼出处,chi'nuan'shui'xiang'yu'chu'chu
笞扑随其后,chi'pu'sui'qi'hou
翅轻于粉薄于缯,chi'qing'yu'fen'bo'yu'zeng
池上渐多枝上稀,chi'shang'jian'duo'zhi'shang'xi
池上看金沙花数枝过酴醾架盛开,chi'shang'kan'jin'sha'hua'shu'zhi'guo'tu'mi'jia'sheng'kai
赤松复自无特操,chi'song'fu'zi'wu'te'cao
池塘冰散水生光,chi'tang'bing'san'shui'sheng'guang
池塘亦未有蛙声,chi'tang'yi'wei'you'wa'sheng
持问大医工,chi'wen'da'yi'gong
池雁,chi'yan
持以赠我随清诗,chi'yi'zeng'wo'sui'qing'shi
持用讯医门,chi'yong'xun'yi'men
持用自怡怿,chi'yong'zi'yi'yi
池雨含烟暝不收,chi'yu'han'yan'ming'bu'shou
池涨百泉黄,chi'zhang'bai'quan'huang
爞爞夏秋百源干,chong'chong'xia'qiu'bai'yuan'gan
重登城头望,chong'deng'cheng'tou'wang
冲卿席上得行字,chong'qing'xi'shang'de'xing'zi
冲卿席上得作字,chong'qing'xi'shang'de'zuo'zi
崇禧给事同年马兄挽辞二首,chong'xi'gei'shi'tong'nian'ma'xiong'wan'ci'er'shou
冲游谢壮少,chong'you'xie'zhuang'shao
虫鱼何所知,chong'yu'he'suo'zhi
舂玉取新知不晚,chong'yu'qu'xin'zhi'bu'wan
崇政殿后春晴即事,chong'zheng'dian'hou'chun'qing'ji'shi
崇政殿详定幕次偶题,chong'zheng'dian'xiang'ding'mu'ci'ou'ti
惆怅武陵人不管,chou'chang'wu'ling'ren'bu'guan
酬冲卿见别,chou'chong'qing'jian'bie
酬冲卿月晦夜有感,chou'chong'qing'yue'hui'ye'you'gan
抽毫兴未忘,chou'hao'xing'wei'wang
酬和甫祥源观醮罢见寄,chou'he'fu'xiang'yuan'guan'jiao'ba'jian'ji
酬淮南提刑邵不疑学士,chou'huai'nan'ti'xing'shao'bu'yi'xue'shi
愁见问征途,chou'jian'wen'zheng'tu
愁霖病物华,chou'lin'bing'wu'hua
酬慕容员外,chou'mu'rong'yuan'wai
酬裴如晦,chou'pei'ru'hui
愁杀路傍儿,chou'sha'lu'bang'er
愁伤意已败,chou'shang'yi'yi'bai
筹思亭,chou'si'ting
酬宋廷评请序经解,chou'song'ting'ping'qing'xu'jing'jie
愁台,chou'tai
酬王伯虎,chou'wang'bo'hu
酬王督贤良泉,chou'wang'du'xian'liang'quan
酬王督贤良松,chou'wang'du'xian'liang'song
酬王太祝,chou'wang'tai'zhu
酬王微之,chou'wang'wei'zhi
酬微之梅暑新句,chou'wei'zhi'mei'shu'xin'ju
酬我以清阴,chou'wo'yi'qing'yin
酬吴季野见寄,chou'wu'ji'ye'jian'ji
酬吴仲庶小园之句,chou'wu'zhong'shu'xiao'yuan'zhi'ju
愁寻径草无求仲,chou'xun'jing'cao'wu'qiu'zhong
丑妍巨细千万殊,chou'yan'ju'xi'qian'wan'shu
愁眼看春长恐尽,chou'yan'kan'chun'chang'kong'jin
酬俞秀老,chou'yu'xiu'lao
酬郑闳中,chou'zheng'hong'zhong
出城,chu'cheng
出城访无党因宿斋馆,chu'cheng'fang'wu'dang'yin'su'zhai'guan
出城偶与沙尘背,chu'cheng'ou'yu'sha'chen'bei
处处蝉鸣令客愁,chu'chu'chan'ming'ling'ke'chou
厨传萧条市以贫,chu'chuan'xiao'tiao'shi'yi'pin
初到金陵,chu'dao'jin'ling
出定力院作,chu'ding'li'yuan'zuo
雏凤仍闻已闲生,chu'feng'reng'wen'yi'xian'sheng
出巩县,chu'gong'xian
出关谁与语,chu'guan'shei'yu'yu
初寒风力故应微,chu'han'feng'li'gu'ying'wei
初回光景到桑麻,chu'hui'guang'jing'dao'sang'ma
初驾王门学者师,chu'jia'wang'men'xue'zhe'shi
初见垄上耕,chu'jian'long'shang'geng
初见彤庭赐履双,chu'jian'tong'ting'ci'lv'shuang
出饯载酒醪,chu'jian'zai'jiu'lao
出郊,chu'jiao
出节付群材,chu'jie'fu'qun'cai
出金陵,chu'jin'ling
楚老一枝筇,chu'lao'yi'zhi'qiong
出林知有故人居,chu'lin'zhi'you'gu'ren'ju
出门风物更萧然,chu'men'feng'wu'geng'xiao'ran
初憩和州,chu'qi'he'zhou
初晴,chu'qing
初晴涨绿深于草,chu'qing'zhang'lv'shen'yu'cao
初去临川,chu'qu'lin'chuan
楚人黄歇地,chu'ren'huang'xie'di
楚人既憎汝,chu'ren'ji'zeng'ru
楚人闻此声,chu'ren'wen'ci'sheng
初日留连至落晖,chu'ri'liu'lian'zhi'luo'hui
出塞,chu'sai
处士葛君挽辞,chu'shi'ge'jun'wan'ci
处士生涯水一瓢,chu'shi'sheng'ya'shui'yi'piao
触事遇嫌猜,chu'shi'yu'xian'cai
楚台风,chu'tai'feng
楚天,chu'tian
楚天如梦水悠悠,chu'tian'ru'meng'shui'you'you
初夏即事,chu'xia'ji'shi
楚相祠堂仍好在,chu'xiang'ci'tang'reng'hao'zai
初疑神所为,chu'yi'shen'suo'wei
楚音身自感锺仪,chu'yin'shen'zi'gan'zhong'yi
楚越千万山,chu'yue'qian'wan'shan
处在家庭誉在邦,chu'zai'jia'ting'yu'zai'bang
楚制从人笑,chu'zhi'cong'ren'xiao
川坻宁有此,chuan'di'ning'you'ci
传夸后世人,chuan'kua'hou'shi'ren
穿梅入柳曾莫逆,chuan'mei'ru'liu'ceng'mo'ni
传觞三鼓罢,chuan'shang'san'gu'ba
传神自赞,chuan'shen'zi'zan
传声车马少淹留,chuan'sheng'che'ma'shao'yan'liu
川逝作前波,chuan'shi'zuo'qian'bo
川涂良阻修,chuan'tu'liang'zu'xiu
传闻城外八九里,chuan'wen'cheng'wai'ba'jiu'li
传与琵琶心自知,chuan'yu'pi'pa'xin'zi'zhi
川原一片绿交君,chuan'yuan'yi'pian'lv'jiao'jun
穿云入坞寻游伴,chuan'yun'ru'wu'xun'you'ban
穿治乃见甃甓完,chuan'zhi'nai'jian'zhou'pi'wan
穿筑沟园未过旬,chuan'zhu'gou'yuan'wei'guo'xun
窗壁风回午枕凉,chuang'bi'feng'hui'wu'zhen'liang
床敷每小息,chuang'fu'mei'xiao'xi
窗明两不借,chuang'ming'liang'bu'jie
疮痍犹在岂讴吟,chuang'yi'you'zai'qi'ou'yin
吹波浮还没,chui'bo'fu'hai'mei
吹簸偶得还中州,chui'bo'ou'de'hai'zhong'zhou
吹波戏鱼动,chui'bo'xi'yu'dong
垂虹亭,chui'hong'ting
吹尽柳花人不见,chui'jin'liu'hua'ren'bu'jian
吹毛未识腰间剑,chui'mao'wei'shi'yao'jian'jian
吹梦断,chui'meng'duan
棰辔慎所操,chui'pei'shen'suo'cao
垂泉尚门帘,chui'quan'shang'men'lian
吹箫贩童稚,chui'xiao'fan'tong'zhi
春从沙碛底,chun'cong'sha'qi'di
春风,chun'feng
春风闭寂寥,chun'feng'bi'ji'liao
春风波上水溅溅,chun'feng'bo'shang'shui'jian'jian
春风处处堪携手,chun'feng'chu'chu'kan'xie'shou
春风吹急似摇旌,chun'feng'chui'ji'si'yao'jing
春风吹园杂花开,chun'feng'chui'yuan'za'hua'kai
春风从此与公游,chun'feng'cong'ci'yu'gong'you
春风过柳绿如缲,chun'feng'guo'liu'lv'ru'qiao
春风江水照衰颜,chun'feng'jiang'shui'zhao'shuai'yan
春风马上梦,chun'feng'ma'shang'meng
春风满地月如霜,chun'feng'man'di'yue'ru'shuang
春风渺渺乌塘尾,chun'feng'miao'miao'wu'tang'wei
春风取花去,chun'feng'qu'hua'qu
春风谁与驻干旄,chun'feng'shei'yu'zhu'gan'mao
春风深驻五湖舟,chun'feng'shen'zhu'wu'hu'zhou
春风送暖入屠苏,chun'feng'song'nuan'ru'tu'su
春风条蔓想宛延,chun'feng'tiao'man'xiang'wan'yan
春风相与散衣襟,chun'feng'xiang'yu'san'yi'jin
春风檐楹新,chun'feng'yan'ying'xin
春风已得同心赏,chun'feng'yi'de'tong'xin'shang
春风又绿江南岸,chun'feng'you'lv'jiang'nan'an
春风自绿江南岸,chun'feng'zi'lv'jiang'nan'an
春风自在杨花,chun'feng'zi'zai'yang'hua
纯甫出释惠崇画要予作诗,chun'fu'chu'shi'hui'chong'hua'yao'yu'zuo'shi
春寒,chun'han
春江,chun'jiang
春江绿如酒,chun'jiang'lv'ru'jiu
春江渺渺抱墙流,chun'jiang'miao'miao'bao'qiang'liu
春郊,chun'jiao
春来草更深,chun'lai'cao'geng'shen
春晴,chun'qing
春去人间总不知,chun'qu'ren'jian'zong'bu'zhi
春绕花枝漫漫开,chun'rao'hua'zhi'man'man'kai
春日,chun'ri
春日即事,chun'ri'ji'shi
春日晚行,chun'ri'wan'xing
春日席上,chun'ri'xi'shang
春入,chun'ru
春入园林百草香,chun'ru'yuan'lin'bai'cao'xiang
春色恼人眠不得,chun'se'nao'ren'mian'bu'de
春山,chun'shan
春山春水流,chun'shan'chun'shui'liu
春书来逐衡阳雁,chun'shu'lai'zhu'heng'yang'yan
春雪,chun'xue
春雪堕如簁,chun'xue'duo'ru'shai
春夜,chun'ye
春映一川明,chun'ying'yi'chuan'ming
春又老,chun'you'lao
春雨,chun'yu
春怨,chun'yuan
辍学以从仕,chuo'xue'yi'cong'shi
绰约无心熟万家,chuo'yue'wu'xin'shu'wan'jia
次昌叔韵,ci'chang'shu'yun
此处登临不奈愁,ci'chu'deng'lin'bu'nai'chou
此道废兴吾命在,ci'dao'fei'xing'wu'ming'zai
此道未行身有待,ci'dao'wei'xing'shen'you'dai
此地旧传公子札,ci'di'jiu'chuan'gong'zi'zha
此地桑麻多,ci'di'sang'ma'duo
此地亦尝留,ci'di'yi'chang'liu
赐篚外廷纷锦绣,ci'fei'wai'ting'fen'jin'xiu
次公今不异重临,ci'gong'jin'bu'yi'chong'lin
此谷乃清浅,ci'gu'nai'qing'qian
刺股犹藏袖里锥,ci'gu'you'cang'xiu'li'zhui
此憾亦难平,ci'han'yi'nan'ping
此欢不尽忽分散,ci'huan'bu'jin'hu'fen'san
祠荒向水开,ci'huang'xiang'shui'kai
此理及可言,ci'li'ji'ke'yan
次乃述微纤,ci'nai'shu'wei'xian
此岂异莫耶,ci'qi'yi'mo'ye
次青阳,ci'qing'yang
此日两无邀,ci'ri'liang'wu'yao
此山当无云,ci'shan'dang'wu'yun
此山高且寒,ci'shan'gao'qie'han
此山广以深,ci'shan'guang'yi'shen
此山相后先,ci'shan'xiang'hou'xian
此身南北老,ci'shen'nan'bei'lao
赐身终愧谬恩临,ci'shen'zhong'kui'miu'en'lin
慈圣光献皇后挽辞二首,ci'sheng'guang'xian'huang'hou'wan'ci'er'shou
此生要有尽,ci'sheng'yao'you'jin
此时江海无穷兴,ci'shi'jiang'hai'wu'qiong'xing
此士今已矣,ci'shi'jin'yi'yi
此事人间久寂寥,ci'shi'ren'jian'jiu'ji'liao
此时无一盏,ci'shi'wu'yi'zhan
此士自可怜,ci'shi'zi'ke'lian
此水泠泠空在山,ci'shui'ling'ling'kong'zai'shan
此水遥连八功德,ci'shui'yao'lian'ba'gong'de
此物非他物,ci'wu'fei'ta'wu
此物乖隔久,ci'wu'guai'ge'jiu
此物若为摹,ci'wu'ruo'wei'mo
次吴氏女子韵,ci'wu'shi'nv'zi'yun
此物谁能珍,ci'wu'shui'neng'zhen
次杨乐道韵六首其二,ci'yang'yue'dao'yun'liu'shou'qi'er
次杨乐道韵六首其六,ci'yang'yue'dao'yun'liu'shou'qi'liu
次杨乐道韵六首其三,ci'yang'yue'dao'yun'liu'shou'qi'san
次杨乐道韵六首其四,ci'yang'yue'dao'yun'liu'shou'qi'si
次杨乐道韵六首其五,ci'yang'yue'dao'yun'liu'shou'qi'wu
次杨乐道韵六首其一,ci'yang'yue'dao'yun'liu'shou'qi'yi
赐也,ci'ye
赐也能言未识真,ci'ye'neng'yan'wei'shi'zhen
次叶致远韵,ci'ye'zhi'yuan'yun
此意可勤恁,ci'yi'ke'qin'nen
次御河寄城北会上诸友,ci'yu'he'ji'cheng'bei'hui'shang'zhu'you
此语今可取,ci'yu'jin'ke'qu
此语难为常人道,ci'yu'nan'wei'chang'ren'dao
赐予颇不贫,ci'yu'po'bu'pin
此语孰云俚,ci'yu'shu'yun'li
次俞秀老韵,ci'yu'xiu'lao'yun
次韵昌叔怀灊楼读书之乐,ci'yun'chang'shu'huai'qian'lou'du'shu'zhi'le
次韵昌叔岁暮,ci'yun'chang'shu'sui'mu
次韵昌叔咏尘,ci'yun'chang'shu'yong'chen
次韵陈学士小园即事,ci'yun'chen'xue'shi'xiao'yuan'ji'shi
次韵冲卿除日立春,ci'yun'chong'qing'chu'ri'li'chun
次韵冲卿过睢阳,ci'yun'chong'qing'guo'sui'yang
次韵冲卿上元从架至集禧观偶成,ci'yun'chong'qing'shang'yuan'cong'jia'zhi'ji'xi'guan'ou'cheng
次韵酬昌叔羁旅之作,ci'yun'chou'chang'shu'ji'lv'zhi'zuo
次韵酬邓子仪二首,ci'yun'chou'deng'zi'yi'er'shou
次韵酬府推仲通学士雪中见寄,ci'yun'chou'fu'tui'zhong'tong'xue'shi'xue'zhong'jian'ji
次韵酬龚深甫二首,ci'yun'chou'gong'shen'fu'er'shou
次韵酬宋妃六首,ci'yun'chou'song'fei'liu'shou
次韵酬宋中散二首,ci'yun'chou'song'zhong'san'er'shou
次韵酬王太祝,ci'yun'chou'wang'tai'zhu
次韵酬微之赠池纸并诗,ci'yun'chou'wei'zhi'zeng'chi'zhi'bing'shi
次韵酬吴彦珍见寄二首,ci'yun'chou'wu'yan'zhen'jian'ji'er'shou
次韵酬徐仲元,ci'yun'chou'xu'zhong'yuan
次韵酬朱昌叔五首,ci'yun'chou'zhu'chang'shu'wu'shou
次韵酬子玉同年,ci'yun'chou'zi'yu'tong'nian
次韵春日事,ci'yun'chun'ri'shi
次韵答陈正叔二首,ci'yun'da'chen'zheng'shu'er'shou
次韵答丁端州,ci'yun'da'ding'duan'zhou
次韵答平甫,ci'yun'da'ping'fu
次韵答彦珍,ci'yun'da'yan'zhen
次韵董伯懿松声,ci'yun'dong'bo'yi'song'sheng
次韵东厅韩侍郎斋居晚兴,ci'yun'dong'ting'han'shi'lang'zhai'ju'wan'xing
次韵范景仁二月五日夜风雪,ci'yun'fan'jing'ren'er'yue'wu'ri'ye'feng'xue
次韵奉酬觉之,ci'yun'feng'chou'jue'zhi
次韵奉酬李质夫,ci'yun'feng'chou'li'zhi'fu
次韵奉和蔡枢密南京种山药法,ci'yun'feng'he'cai'shu'mi'nan'jing'zhong'shan'yao'fa
次韵耿天骘大风,ci'yun'geng'tian'zhi'da'feng
次韵和甫春日金陵登台,ci'yun'he'fu'chun'ri'jin'ling'deng'tai
次韵和甫咏雪,ci'yun'he'fu'yong'xue
次韵和吴仲庶池州斋山画图,ci'yun'he'wu'zhong'shu'chi'zhou'zhai'shan'hua'tu
次韵和张仲通见寄三绝句,ci'yun'he'zhang'zhong'tong'jian'ji'san'jue'ju
次韵景仁雪霁,ci'yun'jing'ren'xue'ji
次韵乐道送花,ci'yun'le'dao'song'hua
次韵留题僧假山,ci'yun'liu'ti'seng'jia'shan
次韵陆定远以谪往来求诗,ci'yun'lu'ding'yuan'yi'zhe'wang'lai'qiu'shi
次韵陪驾观灯,ci'yun'pei'jia'guan'deng
次韵平甫村墅春日,ci'yun'ping'fu'cun'shu'chun'ri
次韵平甫金山会宿寄亲友,ci'yun'ping'fu'jin'shan'hui'su'ji'qin'you
次韵平甫喜唐公自契丹归,ci'yun'ping'fu'xi'tang'gong'zi'qi'dan'gui
次韵平甫赠三灵山人程惟象,ci'yun'ping'fu'zeng'san'ling'shan'ren'cheng'wei'xiang
次韵舍弟常州官舍应客,ci'yun'she'di'chang'zhou'guan'she'ying'ke
次韵舍弟江上,ci'yun'she'di'jiang'shang
次韵舍弟赏心亭即事二首,ci'yun'she'di'shang'xin'ting'ji'shi'er'shou
次韵舍弟遇子固忆少述,ci'yun'she'di'yu'zi'gu'yi'shao'shu
次韵十四叔赐诗留别,ci'yun'shi'si'shu'ci'shi'liu'bie
次韵送程给事知越州,ci'yun'song'cheng'gei'shi'zhi'yue'zhou
次韵宋次道忆太平早梅,ci'yun'song'ci'dao'yi'tai'ping'zao'mei
次韵唐公三首其二,ci'yun'tang'gong'san'shou'qi'er
次韵唐公三首其三,ci'yun'tang'gong'san'shou'qi'san
次韵唐公三首其一,ci'yun'tang'gong'san'shou'qi'yi
次韵唐彦猷华亭十其四,ci'yun'tang'yan'you'hua'ting'shi'qi'si
次韵唐彦猷华亭十咏其八,ci'yun'tang'yan'you'hua'ting'shi'yong'qi'ba
次韵唐彦猷华亭十咏其二,ci'yun'tang'yan'you'hua'ting'shi'yong'qi'er
次韵唐彦猷华亭十咏其九,ci'yun'tang'yan'you'hua'ting'shi'yong'qi'jiu
次韵唐彦猷华亭十咏其六,ci'yun'tang'yan'you'hua'ting'shi'yong'qi'liu
次韵唐彦猷华亭十咏其七,ci'yun'tang'yan'you'hua'ting'shi'yong'qi'qi
次韵唐彦猷华亭十咏其三,ci'yun'tang'yan'you'hua'ting'shi'yong'qi'san
次韵唐彦猷华亭十咏其十三,ci'yun'tang'yan'you'hua'ting'shi'yong'qi'shi'san
次韵唐彦猷华亭十咏其五,ci'yun'tang'yan'you'hua'ting'shi'yong'qi'wu
次韵唐彦猷华亭十咏其一,ci'yun'tang'yan'you'hua'ting'shi'yong'qi'yi
次韵王胜之咏雪,ci'yun'wang'sheng'zhi'yong'xue
次韵王禹玉平戎庆捷,ci'yun'wang'yu'yu'ping'rong'qing'jie
次韵微之即席,ci'yun'wei'zhi'ji'xi
次韵吴季野题岳上人澄心亭,ci'yun'wu'ji'ye'ti'yue'shang'ren'cheng'xin'ting
次韵吴季野再见寄,ci'yun'wu'ji'ye'zai'jian'ji
次韵吴仲庶省中画壁,ci'yun'wu'zhong'shu'sheng'zhong'hua'bi
次韵信都公石枕蕲簟,ci'yun'xin'du'gong'shi'zhen'qi'dian
次韵杏花三首,ci'yun'xing'hua'san'shou
次韵徐仲元咏梅二首,ci'yun'xu'zhong'yuan'yong'mei'er'shou
次韵杨乐道述怀之作,ci'yun'yang'yue'dao'shu'huai'zhi'zuo
次韵游山门寺望文脊山,ci'yun'you'shan'men'si'wang'wen'ji'shan
次韵元厚之平戎庆捷,ci'yun'yuan'hou'zhi'ping'rong'qing'jie
次韵约之谢惠诗,ci'yun'yue'zhi'xie'hui'shi
次韵再游城西李园,ci'yun'zai'you'cheng'xi'li'yuan
次韵张德甫奉议,ci'yun'zhang'de'fu'feng'yi
次韵张氏女弟咏雪,ci'yun'zhang'shi'nv'di'yong'xue
次韵张唐公马上,ci'yun'zhang'tang'gong'ma'shang
次韵张仲通水轩,ci'yun'zhang'zhong'tong'shui'xuan
次韵张子野秋中久雨晚晴,ci'yun'zhang'zi'ye'qiu'zhong'jiu'yu'wan'qing
次韵张子野竹林寺二首,ci'yun'zhang'zi'ye'zhu'lin'si'er'shou
次韵质夫兄使君同年,ci'yun'zhi'fu'xiong'shi'jun'tong'nian
次韵致远木人洲二首,ci'yun'zhi'yuan'mu'ren'zhou'er'shou
次韵子履远寄之作,ci'yun'zi'lv'yuan'ji'zhi'zuo
次韵祖择之登紫微阁二首,ci'yun'zu'ze'zhi'deng'zi'wei'ge'er'shou
次张唐公韵,ci'zhang'tang'gong'yun
此最功不薄,ci'zui'gong'bu'bo
从初龙且闻信怯,cong'chu'long'qie'wen'xin'qie
从此暄妍知几日,cong'ci'xuan'yan'zhi'ji'ri
从此亦复不吟诗,cong'ci'yi'fu'bu'yin'shi
从此只应长入梦,cong'ci'zhi'ying'chang'ru'meng
匆匆点污亦何忍,cong'cong'dian'wu'yi'he'ren
匆匆殿下催分首,cong'cong'dian'xia'cui'fen'shou
匆匆舍我去,cong'cong'she'wo'qu
匆匆照颜色,cong'cong'zhao'yan'shai
从官初赐一杯茶,cong'guan'chu'ci'yi'bei'cha
从来文饰到今朝,cong'lai'wen'shi'dao'jin'chao
聪明谅多得,cong'ming'liang'duo'de
从人嘲我腹便便,cong'ren'chao'wo'fu'bian'bian
从容发口酬摩诘,cong'rong'fa'kou'chou'mo'jie
从容一语知人意,cong'rong'yi'yu'zhi'ren'yi
从事能忘我独贤,cong'shi'neng'wang'wo'du'xian
从事虽勤敢叹嗟,cong'shi'sui'qin'gan'tan'jie
从衰得白自天机,cong'shuai'de'bai'zi'tian'ji
从子至日落,cong'zi'zhi'ri'luo
促促一日欢,cu'cu'yi'ri'huan
徂年幸未暮,cu'nian'xing'wei'mu
促辔数残更,cu'pei'shu'can'geng
蹙若虻蚋噆,cu'ruo'meng'rui'zan
粗闻方外语,cu'wen'fang'wai'yu
促织,cu'zhi
攒峰列岫应讥我,cuan'feng'lie'xiu'ying'ji'wo
翠被重重山更寒,cui'bei'chong'chong'shan'geng'han
璀璨黄金壁,cui'can'huang'jin'bi
翠峰如簇,cui'feng'ru'cu
摧甓蔓寒葩,cui'pi'man'han'pa
翠藤相披靡,cui'teng'xiang'pi'mi
崔嵬相映雪重重,cui'wei'xiang'ying'xue'chong'chong
摧压听还凶,cui'ya'ting'hai'xiong
寸晷亦欲知,cun'gui'yi'yu'zhi
村南鲍公山,cun'nan'bao'gong'shan
错刀剜出藓纹干,cuo'dao'wan'chu'xian'wen'gan
措法贻厥后,cuo'fa'yi'jue'hou
达本,da'ben
大臣各伊周,da'chen'ge'yi'zhou
答陈正叔,da'chen'zheng'shu
答冲卿,da'chong'qing
大抵乌衣只旧时,da'di'wu'yi'zhi'jiu'shi
答韩持国,da'han'chi'guo
答韩持国芙蓉堂二首,da'han'chi'guo'fu'rong'tang'er'shou
大江秋正清,da'jiang'qiu'zheng'qing
答客,da'ke
大梁春费宝刀催,da'liang'chun'fei'bao'dao'cui
大梁崔白亦善画,da'liang'cui'bai'yi'shan'hua
大梁老估闻不眠,da'liang'lao'gu'wen'bu'mian
答刘季孙,da'liu'ji'sun
答裴煜道中见寄,da'pei'yu'dao'zhong'jian'ji
达如周召,da'ru'zhou'zhao
答瑞新十远,da'rui'xin'shi'yuan
答孙正之,da'sun'zheng'zhi
答熊本推官金陵寄酒,da'xiong'ben'tui'guan'jin'ling'ji'jiu
答许秀才,da'xu'xiu'cai
答扬州刘原甫,da'yang'zhou'liu'yuan'fu
大意苦未就,da'yi'ku'wei'jiu
答虞醇翁,da'yu'chun'weng
答俞秀老,da'yu'xiu'lao
答曾子固南丰道中所寄,da'zeng'zi'gu'nan'feng'dao'zhong'suo'ji
答张奉议,da'zhang'feng'yi
代白发答,dai'bai'fa'da
戴白孰与苍然好,dai'bai'shu'yu'cang'ran'hao
戴不胜,dai'bu'sheng
代陈景元书于太一宫道院壁,dai'chen'jing'yuan'shu'yu'tai'yi'gong'dao'yuan'bi
逮此冬风饕,dai'ci'dong'feng'tao
代答,dai'da
丹白自分齐破蕾,dan'bai'zi'fen'qi'po'lei
但寒烟芳草凝绿,dan'han'yan'fang'cao'ning'lv
但寒烟衰草凝绿,dan'han'yan'shuai'cao'ning'lv
但恨东归相值晚,dan'hen'dong'gui'xiang'zhi'wan
但见白日低,dan'jian'bai'ri'di
但见山花流出水,dan'jian'shan'hua'liu'chu'shui
但见一方白,dan'jian'yi'fang'bai
但见朝朝暮暮长云雨,dan'jian'zhao'zhao'mu'mu'chang'yun'yu
弹看飞鸿劝胡酒,dan'kan'fei'hong'quan'hu'jiu
噉客为一空,dan'ke'wei'yi'kong
但怜众木总漂摇,dan'lian'zhong'mu'zong'piao'yao
但令千载后,dan'ling'qian'zai'hou
但令千载少知君,dan'ling'qian'zai'shao'zhi'jun
但留云对宿,dan'liu'yun'dui'su
丹青难写是精神,dan'qing'nan'xie'shi'jing'shen
单衫短帽垂杨里,dan'shan'duan'mao'chui'yang'li
但射不操戈,dan'she'bu'cao'ge
但使甘有余,dan'shi'gan'you'yu
但随深浅见游鯈,dan'sui'shen'qian'jian'you'chou
但无瑶玉与君舟,dan'wu'yao'yu'yu'jun'zhou
丹崖碧嶂深重重,dan'ya'bi'zhang'shen'zhong'zhong
但以怯名终得羽,dan'yi'qie'ming'zhong'de'yu
但有淮阴恶少年,dan'you'huai'yin'e'shao'nian
但有镜中丝,dan'you'jing'zhong'si
但有洛水流浑浑,dan'you'luo'shui'liu'hun'hun
但有纤毫即是尘,dan'you'xian'hao'ji'shi'chen
但知此物非他物,dan'zhi'ci'wu'fei'ta'wu
但知呼客饮流霞,dan'zhi'hu'ke'yin'liu'xia
但知名尽假,dan'zhi'ming'jin'jia
但知瓢饮是生疑,dan'zhi'piao'yin'shi'sheng'yi
但知乡里胜壶头,dan'zhi'xiang'li'sheng'hu'tou
弹作南风歌,dan'zuo'nan'feng'ge
当惭边城戍,dang'can'bian'cheng'shu
当初谩留华表语,dang'chu'man'liu'hua'biao'yu
当此不知谁客主,dang'ci'bu'zhi'shui'ke'zhu
当此沈阴无白日,dang'ci'shen'yin'wu'bai'ri
当复几人闲,dang'fu'ji'ren'xian
当复令公见异书,dang'fu'ling'gong'jian'yi'shu
当令众人负,dang'ling'zhong'ren'fu
当留此物朝上国,dang'liu'ci'wu'chao'shang'guo
当留老吾身,dang'liu'lao'wu'shen
当食哀鸣似有求,dang'shi'ai'ming'si'you'qiu
当时备巡游,dang'shi'bei'xun'you
当时黮暗犹承误,dang'shi'dan'an'you'cheng'wu
当时高士见精微,dang'shi'gao'shi'jian'jing'wei
当时花下就传杯,dang'shi'hua'xia'jiu'chuan'bei
当时迦叶无尘染,dang'shi'jia'ye'wu'chen'ran
当时哙等何由伍,dang'shi'kuai'deng'he'you'wu
当时弃桃核,dang'shi'qi'tao'he
当时岂有力,dang'shi'qi'you'li
当时山水故依然,dang'shi'shan'shui'gu'yi'ran
当时所经营,dang'shi'suo'jing'ying
当时所遭值,dang'shi'suo'zao'zhi
当时枉杀毛延寿,dang'shi'wang'sha'mao'yan'shou
当时我自爱桐乡,dang'shi'wo'zi'ai'tong'xiang
当暑脱煎熬,dang'shu'tuo'jian'ao
当我垂髫初识字,dang'wo'chui'tiao'chu'shi'zi
当倚以葭蒹,dang'yi'yi'jia'jian
祷祠村落几依投,dao'ci'cun'luo'ji'yi'tou
道德文章吾事落,dao'de'wen'zhang'wu'shi'luo
道逢文通北使归,dao'feng'wen'tong'bei'shi'gui
刀割香涂共一空,dao'ge'xiang'tu'gong'yi'kong
道光泉,dao'guang'quan
悼慧休,dao'hui'xiu
到家,dao'jia
到郡与同官饮,dao'jun'yu'tong'guan'yin
道力起缘非一路,dao'li'qi'yuan'fei'yi'lu
稻粱虽少江湖乐,dao'liang'sui'shao'jiang'hu'le
道林真骨葬青霄,dao'lin'zhen'gu'zang'qing'xiao
道旁大松人取以为明,dao'pang'da'song'ren'qu'yi'wei'ming
稻畦藏水绿秧齐,dao'qi'cang'shui'lv'yang'qi
稻畦夹冈半黄青,dao'qi'jia'gang'ban'huang'qing
道人北山来,dao'ren'bei'shan'lai
道人慈哀波及远,dao'ren'ci'ai'bo'ji'yuan
道人少贾海上游,dao'ren'shao'jia'hai'shang'you
道人深闭门,dao'ren'shen'bi'men
道人忘我我忘言,dao'ren'wang'wo'wo'wang'yan
道人心与世无求,dao'ren'xin'yu'shi'wu'qiu
到舒州次韵答平甫,dao'shu'zhou'ci'yun'da'ping'fu
悼四明杜醇,dao'si'ming'du'chun
悼王致处士,dao'wang'zhi'chu'shi
倒屣尝倾广座中,dao'xi'chang'qing'guang'zuo'zhong
岛溆相萦弯,dao'xu'xiang'ying'wan
道义门中窥户牖,dao'yi'men'zhong'kui'hu'you
道中寄吉父,dao'zhong'ji'ji'fu
的皪成玙璠,de'bo'cheng'yu'fan
