阿道,a'dao
西天四祖优波鞠多尊者,xi'tian'si'zu'you'bo'ju'duo'zun'zhe
西天一祖摩诃迦叶尊者,xi'tian'yi'zu'mo'he'jia'ye'zun'zhe
希玄道元,xi'xuan'dao'yuan
晞颜,xi'yan
睎颜,xi'yan
习彦威,xi'yan'wei
熙怡,xi'yi
熙怡律师,xi'yi'lv'shi
西域大耳三藏,xi'yu'da'er'san'zang
西余端禅师,xi'yu'duan'chan'shi
西域三藏昙无谶,xi'yu'san'zang'tan'wu'chen
西域僧,xi'yu'seng
西域僧法愔,xi'yu'seng'fa'yin
西域沙门纯陀,xi'yu'sha'men'chun'tuo
西域沙门昙无德,xi'yu'sha'men'tan'wu'de
西域昙摩迦罗,xi'yu'tan'mo'jia'luo
西院,xi'yuan
希圆,xi'yuan
希运,xi'yun
希运禅师,xi'yun'chan'shi
希运法师,xi'yun'fa'shi
习凿齿居士,xi'zao'chi'ju'shi
晞湛,xi'zhan
西竺来禅师,xi'zhu'lai'chan'shi
西竺沙门菩提流支,xi'zhu'sha'men'pu'ti'liu'zhi
西竺沙门耆域,xi'zhu'sha'men'qi'yu
希最,xi'zui
夏坝活佛,xia'ba'huo'fo
侠尔瓦云丹札巴,xia'er'wa'yun'dan'zha'ba
夏力巴,xia'li'ba
夏莲居,xia'lian'ju
夏日东仁波切,xia'ri'dong'ren'bo'qie
夏竦,xia'song
下堂,xia'tang
瞎堂慧远禅师,xia'tang'hui'yuan'chan'shi
瞎堂远禅师,xia'tang'yuan'chan'shi
夏英公,xia'ying'gong
夏云英,xia'yun'ying
鰕子和尚,xia'zi'he'shang
显超,xian'chao
先洞安,xian'dong'an
先睹禅师,xian'du'chan'shi
贤顿法师,xian'dun'fa'shi
贤护,xian'hu
咸杰,xian'jie
先径山,xian'jing'shan
显明法师,xian'ming'fa'shi
咸平府大觉寺法庆禅师,xian'ping'fu'da'jue'si'fa'qing'chan'shi
咸润,xian'run
贤首法藏法师,xian'shou'fa'cang'fa'shi
贤首法师法藏,xian'shou'fa'shi'fa'cang
显嵩,xian'song
险崖巧安,xian'ya'qiao'an
仙崖义梵,xian'ya'yi'fan
献蕴,xian'yun
闲云德韶禅师,xian'yun'de'shao'chan'shi
蚬子,xian'zi
蚬子和尚,xian'zi'he'shang
仙宗,xian'zong
贤足,xian'zu
香底巴,xiang'di'ba
香阇梨,xiang'du'li
香根活佛世系传,xiang'gen'huo'fo'shi'xi'chuan
相国裴休,xiang'guo'pei'xiu
向居士,xiang'ju'shi
相了,xiang'le
降龙大师,xiang'long'da'shi
项妙智,xiang'miao'zhi
象匏文雅,xiang'pao'wen'ya
象先禅师,xiang'xian'chan'shi
香严,xiang'yan
香严澄禅师,xiang'yan'cheng'chan'shi
襄阳谷隐显禅师,xiang'yang'gu'yin'xian'chan'shi
庠夜多,xiang'ye'duo
香育,xiang'yu
襄州常侍王敬初,xiang'zhou'chang'shi'wang'jing'chu
相州律师惠休,xiang'zhou'lv'shi'hui'xiu
襄州庞蕴居士,xiang'zhou'pang'yun'ju'shi
晓庵禅师善启,xiao'an'chan'shi'shan'qi
晓聪禅师,xiao'cong'chan'shi
小静,xiao'jing
小俱萨罗贤,xiao'ju'sa'luo'xian
小南禅师,xiao'nan'chan'shi
晓山亮,xiao'shan'liang
晓舜,xiao'shun
萧统居士,xiao'tong'ju'shi
笑翁堪公,xiao'weng'kan'gong
小秀,xiao'xiu
笑岩宝禅师,xiao'yan'bao'chan'shi
笑岩禅师,xiao'yan'chan'shi
萧衍居士,xiao'yan'ju'shi
笑岩宗欣,xiao'yan'zong'xin
逍遥,xiao'yao
笑隐法师,xiao'yin'fa'shi
笑隐欣禅师,xiao'yin'xin'chan'shi
晓莹,xiao'ying
萧瑀居士,xiao'yu'ju'shi
萧云英,xiao'yun'ying
萧子良居士,xiao'zi'liang'ju'shi
谢安石,xie'an'shi
胁比丘,xie'bi'qiu
谢康乐,xie'kang'le
谢灵运居士,xie'ling'yun'ju'shi
谢庆绪,xie'qing'xu
谢仁祖,xie'ren'zu
些些,xie'xie
谢渣华罗爵,xie'zha'hua'luo'jue
谢贞女,xie'zhen'nv
谢铸陈居士,xie'zhu'chen'ju'shi
谢宗源,xie'zong'yuan
胁尊者,xie'zun'zhe
心道,xin'dao
信国文公朱晦广大心庵熹,xin'guo'wen'gong'zhu'hui'guang'da'xin'an'xi
心理法师,xin'li'fa'shi
心平法师,xin'ping'fa'shi
辛七师,xin'qi'shi
辛替否,xin'ti'fou
辛替否居士,xin'ti'fou'ju'shi
信相显,xin'xiang'xian
信行,xin'xing
信行大师,xin'xing'da'shi
心源法师,xin'yuan'fa'shi
心渊法师居敬,xin'yuan'fa'shi'ju'jing
心越兴俦,xin'yue'xing'chou
信胄,xin'zhou
信州鹅湖大义禅师,xin'zhou'e'hu'da'yi'chan'shi
性澄,xing'cheng
性澄法师,xing'cheng'fa'shi
行崇,xing'chong
行等,xing'deng
行端禅师,xing'duan'chan'shi
性海灵见,xing'hai'ling'jian
兴化,xing'hua
兴化存奖禅师,xing'hua'cun'jiang'chan'shi
兴化铣禅师,xing'hua'xi'chan'shi
行机,xing'ji
形迹涴师,xing'ji'yuan'shi
行坚,xing'jian
行觉,xing'jue
行可,xing'ke
性空,xing'kong
性空妙普庵主禅师,xing'kong'miao'pu'an'zhu'chan'shi
行满,xing'man
行明,xing'ming
行丕,xing'pi
兴平,xing'ping
行钱妇,xing'qian'fu
性然,xing'ran
行人能师,xing'ren'neng'shi
行人善荣,xing'ren'shan'rong
行人宗利,xing'ren'zong'li
行绍,xing'shao
行诜,xing'shen
行思,xing'si
行思法师,xing'si'fa'shi
行瑫,xing'tao
行伟禅师,xing'wei'chan'shi
行修,xing'xiu
行修禅师,xing'xiu'chan'shi
行秀法师,xing'xiu'fa'shi
行严,xing'yan
行因,xing'yin
行因禅师,xing'yin'chan'shi
行因三,xing'yin'san
行远法师,xing'yuan'fa'shi
兴元府吴恂,xing'yuan'fu'wu'xun
性愿老和尚,xing'yuan'lao'he'shang
性原明禅师,xing'yuan'ming'chan'shi
行者果提,xing'zhe'guo'ti
行遵,xing'zun
雄俊,xiong'jun
熊鱼山,xiong'yu'shan
休庵法师可指,xiu'an'fa'shi'ke'zhi
修波度孜,xiu'bo'du'zi
秀道祖晓,xiu'dao'zu'xiao
休复,xiu'fu
修观法师,xiu'guan'fa'shi
休静禅师,xiu'jing'chan'shi
秀律师四,xiu'lv'shi'si
秀师,xiu'shi
修仰,xiu'yang
修颙,xiu'yong
虚白禅师慧旵,xu'bai'chan'shi'hui'chan
徐成民,xu'cheng'min
徐岱,xu'dai
徐俯,xu'fu
徐和尚,xu'he'shang
徐恒志居士,xu'heng'zhi'ju'shi
许季上居士,xu'ji'shang'ju'shi
许克绥居士,xu'ke'sui'ju'shi
徐龙图禧,xu'long'tu'xi
续明法师,xu'ming'fa'shi
许式,xu'shi
徐师川,xu'shi'chuan
虚受,xu'shou
许叔矜,xu'shu'jin
虚堂禅师永宁,xu'tang'chan'shi'yong'ning
虚堂愚,xu'tang'yu
徐熙载之母程氏,xu'xi'zai'zhi'mu'cheng'shi
续祥法师,xu'xiang'fa'shi
徐孝克,xu'xiao'ke
徐孝穆,xu'xiao'mu
续修法师,xu'xiu'fa'shi
许玄度,xu'xuan'du
虚云和尚,xu'yun'he'shang
虚舟度,xu'zhou'du
许祖成居士,xu'zu'cheng'ju'shi
玄策,xuan'ce
玄畅,xuan'chang
玄大梵,xuan'da'fan
玄高,xuan'gao
玄高法师入寂,xuan'gao'fa'shi'ru'ji
玄光,xuan'guang
玄光法师,xuan'guang'fa'shi
宣化法师,xuan'hua'fa'shi
宣化上人,xuan'hua'shang'ren
玄会,xuan'hui
玄机,xuan'ji
宣鉴,xuan'jian
玄鉴,xuan'jian
宣鉴禅师,xuan'jian'chan'shi
宣鉴法师,xuan'jian'fa'shi
玄镜,xuan'jing
玄景,xuan'jing
玄觉,xuan'jue
玄觉法师,xuan'jue'fa'shi
玄恪,xuan'ke
玄逵,xuan'kui
玄览,xuan'lan
玄朗,xuan'lang
玄楼奥龙,xuan'lou'ao'long
宣律师,xuan'lv'shi
玄泉彦,xuan'quan'yan
玄沙,xuan'sha
玄沙二禅师,xuan'sha'er'chan'shi
玄沙师备禅师,xuan'sha'shi'bei'chan'shi
玄爽,xuan'shuang
玄素,xuan'su
玄素禅师,xuan'su'chan'shi
玄太,xuan'tai
玄泰,xuan'tai
玄琬,xuan'wan
玄续,xuan'xu
玄晏,xuan'yan
玄俨四,xuan'yan'si
玄逸,xuan'yi
玄嶷,xuan'yi
玄游,xuan'you
玄约,xuan'yue
玄奘,xuan'zang
玄奘大师,xuan'zang'da'shi
玄奘法师,xuan'zang'fa'shi
玄藻,xuan'zao
玄则,xuan'ze
玄照,xuan'zhao
玄中猷法师,xuan'zhong'you'fa'shi
宣州兴教坦禅师,xuan'zhou'xing'jiao'tan'chan'shi
玄宗,xuan'zong
雪庵和尚,xue'an'he'shang
学诚法师,xue'cheng'fa'shi
雪窗禅师悟光,xue'chuang'chan'shi'wu'guang
雪窗光禅师,xue'chuang'guang'chan'shi
雪窦常通禅师,xue'dou'chang'tong'chan'shi
雪窦山重显禅师,xue'dou'shan'zhong'xian'chan'shi
雪窦无印证禅师,xue'dou'wu'yin'zheng'chan'shi
雪窦显禅师,xue'dou'xian'chan'shi
雪烦法师,xue'fan'fa'shi
雪峰,xue'feng
雪峰存禅师,xue'feng'cun'chan'shi
雪峰琼首座,xue'feng'qiong'shou'zuo
雪峰需禅师,xue'feng'xu'chan'shi
雪峰义存,xue'feng'yi'cun
雪峰义存禅师,xue'feng'yi'cun'chan'shi
雪关绍珠,xue'guan'shao'zhu
雪光禅师,xue'guang'chan'shi
雪航孜纯,xue'hang'zi'chun
薛徽,xue'hui
雪江宗深,xue'jiang'zong'shen
雪浪法师,xue'lang'fa'shi
雪梅,xue'mei
雪峤圆信禅师,xue'qiao'yuan'xin'chan'shi
雪潭绍璞,xue'tan'shao'pu
雪堂行,xue'tang'xing
雪堂行禅师,xue'tang'xing'chan'shi
雪庭,xue'ting
雪庭禅师,xue'ting'chan'shi
雪庭裕和尚,xue'ting'yu'he'shang
薛翁妻王氏,xue'weng'qi'wang'shi
雪相法师,xue'xiang'fa'shi
雪轩禅师道成,xue'xuan'chan'shi'dao'cheng
薛严,xue'yan
雪岩禅师,xue'yan'chan'shi
雪岩祖钦禅师,xue'yan'zu'qin'chan'shi
薛元初,xue'yuan'chu
荀公普,xun'gong'pu
雅桑却吉门兰,ya'sang'que'ji'men'lan
阎邦荣,yan'bang'rong
演本法师,yan'ben'fa'shi
颜丙,yan'bing
彦偁,yan'chen
彦充,yan'chong
彦悰,yan'cong
延恩安禅师,yan'en'an'chan'shi
延恩安公,yan'en'an'gong
言法华,yan'fa'hua
言法华者,yan'fa'hua'zhe
严恭,yan'gong
盐官,yan'guan
彦晖,yan'hui
眼净法师,yan'jing'fa'shi
岩俊,yan'jun
严峻四,yan'jun'si
严宽祜,yan'kuan'hu
颜鲁公,yan'lu'gong
雁门周续之,yan'men'zhou'xu'zhi
严敏卿,yan'min'qing
演培法师,yan'pei'fa'shi
颜清臣,yan'qing'chen
严讱公继室江氏,yan'ren'gong'ji'shi'jiang'shi
雁山能仁元禅师,yan'shan'neng'ren'yuan'chan'shi
延寿,yan'shou
延寿禅师,yan'shou'chan'shi
严挺之,yan'ting'zhi
岩头,yan'tou
岩头豁禅师,yan'tou'huo'chan'shi
岩头全奯禅师,yan'tou'quan'huo'chan'shi
偃溪广闻师,yan'xi'guang'wen'shi
延喜瑢禅师,yan'xi'rong'chan'shi
偃溪闻,yan'xi'wen
颜延年,yan'yan'nian
延应庵华禅师,yan'ying'an'hua'chan'shi
延沼禅师,yan'zhao'chan'shi
延沼法师,yan'zhao'fa'shi
颜真卿居士,yan'zhen'qing'ju'shi
颜之推,yan'zhi'tui
严仲悫,yan'zhong'que
仰安,yang'an
杨白衣居士,yang'bai'yi'ju'shi
杨邦华,yang'bang'hua
杨次公,yang'ci'gong
杨大年,yang'da'nian
杨德能,yang'de'neng
扬都瓦官寺竺人敷因,yang'dou'wa'guan'si'zhu'ren'fu'yin
杨管北居士,yang'guan'bei'ju'shi
杨圭,yang'gui
杨龟山,yang'gui'shan
央衮巴坚赞华,yang'gun'ba'jian'zan'hua
央坚智白多杰,yang'jian'zhi'bai'duo'jie
杨杰,yang'jie
杨岐禅师,yang'qi'chan'shi
杨岐方会禅师,yang'qi'fang'hui'chan'shi
杨岐会禅师,yang'qi'hui'chan'shi
杨歧山方会禅师,yang'qi'shan'fang'hui'chan'shi
杨仁山,yang'ren'shan
仰山,yang'shan
仰山佛智熙禅师,yang'shan'fo'zhi'xi'chan'shi
仰山惠寂禅师,yang'shan'hui'ji'chan'shi
仰山慧寂禅师,yang'shan'hui'ji'chan'shi
仰山伟禅师,yang'shan'wei'chan'shi
杨苕华,yang'shao'hua
杨时,yang'shi
羊叔子,yang'shu'zi
养叟宗颐,yang'sou'zong'yi
扬唐仁波切,yang'tang'ren'bo'qie
杨铁崖,yang'tie'ya
杨文公,yang'wen'gong
杨文会居士,yang'wen'hui'ju'shi
杨无为,yang'wu'wei
杨选一妻,yang'xuan'yi'qi
杨炫之,yang'xuan'zhi
坱圠,yang'ya
杨亿,yang'yi
杨亿居士,yang'yi'ju'shi
杨越公,yang'yue'gong
杨允真,yang'yun'zhen
杨贞复,yang'zhen'fu
姚广孝,yao'guang'xiao
姚孟长,yao'meng'chang
姚婆,yao'po
药山,yao'shan
药山禅师惟俨,yao'shan'chan'shi'wei'yan
药山惟侣禅师,yao'shan'wei'lv'chan'shi
药山惟俨禅师,yao'shan'wei'yan'chan'shi
药足,yao'zu
业方,ye'fang
叶恭绰居士,ye'gong'chuo'ju'shi
耶律晋卿,ye'lv'jin'qing
叶敏居士,ye'min'ju'shi
叶适,ye'shi
业首,ye'shou
叶水心,ye'shui'xin
夜台秋月,ye'tai'qiu'yue
叶县省,ye'xian'sheng
叶小鸾,ye'xiao'luan
易庵法师,yi'an'fa'shi
义褒,yi'bao
一诚法师,yi'cheng'fa'shi
乙成法师,yi'cheng'fa'shi
义楚,yi'chu
义存,yi'cun
义存禅师,yi'cun'chan'shi
义存法师,yi'cun'fa'shi
一冻绍滴,yi'dong'shao'di
一法钦禅师,yi'fa'qin'chan'shi
仪丰禅师,yi'feng'chan'shi
义福,yi'fu
一关逵,yi'guan'kui
义广,yi'guang
仪光,yi'guang
义怀禅师,yi'huai'chan'shi
义怀法师,yi'huai'fa'shi
义辉,yi'hui
义寂,yi'ji
一觉,yi'jiao
义净,yi'jing
义净三藏法师,yi'jing'san'zang'fa'shi
义朗,yi'lang
遗民居士刘程之,yi'min'ju'shi'liu'cheng'zhi
衣蒲童子,yi'pu'tong'zi
义青,yi'qing
一清禅师,yi'qing'chan'shi
义青法师,yi'qing'fa'shi
一如,yi'ru
一山宁禅师,yi'shan'ning'chan'shi
仪山善来,yi'shan'shan'lai
一山一宁,yi'shan'yi'ning
伊山祖安,yi'shan'zu'an
义师,yi'shi
一丝文守,yi'si'wen'shou
遗俗,yi'su
义堂昌硕,yi'tang'chang'shuo
奕堂旃崖,yi'tang'zhan'ya
义天,yi'tian
义天僧统,yi'tian'seng'tong
一庭融顿,yi'ting'rong'dun
义通,yi'tong
义通法师,yi'tong'fa'shi
益西崩巴,yi'xi'beng'ba
移喜蹉嘉,yi'xi'cuo'jia
移喜磋嘉佛母,yi'xi'cuo'jia'fo'mu
一溪如公,yi'xi'ru'gong
益西旺秋,yi'xi'wang'qiu
移喜忠奴,yi'xi'zhong'nu
义湘,yi'xiang
一心禅师,yi'xin'chan'shi
一行,yi'xing
一行阿阇黎,yi'xing'a'du'li
一行禅师,yi'xing'chan'shi
一宿觉,yi'xiu'jue
一休宗纯,yi'xiu'zong'chun
义宣,yi'xuan
义玄,yi'xuan
义玄禅师,yi'xuan'chan'shi
义玄法师,yi'xuan'fa'shi
异雪庆珠,yi'xue'qing'zhu
伊叶波罗,yi'ye'bo'luo
宜意,yi'yi
倚遇,yi'yu
义渊,yi'yuan
一源宁公,yi'yuan'ning'gong
遗则,yi'ze
一掌婆,yi'zhang'po
义忠,yi'zhong
一州正伊,yi'zhou'zheng'yi
义庄,yi'zhuang
一祖摩诃迦叶尊者,yi'zu'mo'he'jia'ye'zun'zhe
印打菩提,yin'da'pu'ti
隐峰,yin'feng
隐峰禅师,yin'feng'chan'shi
印光大师,yin'guang'da'shi
印光法师,yin'guang'fa'shi
印海法师,yin'hai'fa'shi
印简,yin'jian
印简禅师,yin'jian'chan'shi
因竭陀尊者,yin'jie'tuo'zun'zhe
隐山,yin'shan
隐山惟琰,yin'shan'wei'yan
隐士李源,yin'shi'li'yuan
尹师鲁,yin'shi'lu
殷时训,yin'shi'xun
印顺法师,yin'shun'fa'shi
印肃,yin'su
印肃禅师,yin'su'chan'shi
因陀啰部底王,yin'tuo'luo'bu'di'wang
鄞县周婆,yin'xian'zhou'po
隐元道显,yin'yuan'dao'xian
隐元隆琦,yin'yuan'long'qi
殷中军,yin'zhong'jun
尹洙,yin'zhu
印宗,yin'zong
应庵禅师,ying'an'chan'shi
应庵昙华禅师,ying'an'tan'hua'chan'shi
英辩,ying'bian
英禅师,ying'chan'shi
应慈法师,ying'ci'fa'shi
应端,ying'duan
应干,ying'gan
应金玉堂居士,ying'jin'yu'tang'ju'shi
莹珂,ying'ke
瀛妙和尚,ying'miao'he'shang
应能,ying'neng
应如,ying'ru
莹山绍瑾,ying'shan'shao'jin
英师,ying'shi
英仲法俊,ying'zhong'fa'jun
永安,yong'an
永安禅师,yong'an'chan'shi
永参法师,yong'can'fa'shi
永慈禅师,yong'ci'chan'shi
永道,yong'dao
永道法师,yong'dao'fa'shi
永福,yong'fu
永公,yong'gong
永嘉玄觉禅师,yong'jia'xuan'jue'chan'shi
永嘉真觉禅师,yong'jia'zhen'jue'chan'shi
永嘉真觉大师,yong'jia'zhen'jue'da'shi
永明道潜禅师,yong'ming'dao'qian'chan'shi
永明寿禅师,yong'ming'shou'chan'shi
永明寺道潜禅师,yong'ming'si'dao'qian'chan'shi
永明延寿禅师,yong'ming'yan'shou'chan'shi
永明智觉禅师,yong'ming'zhi'jue'chan'shi
永宁禅师,yong'ning'chan'shi
永平义云,yong'ping'yi'yun
用钦,yong'qin
永清法师,yong'qing'fa'shi
涌泉,yong'quan
涌泉景欣,yong'quan'jing'xin
永泰,yong'tai
永信法师,yong'xin'fa'shi
用拙法师祖你,yong'zhuo'fa'shi'zu'ni
猷禅师,you'chan'shi
游翠岩玑禅师,you'cui'yan'ji'chan'shi
游定夫,you'ding'fu
友峰等益,you'feng'deng'yi
有基,you'ji
有开,you'kai
友奎法师,you'kui'fa'shi
有明,you'ming
有南,you'nan
有朋,you'peng
优婆纺多,you'po'fang'duo
幽栖,you'qi
有权,you'quan
友山士偲,you'shan'shi'si
尤遂初,you'sui'chu
优昙法师,you'tan'fa'shi
栯堂禅师山居诗,you'tang'chan'shi'shan'ju'shi
尤锡绶之妻施氏,you'xi'shou'zhi'qi'shi'shi
有需,you'xu
幽玄,you'xuan
有严,you'yan
有严法师,you'yan'fa'shi
有缘,you'yuan
酉源达公,you'yuan'da'gong
幼璋禅师,you'zhang'chan'shi
幼璋禅师住瑞龙,you'zhang'chan'shi'zhu'rui'long
有臻,you'zhen
幽州盘山宝积禅师,you'zhou'pan'shan'bao'ji'chan'shi
遇安禅师,yu'an'chan'shi
愚庵禅师超智,yu'an'chan'shi'chao'zhi
于昶,yu'chang
虞长孺,yu'chang'ru
禺川禅师,yu'chuan'chan'shi
于刺史,yu'ci'shi
俞道婆,yu'dao'po
于道邃,yu'dao'sui
于頔,yu'di
于頔居士,yu'di'ju'shi
于法开,yu'fa'kai
于法兰,yu'fa'lan
余放牛,yu'fang'niu
玉甫绍琮,yu'fu'shao'cong
玉岗法师,yu'gang'fa'shi
玉冈如金,yu'gang'ru'jin
寓谷志禅师,yu'gu'zhi'chan'shi
愚谷智禅师,yu'gu'zhi'chan'shi
于贵之母于媪,yu'gui'zhi'mu'yu'ao
余杭政禅师,yu'hang'zheng'chan'shi
余鹤亭,yu'he'ting
玉慧观居士,yu'hui'guan'ju'shi
瑜珈不空三藏法师,yu'jia'bu'kong'san'zang'fa'shi
瑜伽女地那羯啰,yu'jia'nv'di'na'jie'luo
余居士,yu'ju'shi
裕窥,yu'kui
喻弥陀,yu'mi'tuo
宇摩弥觉多杰,yu'mo'mi'jue'duo'jie
玉泉皓禅师,yu'quan'hao'chan'shi
玉泉琏禅师,yu'quan'lian'chan'shi
俞氏,yu'shi
俞嗣如居士,yu'si'ru'ju'shi
愚堂东寔,yu'tang'dong'shi
育王,yu'wang
育王端裕禅师,yu'wang'duan'yu'chan'shi
育王妙堪禅师,yu'wang'miao'kan'chan'shi
虞文懿,yu'wen'yi
遇贤,yu'xian
与咸,yu'xian
于宪,yu'xian
遇贤禅师,yu'xian'chan'shi
庾彦宝,yu'yan'bao
庾彦实,yu'yan'shi
虞愚先生,yu'yu'xian'sheng
豫章雷次宗,yu'zhang'lei'ci'zong
玉芝禅师,yu'zhi'chan'shi
愚中周及,yu'zhong'zhou'ji
余仲宗琇,yu'zhong'zong'xiu
元安,yuan'an
元庵,yuan'an
元安禅师,yuan'an'chan'shi
袁媪,yuan'ao
元癹又文思八,yuan'ba'you'wen'si'ba
元必才,yuan'bi'cai
圆辨道琛,yuan'bian'dao'chen
元表,yuan'biao
袁伯修,yuan'bo'xiu
元布衲,yuan'bu'na
远参法师,yuan'can'fa'shi
圆测,yuan'ce
圆测大师,yuan'ce'da'shi
原禅师,yuan'chan'shi
元长禅师,yuan'chang'chan'shi
圆超,yuan'chao
元陈君璋,yuan'chen'jun'zhang
愿诚,yuan'cheng
元崇,yuan'chong
缘德禅师,yuan'de'chan'shi
缘德三,yuan'de'san
元德秀,yuan'de'xiu
圆尔辨圆,yuan'er'bian'yuan
远法师,yuan'fa'shi
圆观,yuan'guan
圆光,yuan'guang
元圭,yuan'gui
元圭禅师,yuan'gui'chan'shi
圆果,yuan'guo
元浩,yuan'hao
元皓法师,yuan'hao'fa'shi
元和尚,yuan'he'shang
元宏济,yuan'hong'ji
袁焕仙居士,yuan'huan'xian'ju'shi
袁焕仙先生,yuan'huan'xian'xian'sheng
元慧,yuan'hui
圆晖,yuan'hui
圆寂,yuan'ji
圆玑,yuan'ji
元建安白云崇梵寺愚叟澄鉴禅师,yuan'jian'an'bai'yun'chong'fan'si'yu'sou'cheng'jian'chan'shi
元建阳高仰山古梅正友禅师,yuan'jian'yang'gao'yang'shan'gu'mei'zheng'you'chan'shi
元建阳云庵庆禅师,yuan'jian'yang'yun'an'qing'chan'shi
元皎,yuan'jiao
元静,yuan'jing
元净,yuan'jing
圆镜,yuan'jing
元净禅师,yuan'jing'chan'shi
元净法师,yuan'jing'fa'shi
圆镜法师,yuan'jing'fa'shi
袁景倩,yuan'jing'qian
元敬斋姑,yuan'jing'zhai'gu
袁觉,yuan'jue
圆觉禅师,yuan'jue'chan'shi
圆觉律师,yuan'jue'lv'shi
圆觉演公,yuan'jue'yan'gong
圆觉宗慧华金刚上师,yuan'jue'zong'hui'hua'jin'gang'shang'shi
元凯法师,yuan'kai'fa'shi
元康,yuan'kang
圆魁,yuan'kui
袁了凡,yuan'le'fan
袁了凡居士,yuan'le'fan'ju'shi
元礼首座,yuan'li'shou'zuo
元琏禅师,yuan'lian'chan'shi
元鲁山,yuan'lu'shan
瑗律师,yuan'lv'shi
元蒙润,yuan'meng'run
缘密,yuan'mi
原妙禅师,yuan'miao'chan'shi
元妙文,yuan'miao'wen
元明本,yuan'ming'ben
圆明大师演人公,yuan'ming'da'shi'yan'ren'gong
元念佛婆,yuan'nian'fo'po
元瓯宁斗峰山大圭正璋禅师,yuan'ou'ning'dou'feng'shan'da'gui'zheng'zhang'chan'shi
元瓯宁天宝山逆川智顺禅师,yuan'ou'ning'tian'bao'shan'ni'chuan'zhi'shun'chan'shi
元瓯宁天宝山铁关法枢禅师,yuan'ou'ning'tian'bao'shan'tie'guan'fa'shu'chan'shi
元盘谷,yuan'pan'gu
原璞禅师士璋,yuan'pu'chan'shi'shi'zhang
元庆寿海云大士,yuan'qing'shou'hai'yun'da'shi
圆融法师,yuan'rong'fa'shi
元善继,yuan'shan'ji
元善住,yuan'shan'zhu
圆绍三,yuan'shao'san
元士宗,yuan'shi'zong
元松溪佛行少林崧禅师,yuan'song'xi'fo'xing'shao'lin'song'chan'shi
元叟禅师行端,yuan'sou'chan'shi'xing'duan
元叟端禅师,yuan'sou'duan'chan'shi
圆通,yuan'tong
圆通禅师,yuan'tong'chan'shi
圆通居讷禅师,yuan'tong'ju'ne'chan'shi
圆通旻禅师,yuan'tong'min'chan'shi
圆通讷禅师,yuan'tong'ne'chan'shi
圆通思梵,yuan'tong'si'fan
圆通缘德禅师,yuan'tong'yuan'de'chan'shi
圆通真际德止禅师,yuan'tong'zhen'ji'de'zhi'chan'shi
元琬法师,yuan'wan'fa'shi
元王九莲,yuan'wang'jiu'lian
元维则,yuan'wei'ze
源翁心昭,yuan'weng'xin'zhao
圆悟禅师,yuan'wu'chan'shi
元熙禅师,yuan'xi'chan'shi
员相,yuan'xiang
元晓,yuan'xiao
圆信禅师,yuan'xin'chan'shi
圆性,yuan'xing
元性澄,yuan'xing'cheng
元琇,yuan'xiu
圆修,yuan'xiu
袁彦伯,yuan'yan'bo
元音老人,yuan'yin'lao'ren
元颖,yuan'ying
圆瑛法师,yuan'ying'fa'shi
元祐,yuan'you
元优昙,yuan'you'tan
圆月明律,yuan'yue'ming'lv
元湛,yuan'zhan
元张夫人,yuan'zhang'fu'ren
元肇,yuan'zhao
元照,yuan'zhao
圆照,yuan'zhao
圆照本禅师,yuan'zhao'ben'chan'shi
圆照禅师,yuan'zhao'chan'shi
圆照禅师本公,yuan'zhao'chan'shi'ben'gong
元照律师,yuan'zhao'lv'shi
元柘木,yuan'zhe'mu
原真,yuan'zhen
圆震,yuan'zhen
元镇法师,yuan'zhen'fa'shi
元政和奖山慧空元模禅师,yuan'zheng'he'jiang'shan'hui'kong'yuan'mo'chan'shi
圆智,yuan'zhi
圆智禅师,yuan'zhi'chan'shi
圆智法师,yuan'zhi'fa'shi
元旨公,yuan'zhi'gong
元周婆,yuan'zhou'po
圆拙法师,yuan'zhuo'fa'shi
元子文,yuan'zi'wen
元紫芝,yuan'zi'zhi
月庵宗光,yue'an'zong'guang
月称菩萨传,yue'cheng'pu'sa'chuan
月船禅慧,yue'chuan'chan'hui
月船琛海,yue'chuan'chen'hai
月川法师,yue'chuan'fa'shi
月灌溪志闲禅师,yue'guan'xi'zhi'xian'chan'shi
越国夫人王氏,yue'guo'fu'ren'wang'shi
月海元昭,yue'hai'yuan'zhao
月华山琳公,yue'hua'shan'lin'gong
月涧义光,yue'jian'yi'guang
月江禅师,yue'jiang'chan'shi
月江净公,yue'jiang'jing'gong
月林禅师,yue'lin'chan'shi
月林观禅师,yue'lin'guan'chan'shi
月林镜公,yue'lin'jing'gong
岳麓海禅师,yue'lu'hai'chan'shi
越山鉴真,yue'shan'jian'zhen
岳神乞戒,yue'shen'qi'jie
月潭和尚,yue'tan'he'shang
月潭全龙,yue'tan'quan'long
悦堂禅师,yue'tang'chan'shi
月堂昌禅师,yue'tang'chang'chan'shi
悦堂訚禅师,yue'tang'yin'chan'shi
月堂宗规,yue'tang'zong'gui
月天,yue'tian
约翁德俭,yue'weng'de'jian
月西法师,yue'xi'fa'shi
月溪法师,yue'xi'fa'shi
越溪守谦,yue'xi'shou'qian
月心宝公,yue'xin'bao'gong
悦岩不禅,yue'yan'bu'chan
约之裕公,yue'zhi'yu'gong
