暗撑,an'cheng
直接辐射,zhi'jie'fu'she
直接受益,zhi'jie'shou'yi
直接照明,zhi'jie'zhao'ming
直接制冷系统,zhi'jie'zhi'leng'xi'tong
质扩散,zhi'kuo'san
制冷系统,zhi'leng'xi'tong
质量管理,zhi'liang'guan'li
质量评定,zhi'liang'ping'ding
治疗部,zhi'liao'bu
治疗室,zhi'liao'shi
指令系统,zhi'ling'xi'tong
直流电动机,zhi'liu'dian'dong'ji
直流电源,zhi'liu'dian'yuan
直流发电机,zhi'liu'fa'dian'ji
直流柜,zhi'liu'gui
直流接地,zhi'liu'jie'di
直流氩弧焊机,zhi'liu'ya'hu'han'ji
支路,zhi'lu
纸面石膏板,zhi'mian'shi'gao'ban
支模,zhi'mo
智能办公楼,zhi'neng'ban'gong'lou
直爬梯,zhi'pa'ti
直跑楼梯,zhi'pao'lou'ti
直射光,zhi'she'guang
直升机坪,zhi'sheng'ji'ping
置石,zhi'shi
蛭石,zhi'shi
指示植物,zhi'shi'zhi'wu
执手,zhi'shou
肢数,zhi'shu
植树箱,zhi'shu'xiang
滞水,zhi'shui
止水帷幕,zhi'shui'wei'mu
支条,zhi'tiao
制图,zhi'tu
植物病虫防治,zhi'wu'bing'chong'fang'zhi
织物材料,zhi'wu'cai'liao
植物覆盖,zhi'wu'fu'gai
植物公园,zhi'wu'gong'yuan
置物架,zhi'wu'jia
植物景观,zhi'wu'jing'guan
植物配植,zhi'wu'pei'zhi
植物养护管理,zhi'wu'yang'hu'guan'li
植物园,zhi'wu'yuan
植物整形修剪,zhi'wu'zheng'xing'xiu'jian
支线,zhi'xian
指向性因数,zhi'xiang'xing'yin'shu
枝形吊灯,zhi'xing'diao'deng
枝形吊灯架,zhi'xing'diao'deng'jia
秩序感,zhi'xu'gan
制药厂,zhi'yao'chang
职业道德守则,zhi'ye'dao'de'shou'ze
职业工程师,zhi'ye'gong'cheng'shi
职业工程师法,zhi'ye'gong'cheng'shi'fa
职业结构,zhi'ye'jie'gou
职业学校建筑,zhi'ye'xue'xiao'jian'zhu
支摘窗,zhi'zhai'chuang
执照,zhi'zhao
制震,zhi'zhen
制震结构,zhi'zhen'jie'gou
支座,zhi'zuo
钟表厂,zhong'biao'chang
钟表店,zhong'biao'dian
中部筋,zhong'bu'jin
中餐厅,zhong'can'ting
中层灰,zhong'ceng'hui
中粗砂,zhong'cu'sha
中等城市,zhong'deng'cheng'shi
终端设备,zhong'duan'she'bei
终端再热,zhong'duan'zai're
终端装置,zhong'duan'zhuang'zhi
重分配,zhong'fen'pei
中风化岩层,zhong'feng'hua'yan'ceng
重栱,zhong'gong
中国城市规划学会,zhong'guo'cheng'shi'gui'hua'xue'hui
中国城市科学研究会,zhong'guo'cheng'shi'ke'xue'yan'jiu'hui
中国传统园林,zhong'guo'chuan'tong'yuan'lin
中国风景园林学会,zhong'guo'feng'jing'yuan'lin'xue'hui
中国古代园林,zhong'guo'gu'dai'yuan'lin
中国古典园林,zhong'guo'gu'dian'yuan'lin
中国建筑学会,zhong'guo'jian'zhu'xue'hui
中国漆,zhong'guo'qi
中国山水园,zhong'guo'shan'shui'yuan
中国市长协会,zhong'guo'shi'zhang'xie'hui
中和轴,zhong'he'zhou
中横框,zhong'heng'kuang
中间视觉,zhong'jian'shi'jue
中间支座,zhong'jian'zhi'zuo
中空玻璃,zhong'kong'bo'li
重力二阶效应,zhong'li'er'jie'xiao'ying
肿瘤医院,zhong'liu'yi'yuan
钟楼,zhong'lou
种马场,zhong'ma'chang
中冒头,zhong'mao'tou
中频变压器,zhong'pin'bian'ya'qi
钟乳拱,zhong'ru'gong
钟乳石,zhong'ru'shi
中砂,zhong'sha
中试车间,zhong'shi'che'jian
中竖框,zhong'shu'kuang
中速电梯,zhong'su'dian'ti
重台勾阑,zhong'tai'gou'lan
中厅,zhong'ting
中庭,zhong'ting
中心城市,zhong'xin'cheng'shi
中心供应站,zhong'xin'gong'ying'zhan
中心广场,zhong'xin'guang'chang
中心商务区,zhong'xin'shang'wu'qu
中心舞台,zhong'xin'wu'tai
中心支撑,zhong'xin'zhi'cheng
中悬窗,zhong'xuan'chuang
中悬折叠门,zhong'xuan'zhe'die'men
中学建筑,zhong'xue'jian'zhu
中央公园,zhong'yang'gong'yuan
中央控制台,zhong'yang'kong'zhi'tai
中央试验室,zhong'yang'shi'yan'shi
中药店,zhong'yao'dian
重要负荷,zhong'yao'fu'he
中医院,zhong'yi'yuan
中英混合式园林,zhong'ying'hun'he'shi'yuan'lin
中震,zhong'zhen
中震不屈服,zhong'zhen'bu'qu'fu
中震弹性,zhong'zhen'tan'xing
种植池,zhong'zhi'chi
种植大样图,zhong'zhi'da'yang'tu
种植工程,zhong'zhi'gong'cheng
种植容器,zhong'zhi'rong'qi
种植设计,zhong'zhi'she'ji
种植屋面,zhong'zhi'wu'mian
中柱,zhong'zhu
种子库,zhong'zi'ku
种子液肥喷洒机,zhong'zi'ye'fei'pen'sa'ji
周边式,zhou'bian'shi
轴侧,zhou'ce
周朝,zhou'chao
轴承厂,zhou'cheng'chang
昼光,zhou'guang
轴力,zhou'li
轴流泵,zhou'liu'beng
轴流风扇,zhou'liu'feng'shan
周期比,zhou'qi'bi
周期性传热,zhou'qi'xing'chuan're
轴视图,zhou'shi'tu
轴网,zhou'wang
周锡元,zhou'xi'yuan
轴线,zhou'xian
轴压,zhou'ya
轴压比,zhou'ya'bi
昼夜等效声级,zhou'ye'deng'xiao'sheng'ji
周转房,zhou'zhuan'fang
珠宝店,zhu'bao'dian
主变压器,zhu'bian'ya'qi
柱表,zhu'biao
注册,zhu'ce
注册结构工程师,zhu'ce'jie'gou'gong'cheng'shi
注册章,zhu'ce'zhang
主持人,zhu'chi'ren
柱础,zhu'chu
柱底,zhu'di
竹地板,zhu'di'ban
主电源,zhu'dian'yuan
柱顶,zhu'ding
柱顶石,zhu'ding'shi
主动式太阳房,zhu'dong'shi'tai'yang'fang
主动土压力,zhu'dong'tu'ya'li
柱墩,zhu'dun
住房,zhu'fang
主干路,zhu'gan'lu
铸工车间,zhu'gong'che'jian
柱基,zhu'ji
柱脚,zhu'jiao
柱截面,zhu'jie'mian
主筋,zhu'jin
主景,zhu'jing
柱径,zhu'jing
主景植物,zhu'jing'zhi'wu
柱距,zhu'ju
主控制器,zhu'kong'zhi'qi
柱宽,zhu'kuan
柱廊,zhu'lang
柱帽,zhu'mao
柱面干挂石材,zhu'mian'gan'gua'shi'cai
柱内管线配置,zhu'nei'guan'xian'pei'zhi
贮泥池,zhu'ni'chi
柱配筋,zhu'pei'jin
主配线架,zhu'pei'xian'jia
主频,zhu'pin
柱平法,zhu'ping'fa
柱平面布置图,zhu'ping'mian'bu'zhi'tu
主穹顶,zhu'qiong'ding
侏儒柱,zhu'ru'zhu
猪舍,zhu'she
柱身,zhu'shen
柱式,zhu'shi
铸石,zhu'shi
主食加工间,zhu'shi'jia'gong'jian
主食库,zhu'shi'ku
柱体,zhu'ti
主体群落,zhu'ti'qun'luo
铸铁管,zhu'tie'guan
竹亭,zhu'ting
柱头,zhu'tou
柱头科,zhu'tou'ke
柱头铺作,zhu'tou'pu'zuo
柱图,zhu'tu
主席台,zhu'xi'tai
主要入口,zhu'yao'ru'kou
住院部,zhu'yuan'bu
铸造车间,zhu'zao'che'jian
铸造制品,zhu'zao'zhi'pin
住宅布局,zhu'zhai'bu'ju
住宅类型,zhu'zhai'lei'xing
住宅组团,zhu'zhai'zu'tuan
柱肢,zhu'zhi
主轴,zhu'zhou
砖雕,zhuan'diao
转换层,zhuan'huan'ceng
转换开关,zhuan'huan'kai'guan
转换梁,zhuan'huan'liang
转角窗,zhuan'jiao'chuang
转角铺作,zhuan'jiao'pu'zuo
转角墙,zhuan'jiao'qiang
转角柱,zhuan'jiao'zhu
专科学校建筑,zhuan'ke'xue'xiao'jian'zhu
专类花园,zhuan'lei'hua'yuan
转轮式换热器,zhuan'lun'shi'huan're'qi
专卖店,zhuan'mai'dian
转门,zhuan'men
专门室内系统,zhuan'men'shi'nei'xi'tong
专门项目,zhuan'men'xiang'mu
砖面泛白,zhuan'mian'fan'bai
砖铺切,zhuan'pu'qie
转台,zhuan'tai
砖瓦厂,zhuan'wa'chang
转弯半径,zhuan'wan'ban'jing
转弯曲度,zhuan'wan'qu'du
专用办公楼,zhuan'yong'ban'gong'lou
专用道路,zhuan'yong'dao'lu
桩长,zhuang'chang
装订室,zhuang'ding'shi
桩规,zhuang'gui
桩基,zhuang'ji
撞击声,zhuang'ji'sheng
装甲电缆,zhuang'jia'dian'lan
桩径,zhuang'jing
桩径比,zhuang'jing'bi
装配车间,zhuang'pei'che'jian
装配图,zhuang'pei'tu
装配整体式,zhuang'pei'zheng'ti'shi
桩身,zhuang'shen
装饰壁灯,zhuang'shi'bi'deng
装饰灯,zhuang'shi'deng
装饰钉,zhuang'shi'ding
装饰盖板,zhuang'shi'gai'ban
装饰铁件,zhuang'shi'tie'jian
装饰植物,zhuang'shi'zhi'wu
装卸站台,zhuang'xie'zhan'tai
庄园,zhuang'yuan
装缘植物,zhuang'yuan'zhi'wu
追光灯,zhui'guang'deng
准永久,zhun'yong'jiu
准永久值,zhun'yong'jiu'zhi
准永久组合,zhun'yong'jiu'zu'he
自动部件选择,zi'dong'bu'jian'xuan'ze
自动断电器,zi'dong'duan'dian'qi
自动断路器,zi'dong'duan'lu'qi
自动扶梯,zi'dong'fu'ti
自动感应烘手器,zi'dong'gan'ying'hong'shou'qi
自动感应门,zi'dong'gan'ying'men
自动给水控制,zi'dong'gei'shui'kong'zhi
自动关门装置,zi'dong'guan'men'zhuang'zhi
自动化车间,zi'dong'hua'che'jian
自动火灾报警系统,zi'dong'huo'zai'bao'jing'xi'tong
自动记录器,zi'dong'ji'lu'qi
自动开关装置,zi'dong'kai'guan'zhuang'zhi
自动控制系统,zi'dong'kong'zhi'xi'tong
自动控制装置,zi'dong'kong'zhi'zhuang'zhi
自动门,zi'dong'men
自动门开关,zi'dong'men'kai'guan
自动排气口,zi'dong'pai'qi'kou
自动排烟口,zi'dong'pai'yan'kou
自动喷水灭火系统,zi'dong'pen'shui'mie'huo'xi'tong
自动喷水系统,zi'dong'pen'shui'xi'tong
自动起动,zi'dong'qi'dong
自动启动器,zi'dong'qi'dong'qi
自动水幕系统,zi'dong'shui'mu'xi'tong
自动调节机能,zi'dong'tiao'jie'ji'neng
自动调节装置,zi'dong'tiao'jie'zhuang'zhi
自动详图制作,zi'dong'xiang'tu'zhi'zuo
自动消防泵,zi'dong'xiao'fang'beng
子筏板,zi'fa'ban
自攻螺钉,zi'gong'luo'ding
字架,zi'jia
资金返本期,zi'jin'fan'ben'qi
自控器,zi'kong'qi
自来水厂,zi'lai'shui'chang
自冷式变压器,zi'leng'shi'bian'ya'qi
自耦变压器,zi'ou'bian'ya'qi
自然保存,zi'ran'bao'cun
自然保护,zi'ran'bao'hu
自然保护区,zi'ran'bao'hu'qu
自然博物馆,zi'ran'bo'wu'guan
自然对流,zi'ran'dui'liu
自然接地体,zi'ran'jie'di'ti
自然景观,zi'ran'jing'guan
自然能源,zi'ran'neng'yuan
自然式道路系统,zi'ran'shi'dao'lu'xi'tong
自然式花篱,zi'ran'shi'hua'li
自然式园林,zi'ran'shi'yuan'lin
自然衰减,zi'ran'shuai'jian
自然系统,zi'ran'xi'tong
自然资源,zi'ran'zi'yuan
紫外光消毒池,zi'wai'guang'xiao'du'chi
自行车棚,zi'xing'che'peng
自行车赛场,zi'xing'che'sai'chang
自行车停放规则,zi'xing'che'ting'fang'gui'ze
自选商店,zi'xuan'shang'dian
咨询工程师,zi'xun'gong'cheng'shi
自养生物,zi'yang'sheng'wu
自由场,zi'you'chang
自由对流,zi'you'dui'liu
自由热,zi'you're
自由体操,zi'you'ti'cao
自振周期,zi'zhen'zhou'qi
资质审查,zi'zhi'shen'cha
自重抗浮,zi'zhong'kang'fu
总仓库,zong'cang'ku
总等电位,zong'deng'dian'wei
总等电位联结,zong'deng'dian'wei'lian'jie
总额收费,zong'e'shou'fei
总服务台,zong'fu'wu'tai
总功率,zong'gong'lv
纵过道,zong'guo'dao
综合防灾能力,zong'he'fang'zai'neng'li
综合公园,zong'he'gong'yuan
综合规划,zong'he'gui'hua
综合开发,zong'he'kai'fa
综合区,zong'he'qu
综合式遮阳,zong'he'shi'zhe'yang
综合性办公楼,zong'he'xing'ban'gong'lou
综合医院,zong'he'yi'yuan
总建筑面积,zong'jian'zhu'mian'ji
宗教建筑,zong'jiao'jian'zhu
纵筋,zong'jin
总开关,zong'kai'guan
棕榈叶式柱,zong'lv'ye'shi'zhu
总配电盘,zong'pei'dian'pan
总配线架,zong'pei'xian'jia
总平面,zong'ping'mian
总平面规划,zong'ping'mian'gui'hua
总平面图,zong'ping'mian'tu
总平面运输设计,zong'ping'mian'yun'shu'she'ji
纵剖图,zong'pou'tu
总体规划,zong'ti'gui'hua
总统客房,zong'tong'ke'fang
总图,zong'tu
纵向钢筋,zong'xiang'gang'jin
总指挥室,zong'zhi'hui'shi
总装配器,zong'zhuang'pei'qi
总装配图,zong'zhuang'pei'tu
走廊,zou'lang
走兽,zou'shou
组合梁,zu'he'liang
组合值,zu'he'zhi
组合值系数,zu'he'zhi'xi'shu
阻尼比,zu'ni'bi
足球场,zu'qiu'chang
组植,zu'zhi
最大尺寸,zui'da'chi'cun
最大水灰比,zui'da'shui'hui'bi
最低水位,zui'di'shui'wei
最低温度,zui'di'wen'du
最低照度,zui'di'zhao'du
最高水位,zui'gao'shui'wei
最佳混响时间,zui'jia'hun'xiang'shi'jian
最小配筋率,zui'xiao'pei'jin'lv
最小热阻,zui'xiao're'zu
坐便器,zuo'bian'qi
坐凳栏杆,zuo'deng'lan'gan
坐斗,zuo'dou
座盖,zuo'gai
坐浆,zuo'jiang
坐栏,zuo'lan
座圈,zuo'quan
坐式大便器,zuo'shi'da'bian'qi
座席容量,zuo'xi'rong'liang
左右对称,zuo'you'dui'chen
坐浴盆,zuo'yu'pen
