阿比可糖,a'bi'ke'tang
别构激活剂,bie'gou'ji'huo'ji
别构象部位,bie'gou'xiang'bu'wei
别构象的,bie'gou'xiang'de
别构象酶,bie'gou'xiang'mei
别构象效应,bie'gou'xiang'xiao'ying
别构抑制剂,bie'gou'yi'zhi'ji
别红藻氨酸,bie'hong'zao'an'suan
别罗勒烯,bie'luo'le'xi
别霉素,bie'mei'su
别皮甾酮四醇,bie'pi'zai'tong'si'chun
别皮甾五醇,bie'pi'zai'wu'chun
别嘌呤醇,bie'piao'ling'chun
别羟脯氨酸,bie'qiang'fu'an'suan
别四氢皮质甾醇,bie'si'qing'pi'zhi'zai'chun
别异亮氨酸,bie'yi'liang'an'suan
别孕甾烷,bie'yun'zai'wan
别藻蓝素,bie'zao'lan'su
丙氨酸,bing'an'suan
丙氨酸丁氨酸硫醚,bing'an'suan'ding'an'suan'liu'mi
丙氨酸丁氨酸硒醚,bing'an'suan'ding'an'suan'xi'mi
丙氨酰甘氨酸,bing'an'xian'gan'an'suan
丙氨酰基,bing'an'xian'ji
丙氨酰组氨酸,bing'an'xian'zu'an'suan
冰草炔,bing'cao'que
丙醇二酸,bing'chun'er'suan
丙醇磺酸,bing'chun'huang'suan
冰岛衣酸,bing'dao'yi'suan
冰冻蚀刻,bing'dong'shi'ke
冰冻撕裂,bing'dong'si'lie
病毒,bing'du
病毒癌基因,bing'du'ai'ji'yin
病毒核心,bing'du'he'xin
病毒粒子,bing'du'li'zi
病毒外壳蛋白,bing'du'wai'ke'dan'bai
病毒学,bing'du'xue
丙二醇,bing'er'chun
丙二酸,bing'er'suan
丙二酸半醛,bing'er'suan'ban'quan
丙二酸丙醇二酸,bing'er'suan'bing'chun'er'suan
丙二酸单酰,bing'er'suan'dan'xian
丙二酸单酰基,bing'er'suan'dan'xian'ji
丙二酸单乙酯,bing'er'suan'dan'yi'zhi
丙二酸酐,bing'er'suan'gan
丙二酸盐,bing'er'suan'yan
丙二酰胺,bing'er'xian'an
丙二酰基,bing'er'xian'ji
并发抑制,bing'fa'yi'zhi
丙磺酸,bing'huang'suan
丙基,bing'ji
丙基六氢吡啶,bing'ji'liu'qing'bi'ding
病菌,bing'jun
丙咪嗪,bing'mi'qin
冰片,bing'pian
丙醛酸,bing'quan'suan
丙醛糖,bing'quan'tang
丙酸,bing'suan
丙酸基,bing'suan'ji
丙酸酶,bing'suan'mei
丙酸盐,bing'suan'yan
病态膜学,bing'tai'mo'xue
丙糖,bing'tang
丙糖磷酸,bing'tang'lin'suan
丙酮,bing'tong
丙酮雷琐辛,bing'tong'lei'suo'xin
丙酮尿,bing'tong'niao
丙酮醛,bing'tong'quan
丙酮酸,bing'tong'suan
丙酮酸激酶,bing'tong'suan'ji'mei
丙酮酸磷酸激酶,bing'tong'suan'lin'suan'ji'mei
丙酮酸羧化酶缺乏病,bing'tong'suan'suo'hua'mei'que'fa'bing
丙酮酸脱氢酶,bing'tong'suan'tuo'qing'mei
丙酮酸氧化,bing'tong'suan'yang'hua
丙酮血症,bing'tong'xue'zheng
丙烯除虫菊酯,bing'xi'chu'chong'ju'zhi
丙烯化作用,bing'xi'hua'zuo'yong
丙烯基,bing'xi'ji
丙烯基乙基巴比妥酸,bing'xi'ji'yi'ji'ba'bi'tuo'suan
丙烯腈,bing'xi'jing
丙烯醛,bing'xi'quan
丙烯酸,bing'xi'suan
丙烯酰胺,bing'xi'xian'an
丙烯酰基,bing'xi'xian'ji
丙酰胺,bing'xian'an
丙酰胺酸,bing'xian'an'suan
丙酰苄胺异烟肼,bing'xian'bian'an'yi'yan'jing
丙酰胆碱,bing'xian'dan'jian
丙酰基,bing'xian'ji
冰浴,bing'yu
病原体,bing'yuan'ti
丙种球蛋白,bing'zhong'qiu'dan'bai
伯胺喹,bo'an'kui
菠菜铁氧还蛋白,bo'cai'tie'yang'hai'dan'bai
菠菜甾醇,bo'cai'zai'chun
波长,bo'chang
波耳氏效应,bo'er'shi'xiao'ying
薄荷醇,bo'he'chun
薄荷二烯醇,bo'he'er'xi'chun
薄荷二烯酮,bo'he'er'xi'tong
薄荷呋喃,bo'he'fu'nan
薄荷烯醇,bo'he'xi'chun
薄荷烯酮,bo'he'xi'tong
博莱霉素,bo'lai'mei'su
泊雷糖,bo'lei'tang
玻璃体液,bo'li'ti'ye
玻璃纸,bo'li'zhi
玻璃状液,bo'li'zhuang'ye
剥露颗粒,bo'lu'ke'li
菠萝蛋白酶,bo'luo'dan'bai'mei
菠萝蜜蛋白,bo'luo'mi'dan'bai
波斯菊萜,bo'si'ju'tie
波形蛋白,bo'xing'dan'bai
不饱和脂肪酸,bu'bao'he'zhi'fang'suan
不被压制胰岛素样活性多肽,bu'bei'ya'zhi'yi'dao'su'yang'huo'xing'duo'tai
不被抑制的胰岛素样活,bu'bei'yi'zhi'de'yi'dao'su'yang'huo
补偿作用,bu'chang'zuo'yong
不成对电子,bu'cheng'dui'dian'zi
不重叠的,bu'chong'die'de
不纯核黄素,bu'chun'he'huang'su
不纯乳酸发酵,bu'chun'ru'suan'fa'jiao
不等渗的,bu'deng'shen'de
不等轴的,bu'deng'zhou'de
不定温的,bu'ding'wen'de
不动情期,bu'dong'qing'qi
不对称的,bu'dui'chen'de
不对称现象,bu'dui'chen'xian'xiang
不对称转录,bu'dui'chen'zhuan'lu
不法输运,bu'fa'shu'yun
不法转运,bu'fa'zhuan'yun
部分,bu'fen
卟吩,bu'fen
部分酶解,bu'fen'mei'jie
部分收集器,bu'fen'shou'ji'qi
补骨脂类,bu'gu'zhi'lei
不规则减数分裂,bu'gui'ze'jian'shu'fen'lie
不挥发脂肪酸百分数,bu'hui'fa'zhi'fang'suan'bai'fen'shu
补救途径,bu'jiu'tu'jing
补救作用,bu'jiu'zuo'yong
不均一核,bu'jun'yi'he
不均一核糖核蛋白,bu'jun'yi'he'tang'he'dan'bai
不均一性,bu'jun'yi'xing
不可逆休克,bu'ke'ni'xiu'ke
不可逆抑制作用,bu'ke'ni'yi'zhi'zuo'yong
不可通透的,bu'ke'tong'tou'de
不可转化性,bu'ke'zhuan'hua'xing
不扩散钙,bu'kuo'san'gai
布里杰,bu'li'jie
不连续合成,bu'lian'xu'he'cheng
卟啉,bu'lin
卟啉尿,bu'lin'niao
卟啉亚铁螯合酶,bu'lin'ya'tie'ao'he'mei
卟啉原,bu'lin'yuan
不耐热的,bu'nai're'de
不耐热性,bu'nai're'xing
不亲和性,bu'qin'he'xing
补缺术,bu'que'shu
不溶酶,bu'rong'mei
不溶性,bu'rong'xing
不溶性脂酶,bu'rong'xing'zhi'mei
哺乳,bu'ru
哺乳动物,bu'ru'dong'wu
不受限制的,bu'shou'xian'zhi'de
补体,bu'ti
补体结合,bu'ti'jie'he
补体结合试剂药箱,bu'ti'jie'he'shi'ji'yao'xiang
补体结合试剂组,bu'ti'jie'he'shi'ji'zu
不透明性,bu'tou'ming'xing
不透射线的,bu'tou'she'xian'de
不透液的,bu'tou'ye'de
不完全抗体,bu'wan'quan'kang'ti
不完全抗原,bu'wan'quan'kang'yuan
部位,bu'wei
不稳定的,bu'wen'ding'de
不稳定区,bu'wen'ding'qu
不稳定性,bu'wen'ding'xing
不相容性,bu'xiang'rong'xing
不许可条件,bu'xu'ke'tiao'jian
不需氧脱氢酶,bu'xu'yang'tuo'qing'mei
不需氧氧化作用,bu'xu'yang'yang'hua'zuo'yong
不应期,bu'ying'qi
不应性,bu'ying'xing
不育,bu'yu
不允许条件,bu'yun'xu'tiao'jian
不皂化脂质,bu'zao'hua'zhi'zhi
补助途径,bu'zhu'tu'jing
不足,bu'zu
菜豆酸,cai'dou'suan
采样,cai'yang
菜油固醇,cai'you'gu'chun
菜油甾醇,cai'you'zai'chun
菜子固醇,cai'zi'gu'chun
菜子甾醇,cai'zi'zai'chun
蚕豆病,can'dou'bing
蚕豆嘧啶葡糖苷,can'dou'mi'ding'pu'tang'gan
蚕蛾醇,can'e'chun
蚕固醇,can'gu'chun
残基,can'ji
残基量,can'ji'liang
参考,can'kao
参考电极,can'kao'dian'ji
残留乳糜微粒,can'liu'ru'mi'wei'li
参入,can'ru
参入错误,can'ru'cuo'wu
参数,can'shu
蚕素,can'su
残余物,can'yu'wu
蚕甾醇,can'zai'chun
苍耳素,cang'er'su
藏花素,cang'hua'su
藏花酸,cang'hua'suan
仓鼠,cang'shu
苍术苷,cang'zhu'gan
苍术苷配基,cang'zhu'gan'pei'ji
草履虫,cao'lv'chong
草履虫素,cao'lv'chong'su
草尿酸,cao'niao'suan
糙皮病,cao'pi'bing
草酸,cao'suan
草酸尿,cao'suan'niao
草酸盐,cao'suan'yan
草酰胺,cao'xian'an
草酰丙酰胺,cao'xian'bing'xian'an
草酰二乙酸,cao'xian'er'yi'suan
草酰琥珀酸,cao'xian'hu'po'suan
草酰琥珀酸羧化酶,cao'xian'hu'po'suan'suo'hua'mei
草酰邻氨基苯甲酸,cao'xian'lin'an'ji'ben'jia'suan
草酰乙酸,cao'xian'yi'suan
草酰乙酸羧化酶,cao'xian'yi'suan'suo'hua'mei
草酰乙酸脱羧酶,cao'xian'yi'suan'tuo'suo'mei
草酰乙酰胺,cao'xian'yi'xian'an
操纵基因,cao'zong'ji'yin
操纵子,cao'zong'zi
测不准原理,ce'bu'zhun'yuan'li
测定,ce'ding
侧基,ce'ji
侧金盏花醇,ce'jin'zhan'hua'chun
侧链,ce'lian
测速计,ce'su'ji
测压法,ce'ya'fa
测压计,ce'ya'ji
测压计反应瓶,ce'ya'ji'fan'ying'ping
测压液,ce'ya'ye
参差构象,cen'ci'gou'xiang
层析,ceng'xi
层析谱,ceng'xi'pu
层粘连蛋白,ceng'zhan'lian'dan'bai
茶氨酸,cha'an'suan
差光谱,cha'guang'pu
茶碱,cha'jian
插入,cha'ru
插入极性突变,cha'ru'ji'xing'tu'bian
插入片段,cha'ru'pian'duan
插入染料,cha'ru'ran'liao
插入体,cha'ru'ti
插入突变,cha'ru'tu'bian
插入序列,cha'ru'xu'lie
插入易位,cha'ru'yi'wei
插入移位,cha'ru'yi'wei
插入元件,cha'ru'yuan'jian
差示标记法,cha'shi'biao'ji'fa
差示沉降,cha'shi'chen'jiang
差示的,cha'shi'de
差速离心,cha'su'li'xin
差速区带离心,cha'su'qu'dai'li'xin
插图,cha'tu
差向,cha'xiang
差向立体异构体,cha'xiang'li'ti'yi'gou'ti
茶香螺酮,cha'xiang'luo'tong
差向异构化作用,cha'xiang'yi'gou'hua'zuo'yong
差向异构酶,cha'xiang'yi'gou'mei
差异,cha'yi
茶渍衣酸,cha'zi'yi'suan
拆分,chai'fen
蟾蜍毒,chan'chu'du
蟾蜍二烯羟酸内酯,chan'chu'er'xi'qiang'suan'nei'zhi
蟾蜍精,chan'chu'jing
蟾蜍灵,chan'chu'ling
产蛋白圆酵母,chan'dan'bai'yuan'jiao'mu
蟾毒配基,chan'du'pei'ji
蟾毒配基烯,chan'du'pei'ji'xi
蟾毒色胺,chan'du'se'an
蟾毒色胺内盐,chan'du'se'an'nei'yan
蟾毒素,chan'du'su
产毒性,chan'du'xing
产气气杆菌,chan'qi'qi'gan'jun
长孢菌素,chang'bao'jun'su
长春花碱,chang'chun'hua'jian
常春藤苷配基,chang'chun'teng'gan'pei'ji
长春新碱,chang'chun'xin'jian
肠促胰岛素,chang'cu'yi'dao'su
肠促胰液肽酶,chang'cu'yi'ye'tai'mei
肠道病毒,chang'dao'bing'du
肠毒素,chang'du'su
肠杆菌素,chang'gan'jun'su
肠肝循环,chang'gan'xun'huan
肠高血糖素,chang'gao'xue'tang'su
肠激酶,chang'ji'mei
常见血型抗原,chang'jian'xue'xing'kang'yuan
肠降血糖素,chang'jiang'xue'tang'su
肠菌多糖酸,chang'jun'duo'tang'suan
长链碱基,chang'lian'jian'ji
常量元素,chang'liang'yuan'su
肠泌酸素,chang'mi'suan'su
长末端重复序列,chang'mo'duan'chong'fu'xu'lie
长鞘,chang'qiao
常染色体,chang'ran'se'ti
常染色质,chang'ran'se'zhi
肠绒毛促动素,chang'rong'mao'cu'dong'su
长蠕孢醇,chang'ru'bao'chun
长蠕孢犬牙素,chang'ru'bao'quan'ya'su
长蠕孢素,chang'ru'bao'su
常山碱,chang'shan'jian
肠舒血管抑胃肽,chang'shu'xue'guan'yi'wei'tai
肠肽,chang'tai
肠肽酶,chang'tai'mei
长效甲状腺刺激因子,chang'xiao'jia'zhuang'xian'ci'ji'yin'zi
长效锌胰岛素,chang'xiao'xin'yi'dao'su
长效胰岛素,chang'xiao'yi'dao'su
肠液,chang'ye
常液洗脱,chang'ye'xi'tuo
肠抑胃素,chang'yi'wei'su
肠抑胃肽,chang'yi'wei'tai
超薄冷冻切片术,chao'bao'leng'dong'qie'pian'shu
超倍体,chao'bei'ti
超变密码子,chao'bian'mi'ma'zi
超沉淀作用,chao'chen'dian'zuo'yong
超调变作用,chao'diao'bian'zuo'yong
超二级结构,chao'er'ji'jie'gou
超分子,chao'fen'zi
超感染,chao'gan'ran
超共轭,chao'gong'e
超急排斥,chao'ji'pai'chi
超甲基化,chao'jia'ji'hua
潮解,chao'jie
超精细分裂,chao'jing'xi'fen'lie
超抗原,chao'kang'yuan
超量原子百分数,chao'liang'yuan'zi'bai'fen'shu
超临界温度液层析,chao'lin'jie'wen'du'ye'ceng'xi
超临界温度液色谱法,chao'lin'jie'wen'du'ye'se'pu'fa
超螺旋,chao'luo'xuan
超滤,chao'lv
超滤液,chao'lv'ye
超敏性,chao'min'xing
晁模酸,chao'mo'suan
超扭曲,chao'niu'qu
超声波仪,chao'sheng'bo'yi
超声处理,chao'sheng'chu'li
超声的,chao'sheng'de
超声破碎,chao'sheng'po'sui
超声振荡,chao'sheng'zhen'dang
超声振荡器,chao'sheng'zhen'dang'qi
超速离心,chao'su'li'xin
超微,chao'wei
超微结构,chao'wei'jie'gou
超微量,chao'wei'liang
超效等位基因,chao'xiao'deng'wei'ji'yin
超氧,chao'yang
超氧物歧化酶,chao'yang'wu'qi'hua'mei
超诱导,chao'you'dao
超诱导突变型,chao'you'dao'tu'bian'xing
超子,chao'zi
超阻遏突变型,chao'zu'e'tu'bian'xing
彻底甲基化,che'di'jia'ji'hua
呫吨翔酸,che'dun'xiang'suan
车前二糖,che'qian'er'tang
沉淀剂,chen'dian'ji
沉淀膜,chen'dian'mo
沉淀素,chen'dian'su
沉淀物,chen'dian'wu
沉积作用,chen'ji'zuo'yong
沉降,chen'jiang
沉降平衡,chen'jiang'ping'heng
沉降速度,chen'jiang'su'du
沉降系数,chen'jiang'xi'shu
沉降系数和漂浮系数的单位,chen'jiang'xi'shu'he'piao'fu'xi'shu'de'dan'wei
沉默等位基因,chen'mo'deng'wei'ji'yin
沉默基因,chen'mo'ji'yin
沉默区,chen'mo'qu
沉默突变,chen'mo'tu'bian
沉默子,chen'mo'zi
衬质,chen'zhi
成斑,cheng'ban
成层胶,cheng'ceng'jiao
成份,cheng'fen
成分,cheng'fen
成骨髓细胞瘤,cheng'gu'sui'xi'bao'liu
成骨细胞,cheng'gu'xi'bao
成骨作用,cheng'gu'zuo'yong
成核,cheng'he
成黑素细胞,cheng'hei'su'xi'bao
成红细胞,cheng'hong'xi'bao
橙花醇,cheng'hua'chun
成花激素,cheng'hua'ji'su
橙花醛,cheng'hua'quan
橙花叔醇焦磷酸,cheng'hua'shu'chun'jiao'lin'suan
成肌细胞,cheng'ji'xi'bao
澄解酶,cheng'jie'mei
成精子囊素,cheng'jing'zi'nang'su
成粒细胞,cheng'li'xi'bao
成软骨细胞,cheng'ruan'gu'xi'bao
橙桑黄酮,cheng'sang'huang'tong
成熟,cheng'shu
成熟病毒粒子,cheng'shu'bing'du'li'zi
成熟分裂,cheng'shu'fen'lie
成熟酶,cheng'shu'mei
成熟缺陷突变型,cheng'shu'que'xian'tu'bian'xing
成熟因子,cheng'shu'yin'zi
成田菌素,cheng'tian'jun'su
成纤维细胞,cheng'xian'wei'xi'bao
成纤维细胞生长因子,cheng'xian'wei'xi'bao'sheng'zhang'yin'zi
成形物质,cheng'xing'wu'zhi
程序重排,cheng'xu'chong'pai
程序体,cheng'xu'ti
成牙质细胞,cheng'ya'zhi'xi'bao
成盐的,cheng'yan'de
痴呆,chi'dai
迟发过敏性,chi'fa'guo'min'xing
赤霉低酸,chi'mei'di'suan
赤霉素,chi'mei'su
赤霉素酮,chi'mei'su'tong
赤霉素烷,chi'mei'su'wan
赤霉酸,chi'mei'suan
赤霉芴,chi'mei'wu
赤霉烯酸,chi'mei'xi'suan
赤松素,chi'song'su
赤藓素,chi'xian'su
赤藓糖,chi'xian'tang
赤藓糖醇,chi'xian'tang'chun
赤藓糖构型,chi'xian'tang'gou'xing
赤藓酮糖,chi'xian'tong'tang
弛豫,chi'yu
弛豫时间,chi'yu'shi'jian
弛豫时谱,chi'yu'shi'pu
虫草苷,chong'cao'gan
重叠,chong'die
重叠构象,chong'die'gou'xiang
重叠延伸,chong'die'yan'shen
重复,chong'fu
重复单位,chong'fu'dan'wei
重复单位多聚物,chong'fu'dan'wei'duo'ju'wu
重复聚体,chong'fu'ju'ti
重复顺反子,chong'fu'shun'fan'zi
重复性,chong'fu'xing
重复序列,chong'fu'xu'lie
重建,chong'jian
重建影细胞,chong'jian'ying'xi'bao
虫胶,chong'jiao
虫绿蛋白,chong'lv'dan'bai
重排,chong'pai
虫漆脂,chong'qi'zhi
重新参入,chong'xin'can'ru
重新折叠,chong'xin'zhe'die
重演学说,chong'yan'xue'shuo
虫萤光素酶,chong'ying'guang'su'mei
重组,chong'zu
重组酶,chong'zu'mei
重组频率,chong'zu'pin'lv
重组缺陷突变型,chong'zu'que'xian'tu'bian'xing
重组体,chong'zu'ti
重组值,chong'zu'zhi
重组子,chong'zu'zi
抽空,chou'kong
抽提,chou'ti
抽血,chou'xie
抽血器,chou'xie'qi
臭氧分解,chou'yang'fen'jie
储备,chu'bei
触变,chu'bian
储藏蛋白,chu'cang'dan'bai
除草剂,chu'cao'ji
除虫菊醇酮,chu'chong'ju'chun'tong
除虫菊一羧酸,chu'chong'ju'yi'suo'suan
除虫菊酯,chu'chong'ju'zhi
除臭剂,chu'chou'ji
除臭作用,chu'chou'zuo'yong
储存脂肪,chu'cun'zhi'fang
触发机制,chu'fa'ji'zhi
除害剂,chu'hai'ji
初级转录物,chu'ji'zhuan'lu'wu
触酶,chu'mei
搐搦,chu'nuo
初乳,chu'ru
初乳激肽,chu'ru'ji'tai
初速度,chu'su'du
出血,chu'xie
出血毒素,chu'xue'du'su
出牙,chu'ya
出芽生殖,chu'ya'sheng'zhi
初原纤维,chu'yuan'xian'wei
储症,chu'zheng
触珠蛋白,chu'zhu'dan'bai
穿刺培养,chuan'ci'pei'yang
穿刺糖尿,chuan'ci'tang'niao
传导性,chuan'dao'xing
传递,chuan'di
传递体,chuan'di'ti
传递质,chuan'di'zhi
氚核,chuan'he
穿孔素,chuan'kong'su
串联的,chuan'lian'de
传染,chuan'ran
传入的,chuan'ru'de
传入期,chuan'ru'qi
船式,chuan'shi
穿梭机制,chuan'suo'ji'zhi
穿梭质粒,chuan'suo'zhi'li
创伤,chuang'shang
垂茄碱,chui'jia'jian
垂体,chui'ti
垂体胺,chui'ti'an
垂体的,chui'ti'de
垂体后叶激素,chui'ti'hou'ye'ji'su
垂体机能亢进,chui'ti'ji'neng'kang'jin
垂体激素,chui'ti'ji'su
垂体切除术,chui'ti'qie'chu'shu
垂体神经性激素,chui'ti'shen'jing'xing'ji'su
垂体神经叶,chui'ti'shen'jing'ye
垂体腺体叶,chui'ti'xian'ti'ye
垂直向键,chui'zhi'xiang'jian
纯合子,chun'he'zi
纯化,chun'hua
春化作用,chun'hua'zuo'yong
醇解,chun'jie
春雷霉素,chun'lei'mei'su
醇钠,chun'na
春日霉素,chun'ri'mei'su
唇损害,chun'sun'hai
唇炎,chun'yan
醇转运蛋白,chun'zhuan'yun'dan'bai
次卟啉,ci'bu'lin
磁场强度单位,ci'chang'qiang'du'dan'wei
雌二醇,ci'er'chun
次二级,ci'er'ji
伺服机构,ci'fu'ji'gou
刺槐毒蛋白,ci'huai'du'dan'bai
次黄苷三磷酸,ci'huang'gan'san'lin'suan
次黄核苷酸酶,ci'huang'he'gan'suan'mei
次黄嘌呤,ci'huang'piao'ling
次黄嘌呤核苷,ci'huang'piao'ling'he'gan
次黄嘌呤核苷酸,ci'huang'piao'ling'he'gan'suan
次黄嘌呤鸟嘌呤磷,ci'huang'piao'ling'niao'piao'ling'lin
次黄嘌呤鸟嘌呤转磷酸核糖基酶,ci'huang'piao'ling'niao'piao'ling'zhuan'lin'suan'he'tang'ji'mei
次黄嘌呤脱氧核苷,ci'huang'piao'ling'tuo'yang'he'gan
次磺酸,ci'huang'suan
刺激,ci'ji
雌激素,ci'ji'su
刺激素,ci'ji'su
雌激素酶,ci'ji'su'mei
雌激素引发的,ci'ji'su'yin'fa'de
次甲,ci'jia
次甲基,ci'jia'ji
磁矩,ci'ju
次氯血红素,ci'lv'xue'hong'su
雌马促性腺激素,ci'ma'cu'xing'xian'ji'su
磁麻苷,ci'ma'gan
磁麻糖,ci'ma'tang
雌蕊,ci'rui
雌三醇葡糖苷酸,ci'san'chun'pu'tang'gan'suan
次生同工酶,ci'sheng'tong'gong'mei
刺桐平,ci'tong'ping
刺桐若定,ci'tong'ruo'ding
词头,ci'tou
词尾,ci'wei
雌性化,ci'xing'hua
雌性激素,ci'xing'ji'su
雌性交配素,ci'xing'jiao'pei'su
雌雄间性,ci'xiong'jian'xing
刺血针,ci'xue'zhen
雌诱素,ci'you'su
雌甾二醇,ci'zai'er'chun
雌甾激素,ci'zai'ji'su
雌甾三醇,ci'zai'san'chun
雌甾酮,ci'zai'tong
雌甾烷,ci'zai'wan
从属基因,cong'shu'ji'yin
枞萜,cong'tie
从头,cong'tou
从头合成,cong'tou'he'cheng
从无到有,cong'wu'dao'you
从无到有合成,cong'wu'dao'you'he'cheng
促癌剂,cu'ai'ji
粗糙食物,cu'cao'shi'wu
粗糙微粒体,cu'cao'wei'li'ti
促长肽,cu'chang'tai
促肠液激素,cu'chang'ye'ji'su
促成根素,cu'cheng'gen'su
促成茎素,cu'cheng'jing'su
促成叶素,cu'cheng'ye'su
促蛋白合成类固醇,cu'dan'bai'he'cheng'lei'gu'chun
促蛋白合成甾类,cu'dan'bai'he'cheng'zai'lei
粗榧碱,cu'fei'jian
促分泌素,cu'fen'mi'su
促肝泌素,cu'gan'mi'su
促睾丸间质细胞激素,cu'gao'wan'jian'zhi'xi'bao'ji'su
促黑激素,cu'hei'ji'su
促黑激素释放素,cu'hei'ji'su'shi'fang'su
促黑激素抑制素,cu'hei'ji'su'yi'zhi'su
促黑素细胞激,cu'hei'su'xi'bao'ji
促黑素细胞激素,cu'hei'su'xi'bao'ji'su
促黑素细胞激素调,cu'hei'su'xi'bao'ji'su'tiao
促红细胞生成素,cu'hong'xi'bao'sheng'cheng'su
促黄体生成激素,cu'huang'ti'sheng'cheng'ji'su
促黄体生成激素释放激素,cu'huang'ti'sheng'cheng'ji'su'shi'fang'ji'su
促黄体素释放素,cu'huang'ti'su'shi'fang'su
促肌蛋白合成作用,cu'ji'dan'bai'he'cheng'zuo'yong
促激素,cu'ji'su
促甲状旁腺激素,cu'jia'zhuang'pang'xian'ji'su
促甲状腺,cu'jia'zhuang'xian
促甲状腺激素,cu'jia'zhuang'xian'ji'su
促甲状腺素,cu'jia'zhuang'xian'su
促甲状腺素释放素,cu'jia'zhuang'xian'su'shi'fang'su
促进抗体,cu'jin'kang'ti
促进扩散,cu'jin'kuo'san
促卵成熟素,cu'luan'cheng'shu'su
促卵泡成熟激素,cu'luan'pao'cheng'shu'ji'su
促滤泡素,cu'lv'pao'su
促滤泡素释放素,cu'lv'pao'su'shi'fang'su
促凝剂,cu'ning'ji
促凝血酶原激酶原,cu'ning'xue'mei'yuan'ji'mei'yuan
促凝血酶原激酶原因子,cu'ning'xue'mei'yuan'ji'mei'yuan'yin'zi
促凝血球蛋,cu'ning'xue'qiu'dan
促凝血球蛋白,cu'ning'xue'qiu'dan'bai
促凝血球蛋白原,cu'ning'xue'qiu'dan'bai'yuan
促皮激素,cu'pi'ji'su
促皮质激素原,cu'pi'zhi'ji'su'yuan
促前胸腺激素,cu'qian'xiong'xian'ji'su
促乳素,cu'ru'su
促乳素释放素,cu'ru'su'shi'fang'su
促乳素抑制素,cu'ru'su'yi'zhi'su
促肾上腺皮质激素,cu'shen'shang'xian'pi'zhi'ji'su
促肾上腺皮质激素释放激素,cu'shen'shang'xian'pi'zhi'ji'su'shi'fang'ji'su
促肾上腺皮质激素样中间肽,cu'shen'shang'xian'pi'zhi'ji'su'yang'zhong'jian'tai
促升剂量,cu'sheng'ji'liang
促生长激素,cu'sheng'zhang'ji'su
促生长激素抑制素,cu'sheng'zhang'ji'su'yi'zhi'su
促生长激索释放素,cu'sheng'zhang'ji'suo'shi'fang'su
醋酸杆菌属,cu'suan'gan'jun'shu
醋酸纤维素凝胶,cu'suan'xian'wei'su'ning'jiao
醋糖,cu'tang
促吞噬肽,cu'tun'shi'tai
促细胞分裂剂,cu'xi'bao'fen'lie'ji
粗线,cu'xian
粗线期,cu'xian'qi
促性腺催乳激素,cu'xing'xian'cui'ru'ji'su
促性腺激素,cu'xing'xian'ji'su
促性腺激素释放激素,cu'xing'xian'ji'su'shi'fang'ji'su
促性腺激素释放素,cu'xing'xian'ji'su'shi'fang'su
促旋酶,cu'xuan'mei
促血管生成素,cu'xue'guan'sheng'cheng'su
促胰的,cu'yi'de
促胰凝乳蛋白酶原释放素,cu'yi'ning'ru'dan'bai'mei'yuan'shi'fang'su
促脂肪动用激素,cu'zhi'fang'dong'yong'ji'su
促脂肪动用作用,cu'zhi'fang'dong'yong'zuo'yong
促脂解激素,cu'zhi'jie'ji'su
崔柏酮,cui'bai'tong
催产加压素,cui'chan'jia'ya'su
催产素,cui'chan'su
催分泌素,cui'fen'mi'su
催化部位,cui'hua'bu'wei
催化常数,cui'hua'chang'shu
催化剂,cui'hua'ji
催化亚单位,cui'hua'ya'dan'wei
催化亚基,cui'hua'ya'ji
催化作用,cui'hua'zuo'yong
翠菊苷,cui'ju'gan
催泪剂,cui'lei'ji
催淋巴剂,cui'lin'ba'ji
翠雀苷,cui'que'gan
翠雀素,cui'que'su
催乳剂,cui'ru'ji
催乳激素,cui'ru'ji'su
存活率,cun'huo'lv
存留,cun'liu
存留体积,cun'liu'ti'ji
错编,cuo'bian
错插,cuo'cha
错抄,cuo'chao
错读,cuo'du
错开切断,cuo'kai'qie'duan
错配,cuo'pei
错误参入,cuo'wu'can'ru
错误复制,cuo'wu'fu'zhi
错误配对,cuo'wu'pei'dui
错译,cuo'yi
错义,cuo'yi
错义突变,cuo'yi'tu'bian
错义抑制,cuo'yi'yi'zhi
错载,cuo'zai
达波灵碱,da'bo'ling'jian
大侧柏酸,da'ce'bai'suan
大肠杆菌,da'chang'gan'jun
大肠杆菌毒素,da'chang'gan'jun'du'su
大肠杆菌噬菌体,da'chang'gan'jun'shi'jun'ti
大肠杆菌素,da'chang'gan'jun'su
大肠杆菌素生成因子,da'chang'gan'jun'su'sheng'cheng'yin'zi
大豆球蛋白,da'dou'qiu'dan'bai
大豆素,da'dou'su
大豆胰蛋白酶抑制剂,da'dou'yi'dan'bai'mei'yi'zhi'ji
大分子,da'fen'zi
大分子的,da'fen'zi'de
大沟,da'gou
大谷霉素,da'gu'mei'su
大核,da'he
大环内酯,da'huan'nei'zhi
大黄酚,da'huang'fen
大黄素,da'huang'su
大黄酸,da'huang'suan
大戟二萜醇酯,da'ji'er'tie'chun'zhi
大戟甾醇,da'ji'zai'chun
大卡,da'ka
大颗粒人血清聚清蛋白,da'ke'li'ren'xue'qing'ju'qing'dan'bai
大孔胶,da'kong'jiao
