爱的升华,ai'de'sheng'hua
吴华星,wu'hua'xing
五花玉子,wu'hua'yu'zi
无计奈,wu'ji'nai
吴家花园,wu'jia'hua'yuan
武家坡,wu'jia'po
乌江中,wu'jiang'zhong
乌金记,wu'jin'ji
武雷,wu'lei
五雷阵,wu'lei'zhen
吴丽芹,wu'li'qin
吴立侠,wu'li'xia
五两银,wu'liang'yin
五龙堂,wu'long'tang
乌龙院,wu'long'yuan
吴猛喂蚊,wu'meng'wei'wen
无名少姓人,wu'ming'shao'xing'ren
五品官,wu'pin'guan
吴全喜,wu'quan'xi
无人走,wu'ren'zou
吴三桂借兵,wu'san'gui'jie'bing
五色花,wu'se'hua
武松打店,wu'song'da'dian
武松打虎,wu'song'da'hu
武松发配,wu'song'fa'pei
武松反狱,wu'song'fan'yu
武松杀嫂,wu'song'sha'sao
武松传,wu'song'zhuan
舞台会,wu'tai'hui
武铁梅,wu'tie'mei
吴喜云,wu'xi'yun
吴宪,wu'xian
无限风光文化传媒公司,wu'xian'feng'guang'wen'hua'chuan'mei'gong'si
吴晓东,wu'xiao'dong
舞协,wu'xie
吴秀田,wu'xiu'tian
五阎佛,wu'yan'fo
无义男,wu'yi'nan
无证驾驶,wu'zheng'jia'shi
五只鸭,wu'zhi'ya
伍子胥过江,wu'zi'xu'guo'jiang
吴尊爵,wu'zun'jue
细打量,xi'da'liang
细端详,xi'duan'xiang
喜儿翻身,xi'er'fan'shen
喜丰收,xi'feng'shou
西丰县曲艺队,xi'feng'xian'qu'yi'dui
媳妇迷,xi'fu'mi
戏剧创编室,xi'ju'chuang'bian'shi
戏剧理论,xi'ju'li'lun
戏剧文学,xi'ju'wen'xue
戏剧文学大专班,xi'ju'wen'xue'da'zhuan'ban
戏剧戏曲,xi'ju'xi'qu
喜看油城汇新篇郑彦清,xi'kan'you'cheng'hui'xin'pian'zheng'yan'qing
西口韵,xi'kou'yun
喜乐悲哀,xi'le'bei'ai
西楼会,xi'lou'hui
喜满庄稼院,xi'man'zhuang'jia'yuan
奚青汶,xi'qing'wen
戏曲,xi'qu
洗屈情,xi'qu'qing
戏曲选集,xi'qu'xuan'ji
喜荣归,xi'rong'gui
喜嫂闹堂,xi'sao'nao'tang
细商量,xi'shang'liang
喜上门来,xi'shang'men'lai
稀屎洞,xi'shi'dong
喜相逢,xi'xiang'feng
喜心中,xi'xin'zhong
喜洋洋,xi'yang'yang
喜在心,xi'zai'xin
喜中喜,xi'zhong'xi
夏宝龙,xia'bao'long
下场,xia'chang
夏春阁,xia'chun'ge
瞎叨叨,xia'dao'dao
夏冬祥,xia'dong'xiang
下锅粮,xia'guo'liang
下河南,xia'he'nan
下接,xia'jie
下口,xia'kou
下盘棋,xia'pan'qi
下抛绢,xia'pao'juan
下掏花,xia'tao'hua
下天宫,xia'tian'gong
夏秀珍,xia'xiu'zhen
下扬州,xia'yang'zhou
侠义风尘,xia'yi'feng'chen
下一联,xia'yi'lian
下有,xia'you
夏元昌,xia'yuan'chang
夏元朴,xia'yuan'pu
夏元荣,xia'yuan'rong
夏元双,xia'yuan'shuang
夏元文,xia'yuan'wen
夏元伍,xia'yuan'wu
夏元芝,xia'yuan'zhi
下装,xia'zhuang
瞎子观灯,xia'zi'guan'deng
现代精品,xian'dai'jing'pin
闲来无事,xian'lai'wu'shi
贤妻劝夫,xian'qi'quan'fu
现任大庆市歌舞剧院,xian'ren'da'qing'shi'ge'wu'ju'yuan
娴熟掌握地方戏,xian'shu'zhang'wo'di'fang'xi
县委领导在总结大会上赞扬,xian'wei'ling'dao'zai'zong'jie'da'hui'shang'zan'yang
向臣,xiang'chen
想到此,xiang'dao'ci
像刀剜,xiang'dao'wan
响叮当,xiang'ding'dang
香港归来,xiang'gang'gui'lai
响哗楞,xiang'hua'leng
湘江红鲤,xiang'jiang'hong'li
响连声,xiang'lian'sheng
响铃公主,xiang'ling'gong'zhu
香罗带,xiang'luo'dai
香罗帕,xiang'luo'pa
相亲路上,xiang'qin'lu'shang
想情郎,xiang'qing'lang
相声,xiang'sheng
相阳,xiang'yang
像妖精,xiang'yao'jing
翔宇庆典公司,xiang'yu'qing'dian'gong'si
相元臻,xiang'yuan'zhen
湘子出家,xiang'zi'chu'jia
小白龙,xiao'bai'long
小白龙造饭,xiao'bai'long'zao'fan
小拜年,xiao'bai'nian
小悲调,xiao'bei'diao
小重楼,xiao'chong'lou
小锄地,xiao'chu'de
小串门,xiao'chuan'men
小大嫂截车,xiao'da'sao'jie'che
小吊孝,xiao'diao'xiao
小冻冰,xiao'dong'bing
小豆豆,xiao'dou'dou
小二姐做梦,xiao'er'jie'zuo'meng
小翻车,xiao'fan'che
小放牛,xiao'fang'niu
小分家,xiao'fen'jia
小封宫,xiao'feng'gong
肖凤鸣,xiao'feng'ming
小赶船,xiao'gan'chuan
小拱地,xiao'gong'de
小拱地,xiao'gong'di
小姑不贤,xiao'gu'bu'xian
小姑恶,xiao'gu'e
小姑贤,xiao'gu'xian
小寡妇改嫁,xiao'gua'fu'gai'jia
小寡妇上坟,xiao'gua'fu'shang'fen
小贵子,xiao'gui'zi
小过门,xiao'guo'men
小节板,xiao'jie'ban
小借年,xiao'jie'nian
小靳庄热潮,xiao'jin'zhuang're'chao
小剧场,xiao'ju'chang
小看牌,xiao'kan'pai
小看戏,xiao'kan'xi
小口莲花落,xiao'kou'lian'hua'luo
小挎鼓,xiao'kua'gu
小老板,xiao'lao'ban
小老妈开嗙,xiao'lao'ma'kai'pang
小老鼠解题寻宝,xiao'lao'shu'jie'ti'xun'bao
小俩口顶嘴,xiao'lia'kou'ding'zui
小两口串门,xiao'liang'kou'chuan'men
小两口顶嘴,xiao'liang'kou'ding'zui
小俩口顶嘴,xiao'liang'kou'ding'zui
小两口分家,xiao'liang'kou'fen'jia
小两口逛庙,xiao'liang'kou'guang'miao
小两口推碾子,xiao'liang'kou'tui'nian'zi
小锣,xiao'luo
小帽,xiao'mao
校门,xiao'men
小尿炕,xiao'niao'kang
小奴家,xiao'nu'jia
小奴我,xiao'nu'wo
小品,xiao'pin
小品理论以及编剧概论,xiao'pin'li'lun'yi'ji'bian'ju'gai'lun
小品小剧本园地,xiao'pin'xiao'ju'ben'yuan'de
小品小剧本园地,xiao'pin'xiao'ju'ben'yuan'di
小品小戏奖,xiao'pin'xiao'xi'jiang
小曲,xiao'qu
小三分家,xiao'san'fen'jia
小上坟,xiao'shang'fen
小上庙,xiao'shang'miao
小上寿,xiao'shang'shou
小烧香,xiao'shao'xiang
小神庙避雨,xiao'shen'miao'bi'yu
小沈阳,xiao'shen'yang
小说林,xiao'shuo'lin
小四景,xiao'si'jing
小四套,xiao'si'tao
小送饭,xiao'song'fan
小天台,xiao'tian'tai
小王打鸟,xiao'wang'da'niao
小五花,xiao'wu'hua
小媳妇拣棉花,xiao'xi'fu'jian'mian'hua
小西唐,xiao'xi'tang
小西厢,xiao'xi'xiang
小下楼,xiao'xia'lou
小燕展翅,xiao'yan'zhan'chi
笑吟吟,xiao'yin'yin
笑盈盈,xiao'ying'ying
小鹰展翅,xiao'ying'zhan'chi
小禹,xiao'yu
肖玉厚,xiao'yu'hou
小玉环,xiao'yu'huan
筱月兰雪恨,xiao'yue'lan'xue'hen
孝子上坟,xiao'zi'shang'fen
小做饭,xiao'zuo'fan
小作家,xiao'zuo'jia
谢彪,xie'biao
写的强,xie'de'qiang
协会法定代表人,xie'hui'fa'ding'dai'biao'ren
协会主席为理事长,xie'hui'zhu'xi'wei'li'shi'chang
协会主席为理事长,xie'hui'zhu'xi'wei'li'shi'zhang
谢经理,xie'jing'li
血淋淋,xie'lin'lin
写生,xie'sheng
携手百年创辉煌,xie'shou'bai'nian'chuang'hui'huang
写书,xie'shu
谢廷芳,xie'ting'fang
写完毕,xie'wan'bi
写小品要有真功夫,xie'xiao'pin'yao'you'zhen'gong'fu
谢阎君,xie'yan'jun
谢云龙,xie'yun'long
心暗想,xin'an'xiang
新编二人转,xin'bian'er'ren'zhuan
信不着赔礼,xin'bu'zhao'pei'li
信不着赔礼,xin'bu'zhe'pei'li
辛彩屏,xin'cai'ping
新城新貌新发展,xin'cheng'xin'mao'xin'fa'zhan
心胆寒,xin'dan'han
心胆惊,xin'dan'jing
心发颤,xin'fa'chan
心害怕,xin'hai'pa
心好恼,xin'hao'nao
心欢喜,xin'huan'xi
新婚礼,xin'hun'li
新家风,xin'jia'feng
新口,xin'kou
心里明,xin'li'ming
心落地,xin'luo'di
新民县地方戏剧团,xin'min'xian'di'fang'xi'ju'tuan
新农家乐,xin'nong'jia'le
心生一计,xin'sheng'yi'ji
新说口集,xin'shuo'kou'ji
新闻招手停,xin'wen'zhao'shou'ting
心中暗暗,xin'zhong'an'an
辛庄茶社,xin'zhuang'cha'she
新作选萃,xin'zuo'xuan'cui
行此路,xing'ci'lu
幸福花开遍地香,xing'fu'hua'kai'bian'di'xiang
杏核眼,xing'he'yan
邢继芳,xing'ji'fang
醒来吧呀醒来吧,xing'lai'ba'ya'xing'lai'ba
行腔,xing'qiang
兴许,xing'xu
兄妹情深,xiong'mei'qing'shen
胸前扭,xiong'qian'niu
胸前掏花,xiong'qian'tao'hua
绣八出戏,xiu'ba'chu'xi
绣八仙,xiu'ba'xian
绣灯笼,xiu'deng'long
绣地球,xiu'di'qiu
绣兜兜,xiu'dou'dou
绣耳包,xiu'er'bao
休发狂,xiu'fa'kuang
绣锅台,xiu'guo'tai
绣荷包,xiu'he'bao
绣花灯,xiu'hua'deng
绣花鞋,xiu'hua'xie
休回家,xiu'hui'jia
绣麒麟,xiu'qi'lin
绣取灯,xiu'qu'deng
秀特勒,xiu'te'le
绣特勒,xiu'te'le
羞又愧,xiu'you'kui
绣鸳鸯,xiu'yuan'yang
绣云肩,xiu'yun'jian
绣沾布,xiu'zhan'bu
徐成富,xu'cheng'fu
许春惠,xu'chun'hui
徐春静,xu'chun'jing
许丹,xu'dan
徐德明,xu'de'ming
徐德忠,xu'de'zhong
许多点点滴滴的,xu'duo'dian'dian'di'di'de
徐凤泉,xu'feng'quan
许广才,xu'guang'cai
徐怀杰,xu'huai'jie
许嘉宝,xu'jia'bao
徐凯权,xu'kai'quan
徐凯泉,xu'kai'quan
徐立家,xu'li'jia
许丽萍,xu'li'ping
徐茂公,xu'mao'gong
徐庆华,xu'qing'hua
徐生,xu'sheng
许士林拜塔,xu'shi'lin'bai'ta
徐时讯,xu'shi'xun
徐双山,xu'shuang'shan
徐台全,xu'tai'quan
徐维志,xu'wei'zhi
徐文杰,xu'wen'jie
许仙借伞,xu'xian'jie'san
徐晓波,xu'xiao'bo
徐小楼,xu'xiao'lou
徐新民,xu'xin'min
徐修田,xu'xiu'tian
徐永刚,xu'yong'gang
选丑,xuan'chou
旋风案,xuan'feng'an
选择,xuan'ze
薛成荣,xue'cheng'rong
薛丁山打雁,xue'ding'shan'da'yan
薛洪洋,xue'hong'yang
薛礼,xue'li
薛礼打虎,xue'li'da'hu
薛礼诉功,xue'li'su'gong
薛礼征东,xue'li'zheng'dong
雪莲花开,xue'lian'hua'kai
血染红,xue'ran'hong
学舌,xue'she
薛维,xue'wei
薛晓峰,xue'xiao'feng
雪玉冰霜,xue'yu'bing'shuang
薛柱国,xue'zhu'guo
熏得慌,xun'de'huang
寻了短见,xun'le'duan'jian
巡线工,xun'xian'gong
浔阳楼,xun'yang'lou
牙床上,ya'chuang'shang
牙床下,ya'chuang'xia
压码,ya'ma
哑女出嫁,ya'nv'chu'jia
压腕,ya'wan
压霞学艺,ya'xia'xue'yi
演唱过二人转,yan'chang'guo'er'ren'zhuan
演唱形式,yan'chang'xing'shi
演出评比,yan'chu'ping'bi
雁词,yan'ci
闫德平,yan'de'ping
烟花行,yan'hua'xing
眼难睁,yan'nan'zheng
眼气红,yan'qi'hong
眼前来到,yan'qian'lai'dao
眼前来在,yan'qian'lai'zai
砚青,yan'qing
燕青打擂,yan'qing'da'lei
燕青卖线,yan'qing'mai'xian
砚青诗选,yan'qing'shi'xuan
砚青小品选,yan'qing'xiao'pin'xuan
艳秋与铁牛,yan'qiu'yu'tie'niu
燕去凤飞,yan'qu'feng'fei
验收,yan'shou
阎书萍,yan'shu'ping
阎王审鼠,yan'wang'shen'shu
闫秀生,yan'xiu'sheng
闫学晶,yan'xue'jing
阎学晶,yan'xue'jing
阎永富,yan'yong'fu
闫裕民,yan'yu'min
仰巴跤,yang'ba'jiao
杨八姐拉马,yang'ba'jie'la'ma
杨八姐游春,yang'ba'jie'you'chun
杨八郎探母,yang'ba'lang'tan'mu
杨柏婷,yang'bai'ting
杨北星,yang'bei'xing
杨斌,yang'bin
杨春园,yang'chun'yuan
杨大嫂找马,yang'da'sao'zhao'ma
羊调,yang'diao
杨二郎救母,yang'er'lang'jiu'mu
杨二舍化缘,yang'er'she'hua'yuan
养风波,yang'feng'bo
杨福,yang'fu
杨福生,yang'fu'sheng
秧歌柳子,yang'ge'liu'zi
秧歌戏,yang'ge'xi
秧歌选,yang'ge'xuan
杨广变牛,yang'guang'bian'niu
杨过,yang'guo
杨宏伟,yang'hong'wei
杨家归西,yang'jia'gui'xi
杨家将,yang'jia'jiang
杨金豹,yang'jin'bao
杨金华,yang'jin'hua
杨利民,yang'li'min
杨丽萍,yang'li'ping
杨柳逢春,yang'liu'feng'chun
扬眉吐气,yang'mei'tu'qi
杨闹红要表,yang'nao'hong'yao'biao
扬排风,yang'pai'feng
杨排风,yang'pai'feng
杨排风招亲,yang'pai'feng'zhao'qin
杨七郎打擂,yang'qi'lang'da'lei
杨三姐告状,yang'san'jie'gao'zhuang
杨树瑞,yang'shu'rui
杨铁钢,yang'tie'gang
杨万孝,yang'wan'xiao
扬威名,yang'wei'ming
杨维宇,yang'wei'yu
杨香扼虎,yang'xiang'e'hu
杨晓斌,yang'xiao'bin
杨晓林,yang'xiao'lin
杨延顺,yang'yan'shun
养育恩,yang'yu'en
杨玉萍,yang'yu'ping
杨兆星,yang'zhao'xing
杨总办调兵,yang'zong'ban'diao'bing
杨宗保问路,yang'zong'bao'wen'lu
杨作学,yang'zuo'xue
腰包,yao'bao
姚大娘捉特务,yao'da'niang'zhuo'te'wu
姚金,yao'jin
姚明礼,yao'ming'li
咬脐郎打围,yao'qi'lang'da'wei
咬脐郎接母,yao'qi'lang'jie'mu
要说清,yao'shuo'qing
要听真,yao'ting'zhen
要听知,yao'ting'zhi
咬尾巴,yao'wei'ba
要贤良,yao'xian'liang
咬牙根,yao'ya'gen
腰中系,yao'zhong'xi
业绩小传载入,ye'ji'xiao'zhuan'zai'ru
叶少兰,ye'shao'lan
夜审周子琴,ye'shen'zhou'zi'qin
夜宿花亭,ye'su'hua'ting
夜宿张家庄,ye'su'zhang'jia'zhuang
夜走青石岭,ye'zou'qing'shi'ling
依安县,yi'an'xian
一百单八将,yi'bai'dan'ba'jiang
一般同,yi'ban'tong
一般样,yi'ban'yang
一辈古,yi'bei'gu
一本病例,yi'ben'bing'li
一代新人学雷锋,yi'dai'xin'ren'xue'lei'feng
一点红,yi'dian'hong
一顶一,yi'ding'yi
一朵香花重又开,yi'duo'xiang'hua'chong'you'kai
一份报,yi'fen'bao
一副架,yi'fu'jia
衣服连,yi'fu'lian
已故曲艺名将,yi'gu'qu'yi'ming'jiang
已故曲艺演员,yi'gu'qu'yi'yan'yuan
已故曲艺作家,yi'gu'qu'yi'zuo'jia
已故曲艺作者,yi'gu'qu'yi'zuo'zhe
艺诀,yi'jue
一筐海棠果,yi'kuang'hai'tang'guo
一老农,yi'lao'nong
一溜风,yi'liu'feng
艺苗学校,yi'miao'xue'xiao
一命归西,yi'ming'gui'xi
一命坑,yi'ming'keng
一命亡,yi'ming'wang
一旁扔,yi'pang'reng
一盆君子兰,yi'pen'jun'zi'lan
一匹枣红马,yi'pi'zao'hong'ma
一品官,yi'pin'guan
一品卿,yi'pin'qing
艺人翻身,yi'ren'fan'shen
一声响,yi'sheng'xiang
一十八冬,yi'shi'ba'dong
译释貂蝉,yi'shi'diao'chan
一十六冬,yi'shi'liu'dong
艺术顾问,yi'shu'gu'wen
以书作证,yi'shu'zuo'zheng
一双儿女,yi'shuang'er'nv
伊通县地方戏剧团,yi'tong'xian'di'fang'xi'ju'tuan
意外收获,yi'wai'shou'huo
一丸药,yi'wan'yao
一位相公,yi'wei'xiang'gong
伊文琦,yi'wen'qi
一小段,yi'xiao'duan
艺校招生办,yi'xiao'zhao'sheng'ban
艺谚,yi'yan
一样般,yi'yang'ban
一员将,yi'yuan'jiang
已圆满,yi'yuan'man
一栽楞,yi'zai'leng
忆真妃,yi'zhen'fei
一枕黄粱梦,yi'zhen'huang'liang'meng
忆征程,yi'zheng'cheng
一枝花捎书,yi'zhi'hua'shao'shu
一只鸡,yi'zhi'ji
尹殿友,yin'dian'you
阴功报,yin'gong'bao
阴魂阵,yin'hun'zhen
银酒壶,yin'jiu'hu
饮酒浆,yin'jiu'jiang
殷坤,yin'kun
阴了天,yin'le'tian
饮刘伶,yin'liu'ling
银苹,yin'ping
银手绢,yin'shou'juan
尹守荣,yin'shou'rong
因特殊情况,yin'te'shu'qing'kuang
尹为民,yin'wei'min
印象,yin'xiang
银秀英五更,yin'xiu'ying'wu'geng
银牙咬,yin'ya'yao
姻缘美梦,yin'yuan'mei'meng
姻缘巧配,yin'yuan'qiao'pei
鹦哥对诗,ying'ge'dui'shi
营口市曲艺团地方戏队,ying'kou'shi'qu'yi'tuan'di'fang'xi'dui
英明,ying'ming
樱桃口,ying'tao'kou
樱桃小口,ying'tao'xiao'kou
影无踪,ying'wu'zong
英雄悲,ying'xiong'bei
英雄汉,ying'xiong'han
英雄会,ying'xiong'hui
影子系统,ying'zi'xi'tong
永吉县地方戏曲艺团,yong'ji'xian'di'fang'xi'qu'yi'tuan
用脚踢,yong'jiao'ti
用目看,yong'mu'kan
用目瞧,yong'mu'qiao
有长短,you'chang'duan
悠唱腔,you'chang'qiang
油城大剧院,you'cheng'da'ju'yuan
有仇冤,you'chou'yuan
有短长,you'duan'chang
有多悬,you'duo'xuan
有高堂,you'gao'tang
有关领导与专业人士讲话,you'guan'ling'dao'yu'zhuan'ye'ren'shi'jiang'hua
有过目不忘之才,you'guo'mu'bu'wang'zhi'cai
有家乡,you'jia'xiang
有较深造诣,you'jiao'shen'zao'yi
游旧院,you'jiu'yuan
有门庭,you'men'ting
有你名,you'ni'ming
有人声,you'ren'sheng
有人言,you'ren'yan
有人云,you'ren'yun
尤三姐,you'san'jie
油田处处捷报传,you'tian'chu'chu'jie'bao'chuan
油田大夫,you'tian'dai'fu
油田摄协,you'tian'she'xie
尤伟东,you'wei'dong
游武庙,you'wu'miao
游西湖,you'xi'hu
有一定的贡献,you'yi'ding'de'gong'xian
有银铜,you'yin'tong
有余零,you'yu'ling
有冤情,you'yuan'qing
油炸煤球,you'zha'mei'qiu
与爱人,yu'ai'ren
于冰溪,yu'bing'xi
俞伯牙摔琴,yu'bo'ya'shuai'qin
于得水,yu'de'shui
语调清甜,yu'diao'qing'tian
欲发展的会员,yu'fa'zhan'de'hui'yuan
于虹,yu'hong
于琨,yu'kun
于莲,yu'lian
淤泥河救驾,yu'ni'he'jiu'jia
渔樵耕读,yu'qiao'geng'du
榆人,yu'ren
于瑞风,yu'rui'feng
于守和,yu'shou'he
榆树县民间艺术团,yu'shu'xian'min'jian'yi'shu'tuan
于淑珍,yu'shu'zhen
余太君辞朝,yu'tai'jun'ci'chao
玉堂春,yu'tang'chun
于挺仕,yu'ting'shi
于文秀,yu'wen'xiu
于文玉,yu'wen'yu
与我报,yu'wo'bao
玉霞学艺,yu'xia'xue'yi
于宪涛,yu'xian'tao
于兴亚,yu'xing'ya
鱼鸭缘,yu'ya'yuan
雨夜挖壕,yu'ye'wa'hao
于永江,yu'yong'jiang
于振兰,yu'zhen'lan
于振英,yu'zhen'ying
俞志富,yu'zhi'fu
于智玲,yu'zhi'ling
于主任,yu'zhu'ren
院当心,yuan'dang'xin
员枫,yuan'feng
冤家亲家,yuan'jia'qin'jia
袁凯,yuan'kai
袁满,yuan'man
袁淑珍,yuan'shu'zhen
袁文波,yuan'wen'bo
鸳鸯嫁老雕,yuan'yang'jia'lao'diao
鸳鸯抗婚,yuan'yang'kang'hun
岳春生,yue'chun'sheng
月昏黄,yue'hun'huang
岳母刺字,yue'mu'ci'zi
月上柳梢头,yue'shang'liu'shao'tou
岳秀兰,yue'xiu'lan
月牙五更,yue'ya'wu'geng
月夜拣粮,yue'ye'jian'liang
运败,yun'bai
云里翻,yun'li'fan
云秀英劝夫,yun'xiu'ying'quan'fu
云遮月,yun'zhe'yue
砸鸾驾,za'luan'jia
砸瓦盆,za'wa'pen
杂志,za'zhi
再把,zai'ba
再表明,zai'biao'ming
再表那,zai'biao'na
在朝居官,zai'chao'ju'guan
在此中,zai'ci'zhong
在大庆市砚青杯曲艺作品征文,zai'da'qing'shi'yan'qing'bei'qu'yi'zuo'pin'zheng'wen
在当心,zai'dang'xin
再绝阵,zai'jue'zhen
栽楞,zai'leng
在面旁,zai'mian'pang
在身旁,zai'shen'pang
再相逢,zai'xiang'feng
在心中,zai'xin'zhong
栽栽楞楞,zai'zai'leng'leng
咱不表,zan'bu'biao
暂不表,zan'bu'biao
赞新站,zan'xin'zhan
赞扬他说,zan'yang'ta'shuo
臧国清,zang'guo'qing
脏口,zang'kou
遭荒旱,zao'huang'han
早回还,zao'hui'huan
早回转,zao'hui'zhuan
早清闲,zao'qing'xian
早团圆,zao'tuan'yuan
灶王诉功,zao'wang'su'gong
遭灾殃,zao'zai'yang
责任,ze'ren
贼兵退,zei'bing'tui
贼夫人,zei'fu'ren
怎挡寒,zen'dang'han
怎样表演二人转,zen'yang'biao'yan'er'ren'zhuan
怎样给二人转配曲,zen'yang'gei'er'ren'zhuan'pei'qu
扎花帐,zha'hua'zhang
铡美冤,zha'mei'yuan
铡叶阁老,zha'ye'ge'lao
翟波,zhai'bo
摘豆角,zhai'dou'jiao
摘黄瓜,zhai'huang'gua
翟树德,zhai'shu'de
摘桃,zhai'tao
站埃尘,zhan'ai'chen
战北律,zhan'bei'lv
战长沙,zhan'chang'sha
展翅扭,zhan'chi'niu
斩窦娥,zhan'dou'e
斩夫剑,zhan'fu'jian
斩韩信,zhan'han'xin
站花墙,zhan'hua'qiang
斩马谡,zhan'ma'su
站起身,zhan'qi'shen
战裙,zhan'qun
战寿州,zhan'shou'zhou
站相,zhan'xiang
站一旁,zhan'yi'pang
张爱华,zhang'ai'hua
张柏惠,zhang'bai'hui
张宝斌,zhang'bao'bin
张宝昌,zhang'bao'chang
张宝冬,zhang'bao'dong
张宝贵,zhang'bao'gui
张宝国,zhang'bao'guo
张宝华,zhang'bao'hua
张宝金,zhang'bao'jin
张宝良,zhang'bao'liang
张宝林,zhang'bao'lin
张宝玲,zhang'bao'ling
张宝柱,zhang'bao'zhu
张兵,zhang'bing
张波,zhang'bo
张川,zhang'chuan
长得强,zhang'de'qiang
张德武,zhang'de'wu
张峰,zhang'feng
张凤铎,zhang'feng'duo
张凤杰,zhang'feng'jie
张凤仪,zhang'feng'yi
张桂兰,zhang'gui'lan
张贵友,zhang'gui'you
张国栋,zhang'guo'dong
张国俊,zhang'guo'jun
张海山,zhang'hai'shan
张华,zhang'hua
张怀忠,zhang'huai'zhong
张建宇,zhang'jian'yu
张金霞,zhang'jin'xia
张津友,zhang'jin'you
张景贵,zhang'jing'gui
张敬之,zhang'jing'zhi
张敬芝,zhang'jing'zhi
张敬忠,zhang'jing'zhong
张君瑞,zhang'jun'rui
张科,zhang'ke
张克明,zhang'ke'ming
张郎休妻,zhang'lang'xiu'qi
张丽,zhang'li
张丽宏,zhang'li'hong
张丽娟,zhang'li'juan
张利民,zhang'li'min
张丽萍,zhang'li'ping
张连俊,zhang'lian'jun
张良辞朝,zhang'liang'ci'chao
张林,zhang'lin
张民,zhang'min
张明亮,zhang'ming'liang
张明远,zhang'ming'yuan
丈母娘问罪,zhang'mu'niang'wen'zui
张鹏,zhang'peng
掌乾坤,zhang'qian'kun
张庆海,zhang'qing'hai
张全来,zhang'quan'lai
张瑞,zhang'rui
张锐,zhang'rui
张生,zhang'sheng
张生游寺,zhang'sheng'you'si
张士贵,zhang'shi'gui
张世威,zhang'shi'wei
张淑珈,zhang'shu'jia
张淑娟,zhang'shu'juan
张树林,zhang'shu'lin
张淑霞,zhang'shu'xia
张四姐临凡,zhang'si'jie'lin'fan
张涛,zhang'tao
张万贵,zhang'wan'gui
张文,zhang'wen
张文举,zhang'wen'ju
张文奇,zhang'wen'qi
张文秀,zhang'wen'xiu
张文学,zhang'wen'xue
张喜彦,zhang'xi'yan
张喜友,zhang'xi'you
张宪彬,zhang'xian'bin
张小枫,zhang'xiao'feng
张小光,zhang'xiao'guang
张晓光,zhang'xiao'guang
张晓辉,zhang'xiao'hui
张小利,zhang'xiao'li
张兴东,zhang'xing'dong
张兴华,zhang'xing'hua
张兴利,zhang'xing'li
张兴平,zhang'xing'ping
张雪松,zhang'xue'song
张亚文,zhang'ya'wen
张彦赶船,zhang'yan'gan'chuan
张延河,zhang'yan'he
张野,zhang'ye
张永波,zhang'yong'bo
张玉斌,zhang'yu'bin
张玉春,zhang'yu'chun
张玉春女士,zhang'yu'chun'nv'shi
张玉芬,zhang'yu'fen
张玉兰,zhang'yu'lan
张玉梅,zhang'yu'mei
张郁民,zhang'yu'min
张云凤,zhang'yun'feng
张泽峰,zhang'ze'feng
张兆文,zhang'zhao'wen
张震,zhang'zhen
张志霞,zhang'zhi'xia
张志勋,zhang'zhi'xun
赵宝海,zhao'bao'hai
赵本山,zhao'ben'shan
赵博,zhao'bo
赵春红,zhao'chun'hong
赵春生,zhao'chun'sheng
赵翠卿,zhao'cui'qing
赵德范,zhao'de'fan
赵芳岭,zhao'fang'ling
赵公明,zhao'gong'ming
赵桂霞,zhao'gui'xia
赵国馨,zhao'guo'xin
赵家庄,zhao'jia'zhuang
赵杰,zhao'jie
赵镜,zhao'jing
赵境鑫,zhao'jing'xin
赵镜鑫,zhao'jing'xin
昭君出塞,zhao'jun'chu'sai
赵凯,zhao'kai
赵匡胤,zhao'kuang'yin
赵匡胤打枣,zhao'kuang'yin'da'zao
赵磊,zhao'lei
赵连芳,zhao'lian'fang
赵连月,zhao'lian'yue
赵亮,zhao'liang
赵隆声,zhao'long'sheng
赵明勋,zhao'ming'xun
赵木续,zhao'mu'xu
赵圣辰,zhao'sheng'chen
赵石匠,zhao'shi'jiang
赵守亚,zhao'shou'ya
赵素琪,zhao'su'qi
赵小军,zhao'xiao'jun
赵晓军,zhao'xiao'jun
赵晓月,zhao'xiao'yue
找小邹,zhao'xiao'zou
赵兴才,zhao'xing'cai
赵秀丽,zhao'xiu'li
赵学声,zhao'xue'sheng
赵雪生,zhao'xue'sheng
赵玉杰,zhao'yu'jie
赵玉洁,zhao'yu'jie
肇源,zhao'yuan
肇源报社编辑,zhao'yuan'bao'she'bian'ji
肇源县青年曲艺作家,zhao'yuan'xian'qing'nian'qu'yi'zuo'jia
肇源县文工团副团长,zhao'yuan'xian'wen'gong'tuan'fu'tuan'zhang
肇源县文工团书记兼团长,zhao'yuan'xian'wen'gong'tuan'shu'ji'jian'tuan'zhang
肇源县文工团团长,zhao'yuan'xian'wen'gong'tuan'tuan'zhang
肇源县文工团演员,zhao'yuan'xian'wen'gong'tuan'yan'yuan
赵月正,zhao'yue'zheng
赵云程,zhao'yun'cheng
赵云鹏,zhao'yun'peng
赵忠臣,zhao'zhong'chen
肇州,zhao'zhou
肇州百花艺术团,zhao'zhou'bai'hua'yi'shu'tuan
肇州县文化馆创作辅导员,zhao'zhou'xian'wen'hua'guan'chuang'zuo'fu'dao'yuan
肇州县文化馆副馆长,zhao'zhou'xian'wen'hua'guan'fu'guan'zhang
