阿保机,a'bao'ji
山东考古录二卷淸顾炎武撰,shan'dong'kao'gu'lu'er'juan'qing'gu'yan'wu'zhuan
膳夫经手录,shan'fu'jing'shou'lu
山谷内集诗注二十卷外集诗注十七卷别集诗注二卷外集补四卷别集补一卷宋黄庭,shan'gu'nei'ji'shi'zhu'er'shi'juan'wai'ji'shi'zhu'shi'qi'juan'bie'ji'shi'zhu'er'juan'wai'ji'bu'si'juan'bie'ji'bu'yi'juan'song'huang'ting
山谷内外集宋黄庭坚,shan'gu'nei'wai'ji'song'huang'ting'jian
山谷题跋九卷宋黄庭坚撰,shan'gu'ti'ba'jiu'juan'song'huang'ting'jian'zhuan
山谷题跋九卷宋黄庭坚撰景津逮秘书本,shan'gu'ti'ba'jiu'juan'song'huang'ting'jian'zhuan'jing'jin'dai'mi'shu'ben
山海经,shan'hai'jing
山海经笺疏,shan'hai'jing'jian'shu
山海经校注,shan'hai'jing'jiao'zhu
珊瑚纲明汪珂玉,shan'hu'gang'ming'wang'ke'yu
珊瑚钩诗话三卷宋张表臣撰,shan'hu'gou'shi'hua'san'juan'song'zhang'biao'chen'zhuan
珊瑚林,shan'hu'lin
珊瑚舌雕谈初笔,shan'hu'she'diao'tan'chu'bi
山家淸供二卷宋林洪撰景夷门广牍本,shan'jia'qing'gong'er'juan'song'lin'hong'zhuan'jing'yi'men'guang'du'ben
山家淸供二卷宋林洪撰据夷门广牍本影印,shan'jia'qing'gong'er'juan'song'lin'hong'zhuan'ju'yi'men'guang'du'ben'ying'yin
山家语一卷明周履靖撰,shan'jia'yu'yi'juan'ming'zhou'lv'jing'zhuan
山家语一卷明周履靖撰景夷门广牍本,shan'jia'yu'yi'juan'ming'zhou'lv'jing'zhuan'jing'yi'men'guang'du'ben
山井鼎,shan'jing'ding
山静居画论,shan'jing'ju'hua'lun
山静居画论二卷淸方熏撰,shan'jing'ju'hua'lun'er'juan'qing'fang'xun'zhuan
山静居诗话一卷淸方熏撰,shan'jing'ju'shi'hua'yi'juan'qing'fang'xun'zhuan
山静居诗话一卷淸方熏撰据别下斋丛书本排印,shan'jing'ju'shi'hua'yi'juan'qing'fang'xun'zhuan'ju'bie'xia'zhai'cong'shu'ben'pai'yin
汕头大学新国学研究中心编,shan'tou'da'xue'xin'guo'xue'yan'jiu'zhong'xin'bian
剡溪漫笔,shan'xi'man'bi
善诱文一卷宋陈录撰,shan'you'wen'yi'juan'song'chen'lu'zhuan
剡源集三十卷坿札记一卷元戴表元撰淸郁松年撰札记,shan'yuan'ji'san'shi'juan'fu'zha'ji'yi'juan'yuan'dai'biao'yuan'zhuan'qing'yu'song'nian'zhuan'zha'ji
山斋客谭,shan'zhai'ke'tan
山志,shan'zhi
山中一夕话上集,shan'zhong'yi'xi'hua'shang'ji
山左笔谈一卷明黄淳耀撰,shan'zuo'bi'tan'yi'juan'ming'huang'chun'yao'zhuan
上帝的指纹,shang'di'de'zhi'wen
商店组织法汪筱谢上海商务印书馆影印,shang'dian'zu'zhi'fa'wang'xiao'xie'shang'hai'shang'wu'yin'shu'guan'ying'yin
上官融,shang'guan'rong
上海商务印书馆排印本,shang'hai'shang'wu'yin'shu'guan'pai'yin'ben
伤寒百问,shang'han'bai'wen
伤寒辩证,shang'han'bian'zheng
伤寒标本心法类萃二卷金刘完素撰,shang'han'biao'ben'xin'fa'lei'cui'er'juan'jin'liu'wan'su'zhuan
伤寒家秘的本一卷明陶华撰,shang'han'jia'mi'de'ben'yi'juan'ming'tao'hua'zhuan
伤寒九十论,shang'han'jiu'shi'lun
伤寒九十论一卷坿校讹一卷坿续校一卷宋许叔微撰淸胡珽撰校讹淸董金鉴,shang'han'jiu'shi'lun'yi'juan'fu'xiao'e'yi'juan'fu'xu'xiao'yi'juan'song'xu'shu'wei'zhuan'qing'hu'ting'zhuan'xiao'e'qing'dong'jin'jian
伤寒来苏全集,shang'han'lai'su'quan'ji
伤寒六书,shang'han'liu'shu
伤寒论,shang'han'lun
伤寒论本旨,shang'han'lun'ben'zhi
伤寒论后条辨,shang'han'lun'hou'tiao'bian
伤寒论集注,shang'han'lun'ji'zhu
伤寒论浅注补正,shang'han'lun'qian'zhu'bu'zheng
伤寒论翼二卷淸柯琴撰,shang'han'lun'yi'er'juan'qing'ke'qin'zhuan
伤寒论直解六卷附伤寒,shang'han'lun'zhi'jie'liu'juan'fu'shang'han
伤寒明理论四卷金成无巳撰,shang'han'ming'li'lun'si'juan'jin'cheng'wu'si'zhuan
伤寒明理续论一卷明陶华撰,shang'han'ming'li'xu'lun'yi'juan'ming'tao'hua'zhuan
伤寒琐言一卷明陶华撰,shang'han'suo'yan'yi'juan'ming'tao'hua'zhuan
伤寒微旨论二卷宋韩祇和撰,shang'han'wei'zhi'lun'er'juan'song'han'qi'he'zhuan
伤寒温疫条辩,shang'han'wen'yi'tiao'bian
伤寒心要一卷元镏洪撰,shang'han'xin'yao'yi'juan'yuan'liu'hong'zhuan
伤寒医鉴一卷金马宗素撰,shang'han'yi'jian'yi'juan'jin'ma'zong'su'zhuan
伤寒一提金一卷明陶华撰,shang'han'yi'ti'jin'yi'juan'ming'tao'hua'zhuan
伤寒证脉药截江网一卷明陶华撰,shang'han'zheng'mai'yao'jie'jiang'wang'yi'juan'ming'tao'hua'zhuan
伤寒总病论六卷坿札记一卷宋庞安时撰淸黄丕烈撰札记,shang'han'zong'bing'lun'liu'juan'fu'zha'ji'yi'juan'song'pang'an'shi'zhuan'qing'huang'pi'lie'zhuan'zha'ji
商君书,shang'jun'shu
商君书秦商鞅撰清严万里校,shang'jun'shu'qin'shang'yang'zhuan'qing'yan'wan'li'xiao
商君书新校正,shang'jun'shu'xin'jiao'zheng
商考信录,shang'kao'xin'lu
伤科补要,shang'ke'bu'yao
伤科大成,shang'ke'da'cheng
伤科汇纂,shang'ke'hui'zuan
尚论持平,shang'lun'chi'ping
伤鲭录八卷宋赵令畤撰,shang'qing'lu'ba'juan'song'zhao'ling'chou'zhuan
赏庆刑威,shang'qing'xing'wei
赏庆刑威曰君,shang'qing'xing'wei'yue'jun
尚书,shang'shu
尚书表注二卷宋金履祥撰,shang'shu'biao'zhu'er'juan'song'jin'lv'xiang'zhuan
尚书大传三卷坿序录一卷坿辨讹一卷汉伏胜撰汉郑玄注淸陈寿祺辑校并撰,shang'shu'da'zhuan'san'juan'fu'xu'lu'yi'juan'fu'bian'e'yi'juan'han'fu'sheng'zhuan'han'zheng'xuan'zhu'qing'chen'shou'qi'ji'xiao'bing'zhuan
尚书地理今释一卷淸蒋廷锡撰,shang'shu'di'li'jin'shi'yi'juan'qing'jiang'ting'xi'zhuan
尚书古今文注疏三十卷淸孙星衍撰,shang'shu'gu'jin'wen'zhu'shu'san'shi'juan'qing'sun'xing'yan'zhuan
尚书故实一卷唐李绰撰,shang'shu'gu'shi'yi'juan'tang'li'chuo'zhuan
尚书故实一卷唐李绰撰据宝颜堂秘笈本排印,shang'shu'gu'shi'yi'juan'tang'li'chuo'zhuan'ju'bao'yan'tang'mi'ji'ben'pai'yin
尚书古文辨一卷淸朱彝尊撰,shang'shu'gu'wen'bian'yi'juan'qing'zhu'yi'zun'zhuan
尚书古文考一卷日本山井鼎撰,shang'shu'gu'wen'kao'yi'juan'ri'ben'shan'jing'ding'zhuan
尚书古文疏证,shang'shu'gu'wen'shu'zheng
尚书今古文注疏孙星衍上海商务印书馆影印,shang'shu'jin'gu'wen'zhu'shu'sun'xing'yan'shang'hai'shang'wu'yin'shu'guan'ying'yin
尚书精义五十卷宋黄伦撰,shang'shu'jing'yi'wu'shi'juan'song'huang'lun'zhuan
尚书考异六卷明梅鷟撰,shang'shu'kao'yi'liu'juan'ming'mei'zhuo'zhuan
尚书论略陈柱上海商务印书馆影印,shang'shu'lun'lue'chen'zhu'shang'hai'shang'wu'yin'shu'guan'ying'yin
尚书释音二卷唐陆德明撰,shang'shu'shi'yin'er'juan'tang'lu'de'ming'zhuan
尚书详解二十六卷宋夏僎撰,shang'shu'xiang'jie'er'shi'liu'juan'song'xia'zun'zhuan
尚书详解五十卷宋陈经撰,shang'shu'xiang'jie'wu'shi'juan'song'chen'jing'zhuan
尚书序录一卷淸秉乘虔撰,shang'shu'xu'lu'yi'juan'qing'bing'cheng'qian'zhuan
尚书学史,shang'shu'xue'shi
尚书逸文二卷淸江声辑淸孙星衍补订,shang'shu'yi'wen'er'juan'qing'jiang'sheng'ji'qing'sun'xing'yan'bu'ding
尚书郑注十卷汉郑玄注宋王应麟辑淸孔广林增订,shang'shu'zheng'zhu'shi'juan'han'zheng'xuan'zhu'song'wang'ying'lin'ji'qing'kong'guang'lin'zeng'ding
尚书注考一卷明陈泰交撰,shang'shu'zhu'kao'yi'juan'ming'chen'tai'jiao'zhuan
商颂研究张松如天津南开大学出版社,shang'song'yan'jiu'zhang'song'ru'tian'jin'nan'kai'da'xue'chu'ban'she
商务印书馆辑,shang'wu'yin'shu'guan'ji
上下五千年古代,shang'xia'wu'qian'nian'gu'dai
上下五千年近代,shang'xia'wu'qian'nian'jin'dai
上下五千年现代,shang'xia'wu'qian'nian'xian'dai
商衍鎏著,shang'yan'liu'zhu
赏延素心录一卷淸周二学撰,shang'yan'su'xin'lu'yi'juan'qing'zhou'er'xue'zhuan
商业教育寿勉成上海商务印书馆影印,shang'ye'jiao'yu'shou'mian'cheng'shang'hai'shang'wu'yin'shu'guan'ying'yin
商业经济何德奎上海商务印书馆影印,shang'ye'jing'ji'he'de'kui'shang'hai'shang'wu'yin'shu'guan'ying'yin
商业事务常识李培恩上海商务印书馆影印,shang'ye'shi'wu'chang'shi'li'pei'en'shang'hai'shang'wu'yin'shu'guan'ying'yin
商业算术上海商务印书馆影印,shang'ye'suan'shu'shang'hai'shang'wu'yin'shu'guan'ying'yin
商业统计林光澄上海商务印书馆影印,shang'ye'tong'ji'lin'guang'cheng'shang'hai'shang'wu'yin'shu'guan'ying'yin
商业文件徐珂上海商务印书馆影印,shang'ye'wen'jian'xu'ke'shang'hai'shang'wu'yin'shu'guan'ying'yin
商业循环李权时上海商务印书馆影印,shang'ye'xun'huan'li'quan'shi'shang'hai'shang'wu'yin'shu'guan'ying'yin
商业要项赵杨烈上海商务印书馆影印,shang'ye'yao'xiang'zhao'yang'lie'shang'hai'shang'wu'yin'shu'guan'ying'yin
商业政策李权时上海商务印书馆影印,shang'ye'zheng'ce'li'quan'shi'shang'hai'shang'wu'yin'shu'guan'ying'yin
上元,shang'yuan
商子五卷,shang'zi'wu'juan
绍定,shao'ding
绍定元年,shao'ding'yuan'nian
少皇帝,shao'huang'di
邵晋涵,shao'jin'han
邵康节先生外纪四卷明陈继儒撰,shao'kang'jie'xian'sheng'wai'ji'si'juan'ming'chen'ji'ru'zhuan
邵平轩,shao'ping'xuan
绍圣,shao'sheng
绍圣元年,shao'sheng'yuan'nian
邵思,shao'si
邵松年,shao'song'nian
绍泰,shao'tai
绍统同道,shao'tong'tong'dao
绍闻编,shao'wen'bian
韶舞九成药补一卷元余载撰,shao'wu'jiu'cheng'yao'bu'yi'juan'yuan'yu'zai'zhuan
绍熙,shao'xi
绍熙元年,shao'xi'yuan'nian
绍熙州县释奠仪图一卷宋朱熹撰,shao'xi'zhou'xian'shi'dian'yi'tu'yi'juan'song'zhu'xi'zhuan
绍熙州县释尊奠仪图一卷宋朱熹撰据指海本排印,shao'xi'zhou'xian'shi'zun'dian'yi'tu'yi'juan'song'zhu'xi'zhuan'ju'zhi'hai'ben'pai'yin
绍兴,shao'xing
绍兴内府古器评二卷宋张抡撰据津逮秘书本影印,shao'xing'nei'fu'gu'qi'ping'er'juan'song'zhang'lun'zhuan'ju'jin'dai'mi'shu'ben'ying'yin
绍兴元年,shao'xing'yuan'nian
少仪外传二卷宋吕祖谦撰,shao'yi'wai'zhuan'er'juan'song'lv'zu'qian'zhuan
少仪外传二卷宋吕祖谦撰据墨海金壶本排印,shao'yi'wai'zhuan'er'juan'song'lv'zu'qian'zhuan'ju'mo'hai'jin'hu'ben'pai'yin
邵雍,shao'yong
邵雍纂辑,shao'yong'zuan'ji
邵子神数,shao'zi'shen'shu
社仓考二卷淸俞森撰据墨海金壶本排印,she'cang'kao'er'juan'qing'yu'sen'zhuan'ju'mo'hai'jin'hu'ben'pai'yin
社仓考一卷淸俞森撰,she'cang'kao'yi'juan'qing'yu'sen'zhuan
社会成本问题,she'hui'cheng'ben'wen'ti
社会调查及统计樊弘上海商务印书馆影印,she'hui'diao'cha'ji'tong'ji'fan'hong'shang'hai'shang'wu'yin'shu'guan'ying'yin
社会进化史林定平邓伯粹编陶孟和校上海商务印书馆影印,she'hui'jin'hua'shi'lin'ding'ping'deng'bo'cui'bian'tao'meng'he'xiao'shang'hai'shang'wu'yin'shu'guan'ying'yin
社会科学方法论,she'hui'ke'xue'fang'fa'lun
社会科学类,she'hui'ke'xue'lei
社会理论的基础,she'hui'li'lun'de'ji'chu
社会理论译丛,she'hui'li'lun'yi'cong
社会理论指南,she'hui'li'lun'zhi'nan
社会历史哲学引论,she'hui'li'shi'zhe'xue'yin'lun
社会论刘延陵上海商务印书馆影印,she'hui'lun'liu'yan'ling'shang'hai'shang'wu'yin'shu'guan'ying'yin
社会契约论,she'hui'qi'yue'lun
社会权力的来源,she'hui'quan'li'de'lai'yuan
社会史的理论视野,she'hui'shi'de'li'lun'shi'ye
社会通诠,she'hui'tong'quan
社会问题概论王首春上海商务印书馆影印,she'hui'wen'ti'gai'lun'wang'shou'chun'shang'hai'shang'wu'yin'shu'guan'ying'yin
社会心理学,she'hui'xin'li'xue
社会学,she'hui'xue
社会学的基本概念,she'hui'xue'de'ji'ben'gai'nian
社会学二十讲,she'hui'xue'er'shi'jiang
社会学是什么,she'hui'xue'shi'shen'me
社会与历史译丛,she'hui'yu'li'shi'yi'cong
社会与文化,she'hui'yu'wen'hua
社会主义史孙倬章上海商务印书馆影印,she'hui'zhu'yi'shi'sun'zhuo'zhang'shang'hai'shang'wu'yin'shu'guan'ying'yin
社会主义史赵兰坪编吴敬恒校上海商务印书馆影印,she'hui'zhu'yi'shi'zhao'lan'ping'bian'wu'jing'heng'xiao'shang'hai'shang'wu'yin'shu'guan'ying'yin
社会主义与民主,she'hui'zhu'yi'yu'min'zhu
社会转型,she'hui'zhuan'xing
设计教学法杨廉上海商务印书馆影印,she'ji'jiao'xue'fa'yang'lian'shang'hai'shang'wu'yin'shu'guan'ying'yin
舌鉴辨正,she'jian'bian'zheng
摄生消息论一卷金丘处机撰据学海类编本排印,she'sheng'xiao'xi'lun'yi'juan'jin'qiu'chu'ji'zhuan'ju'xue'hai'lei'bian'ben'pai'yin
摄生消息论一卷元丘处机撰,she'sheng'xiao'xi'lun'yi'juan'yuan'qiu'chu'ji'zhuan
涉史随笔一卷宋葛洪撰,she'shi'sui'bi'yi'juan'song'ge'hong'zhuan
射书,she'shu
歙砚辑考,she'yan'ji'kao
歙砚说一卷宋撰宋洪适辑,she'yan'shuo'yi'juan'song'zhuan'song'hong'shi'ji
涉异志一卷明闵文振撰,she'yi'zhi'yi'juan'ming'min'wen'zhen'zhuan
摄影学曹元宇上海商务印书馆影印,she'ying'xue'cao'yuan'yu'shang'hai'shang'wu'yin'shu'guan'ying'yin
歙州砚谱一卷宋唐积撰,she'zhou'yan'pu'yi'juan'song'tang'ji'zhuan
沈秉成,shen'bing'cheng
神册,shen'ce
沈长卿,shen'chang'qing
沈大成,shen'da'cheng
慎到,shen'dao
神道大编历宗算会,shen'dao'da'bian'li'zong'suan'hui
神道大编历宗通议,shen'dao'da'bian'li'zong'tong'yi
神道大编象宗华天五星,shen'dao'da'bian'xiang'zong'hua'tian'wu'xing
沈德符,shen'de'fu
神德圣功,shen'de'sheng'gong
审定风雅遗音二卷淸史荣撰淸纪昀审定据畿辅丛书本影印,shen'ding'feng'ya'yi'yin'er'juan'qing'shi'rong'zhuan'qing'ji'yun'shen'ding'ju'ji'fu'cong'shu'ben'ying'yin
申端愍公诗集八卷明申佳充撰,shen'duan'min'gong'shi'ji'ba'juan'ming'shen'jia'chong'zhuan
申端愍公文集二卷首一卷末一卷明申佳胤撰,shen'duan'min'gong'wen'ji'er'juan'shou'yi'juan'mo'yi'juan'ming'shen'jia'yin'zhuan
神凤,shen'feng
神功,shen'gong
伸顾一卷坿札记一卷淸易本良撰淸王家凤撰札记据湖北丛书本影印,shen'gu'yi'juan'fu'zha'ji'yi'juan'qing'yi'ben'liang'zhuan'qing'wang'jia'feng'zhuan'zha'ji'ju'hu'bei'cong'shu'ben'ying'yin
沈灌群,shen'guan'qun
神龟,shen'gui
申涵光,shen'han'guang
申函光撰,shen'han'guang'zhuan
申涵煜,shen'han'yu
慎疾刍言,shen'ji'chu'yan
慎疾刍言一卷淸徐大椿撰,shen'ji'chu'yan'yi'juan'qing'xu'da'chun'zhuan
神机制敌太白阴经十卷唐李筌撰淸钱熙祚校据守山阁丛书本影印,shen'ji'zhi'di'tai'bai'yin'jing'shi'juan'tang'li'quan'zhuan'qing'qian'xi'zuo'xiao'ju'shou'shan'ge'cong'shu'ben'ying'yin
申鉴五卷汉荀悦撰清钱培名校,shen'jian'wu'juan'han'xun'yue'zhuan'qing'qian'pei'ming'xiao
沈金鳌,shen'jin'ao
神经系病刘以祥上海商务印书馆影印,shen'jing'xi'bing'liu'yi'xiang'shang'hai'shang'wu'yin'shu'guan'ying'yin
神灸经纶,shen'jiu'jing'lun
申居郧,shen'ju'yun
神爵,shen'jue
沈可培,shen'ke'pei
沈括,shen'kuo
沈括撰,shen'kuo'zhuan
沈筤村选抄印学四种,shen'lang'cun'xuan'chao'yin'xue'si'zhong
沈练,shen'lian
神烈天皇帝,shen'lie'tian'huang'di
神龙,shen'long
慎懋官,shen'mao'guan
神秘北纬,shen'mi'bei'wei
沈明宗,shen'ming'zong
神农本草经读,shen'nong'ben'cao'jing'du
神农本草经三卷魏吴普等述淸孙星衍淸孙冯翼辑,shen'nong'ben'cao'jing'san'juan'wei'wu'pu'deng'shu'qing'sun'xing'yan'qing'sun'feng'yi'ji
神农本草经三卷魏吴普等述淸孙星衍同辑淸孙冯翼同辑据问经堂丛书本排印,shen'nong'ben'cao'jing'san'juan'wei'wu'pu'deng'shu'qing'sun'xing'yan'tong'ji'qing'sun'feng'yi'tong'ji'ju'wen'jing'tang'cong'shu'ben'pai'yin
审判,shen'pan
沈清佐,shen'qing'zuo
慎柔五书,shen'rou'wu'shu
神瑞,shen'rui
神僧传,shen'seng'chuan
沈上停云集一卷淸孙星衍辑,shen'shang'ting'yun'ji'yi'juan'qing'sun'xing'yan'ji
沈沈,shen'shen
神圣纯皇帝,shen'sheng'chun'huang'di
神圣英孝皇帝,shen'sheng'ying'xiao'huang'di
沈氏农书一卷明沈撰淸钱尔复订,shen'shi'nong'shu'yi'juan'ming'shen'zhuan'qing'qian'er'fu'ding
沈氏日旦,shen'shi'ri'dan
沈氏四声考二卷淸纪昀撰景畿辅丛书本,shen'shi'si'sheng'kao'er'juan'qing'ji'yun'zhuan'jing'ji'fu'cong'shu'ben
沈氏四声考二卷淸纪昀撰据畿辅丛书本影印,shen'shi'si'sheng'kao'er'juan'qing'ji'yun'zhuan'ju'ji'fu'cong'shu'ben'ying'yin
沈氏弋说,shen'shi'yi'shuo
沈四山人诗录六卷附录一卷淸沈谨学撰,shen'si'shan'ren'shi'lu'liu'juan'fu'lu'yi'juan'qing'shen'jin'xue'zhuan
沈涛,shen'tao
沈廷文,shen'ting'wen
沈心,shen'xin
慎刑录,shen'xing'lu
深雪偶谈一卷宋方岳撰,shen'xue'ou'tan'yi'juan'song'fang'yue'zhuan
慎言,shen'yan
慎言集训,shen'yan'ji'xun
沈一贯,shen'yi'guan
呻吟语选,shen'yin'yu'xuan
呻吟语选二卷明吕坤撰据文选楼丛书本排印,shen'yin'yu'xuan'er'juan'ming'lv'kun'zhuan'ju'wen'xuan'lou'cong'shu'ben'pai'yin
沈又彭,shen'you'peng
申凿五卷坿札记一卷汉荀悦撰淸钱培名撰札记,shen'zao'wu'juan'fu'zha'ji'yi'juan'han'xun'yue'zhuan'qing'qian'pei'ming'zhuan'zha'ji
沈兆澐,shen'zhao'yun
沈之问,shen'zhi'wen
沈周,shen'zhou
慎子,shen'zi
慎子一卷坿逸文一卷淸钱熙祚校,shen'zi'yi'juan'fu'yi'wen'yi'juan'qing'qian'xi'zuo'xiao
慎子周慎到撰清钱熙祚校,shen'zi'zhou'shen'dao'zhuan'qing'qian'xi'zuo'xiao
神宗,shen'zong
沈宗骞,shen'zong'qian
神宗绍天,shen'zong'shao'tian
沈作喆,shen'zuo'zhe
升庵集明杨慎,sheng'an'ji'ming'yang'shen
升庵经说,sheng'an'jing'shuo
升庵诗话十二卷补遗二卷明杨慎撰,sheng'an'shi'hua'shi'er'juan'bu'yi'er'juan'ming'yang'shen'zhuan
升庵诗话十二卷补遗二卷明杨愼撰据函海本排印,sheng'an'shi'hua'shi'er'juan'bu'yi'er'juan'ming'yang'shen'zhuan'ju'han'hai'ben'pai'yin
盛百二,sheng'bai'er
生存智慧,sheng'cun'zhi'hui
盛大士,sheng'da'shi
圣德神功,sheng'de'shen'gong
盛德宪文,sheng'de'xian'wen
圣地,sheng'di
生活的准则,sheng'huo'de'zhun'ze
生活方法新论,sheng'huo'fang'fa'xin'lun
圣经的故事,sheng'jing'de'gu'shi
圣经故事,sheng'jing'gu'shi
圣经灵修版,sheng'jing'ling'xiu'ban
圣经学规纂,sheng'jing'xue'gui'zuan
圣经学规纂二卷淸李塨撰,sheng'jing'xue'gui'zuan'er'juan'qing'li'gong'zhuan
圣经学规纂二卷淸李塨撰据畿辅丛书本排印,sheng'jing'xue'gui'zuan'er'juan'qing'li'gong'zhuan'ju'ji'fu'cong'shu'ben'pai'yin
声类四卷淸钱大昕撰景粤雅堂丛书本,sheng'lei'si'juan'qing'qian'da'xin'zhuan'jing'yue'ya'tang'cong'shu'ben
声类四卷淸钱大昕撰据粤雅堂丛书本影印,sheng'lei'si'juan'qing'qian'da'xin'zhuan'ju'yue'ya'tang'cong'shu'ben'ying'yin
圣历,sheng'li
生理学大意戴棣龄上海商务印书馆影印,sheng'li'xue'da'yi'dai'di'ling'shang'hai'shang'wu'yin'shu'guan'ying'yin
声律万卷菁华前集,sheng'lv'wan'juan'jing'hua'qian'ji
圣门十六子书,sheng'men'shi'liu'zi'shu
圣门志五卷明吕元善撰,sheng'men'zhi'wu'juan'ming'lv'yuan'shan'zhuan
升明,sheng'ming
圣明安孝皇帝,sheng'ming'an'xiao'huang'di
圣明仁孝皇帝,sheng'ming'ren'xiao'huang'di
升平,sheng'ping
盛如梓,sheng'ru'zi
圣睿恭孝皇帝,sheng'rui'gong'xiao'huang'di
圣神武文,sheng'shen'wu'wen
圣宋名贤四六丛珠,sheng'song'ming'xian'si'liu'cong'zhu
圣文神武,sheng'wen'shen'wu
圣闻周达,sheng'wen'zhou'da
圣闻周达曰昭,sheng'wen'zhou'da'yue'zhao
圣武皇帝,sheng'wu'huang'di
圣武睿哲,sheng'wu'rui'zhe
圣武神功,sheng'wu'shen'gong
生物学与长寿周太玄上海商务印书馆影印,sheng'wu'xue'yu'chang'shou'zhou'tai'xuan'shang'hai'shang'wu'yin'shu'guan'ying'yin
生物学周太玄上海商务印书馆影印,sheng'wu'xue'zhou'tai'xuan'shang'hai'shang'wu'yin'shu'guan'ying'yin
生物之起源费鸿年上海商务印书馆影印,sheng'wu'zhi'qi'yuan'fei'hong'nian'shang'hai'shang'wu'yin'shu'guan'ying'yin
圣孝皇帝,sheng'xiao'huang'di
圣孝渊恭,sheng'xiao'yuan'gong
省心短语,sheng'xin'duan'yu
省心录,sheng'xin'lu
省心录一卷宋林逋撰据宝颜堂秘笈本排印,sheng'xin'lu'yi'juan'song'lin'bu'zhuan'ju'bao'yan'tang'mi'ji'ben'pai'yin
圣学心法,sheng'xue'xin'fa
剩言,sheng'yan
声音与现象,sheng'yin'yu'xian'xiang
笙月词五卷淸王诒寿撰,sheng'yue'ci'wu'juan'qing'wang'yi'shou'zhuan
圣哲慈孝皇帝,sheng'zhe'ci'xiao'huang'di
圣智诚孝,sheng'zhi'cheng'xiao
圣宗文武大孝宣皇帝,sheng'zong'wen'wu'da'xiao'xuan'huang'di
圣祖,sheng'zu
释宝唱,shi'bao'chang
世本二卷坿考证一卷汉宋衷注淸雷学淇辑并撰考证,shi'ben'er'juan'fu'kao'zheng'yi'juan'han'song'zhong'zhu'qing'lei'xue'qi'ji'bing'zhuan'kao'zheng
世本六卷汉宋衷注淸茆泮林辑,shi'ben'liu'juan'han'song'zhong'zhu'qing'mao'pan'lin'ji
世本五卷汉宋衷注淸张澍辑并补注,shi'ben'wu'juan'han'song'zhong'zhu'qing'zhang'shu'ji'bing'bu'zhu
诗本义,shi'ben'yi
世本一卷汉宋衷注淸孙冯翼辑,shi'ben'yi'juan'han'song'zhong'zhu'qing'sun'feng'yi'ji
诗本音清顾炎武撰北京中华书局,shi'ben'yin'qing'gu'yan'wu'zhuan'bei'jing'zhong'hua'shu'ju
诗辨坻清毛先舒撰上海古籍出版社,shi'bian'di'qing'mao'xian'shu'zhuan'shang'hai'gu'ji'chu'ban'she
诗辨说一卷宋赵悳撰,shi'bian'shuo'yi'juan'song'zhao'de'zhuan
诗辨妄附录周孚非诗辨妄通志中诗说六经奥论选录历代对于郑樵诗说宋郑樵着顾颉刚辑点北平朴社,shi'bian'wang'fu'lu'zhou'fu'fei'shi'bian'wang'tong'zhi'zhong'shi'shuo'liu'jing'ao'lun'xuan'lu'li'dai'dui'yu'zheng'qiao'shi'shuo'song'zheng'qiao'zhe'gu'jie'gang'ji'dian'bei'ping'pu'she
史表功比说,shi'biao'gong'bi'shuo
识病捷法,shi'bing'jie'fa
时病论,shi'bing'lun
诗补传,shi'bu'chuan
诗不殄不瑕义孙仲容国粹学报总期,shi'bu'tian'bu'xia'yi'sun'zhong'rong'guo'cui'xue'bao'zong'qi
诗草木今释陆文郁天津人民出版社,shi'cao'mu'jin'shi'lu'wen'yu'tian'jin'ren'min'chu'ban'she
诗传大全,shi'chuan'da'quan
诗传名物集览,shi'chuan'ming'wu'ji'lan
诗传旁通,shi'chuan'pang'tong
诗传诗说驳义,shi'chuan'shi'shuo'bo'yi
诗传通释,shi'chuan'tong'shi
诗传遗说,shi'chuan'yi'shuo
诗传注疏三卷宋谢枋得撰,shi'chuan'zhu'shu'san'juan'song'xie'fang'de'zhuan
诗传注疏三卷宋谢枋得撰据知不足斋丛书本排印,shi'chuan'zhu'shu'san'juan'song'xie'fang'de'zhuan'ju'zhi'bu'zu'zhai'cong'shu'ben'pai'yin
施纯德,shi'chun'de
士大夫食时五观一卷宋黄庭坚撰,shi'da'fu'shi'shi'wu'guan'yi'juan'song'huang'ting'jian'zhuan
释大闻,shi'da'wen
释道宣,shi'dao'xuan
释道原,shi'dao'yuan
释德辉,shi'de'hui
使德日记一卷淸李凤苞撰,shi'de'ri'ji'yi'juan'qing'li'feng'bao'zhuan
诗的一卷明王文禄撰,shi'de'yi'juan'ming'wang'wen'lu'zhuan
世德昭功,shi'de'zhao'gong
史地类,shi'di'lei
诗地理考,shi'di'li'kao
诗地理考六卷宋王应麟撰,shi'di'li'kao'liu'juan'song'wang'ying'lin'zhuan
诗地理考宋王应麟撰上海商务印书馆,shi'di'li'kao'song'wang'ying'lin'zhuan'shang'hai'shang'wu'yin'shu'guan
石洞贻芳集二卷补遗一卷坿考异一卷明郭鈇集淸郭锺儒重辑淸胡凤丹撰考,shi'dong'yi'fang'ji'er'juan'bu'yi'yi'juan'fu'kao'yi'yi'juan'ming'guo'fu'ji'qing'guo'zhong'ru'zhong'ji'qing'hu'feng'dan'zhuan'kao
