阿娇年未多,a'jiao'nian'wei'duo
玉门关城迥且孤,yu'men'guan'cheng'jiong'qie'gu
愚蒙但隐沦,yu'meng'dan'yin'lun
隅目青荧夹镜悬,yu'mu'qing'ying'jia'jing'xuan
寓目穷毫芒,yu'mu'qiong'hao'mang
馀孽尚纷纶,yu'nie'shang'fen'lun
馀孽尚纵横,yu'nie'shang'zong'heng
与奴白饭马青刍,yu'nu'bai'fan'ma'qing'chu
玉盘的历双白鱼,yu'pan'de'li'shuang'bai'yu
玉盘金屈卮,yu'pan'jin'qu'zhi
玉盘捧桃将献君,yu'pan'peng'tao'jiang'xian'jun
玉盘纤手撒作卢,yu'pan'qian'shou'sa'zuo'lu
雨抛金锁甲,yu'pao'jin'suo'jia
玉佩才成引上公,yu'pei'cai'cheng'yin'shang'gong
玉珮罥女萝,yu'pei'juan'nv'luo
玉佩仍当歌,yu'pei'reng'dang'ge
玉瓶金屈卮,yu'ping'jin'qu'zhi
玉瓶素蚁腊酒香,yu'ping'su'yi'la'jiu'xiang
欲起惭筋力,yu'qi'can'jin'li
羽旗动若一,yu'qi'dong'ruo'yi
羽旗旄节憩瑶台,yu'qi'mao'jie'qi'yao'tai
雨气润衣钵,yu'qi'run'yi'bo
欲起时被肘,yu'qi'shi'bei'zhou
雨气醒别酒,yu'qi'xing'bie'jiu
欲强登高无力去,yu'qiang'deng'gao'wu'li'qu
渔樵耳目前,yu'qiao'er'mu'qian
渔樵十二年,yu'qiao'shi'er'nian
渔樵夜始归,yu'qiao'ye'shi'gui
玉琴承露湿,yu'qin'cheng'lu'shi
雨侵晴处飞,yu'qin'qing'chu'fei
欲轻肠断声,yu'qing'chang'duan'sheng
欲倾东海洗乾坤,yu'qing'dong'hai'xi'qian'kun
欲穷千里目,yu'qiong'qian'li'mu
欲去结中肠,yu'qu'jie'zhong'chang
欲去恋双树,yu'qu'lian'shuang'shu
欲去令人愁,yu'qu'ling'ren'chou
纡曲水分野,yu'qu'shui'fen'ye
欲去中复留,yu'qu'zhong'fu'liu
玉泉之南麓山殊,yu'quan'zhi'nan'lu'shan'shu
馀热亦已末,yu're'yi'yi'mo
羽人扫碧海,yu'ren'sao'bi'hai
圉人太仆皆惆怅,yu'ren'tai'pu'jie'chou'chang
与人同生亦同死,yu'ren'tong'sheng'yi'tong'si
羽人稀少不在旁,yu'ren'xi'shao'bu'zai'pang
渔人漾舟沈大网,yu'ren'yang'zhou'shen'da'wang
与人一心成大功,yu'ren'yi'xin'cheng'da'gong
渔人逐鼓鼙,yu'ren'zhu'gu'pi
于汝定无嫌,yu'ru'ding'wu'xian
与汝林居未相失,yu'ru'lin'ju'wei'xiang'shi
馀润通药圃,yu'run'tong'yao'pu
雨洒石壁来,yu'sa'shi'bi'lai
玉塞抵长城,yu'sai'di'chang'cheng
雨散三秋别,yu'san'san'qiu'bie
雨色和人烟,yu'se'he'ren'yan
玉山高并两峰寒,yu'shan'gao'bing'liang'feng'han
欲上潺湲行自迟,yu'shang'chan'yuan'xing'zi'chi
玉觞淡无味,yu'shang'dan'wu'wei
羽觞自成玩,yu'shang'zi'cheng'wan
预哂愁胡面,yu'shen'chou'hu'mian
与神合契,yu'shen'he'qi
馀生负丘壑,yu'sheng'fu'qiu'he
玉绳回断绝,yu'sheng'hui'duan'jue
馀生如过鸟,yu'sheng'ru'guo'niao
雨声飕飕催早寒,yu'sheng'sou'sou'cui'zao'han
雨声先已风,yu'sheng'xian'yi'feng
馀声自抑扬,yu'sheng'zi'yi'yang
鬻市充杯酒,yu'shi'chong'bei'jiu
于时乏嘉闻,yu'shi'fa'jia'wen
御史风逾劲,yu'shi'feng'yu'jing
于时国用富,yu'shi'guo'yong'fu
与时忽开闭,yu'shi'hu'kai'bi
于时忽命驾,yu'shi'hu'ming'jia
于时见疣赘,yu'shi'jian'you'zhui
玉石俱不完,yu'shi'ju'bu'wan
予实苦怀缅,yu'shi'ku'huai'mian
馀事岂相关,yu'shi'qi'xiang'guan
于事少滞碍,yu'shi'shao'zhi'ai
玉食失光辉,yu'shi'shi'guang'hui
馀食施庭寒鸟下,yu'shi'shi'ting'han'niao'xia
御史台上异姓王,yu'shi'tai'shang'yi'xing'wang
余时忝南省,yu'shi'tian'nan'sheng
余时忝诤臣,yu'shi'tian'zheng'chen
御史铁冠重绣衣,yu'shi'tie'guan'zhong'xiu'yi
御史新骢马,yu'shi'xin'cong'ma
玉食亚王者,yu'shi'ya'wang'zhe
余时游名山,yu'shi'you'ming'shan
玉树歌终王气收,yu'shu'ge'zhong'wang'qi'shou
羽书还似急,yu'shu'hai'si'ji
羽书如流星,yu'shu'ru'liu'xing
玉书示道流,yu'shu'shi'dao'liu
羽书昨夜过渠黎,yu'shu'zuo'ye'guo'qu'li
雨顺物亦康,yu'shun'wu'yi'kang
于斯答恭谨,yu'si'da'gong'jin
欲送近臣朝魏阙,yu'song'jin'chen'chao'wei'que
狱讼永衰息,yu'song'yong'shuai'xi
馀素经刀尺,yu'su'jing'dao'chi
欲随寒烬灭,yu'sui'han'jin'mie
雨随思太守,yu'sui'si'tai'shou
御榻在嵽嵲,yu'ta'zai'di'nie
舆台亦朱紫,yu'tai'yi'zhu'zi
渔潭逢钓楫,yu'tan'feng'diao'ji
渔潭屡栖泊,yu'tan'lv'qi'bo
玉堂宜岁久,yu'tang'yi'sui'jiu
郁陶抱长策,yu'tao'bao'chang'ce
玉体安隐三日眠,yu'ti'an'yin'san'ri'mian
鱼跳日映山,yu'tiao'ri'ying'shan
渔艇息悠悠,yu'ting'xi'you'you
欲同朱轮载,yu'tong'zhu'lun'zai
欲往城南忘南北,yu'wang'cheng'nan'wang'nan'bei
欲往从之何所之,yu'wang'cong'zhi'he'suo'zhi
鱼网平铺荷叶,yu'wang'ping'pu'he'ye
欲往无轻舟,yu'wang'wu'qing'zhou
欲往阻河广,yu'wang'zu'he'guang
郁为尚书郎,yu'wei'shang'shu'lang
欲问桃花宿,yu'wen'tao'hua'su
渔翁暝蹋孤舟立,yu'weng'ming'ta'gu'zhou'li
遇我苍梧阴,yu'wo'cang'wu'yin
与我忽相访,yu'wo'hu'xiang'fang
与我家又通,yu'wo'jia'you'tong
于我见子真颜色,yu'wo'jian'zi'zhen'yan'se
与我情绸缪,yu'wo'qing'chou'mou
遇我宿心亲,yu'wo'su'xin'qin
与我醉蒿莱,yu'wo'zui'hao'lai
遇物岂殊昔,yu'wu'qi'shu'xi
与物同丑丽,yu'wu'tong'chou'li
遇物犹尘埃,yu'wu'you'chen'ai
雨洗月色新,yu'xi'yue'se'xin
玉匣气成虹,yu'xia'qi'cheng'hong
宇县复小康,yu'xian'fu'xiao'kang
欲向何门趿珠履,yu'xiang'he'men'ta'zhu'lv
欲向万卷馀,yu'xiang'wan'juan'yu
欲向幽偏适,yu'xiang'you'pian'shi
雨歇见青山,yu'xie'jian'qing'shan
雨歇林光变,yu'xie'lin'guang'bian
雨泻暮檐竹,yu'xie'mu'yan'zhu
雨歇万井春,yu'xie'wan'jing'chun
余行得自娱,yu'xing'de'zi'yu
寓形齐指马,yu'xing'qi'zhi'ma
欲行宣城印,yu'xing'xuan'cheng'yin
鱼轩宠莫先,yu'xuan'chong'mo'xian
雨雪暗天地,yu'xue'an'tian'di
欲学鸱夷子,yu'xue'chi'yi'zi
雨雪从边起,yu'xue'cong'bian'qi
禹穴访遗编,yu'xue'fang'yi'bian
雨雪尽三边,yu'xue'jin'san'bian
雨雪乱霏霏,yu'xue'luan'fei'fei
鱼盐隘里巷,yu'yan'ai'li'xiang
御筵出香炉,yu'yan'chu'xiang'lu
与宴非短褐,yu'yan'fei'duan'he
于焉建层碑,yu'yan'jian'ceng'bei
于焉久从戎,yu'yan'jiu'cong'rong
于焉聊自任,yu'yan'liao'zi'ren
玉颜眇眇何处寻,yu'yan'miao'miao'he'chu'xun
玉颜溺水死,yu'yan'ni'shui'si
于焉日淡泊,yu'yan'ri'dan'bo
于焉洒烦抱,yu'yan'sa'fan'bao
寓言因永吟,yu'yan'yin'yong'yin
揄扬非造次,yu'yang'fei'zao'ci
渔阳复控弦,yu'yang'fu'kong'xian
渔阳豪侠地,yu'yang'hao'xia'di
渔阳蓟北天,yu'yang'ji'bei'tian
郁怏任盈虚,yu'yang'ren'ying'xu
渔阳突骑猎青丘,yu'yang'tu'qi'lie'qing'qiu
渔阳突骑犹精锐,yu'yang'tu'qi'you'jing'rui
渔阳在天末,yu'yang'zai'tian'mo
芋叶藏山径,yu'ye'cang'shan'jing
欲谒明光殿,yu'ye'ming'guang'dian
玉衣晨自举,yu'yi'chen'zi'ju
余亦从此辞,yu'yi'cong'ci'ci
余亦东蒙客,yu'yi'dong'meng'ke
羽翼共裴回,yu'yi'gong'pei'hui
羽翼怀商老,yu'yi'huai'shang'lao
愚意会所适,yu'yi'hui'suo'shi
余亦惬所从,yu'yi'qie'suo'cong
余亦沙边具小舟,yu'yi'sha'bian'ju'xiao'zhou
余亦师粲可,yu'yi'shi'can'ke
余亦忝诸孙,yu'yi'tian'zhu'sun
余亦未识君,yu'yi'wei'shi'jun
馀音逐海潮,yu'yin'zhu'hai'chao
羽犹短,yu'you'duan
欲有高飞意,yu'you'gao'fei'yi
雨馀百草皆生,yu'yu'bai'cao'jie'sheng
与语才杰立,yu'yu'cai'jie'li
雨馀草木繁,yu'yu'cao'mu'fan
予欲驰江淮,yu'yu'chi'jiang'huai
郁纡迟暮伤,yu'yu'chi'mu'shang
欲语多时别,yu'yu'duo'shi'bie
与语多远情,yu'yu'duo'yuan'qing
郁郁回刚肠,yu'yu'hui'gang'chang
郁郁见咸阳,yu'yu'jian'xian'yang
雨馀看柳重,yu'yu'kan'liu'zhong
郁郁苦不展,yu'yu'ku'bu'zhan
郁郁流年度,yu'yu'liu'nian'du
郁郁三大字,yu'yu'san'da'zi
雨馀山景寒,yu'yu'shan'jing'han
与余问答既有以,yu'yu'wen'da'ji'you'yi
欲语羞雷同,yu'yu'xiu'lei'tong
纡馀脂膏地,yu'yu'zhi'gao'di
于越城边枫叶高,yu'yue'cheng'bian'feng'ye'gao
逾月求我歌,yu'yue'qiu'wo'ge
馀云冒岚浅,yu'yun'mao'lan'qian
雨在八九峰,yu'zai'ba'jiu'feng
雨泽感天时,yu'ze'gan'tian'shi
御札早流传,yu'zha'zao'liu'chuan
豫章翻风白日动,yu'zhang'fan'feng'bai'ri'dong
豫章夹日月,yu'zhang'jia'ri'yue
豫樟深出地,yu'zhang'shen'chu'di
豫章太守高帝孙,yu'zhang'tai'shou'gao'di'sun
豫章犹未分,yu'zhang'you'wei'fen
馀照逐鸣蝉,yu'zhao'zhu'ming'chan
郁蒸何由开,yu'zheng'he'you'kai
欲整还乡旆,yu'zheng'huan'xiang'pei
预知汉将宣威日,yu'zhi'han'jiang'xuan'wei'ri
欲知趋走伤心地,yu'zhi'qu'zou'shang'xin'de
欲知世掌丝纶美,yu'zhi'shi'zhang'si'lun'mei
玉指霜毛本同色,yu'zhi'shuang'mao'ben'tong'se
愚智心尽死,yu'zhi'xin'jin'si
愚直有谁亲,yu'zhi'you'shui'qin
雨中百草秋烂死,yu'zhong'bai'cao'qiu'lan'si
玉甃抱虚圆,yu'zhou'bao'xu'yuan
宇宙得其中,yu'zhou'de'qi'zhong
宇宙一膻腥,yu'zhou'yi'shan'xing
欲著接还复昏,yu'zhu'jie'hai'fu'hun
玉箸应啼别离后,yu'zhu'ying'ti'bie'li'hou
欲啭不啭意自娇,yu'zhuan'bu'zhuan'yi'zi'jiao
玉馔天厨送,yu'zhuan'tian'chu'song
于兹閟幽玄,yu'zi'bi'you'xuan
与子成二老,yu'zi'cheng'er'lao
与子俱白头,yu'zi'ju'bai'tou
与子居最近,yu'zi'ju'zui'jin
与子且携手,yu'zi'qie'xie'shou
于兹任所惬,yu'zi'ren'suo'qie
于兹省氓俗,yu'zi'sheng'mang'su
雨滋苔藓侵阶绿,yu'zi'tai'xian'qin'jie'lv
与子姻娅间,yu'zi'yin'ya'jian
羽族满汀渚,yu'zu'man'ting'zhu
玉座分曙早,yu'zuo'fen'shu'zao
远岸富乔木,yuan'an'fu'qiao'mu
袁安念高卧,yuan'an'nian'gao'wo
远别无轻绕朝策,yuan'bie'wu'qing'rao'chao'ce
远别指临洮,yuan'bie'zhi'lin'tao
怨别自惊千里外,yuan'bie'zi'jing'qian'li'wai
掾曹乘逸兴,yuan'cao'cheng'yi'xing
掾曹有时不敢归,yuan'cao'you'shi'bu'gan'gui
愿持金殿镜,yuan'chi'jin'dian'jing
愿持终白首,yuan'chi'zhong'bai'shou
远筹吴楚利,yuan'chou'wu'chu'li
远川曲通流,yuan'chuan'qu'tong'liu
愿吹野水添金杯,yuan'chui'ye'shui'tian'jin'bei
远道逢春半是愁,yuan'dao'feng'chun'ban'shi'chou
愿得随琴高,yuan'de'sui'qin'gao
愿得相从一问师,yuan'de'xiang'cong'yi'wen'shi
愿得应皇明,yuan'de'ying'huang'ming
鸢跕路难登,yuan'die'lu'nan'deng
远夺戎虏场,yuan'duo'rong'lu'chang
元恶迷是似,yuan'e'mi'shi'si
愿分竹实及蝼蚁,yuan'fen'zhu'shi'ji'lou'yi
远峰带雨色,yuan'feng'dai'yu'se
远峰晴更近,yuan'feng'qing'geng'jin
愿逢云中鹤,yuan'feng'yun'zhong'he
猿拂岸花落,yuan'fu'an'hua'luo
远赴湘吴春,yuan'fu'xiang'wu'chun
园甘长成时,yuan'gan'zhang'cheng'shi
愿割区中缘,yuan'ge'qu'zhong'yuan
袁公方卧雪,yuan'gong'fang'wo'xue
原谷径途涩,yuan'gu'jing'tu'se
圆光再生魄,yuan'guang'zai'sheng'po
远归儿侍侧,yuan'gui'er'shi'ce
远害朝看麋鹿游,yuan'hai'chao'kan'mi'lu'you
元和辞大炉,yuan'he'ci'da'lu
圆荷始散芳,yuan'he'shi'san'fang
圆荷想自昔,yuan'he'xiang'zi'xi
鹓鸿俱失侣,yuan'hong'ju'shi'lv
鹓鸿列霄汉,yuan'hong'lie'xiao'han
爰候发生,yuan'hou'fa'sheng
爰候祥风,yuan'hou'xiang'feng
元化亮无私,yuan'hua'liang'wu'si
园花隐麝香,yuan'hua'yin'she'xiang
远怀得山林,yuan'huai'de'shan'lin
远火点江村,yuan'huo'dian'jiang'cun
怨积徒有志,yuan'ji'tu'you'zhi
愿见北地傅介子,yuan'jian'bei'di'fu'jie'zi
远见故人车,yuan'jian'gu'ren'che
缘涧还复去,yuan'jian'hai'fu'qu
缘涧弄惊波,yuan'jian'nong'jing'bo
愿将从药看真诀,yuan'jiang'cong'yao'kan'zhen'jue
远郊信荒僻,yuan'jiao'xin'huang'pi
远近罢金革,yuan'jin'ba'jin'ge
远近理亦齐,yuan'jin'li'yi'qi
远近知百岁,yuan'jin'zhi'bai'sui
鶢鶋至鲁门,yuan'ju'zhi'lu'men
愿君别后垂尺素,yuan'jun'bie'hou'chui'chi'su
愿君且宿黄公家,yuan'jun'qie'su'huang'gong'jia
愿开初地因,yuan'kai'chu'di'yin
远客惊深眷,yuan'ke'jing'shen'juan
远客中宵泪沾臆,yuan'ke'zhong'xiao'lei'zhan'yi
远愧梁江总,yuan'kui'liang'jiang'zong
猿窥晓月啼,yuan'kui'xiao'yue'ti
园吏未足怪,yuan'li'wei'zu'guai
爰列豆笾,yuan'lie'dou'bian
园林春景深,yuan'lin'chun'jing'shen
园林过新节,yuan'lin'guo'xin'jie
远林暑气薄,yuan'lin'shu'qi'bao
园林幸接近,yuan'lin'xing'jie'jin
园陵固有神,yuan'ling'gu'you'shen
园陵杀气平,yuan'ling'sha'qi'ping
愿留今日交欢意,yuan'liu'jin'ri'jiao'huan'yi
愿留太守更五年,yuan'liu'tai'shou'geng'wu'nian
园庐但蒿藜,yuan'lu'dan'hao'li
远路鸣蝉秋兴发,yuan'lu'ming'chan'qiu'xing'fa
鸳鹭同行不负身,yuan'lu'tong'hang'bu'fu'shen
园庐幸接近,yuan'lu'xing'jie'jin
鹓鹭忆丹墀,yuan'lu'yi'dan'chi
鹓鸾粉署起,yuan'luan'fen'shu'qi
渊沦无暗投,yuan'lun'wu'an'tou
辕门对山寺,yuan'men'dui'shan'si
辕门照白袍,yuan'men'zhao'bai'pao
原庙丹青明,yuan'miao'dan'qing'ming
元年建巳月,yuan'nian'jian'si'yue
猿鸟聚俦侣,yuan'niao'ju'chou'lv
猿鸟乐钟磬,yuan'niao'le'zhong'qing
园圃多荒芜,yuan'pu'duo'huang'wu
园畦半种茶,yuan'qi'ban'zhong'cha
元气淋漓障犹湿,yuan'qi'lin'li'zhang'you'shi
圆齐玉箸头,yuan'qi'yu'zhu'tou
远迁谁扑灭,yuan'qian'shui'pu'mie
援琴不在声,yuan'qin'bu'zai'sheng
原情类鶺鴒,yuan'qing'lei'ji'ling
缘情韵骚雅,yuan'qing'yun'sao'ya
远去终转迷,yuan'qu'zhong'zhuan'mi
园人非故侯,yuan'ren'fei'gu'hou
元日谒明光,yuan'ri'ye'ming'guang
元戎催献捷,yuan'rong'cui'xian'jie
元戎号令严,yuan'rong'hao'ling'yan
远色带孤屿,yuan'se'dai'gu'yu
远色有诸岭,yuan'se'you'zhu'ling
远山含紫氛,yuan'shan'han'zi'fen
猿声断客愁,yuan'sheng'duan'ke'chou
猿声近四邻,yuan'sheng'jin'si'lin
猿声在四邻,yuan'sheng'zai'si'lin
园蔬抱金玉,yuan'shu'bao'jin'yu
远树但青葱,yuan'shu'dan'qing'cong
远树间朝晖,yuan'shu'jian'zhao'hui
园蔬空寥落,yuan'shu'kong'liao'luo
远戍亦有身,yuan'shu'yi'you'shen
远树应怜北地春,yuan'shu'ying'lian'bei'di'chun
元帅待雕戈,yuan'shuai'dai'diao'ge
元帅归龙种,yuan'shuai'gui'long'zhong
元帅见手格,yuan'shuai'jian'shou'ge
元帅调新律,yuan'shuai'tiao'xin'lv
源水不离秦,yuan'shui'bu'li'qin
远水对秋城,yuan'shui'dui'qiu'cheng
远水兼天净,yuan'shui'jian'tian'jing
远思驻江帆,yuan'si'zhu'jiang'fan
愿随金騕褭,yuan'sui'jin'yao'niao
缘塘剡溪路,yuan'tang'shan'xi'lu
愿腾六尺马,yuan'teng'liu'chi'ma
猿啼山不断,yuan'ti'shan'bu'duan
猿啼巫峡雨,yuan'ti'wu'xia'yu
园天方地局,yuan'tian'fang'di'ju
怨调慢声如欲语,yuan'tiao'man'sheng'ru'yu'yu
远听知音骇,yuan'ting'zhi'yin'hai
鼋头之山,yuan'tou'zhi'shan
远途能自致,yuan'tu'neng'zi'zhi
愿托灵仙子,yuan'tuo'ling'xian'zi
鼋鼍穴深水,yuan'tuo'xue'shen'shui
愿托周南羽,yuan'tuo'zhou'nan'yu
苑外江头坐不归,yuan'wai'jiang'tou'zuo'bu'gui
愿闻第一义,yuan'wen'di'yi'yi
愿闻甲兵休,yuan'wen'jia'bing'xiu
愿闻开士说,yuan'wen'kai'shi'shuo
愿效纵横谟,yuan'xiao'zong'heng'mo
愿谢区中缘,yuan'xie'qu'zhong'yuan
愿携王赵两红颜,yuan'xie'wang'zhao'liang'hong'yan
远行不劳吉日出,yuan'xing'bu'lao'ji'ri'chu
远行今若此,yuan'xing'jin'ruo'ci
远岫递迎人,yuan'xiu'di'ying'ren
远岫依依如送客,yuan'xiu'yi'yi'ru'song'ke
远岫争辅佐,yuan'xiu'zheng'fu'zuo
远学临海峤,yuan'xue'lin'hai'qiao
元勋溢鼎铭,yuan'xun'yi'ding'ming
缘崖摘紫房,yuan'ya'zhai'zi'fang
愿言出尘笼,yuan'yan'chu'chen'long
猿岩飞雨雪,yuan'yan'fei'yu'xue
愿言烹小鲜,yuan'yan'peng'xiao'xian
愿言行路莫多情,yuan'yan'xing'lu'mo'duo'qing
鸳鸯不独宿,yuan'yang'bu'du'su
鸳鸯逐浪飞,yuan'yang'zhu'lang'fei
原野起烟氛,yuan'ye'qi'yan'fen
原野一悠然,yuan'ye'yi'you'ran
远谒云端僧,yuan'ye'yun'duan'seng
原野转萧瑟,yuan'ye'zhuan'xiao'se
愿一见之何由得,yuan'yi'jian'zhi'he'you'de
愿以金秤锤,yuan'yi'jin'cheng'chui
远引蟠泥沙,yuan'yin'pan'ni'sha
猿吟秋日曛,yuan'yin'qiu'ri'xun
远游怅不乐,yuan'you'chang'bu'le
远游令人瘦,yuan'you'ling'ren'shou
园有美草,yuan'you'mei'cao
院幽僧亦独,yuan'you'seng'yi'du
苑囿腾清尘,yuan'you'teng'qing'chen
缘源不可极,yuan'yuan'bu'ke'ji
元元归始终,yuan'yuan'gui'shi'zhong
缘源杂花发,yuan'yuan'za'hua'fa
圆月正当户,yuan'yue'zheng'dang'hu
缘云路犹缅,yuan'yun'lu'you'mian
缘云拟住最高峰,yuan'yun'ni'zhu'zui'gao'feng
缘云清切歌声上,yuan'yun'qing'qie'ge'sheng'shang
愿展丈夫雄,yuan'zhan'zhang'fu'xiong
园沼深且幽,yuan'zhao'shen'qie'you
苑中騋牝三千匹,yuan'zhong'lai'pin'san'qian'pi
苑中万物生颜色,yuan'zhong'wan'wu'sheng'yan'se
远逐麋鹿群,yuan'zhu'mi'lu'qun
愿逐飘风花,yuan'zhu'piao'feng'hua
远自琅琊台,yuan'zi'lang'ya'tai
愿子少干谒,yuan'zi'shao'gan'ye
愿作城上乌,yuan'zuo'cheng'shang'wu
远作辛苦行,yuan'zuo'xin'ku'xing
月暗竹亭幽,yue'an'zhu'ting'you
月傍九霄多,yue'bang'jiu'xiao'duo
月出苍山空,yue'chu'cang'shan'kong
月出但闻钟,yue'chu'dan'wen'zhong
月出风惊蝉,yue'chu'feng'jing'chan
月出孤舟寒,yue'chu'gu'zhou'han
月出寒通雪山白,yue'chu'han'tong'xue'shan'bai
月出潘陵尖,yue'chu'pan'ling'jian
月出人更静,yue'chu'ren'geng'jing
月出水亭初,yue'chu'shui'ting'chu
月出梧桐高,yue'chu'wu'tong'gao
月出遮我留,yue'chu'zhe'wo'liu
月从海门出,yue'cong'hai'men'chu
月从山上落,yue'cong'shan'shang'luo
月带虾蟆冷,yue'dai'ha'ma'leng
月分梁汉米,yue'fen'liang'han'mi
乐感神,yue'gan'shen
月过北庭寒,yue'guo'bei'ting'han
月寒秋竹冷,yue'han'qiu'zhu'leng
月换思乡陌,yue'huan'si'xiang'mo
月净襄阳秋,yue'jing'xiang'yang'qiu
月林散清影,yue'lin'san'qing'ying
月轮吐山郭,yue'lun'tu'shan'guo
月落河上晓,yue'luo'he'shang'xiao
越罗蜀锦金粟尺,yue'luo'shu'jin'jin'su'chi
越罗与楚练,yue'luo'yu'chu'lian
跃马二十年,yue'ma'er'shi'nian
月满巴川时,yue'man'ba'chuan'shi
月没春江曙,yue'mei'chun'jiang'shu
月明垂叶露,yue'ming'chui'ye'lu
月明流水无已时,yue'ming'liu'shui'wu'yi'shi
月明湘水夜,yue'ming'xiang'shui'ye
月明游子静,yue'ming'you'zi'jing
越女红裙湿,yue'nv'gong'qun'shi
越女天下白,yue'nv'tian'xia'bai
月魄悬雕弓,yue'po'xuan'diao'gong
月浦值孤舟,yue'pu'zhi'gu'zhou
月气延清尊,yue'qi'yan'qing'zun
月卿临幕府,yue'qing'lin'mu'fu
越人自贡珊瑚树,yue'ren'zi'gong'shan'hu'shu
月如眉已画,yue'ru'mei'yi'hua
月色冷楚城,yue'se'leng'chu'cheng
月上梧桐雨露清,yue'shang'wu'tong'yu'lu'qing
约身不愿奢,yue'shen'bu'yuan'she
月生东荒外,yue'sheng'dong'huang'wai
月盛胡兵锐,yue'sheng'hu'bing'rui
月是故乡明,yue'shi'gu'xiang'ming
月蚀中央镜心穿,yue'shi'zhong'yang'jing'xin'chuan
阅书百纸尽,yue'shu'bai'zhi'jin
越水吴洲共尔论,yue'shui'wu'zhou'gong'er'lun
月送人无尽,yue'song'ren'wu'jin
月肃风凄古堂净,yue'su'feng'qi'gu'tang'jing
悦玩从兹始,yue'wan'cong'zi'shi
越王屡登陟,yue'wang'lv'deng'zhi
月峡瞿塘云作顶,yue'xia'qu'tang'yun'zuo'ding
月下引清声,yue'xia'yin'qing'sheng
月悬三雀观,yue'xuan'san'que'guan
越艳谁家女,yue'yan'shui'jia'nv
岳阳天水外,yue'yang'tian'shui'wai
乐毅吾所怜,yue'yi'wu'suo'lian
月隐回塘犹自舞,yue'yin'hui'tang'you'zi'wu
月与古时长相似,yue'yu'gu'shi'chang'xiang'si
月圆知蚌胎,yue'yuan'zhi'bang'tai
月照白水山,yue'zhao'bai'shui'shan
月照洞庭波,yue'zhao'dong'ting'bo
月照山苍然,yue'zhao'shan'cang'ran
云安酤水奴仆悲,yun'an'gu'shui'nu'pu'bei
云安有杜鹃,yun'an'you'du'juan
云薄翠微寺,yun'bao'cui'wei'si
云边落点残,yun'bian'luo'dian'can
云车纷少留,yun'che'fen'shao'liu
运筹时所贵,yun'chou'shi'suo'gui
云从四岳起,yun'cong'si'yue'qi
云从送夫人,yun'cong'song'fu'ren
云带歌声飏,yun'dai'ge'sheng'yang
云低岸花掩,yun'di'an'hua'yan
云端各异方,yun'duan'ge'yi'fang
云端临碣石,yun'duan'lin'jie'shi
云端失双阙,yun'duan'shi'shuang'que
云端水筒坼,yun'duan'shui'tong'che
云端有灵匹,yun'duan'you'ling'pi
云断岳莲临大路,yun'duan'yue'lian'lin'da'lu
云发素颜犹盼睐,yun'fa'su'yan'you'pan'lai
云帆转辽海,yun'fan'zhuan'liao'hai
云飞不到顶,yun'fei'bu'dao'ding
云汉尔固知,yun'han'er'gu'zhi
云汉为之红,yun'han'wei'zhi'hong
云和朔气连天黑,yun'he'shuo'qi'lian'tian'hei
云横雉尾高,yun'heng'zhi'wei'gao
云护欲晴天,yun'hu'yu'qing'tian
云纪轩皇代,yun'ji'xuan'huang'dai
云间辞北阙,yun'jian'ci'bei'que
云间独坐卧,yun'jian'du'zuo'wo
云间见回龙,yun'jian'jian'hui'long
蕴藉为郎久,yun'jie'wei'lang'jiu
蕴藉异时辈,yun'jie'yi'shi'bei
云近蓬莱常好色,yun'jin'peng'lai'chang'hao'se
云开露崖峤,yun'kai'lu'ya'qiao
云开日脚黄,yun'kai'ri'jiao'huang
云开汶水孤帆远,yun'kai'wen'shui'gu'fan'yuan
云来气接巫峡长,yun'lai'qi'jie'wu'xia'chang
云雷此不已,yun'lei'ci'bu'yi
云雷随九攻,yun'lei'sui'jiu'gong
云雷欻奔命,yun'lei'xu'ben'ming
云里金铺闭几重,yun'li'jin'pu'bi'ji'zhong
云里一双峰,yun'li'yi'shuang'feng
运粮绳桥壮士喜,yun'liang'sheng'qiao'zhuang'shi'xi
云岭隔东田,yun'ling'ge'dong'tian
云岭同昏黑,yun'ling'tong'hun'hei
云路相追攀,yun'lu'xiang'zhui'pan
云没烟销不可期,yun'mei'yan'xiao'bu'ke'qi
云门吼瀑泉,yun'men'hou'pu'quan
云门寺,yun'men'si
云门转绝岸,yun'men'zhuan'jue'an
云梦南行尽,yun'meng'nan'xing'jin
运命倘不谐,yun'ming'tang'bu'xie
云幕随开府,yun'mu'sui'kai'fu
云泥相望悬,yun'ni'xiang'wang'xuan
云輧戾止,yun'peng'li'zhi
云片何人画,yun'pian'he'ren'hua
云起风生归路长,yun'qi'feng'sheng'gui'lu'chang
云气接昆仑,yun'qi'jie'kun'lun
云气冉冉渐不见,yun'qi'ran'ran'jian'bu'jian
云气无处所,yun'qi'wu'chu'suo
云晴开螮蝀,yun'qing'kai'dai'dong
云泉非所濯,yun'quan'fei'suo'zhuo
云阙更苍苍,yun'que'geng'cang'cang
云阙虚冉冉,yun'que'xu'ran'ran
云散芒砀山,yun'san'mang'dang'shan
云沙更回互,yun'sha'geng'hui'hu
云沙万里地,yun'sha'wan'li'di
云沙无前后,yun'sha'wu'qian'hou
云沙自回合,yun'sha'zi'hui'he
