阿婆情熟牡丹开,a'po'qing'shu'mu'dan'kai
先暖习池风,xian'nuan'xi'chi'feng
闲坡尽辟田,xian'po'jin'pi'tian
先期石上眠,xian'qi'shi'shang'mian
嶮峭嵌空潭洞寒,xian'qiao'qian'kong'tan'dong'han
闲情欲烂柯,xian'qing'yu'lan'ke
仙人此夜忽凌波,xian'ren'ci'ye'hu'ling'bo
仙人错下山,xian'ren'cuo'xia'shan
仙人古石坛,xian'ren'gu'shi'tan
仙人酿酒熟,xian'ren'niang'jiu'shu
仙人期葛洪,xian'ren'qi'ge'hong
仙人携我搴玉英,xian'ren'xie'wo'qian'yu'ying
仙人掌上芙蓉沼,xian'ren'zhang'shang'fu'rong'zhao
闲人州县厌,xian'ren'zhou'xian'yan
仙人住在最高处,xian'ren'zhu'zai'zui'gao'chu
先入班姬殿,xian'ru'ban'ji'dian
先入茅君洞,xian'ru'mao'jun'dong
现身弥勒前,xian'shen'mi'le'qian
仙圣非相远,xian'sheng'fei'xiang'yuan
先生何处去,xian'sheng'he'chu'qu
先生能馆我,xian'sheng'neng'guan'wo
险石俯潭涡,xian'shi'fu'tan'wo
闲梳白发对残阳,xian'shu'bai'fa'dui'can'yang
县属并州北近胡,xian'shu'bing'zhou'bei'jin'hu
衔思恍无悰,xian'si'huang'wu'cong
闲田孤垒外,xian'tian'gu'lei'wai
纤条出故丛,xian'tiao'chu'gu'cong
县帖取社长,xian'tie'qu'she'zhang
贤王贵主於我厚,xian'wang'gui'zhu'yu'wo'hou
闲闻洞仙博,xian'wen'dong'xian'bo
险巇唯有世间路,xian'xi'wei'you'shi'jian'lu
跹跹舞百蛮,xian'xian'wu'bai'man
闲笑任年华,xian'xiao'ren'nian'hua
献新秋果鲜,xian'xin'qiu'guo'xian
闲修上水船,xian'xiu'shang'shui'chuan
闲寻织锦字,xian'xun'zhi'jin'zi
咸阳宫殿亦凄凉,xian'yang'gong'dian'yi'qi'liang
闲夜贫还醉,xian'ye'pin'hai'zui
闲以琴书列上宾,xian'yi'qin'shu'lie'shang'bin
闲吟寡和曲,xian'yin'gua'he'qu
闲咏疏篁近,xian'yong'shu'huang'jin
羡有幕中期,xian'you'mu'zhong'qi
先欲换愁魂,xian'yu'huan'chou'hun
闲与情人话,xian'yu'qing'ren'hua
衔鱼鱼落乱惊鸣,xian'yu'yu'luo'luan'jing'ming
鲜于仲通正当年,xian'yu'zhong'tong'zheng'dang'nian
仙源日未斜,xian'yuan'ri'wei'xie
仙源通海水,xian'yuan'tong'hai'shui
闲院支颐,xian'yuan'zhi'yi
仙云洞口横,xian'yun'dong'kou'heng
闲云恋故山,xian'yun'lian'gu'shan
鲜云略浮沈,xian'yun'lue'fu'chen
贤哉常晏如,xian'zai'chang'yan'ru
闲斋夜击唾壶歌,xian'zhai'ye'ji'tuo'hu'ge
仙仗肃朝官,xian'zhang'su'chao'guan
仙仗武貔雄,xian'zhang'wu'pi'xiong
限直居粉闱,xian'zhi'ju'fen'wei
先知曙色分,xian'zhi'shu'se'fen
仙钟撞撞近海日,xian'zhong'zhuang'zhuang'jin'hai'ri
仙舟数刻同,xian'zhou'shu'ke'tong
弦柱促兮,xian'zhu'cu'xi
先奏凤归林,xian'zou'feng'gui'lin
香爱雨中新,xiang'ai'yu'zhong'xin
相伴醉如泥,xiang'ban'zui'ru'ni
相悲得成长,xiang'bei'de'cheng'zhang
襄城秋雨晦,xiang'cheng'qiu'yu'hui
相传昏暗中,xiang'chuan'hun'an'zhong
相传五部学,xiang'chuan'wu'bu'xue
想到长安诵佳句,xiang'dao'chang'an'song'jia'ju
想得逐臣心,xiang'de'zhu'chen'xin
香灯续细烟,xiang'deng'xu'xi'yan
向东看日没,xiang'dong'kan'ri'mei
相妒复相疑,xiang'du'fu'xiang'yi
相对共垂丝,xiang'dui'gong'chui'si
相对两衰翁,xiang'dui'liang'shuai'weng
相对似依依,xiang'dui'si'yi'yi
相访从吾道,xiang'fang'cong'wu'dao
相逢杯酒一言失,xiang'feng'bei'jiu'yi'yan'shi
香风不敢吹,xiang'feng'bu'gan'chui
相逢陈蔡间,xiang'feng'chen'cai'jian
向风初散蕊,xiang'feng'chu'san'rui
相逢汉水头,xiang'feng'han'shui'tou
相逢今岁暮,xiang'feng'jin'sui'mu
相逢空握手,xiang'feng'kong'wo'shou
向风倾弱叶,xiang'feng'qing'ruo'ye
相逢十月交,xiang'feng'shi'yue'jiao
相逢士卒皆垂泪,xiang'feng'shi'zu'jie'chui'lei
翔风一何厉,xiang'feng'yi'he'li
相复度遥岑,xiang'fu'du'yao'cen
相府恩犹在,xiang'fu'en'you'zai
降伏金刚坚,xiang'fu'jin'gang'jian
香覆经年火,xiang'fu'jing'nian'huo
乡赋鹿鸣篇,xiang'fu'lu'ming'pian
香拂美人簪,xiang'fu'mei'ren'zan
相阁是推轮,xiang'ge'shi'tui'lun
相公何事唤狂生,xiang'gong'he'shi'huan'kuang'sheng
相公心在持事坚,xiang'gong'xin'zai'chi'shi'jian
相顾且吟风,xiang'gu'qie'yin'feng
乡关恋北辰,xiang'guan'lian'bei'chen
乡关殊可望,xiang'guan'shu'ke'wang
祥光若可求,xiang'guang'ruo'ke'qiu
祥光烛万人,xiang'guang'zhu'wan'ren
乡国无还期,xiang'guo'wu'hai'qi
乡国萧条惟梦寻,xiang'guo'xiao'tiao'wei'meng'xun
相和起夜风,xiang'he'qi'ye'feng
香红衬马蹄,xiang'hong'chen'ma'ti
相欢得几回,xiang'huan'de'ji'hui
相欢一醉中,xiang'huan'yi'zui'zhong
相欢在琢磨,xiang'huan'zai'zuo'mo
相见独相亲,xiang'jian'du'xiang'qin
相见翻惆怅,xiang'jian'fan'chou'chang
相见竟多违,xiang'jian'jing'duo'wei
相见喜还悲,xiang'jian'xi'hai'bei
香街火照尘,xiang'jie'huo'zhao'chen
香径白云深,xiang'jing'bai'yun'shen
祥景紫垣阴,xiang'jing'zi'yuan'yin
向君凡在几重恩,xiang'jun'fan'zai'ji'zhong'en
相看不相见,xiang'kan'bu'xiang'jian
相看复欲归,xiang'kan'fu'yu'gui
相看南去雁,xiang'kan'nan'qu'yan
相看气不平,xiang'kan'qi'bu'ping
相看喜尽归,xiang'kan'xi'jin'gui
相看惜暮春,xiang'kan'xi'mu'chun
相看作离别,xiang'kan'zuo'li'bie
响空宫树接,xiang'kong'gong'shu'jie
向来诗句若为酬,xiang'lai'shi'ju'ruo'wei'chou
向来携酒共追攀,xiang'lai'xie'jiu'gong'zhui'pan
乡老贺君闲,xiang'lao'he'jun'xian
乡泪半书间,xiang'lei'ban'shu'jian
乡泪正堪落,xiang'lei'zheng'kan'luo
乡里游从旧,xiang'li'you'cong'jiu
湘灵鼓瑟时,xiang'ling'gu'se'shi
湘流分曲浦,xiang'liu'fen'qu'pu
相留畏晓钟,xiang'liu'wei'xiao'zhong
相留一醉本无期,xiang'liu'yi'zui'ben'wu'qi
降龙步石桥,xiang'long'bu'shi'qiao
降龙今已去,xiang'long'jin'yi'qu
相乱应到晓,xiang'luan'ying'dao'xiao
象弭插文犀,xiang'mi'cha'wen'xi
香暖传歌扇,xiang'nuan'chuan'ge'shan
向暖风初扇,xiang'nuan'feng'chu'shan
香飘金屋篆烟清,xiang'piao'jin'wu'zhuan'yan'qing
湘浦应无解珮人,xiang'pu'ying'wu'jie'pei'ren
香气遐些,xiang'qi'xia'xie
相劝静胡尘,xiang'quan'jing'hu'chen
香惹腊前梅,xiang're'la'qian'mei
乡人今正贱东丘,xiang'ren'jin'zheng'jian'dong'qiu
乡人拟筑望仙台,xiang'ren'ni'zhu'wang'xian'tai
乡人去欲尽,xiang'ren'qu'yu'jin
向人微月在,xiang'ren'wei'yue'zai
向日磨金镞,xiang'ri'mo'jin'zu
向日无先后,xiang'ri'wu'xian'hou
相如渴甚貌逾衰,xiang'ru'ke'shen'mao'yu'shuai
相如桥上文君绝,xiang'ru'qiao'shang'wen'jun'jue
香蕊拂行车,xiang'rui'fu'xing'che
香散万人家,xiang'san'wan'ren'jia
乡山不入楼,xiang'shan'bu'ru'lou
湘山多雨夏中寒,xiang'shan'duo'yu'xia'zhong'han
湘山千岭树,xiang'shan'qian'ling'shu
向是悲翁曲,xiang'shi'bei'weng'qu
相识不如不相识,xiang'shi'bu'ru'bu'xiang'shi
相视却忘言,xiang'shi'que'wang'yan
相识三十年,xiang'shi'san'shi'nian
相识少相知,xiang'shi'shao'xiang'zhi
想是悠悠云,xiang'shi'you'you'yun
湘水悠悠生白蘋,xiang'shui'you'you'sheng'bai'pin
乡思百花初,xiang'si'bai'hua'chu
相思鬓堪老,xiang'si'bin'kan'lao
相思独向月中行,xiang'si'du'xiang'yue'zhong'hang
相思忽相见,xiang'si'hu'xiang'jian
相思梦岭头,xiang'si'meng'ling'tou
乡思梦先知,xiang'si'meng'xian'zhi
相思万里道,xiang'si'wan'li'dao
相送出花林,xiang'song'chu'hua'lin
相送过浔阳,xiang'song'guo'xun'yang
相送临汉水,xiang'song'lin'han'shui
相唐虞之维百兮,xiang'tang'yu'zhi'wei'bai'xi
向田空见石和云,xiang'tian'kong'jian'shi'he'yun
香透经窗笼桧柏,xiang'tou'jing'chuang'long'gui'bai
向晚春泉流白花,xiang'wan'chun'quan'liu'bai'hua
向晚风吹庭下柏,xiang'wan'feng'chui'ting'xia'bai
相望青琐闱,xiang'wang'qing'suo'wei
相问皆呜咽,xiang'wen'jie'wu'ye
湘吴醇酎忆衔杯,xiang'wu'chun'zhou'yi'xian'bei
祥乌集露盘,xiang'wu'ji'lu'pan
香无却返魂,xiang'wu'que'fan'hun
向夕垂钓还,xiang'xi'chui'diao'hai
向晓泪沾巾,xiang'xiao'lei'zhan'jin
相携林下坐,xiang'xie'lin'xia'zuo
相携恸君罢,xiang'xie'tong'jun'ba
乡心各万里,xiang'xin'ge'wan'li
襄阳耆旧几人存,xiang'yang'qi'jiu'ji'ren'cun
相邀共看往年春,xiang'yao'gong'kan'wang'nian'chun
相邀寒影晚,xiang'yao'han'ying'wan
相引出柴门,xiang'yin'chu'chai'men
相映绿淮流,xiang'ying'lv'huai'liu
相与别蒿莱,xiang'yu'bie'hao'lai
湘玉映清泉,xiang'yu'ying'qing'quan
乡园犹未旋,xiang'yuan'you'wei'xuan
祥云自卷舒,xiang'yun'zi'juan'shu
香泽散成春,xiang'ze'san'cheng'chun
相宅生应贵,xiang'zhai'sheng'ying'gui
乡中贺者唯争路,xiang'zhong'he'zhe'wei'zheng'lu
萧艾莫同途,xiao'ai'mo'tong'tu
晓唱辨鸡人,xiao'chang'bian'ji'ren
宵长霜雾多,xiao'chang'shuang'wu'duo
小臣无事谏,xiao'chen'wu'shi'jian
小臣欲上封禅表,xiao'chen'yu'shang'feng'shan'biao
晓乘华幰向天衢,xiao'cheng'hua'xian'xiang'tian'qu
晓厨新变火,xiao'chu'xin'bian'huo
晓川分牧马,xiao'chuan'fen'mu'ma
小儿两手扶栏干,xiao'er'liang'shou'fu'lan'gan
晓发渔门戍,xiao'fa'yu'men'shu
箫鼓和些,xiao'gu'he'xie
小姑如妾长,xiao'gu'ru'qie'chang
小姑始扶床,xiao'gu'shi'fu'chuang
箫管曲长吹未尽,xiao'guan'qu'chang'chui'wei'jin
萧关扫定犬羊群,xiao'guan'sao'ding'quan'yang'qun
箫管新亭晦日游,xiao'guan'xin'ting'hui'ri'you
晓桂香浥露,xiao'gui'xiang'yi'lu
霄汉朝来下,xiao'han'chao'lai'xia
霄汉九重辞凤阙,xiao'han'jiu'chong'ci'feng'que
霄汉正联飞,xiao'han'zheng'lian'fei
晓角分残漏,xiao'jiao'fen'can'lou
晓镜鬓边霜,xiao'jing'bin'bian'shuang
晓井山泉溢,xiao'jing'shan'quan'yi
小酒入诗篇,xiao'jiu'ru'shi'pian
晓来但觉衣裳湿,xiao'lai'dan'jue'yi'shang'shi
晓来昏处晚晴时,xiao'lai'hun'chu'wan'qing'shi
小来落托复迍邅,xiao'lai'luo'tuo'fu'zhun'zhan
萧郎自小贤,xiao'lang'zi'xiao'xian
晓离仙署趋紫微,xiao'li'xian'shu'qu'zi'wei
小吏已甘贫,xiao'li'yi'gan'pin
萧寥邈微音,xiao'liao'miao'wei'yin
萧寥天清而灭云,xiao'liao'tian'qing'er'mie'yun
校猎长杨苑,xiao'lie'chang'yang'yuan
小岭路难近,xiao'ling'lu'nan'jin
晓路整车马,xiao'lu'zheng'che'ma
笑论黄霸屈为邦,xiao'lun'huang'ba'qu'wei'bang
晓幕胡沙惨,xiao'mu'hu'sha'can
翛然心赏谐,xiao'ran'xin'shang'xie
小人谅处阴,xiao'ren'liang'chu'yin
晓日上春霞,xiao'ri'shang'chun'xia
晓日上花枝,xiao'ri'shang'hua'zhi
晓日天山雪半晴,xiao'ri'tian'shan'xue'ban'qing
晓日照楼船,xiao'ri'zhao'lou'chuan
謏儒无以答,xiao'ru'wu'yi'da
萧飒不胜秋,xiao'sa'bu'sheng'qiu
潇洒绝尘喧,xiao'sa'jue'chen'xuan
萧洒延清赏,xiao'sa'yan'qing'shang
萧飒宜新竹,xiao'sa'yi'xin'zhu
晓色常从天上来,xiao'se'chang'cong'tian'shang'lai
萧瑟九原中,xiao'se'jiu'yuan'zhong
晓山临野渡,xiao'shan'lin'ye'du
小生即何限,xiao'sheng'ji'he'xian
校书才智雄,xiao'shu'cai'zhi'xiong
小暑开鹏翼,xiao'shu'kai'peng'yi
晓霜凝耒耜,xiao'shuang'ning'lei'si
晓霜如雪覆江楼,xiao'shuang'ru'xue'fu'jiang'lou
萧寺百馀僧,xiao'si'bai'yu'seng
晓肆登楼目,xiao'si'deng'lou'mu
晓随樵客到青冥,xiao'sui'qiao'ke'dao'qing'ming
萧索凉天楚客情,xiao'suo'liang'tian'chu'ke'qing
萧条背馆心,xiao'tiao'bei'guan'xin
萧条空复情,xiao'tiao'kong'fu'qing
萧条良夜永,xiao'tiao'liang'ye'yong
萧条旅馆月,xiao'tiao'lv'guan'yue
萧条心境外,xiao'tiao'xin'jing'wai
晓望忽惊春,xiao'wang'hu'jing'chun
晓望怯云阵,xiao'wang'qie'yun'zhen
校尉征兵出塞西,xiao'wei'zheng'bing'chu'sai'xi
小弦短,xiao'xian'duan
小弦紧快大弦缓,xiao'xian'jin'kuai'da'xian'huan
萧咸事不如,xiao'xian'shi'bu'ru
小弦似春燕,xiao'xian'si'chun'yan
萧闲隐洞天,xiao'xian'yin'dong'tian
潇湘水北流,xiao'xiang'shui'bei'liu
萧萧白发出宫门,xiao'xiao'bai'fa'chu'gong'men
萧萧对晚风,xiao'xiao'dui'wan'feng
萧萧枫树林,xiao'xiao'feng'shu'lin
萧萧鸿入冥,xiao'xiao'hong'ru'ming
萧萧密雨垂,xiao'xiao'mi'yu'chui
萧萧万马丛,xiao'xiao'wan'ma'cong
翛翛月下闻,xiao'xiao'yue'xia'wen
萧萧征骑烦,xiao'xiao'zheng'qi'fan
萧萧逐转蓬,xiao'xiao'zhu'zhuan'peng
小谢少年时,xiao'xie'shao'nian'shi
逍遥拟上清,xiao'yao'ni'shang'qing
笑迎明主仗,xiao'ying'ming'zhu'zhang
笑映朱帘觑客来,xiao'ying'zhu'lian'qu'ke'lai
笑语合笙镛,xiao'yu'he'sheng'yong
晓月朣朦映水关,xiao'yue'chuang'meng'ying'shui'guan
晓月故关开,xiao'yue'gu'guan'kai
小职向人间,xiao'zhi'xiang'ren'jian
笑之自相目,xiao'zhi'zi'xiang'mu
啸终万籁起,xiao'zhong'wan'lai'qi
萧子草书人不及,xiao'zi'cao'shu'ren'bu'ji
孝子徘徊而作是诗,xiao'zi'pai'huai'er'zuo'shi'shi
卸鞍良久茅檐下,xie'an'liang'jiu'mao'yan'xia
斜根拥断蓬,xie'gen'yong'duan'peng
谢公亲校武,xie'gong'qin'xiao'wu
谢公为楚郡,xie'gong'wei'chu'jun
谢公遗咏处,xie'gong'yi'yong'chu
斜光动流睇,xie'guang'dong'liu'di
斜汉没时人不寐,xie'han'mei'shi'ren'bu'mei
谢客旧能诗,xie'ke'jiu'neng'shi
谢客旧淹留,xie'ke'jiu'yan'liu
谢礼诚难答,xie'li'cheng'nan'da
斜日树阴疏,xie'ri'shu'yin'shu
谢氏家风有学名,xie'shi'jia'feng'you'xue'ming
携手尽时髦,xie'shou'jin'shi'mao
谢守通诗宴,xie'shou'tong'shi'yan
谢守亦光辉,xie'shou'yi'guang'hui
谢脁曾为掾,xie'tiao'ceng'wei'yuan
谢庭风韵婕妤才,xie'ting'feng'yun'jie'yu'cai
泻我怀袖盈,xie'wo'huai'xiu'ying
谢相园西石径斜,xie'xiang'yuan'xi'shi'jing'xie
斜阳千万树,xie'yang'qian'wan'shu
斜阳送客舟,xie'yang'song'ke'zhou
斜阳竹院清,xie'yang'zhu'yuan'qing
廨宇经兵火,xie'yu'jing'bing'huo
谢族风流盛,xie'zu'feng'liu'sheng
心安处处安,xin'an'chu'chu'an
新安非欲枉帆过,xin'an'fei'yu'wang'fan'guo
新安江水月明时,xin'an'jiang'shui'yue'ming'shi
新悲复萦睫,xin'bei'fu'ying'jie
心悲似远行,xin'bei'si'yuan'xing
新裁白苎胜红绡,xin'cai'bai'zhu'sheng'hong'xiao
新裁尺一诏,xin'cai'chi'yi'zhao
心惭吏到稀,xin'can'li'dao'xi
新参柱史班,xin'can'zhu'shi'ban
新茶已上焙,xin'cha'yi'shang'bei
新巢缉尚低,xin'chao'ji'shang'di
心诚貌却闲,xin'cheng'mao'que'xian
新宠方妍好,xin'chong'fang'yan'hao
新出夜明祠,xin'chu'ye'ming'ci
新春五十年,xin'chun'wu'shi'nian
信此澹忘归,xin'ci'dan'wang'gui
心摧不欲闻,xin'cui'bu'yu'wen
心摧血下,xin'cui'xue'xia
心地暗相逢,xin'di'an'xiang'feng
心断玉人车,xin'duan'yu'ren'che
心多道者期,xin'duo'dao'zhe'qi
新恩明主启,xin'en'ming'zhu'qi
新丰古离宫,xin'feng'gu'li'gong
新丰过落花,xin'feng'guo'luo'hua
新丰树色绕千官,xin'feng'shu'se'rao'qian'guan
新妇矶边月明,xin'fu'ji'bian'yue'ming
新歌善舞,xin'ge'shan'wu
新沟曲似溪,xin'gou'qu'si'xi
心规目制不暂疲,xin'gui'mu'zhi'bu'zan'pi
新禾未熟飞蝗至,xin'he'wei'shu'fei'huang'zhi
新鸿晴满川,xin'hong'qing'man'chuan
信回人自老,xin'hui'ren'zi'lao
新霁洛城端,xin'ji'luo'cheng'duan
新角耸危冠,xin'jiao'song'wei'guan
新交意虽密,xin'jiao'yi'sui'mi
信节冠秋胡,xin'jie'guan'qiu'hu
心劲懒藏锋,xin'jin'lan'cang'feng
心惊比栖鸟,xin'jing'bi'qi'niao
新经梦笔夜,xin'jing'meng'bi'ye
辛苦向天涯,xin'ku'xiang'tian'ya
新蓂长鹭涛,xin'mi'chang'lu'tao
新年别旧僚,xin'nian'bie'jiu'liao
新年对汉阳,xin'nian'dui'han'yang
新年月桂空,xin'nian'yue'gui'kong
新年只可三十二,xin'nian'zhi'ke'san'shi'er
新破大宛归,xin'po'da'wan'gui
心期在醉中,xin'qi'zai'zui'zhong
辛勤悔饭牛,xin'qin'hui'fan'niu
心清百丈泉,xin'qing'bai'zhang'quan
新晴日照山头雪,xin'qing'ri'zhao'shan'tou'xue
心如鸡犬能依人,xin'ru'ji'quan'neng'yi'ren
心赏几回同,xin'shang'ji'hui'tong
新什惊变雅,xin'shen'jing'bian'ya
新声喜尽闻,xin'sheng'xi'jin'wen
心事故人知,xin'shi'gu'ren'zhi
新诗何处呈,xin'shi'he'chu'cheng
新诗满帝乡,xin'shi'man'di'xiang
心事数茎白发,xin'shi'shu'jing'bai'fa
新诗双玉盘,xin'shi'shuang'yu'pan
信是天然瑞,xin'shi'tian'ran'rui
心事同沙鸟,xin'shi'tong'sha'niao
新诗徒有赠,xin'shi'tu'you'zeng
信是怡神所,xin'shi'yi'shen'suo
心事与时违,xin'shi'yu'shi'wei
新诗酌茗论,xin'shi'zhuo'ming'lun
新诗踪谢守,xin'shi'zong'xie'shou
心手相师势转奇,xin'shou'xiang'shi'shi'zhuan'qi
心思食檗何由展,xin'si'shi'bo'he'you'zhan
心送情人趋凤阙,xin'song'qing'ren'qu'feng'que
心随黄雀绕檐飞,xin'sui'huang'que'rao'yan'fei
新塔草初生,xin'ta'cao'chu'sheng
心通万事闲,xin'tong'wan'shi'xian
新桐荫玉沙,xin'tong'yin'yu'sha
心头感恩血,xin'tou'gan'en'xue
心惟静者亲,xin'wei'jing'zhe'qin
心悟形未留,xin'wu'xing'wei'liu
心悟自通玄,xin'wu'zi'tong'xuan
新系青丝百尺绳,xin'xi'qing'si'bai'chi'sheng
心系征帆上,xin'xi'zheng'fan'shang
心闲阅道书,xin'xian'yue'dao'shu
心相许,xin'xiang'xu
欣欣得向阳,xin'xin'de'xiang'yang
心许留家树,xin'xu'liu'jia'shu
心许陶家醉,xin'xu'tao'jia'zui
新艳出萧墙,xin'yan'chu'xiao'qiang
新妍笼裙云母光,xin'yan'long'qun'yun'mu'guang
心遥非地遥,xin'yao'fei'di'yao
心依越是乡,xin'yi'yue'shi'xiang
心源蔽已通,xin'yuan'bi'yi'tong
心缘翰墨劳,xin'yuan'han'mo'lao
心源隐政能,xin'yuan'yin'zheng'neng
心源有所依,xin'yuan'you'suo'yi
心在君家辘轳上,xin'zai'jun'jia'lu'lu'shang
新政满馀姚,xin'zheng'man'yu'yao
心直触危机,xin'zhi'chu'wei'ji
心知道已成,xin'zhi'dao'yi'cheng
心知恩义绝,xin'zhi'en'yi'jue
新枝复蒙密,xin'zhi'fu'meng'mi
心知旧国西州远,xin'zhi'jiu'guo'xi'zhou'yuan
信知灵境长有灵,xin'zhi'ling'jing'chang'you'ling
心知剡溪路,xin'zhi'shan'xi'lu
心知有花处,xin'zhi'you'hua'chu
新传凫氏文,xin'zhuan'fu'shi'wen
新传左慈诀,xin'zhuan'zuo'ci'jue
新自始宁移,xin'zi'shi'ning'yi
星彩光仍隐,xing'cai'guang'reng'yin
行藏由兴不由身,xing'cang'you'xing'bu'you'shen
幸承提佩宠,xing'cheng'ti'pei'chong
幸承仙籍后,xing'cheng'xian'ji'hou
星从月下流中场,xing'cong'yue'xia'liu'zhong'chang
行催五夜频,xing'cui'wu'ye'pin
行到此中曾断肠,xing'dao'ci'zhong'zeng'duan'chang
行到三姑学仙处,xing'dao'san'gu'xue'xian'chu
幸得柱山当郡舍,xing'de'zhu'shan'dang'jun'she
行多有病住无粮,xing'duo'you'bing'zhu'wu'liang
行过倡舍宿桃根,xing'guo'chang'she'su'tao'gen
兴还江海上,xing'hai'jiang'hai'shang
星汉徘徊山有风,xing'han'pai'huai'shan'you'feng
星汉徒参差,xing'han'tu'cen'ci
杏花榆荚晓风前,xing'hua'yu'jia'xiao'feng'qian
星辉拂路人,xing'hui'fu'lu'ren
性昏知道晚,xing'hun'zhi'dao'wan
幸接野居宜屣步,xing'jie'ye'ju'yi'xi'bu
行境逢花发,xing'jing'feng'hua'fa
行看拜主恩,xing'kan'bai'zhu'en
行看奏虏功,xing'kan'zou'lu'gong
行客已去依独戍,xing'ke'yi'qu'yi'du'shu
行客自知心有托,xing'ke'zi'zhi'xin'you'tuo
性空长入定,xing'kong'chang'ru'ding
行苦俗流归,xing'ku'su'liu'gui
兴来促席唯同舍,xing'lai'cu'xi'wei'tong'she
兴来无远近,xing'lai'wu'yuan'jin
星郎复何意,xing'lang'fu'he'yi
行乐病何能,xing'le'bing'he'neng
行乐西园暮,xing'le'xi'yuan'mu
星流中使马,xing'liu'zhong'shi'ma
行漏乐前闻,xing'lou'le'qian'wen
行路难,xing'lu'nan
行旅悲摇落,xing'lv'bei'yao'luo
幸免低头向府中,xing'mian'di'tou'xiang'fu'zhong
幸免投湘浦,xing'mian'tou'xiang'pu
行旆向风翻,xing'pei'xiang'feng'fan
行骑飞泉鹿,xing'qi'fei'quan'lu
行遣才人斗射飞,xing'qian'cai'ren'dou'she'fei
行怯秦为客,xing'qie'qin'wei'ke
幸绕楼台近,xing'rao'lou'tai'jin
行人见自悲,xing'ren'jian'zi'bei
行人攀折处,xing'ren'pan'zhe'chu
醒人骑马断肠回,xing'ren'qi'ma'duan'chang'hui
行人无限秋风思,xing'ren'wu'xian'qiu'feng'si
行日郢中闻,xing'ri'ying'zhong'wen
性柔君子德,xing'rou'jun'zi'de
行入汉江秋月色,xing'ru'han'jiang'qiu'yue'se
行色载孤舟,xing'se'zai'gu'zhou
腥膻左衽衰,xing'shan'zuo'ren'shuai
形神遂疲苶,xing'shen'sui'pi'nie
行事不诋讦,xing'shi'bu'di'jie
杏树傍边醉客来,xing'shu'bang'bian'zui'ke'lai
形衰恨道贫,xing'shuai'hen'dao'pin
星霜鬓已侵,xing'shuang'bin'yi'qin
星霜渐见侵华发,xing'shuang'jian'jian'qin'hua'fa
兴随年已往,xing'sui'nian'yi'wang
形随夜月盈,xing'sui'ye'yue'ying
行药至西城,xing'yao'zhi'xi'cheng
幸以编方验,xing'yi'bian'fang'yan
行役留三楚,xing'yi'liu'san'chu
行依绿水堤,xing'yi'lv'shui'di
幸因榆柳暖,xing'yin'yu'liu'nuan
星犹拱北夜漫漫,xing'you'gong'bei'ye'man'man
杏园无复一枝花,xing'yuan'wu'fu'yi'zhi'hua
星月光涵古殿灯,xing'yue'guang'han'gu'dian'deng
行云依盖转,xing'yun'yi'gai'zhuan
刑章日月明,xing'zhang'ri'yue'ming
醒醉动笑吟,xing'zui'dong'xiao'yin
雄不在垂双鞬,xiong'bu'zai'chui'shuang'jian
雄材刃发硎,xiong'cai'ren'fa'xing
兄弟客荆州,xiong'di'ke'jing'zhou
兄弟泣殊方,xiong'di'qi'shu'fang
兄弟谢家诗,xiong'di'xie'jia'shi
兄弟总凋零,xiong'di'zong'diao'ling
雄剑匣中鸣,xiong'jian'xia'zhong'ming
雄剑依尘橐,xiong'jian'yi'chen'tuo
雄鸣隔乱峰,xiong'ming'ge'luan'feng
匈奴寇六城,xiong'nu'kou'liu'cheng
匈奴为先锋,xiong'nu'wei'xian'feng
汹汹竟朝夕,xiong'xiong'jing'zhao'xi
兄长之,xiong'zhang'zhi
绣被花堪摘,xiu'bei'hua'kan'zhai
修持比昼龙,xiu'chi'bi'zhou'long
羞到画堂前,xiu'dao'hua'tang'qian
修绠悬冰甃,xiu'geng'xuan'bing'zhou
休光连雪净,xiu'guang'lian'xue'jing
羞见青鸾镜中影,xiu'jian'qing'luan'jing'zhong'ying
羞见竹林禅定人,xiu'jian'zhu'lin'chan'ding'ren
羞将旧物还,xiu'jiang'jiu'wu'hai
羞看读了书,xiu'kan'du'le'shu
绣幕纱窗俨秋月,xiu'mu'sha'chuang'yan'qiu'yue
休年自昔闻,xiu'nian'zi'xi'wen
秀色孤标此一峰,xiu'se'gu'biao'ci'yi'feng
羞杀百舌黄莺儿,xiu'sha'bai'she'huang'ying'er
休为泽畔吟,xiu'wei'ze'pan'yin
修文敢并雄,xiu'wen'gan'bing'xiong
宿雾千山晓,xiu'wu'qian'shan'xiao
朽药误新方,xiu'yao'wu'xin'fang
袖有颜徐真草迹,xiu'you'yan'xu'zhen'cao'ji
修竹千竿一老身,xiu'zhu'qian'gan'yi'lao'shen
虚白郡中斋,xu'bai'jun'zhong'zhai
叙辞皆诏旨,xu'ci'jie'zhao'zhi
虚殿夕风清,xu'dian'xi'feng'qing
须废拔山功,xu'fei'ba'shan'gong
徐福一去音书绝,xu'fu'yi'qu'yin'shu'jue
虚馆静柴扉,xu'guan'jing'chai'fei
许酣令乞酒,xu'han'ling'qi'jiu
虚怀浩已盈,xu'huai'hao'yi'ying
须怀杀敌忧,xu'huai'sha'di'you
虚皇作近臣,xu'huang'zuo'jin'chen
须及相如未病时,xu'ji'xiang'ru'wei'bing'shi
