爱辰,ai'chen
彭鸿运,peng'hong'yun
彭树德,peng'shu'de
彭太会,peng'tai'hui
膨胀,peng'zhang
膨胀率,peng'zhang'lv
碰撞,peng'zhuang
皮尺,pi'chi
皮带,pi'dai
皮带车床,pi'dai'che'chuang
皮带传动,pi'dai'chuan'dong
皮带轮,pi'dai'lun
批发价,pi'fa'jia
批号,pi'hao
疲劳,pi'lao
皮老,pi'lao
疲劳断裂,pi'lao'duan'lie
疲劳极限,pi'lao'ji'xian
疲劳强度,pi'lao'qiang'du
疲劳试验,pi'lao'shi'yan
疲劳试验机,pi'lao'shi'yan'ji
批准,pi'zhun
片间损耗,pian'jian'sun'hao
偏离,pian'li
偏微方程,pian'wei'fang'cheng
偏析,pian'xi
偏向,pian'xiang
偏斜,pian'xie
偏心比,pian'xin'bi
偏心车床,pian'xin'che'chuang
偏心的,pian'xin'de
偏心度,pian'xin'du
片云母,pian'yun'mu
偏转,pian'zhuan
频布,pin'bu
频率,pin'lv
频域,pin'yu
屏板,ping'ban
平板,ping'ban
平板大卡车,ping'ban'da'ka'che
平板货车,ping'ban'huo'che
平板拖车,ping'ban'tuo'che
屏敝,ping'bi
屏敝的,ping'bi'de
评定,ping'ding
平方,ping'fang
平分,ping'fen
平复励,ping'fu'li
平衡,ping'heng
平衡负载,ping'heng'fu'zai
平衡机,ping'heng'ji
平衡检查,ping'heng'jian'cha
平衡块,ping'heng'kuai
平衡器,ping'heng'qi
平衡三相制,ping'heng'san'xiang'zhi
平衡试验机,ping'heng'shi'yan'ji
平衡重量,ping'heng'zhong'liang
评价,ping'jia
平接,ping'jie
平均,ping'jun
平均的,ping'jun'de
平均法,ping'jun'fa
平均速度,ping'jun'su'du
平均温差,ping'jun'wen'cha
平均温度,ping'jun'wen'du
平均误差,ping'jun'wu'cha
平均压力,ping'jun'ya'li
平均应力,ping'jun'ying'li
平炉钢,ping'lu'gang
平面,ping'mian
平面齿轮,ping'mian'chi'lun
平面度,ping'mian'du
平面焊,ping'mian'han
平面两用铣刀,ping'mian'liang'yong'xi'dao
平面磨床,ping'mian'mo'chuang
平面磨削,ping'mian'mo'xue
平面图,ping'mian'tu
平面铣床,ping'mian'xi'chuang
平面铣刀,ping'mian'xi'dao
评述,ping'shu
平台,ping'tai
平台基准面,ping'tai'ji'zhun'mian
平望塑料,ping'wang'su'liao
平稳状态,ping'wen'zhuang'tai
平行的,ping'xing'de
平行升降台,ping'xing'sheng'jiang'tai
平志强,ping'zhi'qiang
破布,po'bu
泼出,po'chu
破坏,po'huai
破开,po'kai
坡口角度,po'kou'jiao'du
坡口张角,po'kou'zhang'jiao
破裂,po'lie
坡莫合金,po'mo'he'jin
剖视图,pou'shi'tu
浦泰,pu'tai
普通车床,pu'tong'che'chuang
普通的,pu'tong'de
普通环规,pu'tong'huan'gui
普通磨床,pu'tong'mo'chuang
普通铣床,pu'tong'xi'chuang
漆包铜线,qi'bao'tong'xian
漆包线,qi'bao'xian
漆包圆线,qi'bao'yuan'xian
气泵,qi'beng
企标,qi'biao
漆布,qi'bu
起步,qi'bu
起步转矩,qi'bu'zhuan'ju
齐超,qi'chao
气锤,qi'chui
奇点,qi'dian
启动,qi'dong
气动,qi'dong
起动,qi'dong
起动次数,qi'dong'ci'shu
气动继电器,qi'dong'ji'dian'qi
气动夹具,qi'dong'jia'ju
起动转矩试验,qi'dong'zhuan'ju'shi'yan
汽端,qi'duan
汽发,qi'fa
起伏,qi'fu
气割,qi'ge
气隔,qi'ge
气焊,qi'han
汽化,qi'hua
器具,qi'ju
气孔,qi'kong
气孔率,qi'kong'lv
齐乐,qi'le
汽励端,qi'li'duan
汽轮发电机,qi'lun'fa'dian'ji
汽轮机,qi'lun'ji
气密,qi'mi
气密试验,qi'mi'shi'yan
齐纳二极管,qi'na'er'ji'guan
气泡,qi'pao
气瓶,qi'ping
齐齐哈尔市重北机械厂,qi'qi'ha'er'shi'zhong'bei'ji'xie'chang
气枪,qi'qiang
汽室,qi'shi
器损耗,qi'sun'hao
其他方面,qi'ta'fang'mian
气体,qi'ti
气体隔板,qi'ti'ge'ban
气体绝缘材料,qi'ti'jue'yuan'cai'liao
企图,qi'tu
气隙,qi'xi
气隙隔板,qi'xi'ge'ban
气隙取气式,qi'xi'qu'qi'shi
气压,qi'ya
气压试验,qi'ya'shi'yan
企业标准,qi'ye'biao'zhun
企业管理处,qi'ye'guan'li'chu
汽油,qi'you
起重机,qi'zhong'ji
恰希玛,qia'xi'ma
卡住,qia'zhu
欠补偿,qian'bu'chang
钳床班,qian'chuang'ban
钳垂线,qian'chui'xian
潜德豪,qian'de'hao
千乏,qian'fa
千分尺,qian'fen'chi
千分内径规,qian'fen'nei'jing'gui
千分之一英寸,qian'fen'zhi'yi'ying'cun
千伏表,qian'fu'biao
欠复励,qian'fu'li
欠复励发电机,qian'fu'li'fa'dian'ji
钎焊,qian'han
钎焊感应加热频率发生器,qian'han'gan'ying'jia're'pin'lv'fa'sheng'qi
钎焊接头间隙,qian'han'jie'tou'jian'xi
钎焊接头圆角,qian'han'jie'tou'yuan'jiao
钎焊设备,qian'han'she'bei
千斤顶,qian'jin'ding
钱京,qian'jing
欠励,qian'li
钱强,qian'qiang
嵌入,qian'ru
嵌入式绕组,qian'ru'shi'rao'zu
前视图,qian'shi'tu
钳台,qian'tai
欠同步的,qian'tong'bu'de
千瓦,qian'wa
嵌线,qian'xian
钱耀惠,qian'yao'hui
牵引,qian'yin
欠整流,qian'zheng'liu
欠阻尼,qian'zu'ni
强度,qiang'du
强度的,qiang'du'de
强碱,qiang'jian
强碱的,qiang'jian'de
强力夹具,qiang'li'jia'ju
强力配合,qiang'li'pei'he
强烈的,qiang'lie'de
强迫振动,qiang'po'zhen'dong
强晓荣,qiang'xiao'rong
强行励磁,qiang'xing'li'ci
墙装式配电盘,qiang'zhuang'shi'pei'dian'pan
强自稳,qiang'zi'wen
乔标,qiao'biao
壳层,qiao'ceng
桥式整流器,qiao'shi'zheng'liu'qi
乔伟,qiao'wei
乔秀秀,qiao'xiu'xiu
乔银平,qiao'yin'ping
切成薄片,qie'cheng'bao'pian
切断,qie'duan
切断电弧,qie'duan'dian'hu
切断开关,qie'duan'kai'guan
切割,qie'ge
切割方向,qie'ge'fang'xiang
切割机,qie'ge'ji
切割角,qie'ge'jiao
切换,qie'huan
切开,qie'kai
切口,qie'kou
窃门,qie'men
切片,qie'pian
切入,qie'ru
切线弯,qie'xian'wan
切向速度,qie'xiang'su'du
切削,qie'xiao
切削刀片,qie'xiao'dao'pian
切削工具,qie'xiao'gong'ju
切削加工,qie'xiao'jia'gong
切削宽度,qie'xiao'kuan'du
切削面,qie'xiao'mian
切削能量,qie'xiao'neng'liang
切削性,qie'xiao'xing
切削装置,qie'xiao'zhuang'zhi
切应力,qie'ying'li
芩昌福,qin'chang'fu
秦大春,qin'da'chun
勤利,qin'li
沁森科贸,qin'sen'ke'mao
秦小伟,qin'xiao'wei
秦簃,qin'yi
轻便,qing'bian
轻便轨道,qing'bian'gui'dao
氢侧,qing'ce
清楚的,qing'chu'de
倾角,qing'jiao
清洁,qing'jie
青壳纸,qing'ke'zhi
情况,qing'kuang
清理,qing'li
氢内冷发电机,qing'nei'leng'fa'dian'ji
青浦沪光,qing'pu'hu'guang
青浦沪光橡塑五金厂,qing'pu'hu'guang'xiang'su'wu'jin'chang
氢气板,qing'qi'ban
氢气冷却器,qing'qi'leng'que'qi
氢气密封环,qing'qi'mi'feng'huan
氢气密封架,qing'qi'mi'feng'jia
请求,qing'qiu
青铜,qing'tong
清洗,qing'xi
清晰度,qing'xi'du
倾向,qing'xiang
倾斜,qing'xie
倾斜度,qing'xie'du
倾斜计,qing'xie'ji
倾斜压力机,qing'xie'ya'li'ji
氢压,qing'ya
青阳电器,qing'yang'dian'qi
氢氧化钾,qing'yang'hua'jia
轻载,qing'zai
轻转配合,qing'zhuan'pei'he
求得,qiu'de
球阀,qiu'fa
邱家训,qiu'jia'xun
球墨铸铁,qiu'mo'zhu'tie
邱强,qiu'qiang
仇晓筠,qiu'xiao'jun
球形捏手,qiu'xing'nie'shou
区别,qu'bie
曲柄,qu'bing
曲柄压床,qu'bing'ya'chuang
去除,qu'chu
去磁,qu'ci
取代,qu'dai
取道,qu'dao
驱动点阻抗,qu'dong'dian'zu'kang
屈服,qu'fu
屈服点,qu'fu'dian
屈服强度,qu'fu'qiang'du
曲率,qu'lv
去毛刺,qu'mao'ci
去毛头,qu'mao'tou
屈氏体,qu'shi'ti
曲线,qu'xian
曲线幅值,qu'xian'fu'zhi
曲线图,qu'xian'tu
趋向,qu'xiang
去氧,qu'yang
取样,qu'yang
去油,qu'you
去油量,qu'you'liang
区域,qu'yu
去载,qu'zai
曲折接法,qu'zhe'jie'fa
曲折形的,qu'zhe'xing'de
曲轴,qu'zhou
全尺寸模型试验,quan'chi'cun'mo'xing'shi'yan
全封闭通风式电动机,quan'feng'bi'tong'feng'shi'dian'dong'ji
劝告,quan'gao
全距绕组,quan'ju'rao'zu
泉路,quan'lu
全面质量保证,quan'mian'zhi'liang'bao'zheng
全视图,quan'shi'tu
全套供应,quan'tao'gong'ying
全行程,quan'xing'cheng
全压起动,quan'ya'qi'dong
全玉强,quan'yu'qiang
全质处,quan'zhi'chu
全质室,quan'zhi'shi
权重,quan'zhong
全阻尼装置,quan'zu'ni'zhuang'zhi
确定,que'ding
缺口效应,que'kou'xiao'ying
却水,que'shui
却水系统,que'shui'xi'tong
缺陷,que'xian
确信,que'xin
燃弧时间测定装置,ran'hu'shi'jian'ce'ding'zhuang'zhi
燃烧,ran'shao
绕线机,rao'xian'ji
绕线转子,rao'xian'zhuan'zi
绕组,rao'zu
绕组的单位间隔,rao'zu'de'dan'wei'jian'ge
绕组端部,rao'zu'duan'bu
绕组端部绑扎结构,rao'zu'duan'bu'bang'za'jie'gou
绕组端部浇漆,rao'zu'duan'bu'jiao'qi
绕组端部楔紧块,rao'zu'duan'bu'xie'jin'kuai
绕组展开图,rao'zu'zhan'kai'tu
绕组支架,rao'zu'zhi'jia
热变电阻,re'bian'dian'zu
热变形温度,re'bian'xing'wen'du
热沉,re'chen
热冲击,re'chong'ji
热处理,re'chu'li
热处理设备,re'chu'li'she'bei
热传导,re'chuan'dao
热电偶,re'dian'ou
热电元件,re'dian'yuan'jian
热封,re'feng
热鼓风,re'gu'feng
热固性树脂,re'gu'xing'shu'zhi
热固性粘带,re'gu'xing'zhan'dai
热击穿,re'ji'chuan
热继电器,re'ji'dian'qi
热加工,re'jia'gong
热加工性能,re'jia'gong'xing'neng
热检波器,re'jian'bo'qi
热矫正,re'jiao'zheng
热控管,re'kong'guan
热老化,re'lao'hua
热敏电阻,re'min'dian'zu
热木,re'mu
热偶,re'ou
热塑性的,re'su'xing'de
热弹性绝缘,re'tan'xing'jue'yuan
热套,re'tao
热套配合,re'tao'pei'he
热稳定性,re'wen'ding'xing
热线风速计,re'xian'feng'su'ji
热线式伏特计,re'xian'shi'fu'te'ji
热效应,re'xiao'ying
热轧机,re'zha'ji
热值,re'zhi
热阻电阻,re'zu'dian'zu
任春林,ren'chun'lin
韧度,ren'du
人工的,ren'gong'de
刃沟,ren'gou
任建英,ren'jian'ying
任杰,ren'jie
刃具,ren'ju
人力资源部,ren'li'zi'yuan'bu
任妙锋,ren'miao'feng
任命,ren'ming
任凭,ren'ping
任取数,ren'qu'shu
人事部,ren'shi'bu
忍受,ren'shou
韧铜,ren'tong
韧性,ren'xing
韧性裂纹,ren'xing'lie'wen
刃型支承,ren'xing'zhi'cheng
任志萍,ren'zhi'ping
日本工业标准,ri'ben'gong'ye'biao'zhun
日常的,ri'chang'de
日期,ri'qi
日阳,ri'yang
日子,ri'zi
容差,rong'cha
熔池,rong'chi
溶滴,rong'di
熔点,rong'dian
熔化,rong'hua
熔化的,rong'hua'de
熔化温度,rong'hua'wen'du
容积,rong'ji
溶剂,rong'ji
容量,rong'liang
熔炉,rong'lu
容器,rong'qi
柔度,rou'du
柔软性,rou'ruan'xing
柔软云母片,rou'ruan'yun'mu'pian
乳白色灯,ru'bai'se'deng
蠕动,ru'dong
入口,ru'kou
蠕行,ru'xing
乳液,ru'ye
软电线,ruan'dian'xian
软管,ruan'guan
软焊,ruan'han
软化温度,ruan'hua'wen'du
阮继春,ruan'ji'chun
阮绵照,ruan'mian'zhao
软木塞,ruan'mu'sai
软特性弹簧,ruan'te'xing'tan'huang
瑞驰实业,rui'chi'shi'ye
瑞格,rui'ge
锐孔,rui'kong
锐利,rui'li
瑞士金属,rui'shi'jin'shu
润滑,run'hua
润滑剂,run'hua'ji
润滑值,run'hua'zhi
弱点,ruo'dian
弱电,ruo'dian
弱自稳,ruo'zi'wen
塞尺,sai'chi
塞规,sai'gui
三班制,san'ban'zhi
散布,san'bu
三次的,san'ci'de
三丰,san'feng
三号门,san'hao'men
三角锉,san'jiao'cuo
三角刮刀,san'jiao'gua'dao
三角皮带,san'jiao'pi'dai
三聚氰胺,san'ju'qing'an
三聚氰胺醇酸漆,san'ju'qing'an'chun'suan'qi
三聚氰胺甲醛树脂,san'ju'qing'an'jia'quan'shu'zhi
三菱,san'ling
三氯乙稀,san'lv'yi'xi
三面刃铣刀,san'mian'ren'xi'dao
散嵌绕组,san'qian'rao'zu
三深坑工位,san'shen'keng'gong'wei
三通阀体,san'tong'fa'ti
三头螺纹,san'tou'luo'wen
三维的,san'wei'de
三元的,san'yuan'de
三酯酸纤维薄膜,san'zhi'suan'xian'wei'bao'mo
三座标,san'zuo'biao
桑武斌,sang'wu'bin
扫描,sao'miao
扫描器,sao'miao'qi
砂带磨光机,sha'dai'mo'guang'ji
砂孔,sha'kong
砂轮,sha'lun
砂轮机,sha'lun'ji
砂泡,sha'pao
砂箱,sha'xiang
砂心盒,sha'xin'he
砂眼,sha'yan
晒图间,shai'tu'jian
晒图室,shai'tu'shi
晒图纸,shai'tu'zhi
闪光,shan'guang
闪光灯,shan'guang'deng
汕李波,shan'li'bo
闪络,shan'luo
陕西龙伸电气有限公司,shan'xi'long'shen'dian'qi'you'xian'gong'si
扇形片,shan'xing'pian
商标,shang'biao
上层绕组线棒,shang'ceng'rao'zu'xian'bang
上尺寸差,shang'chi'cun'cha
上船吴江铸造厂,shang'chuan'wu'jiang'zhu'zao'chang
上锤头,shang'chui'tou
上导线,shang'dao'xian
上电,shang'dian
上电厂,shang'dian'chang
上电大型,shang'dian'da'xing
上电高速,shang'dian'gao'su
上电供应,shang'dian'gong'ying
上电计划,shang'dian'ji'hua
上电技术,shang'dian'ji'shu
上电技协,shang'dian'ji'xie
上电剪冲,shang'dian'jian'chong
上电结构,shang'dian'jie'gou
上电金工,shang'dian'jin'gong
上电热木,shang'dian're'mu
上电线圈,shang'dian'xian'quan
上电质保,shang'dian'zhi'bao
上电中型,shang'dian'zhong'xing
上电轴承,shang'dian'zhou'cheng
上顶,shang'ding
上海爱辰实业有限公司,shang'hai'ai'chen'shi'ye'you'xian'gong'si
上海宝都机电科技有限公司,shang'hai'bao'dou'ji'dian'ke'ji'you'xian'gong'si
上海宝山月浦热处理厂,shang'hai'bao'shan'yue'pu're'chu'li'chang
上海宝奕电机成套有限公司,shang'hai'bao'yi'dian'ji'cheng'tao'you'xian'gong'si
上海长梁机电设备有限公司,shang'hai'chang'liang'ji'dian'she'bei'you'xian'gong'si
上海昌实标准件有限公司,shang'hai'chang'shi'biao'zhun'jian'you'xian'gong'si
上海诚谐金属结构件有限公司,shang'hai'cheng'xie'jin'shu'jie'gou'jian'you'xian'gong'si
上海大学,shang'hai'da'xue
上海电机厂,shang'hai'dian'ji'chang
上海电机成套联合公司,shang'hai'dian'ji'cheng'tao'lian'he'gong'si
上海电机集团公司绝缘材料厂,shang'hai'dian'ji'ji'tuan'gong'si'jue'yuan'cai'liao'chang
上海电克机电设备成套有限公司,shang'hai'dian'ke'ji'dian'she'bei'cheng'tao'you'xian'gong'si
上海电气集团上海电机厂,shang'hai'dian'qi'ji'tuan'shang'hai'dian'ji'chang
上海电站设备有限公司,shang'hai'dian'zhan'she'bei'you'xian'gong'si
上海东川冷焊厂,shang'hai'dong'chuan'leng'han'chang
上海东浩环保装备有限公司,shang'hai'dong'hao'huan'bao'zhuang'bei'you'xian'gong'si
上海发电设备成套设计研究院,shang'hai'fa'dian'she'bei'cheng'tao'she'ji'yan'jiu'yuan
上海飞驰铜铝材有限公司,shang'hai'fei'chi'tong'lv'cai'you'xian'gong'si
上海奋翮机电设备有限公司,shang'hai'fen'he'ji'dian'she'bei'you'xian'gong'si
上海奉利绝缘材料有限公司,shang'hai'feng'li'jue'yuan'cai'liao'you'xian'gong'si
上海福源机械有限公司,shang'hai'fu'yuan'ji'xie'you'xian'gong'si
上海富重,shang'hai'fu'zhong
上海富重机械设备制造有限公司,shang'hai'fu'zhong'ji'xie'she'bei'zhi'zao'you'xian'gong'si
上海贯龙,shang'hai'guan'long
上海海祥电机配套工程有限公司,shang'hai'hai'xiang'dian'ji'pei'tao'gong'cheng'you'xian'gong'si
上海海业机电设备有限公司,shang'hai'hai'ye'ji'dian'she'bei'you'xian'gong'si
上海浩杰电机设备有限公司,shang'hai'hao'jie'dian'ji'she'bei'you'xian'gong'si
上海昊毅物流有限公司,shang'hai'hao'yi'wu'liu'you'xian'gong'si
上海虹鑫物流有限公司,shang'hai'hong'xin'wu'liu'you'xian'gong'si
上海红圆科技发展有限公司,shang'hai'hong'yuan'ke'ji'fa'zhan'you'xian'gong'si
上海扈东篷帆制造有限公司,shang'hai'hu'dong'peng'fan'zhi'zao'you'xian'gong'si
上海沪西胶管厂,shang'hai'hu'xi'jiao'guan'chang
上海华通开关金山分厂,shang'hai'hua'tong'kai'guan'jin'shan'fen'chang
上海华向实业有限公司,shang'hai'hua'xiang'shi'ye'you'xian'gong'si
上海汇昌电工材料有限公司,shang'hai'hui'chang'dian'gong'cai'liao'you'xian'gong'si
上海迦弘工贸有限公司,shang'hai'jia'hong'gong'mao'you'xian'gong'si
上海佳机电机科技有限公司,shang'hai'jia'ji'dian'ji'ke'ji'you'xian'gong'si
上海佳踪电力设备有限公司,shang'hai'jia'zong'dian'li'she'bei'you'xian'gong'si
上海江电装卸储运服务部,shang'hai'jiang'dian'zhuang'xie'chu'yun'fu'wu'bu
上海皆成无纺材料有限公司,shang'hai'jie'cheng'wu'fang'cai'liao'you'xian'gong'si
上海金山前锋绝缘材料有限公司,shang'hai'jin'shan'qian'feng'jue'yuan'cai'liao'you'xian'gong'si
上海金山亭明塑料厂,shang'hai'jin'shan'ting'ming'su'liao'chang
上海精密科学仪器有限公司,shang'hai'jing'mi'ke'xue'yi'qi'you'xian'gong'si
上海居能科技有限公司,shang'hai'ju'neng'ke'ji'you'xian'gong'si
上海骏建板箱有限公司,shang'hai'jun'jian'ban'xiang'you'xian'gong'si
上海俊祥玻璃仪器有限公司,shang'hai'jun'xiang'bo'li'yi'qi'you'xian'gong'si
上海凯杰机模有限公司,shang'hai'kai'jie'ji'mo'you'xian'gong'si
上海开林造漆厂,shang'hai'kai'lin'zao'qi'chang
上海康泽仪表电子有限公司,shang'hai'kang'ze'yi'biao'dian'zi'you'xian'gong'si
上海科达机电控制有限公司,shang'hai'ke'da'ji'dian'kong'zhi'you'xian'gong'si
上海科迈磁性材料有限公司,shang'hai'ke'mai'ci'xing'cai'liao'you'xian'gong'si
上海蓝洁工贸有限公司,shang'hai'lan'jie'gong'mao'you'xian'gong'si
上海雷杰环保工程设备有限公司,shang'hai'lei'jie'huan'bao'gong'cheng'she'bei'you'xian'gong'si
上海雷纳机械制造有限公司,shang'hai'lei'na'ji'xie'zhi'zao'you'xian'gong'si
上海溧华金属结构件有限公司,shang'hai'li'hua'jin'shu'jie'gou'jian'you'xian'gong'si
上海联英润滑油有限公司,shang'hai'lian'ying'run'hua'you'you'xian'gong'si
上海鹭发电机有限公司,shang'hai'lu'fa'dian'ji'you'xian'gong'si
上海鹭飞玻璃钢制品有限公司,shang'hai'lu'fei'bo'li'gang'zhi'pin'you'xian'gong'si
上海路悦物流有限公司,shang'hai'lu'yue'wu'liu'you'xian'gong'si
上海氯碱,shang'hai'lv'jian
上海氯碱实业氟塑料制品公司,shang'hai'lv'jian'shi'ye'fu'su'liao'zhi'pin'gong'si
上海摩根碳制品有限公司,shang'hai'mo'gen'tan'zhi'pin'you'xian'gong'si
上海摩晶碳制品有限公司,shang'hai'mo'jing'tan'zhi'pin'you'xian'gong'si
上海南洋电缆厂,shang'hai'nan'yang'dian'lan'chang
上海浦东新华化工机械有限公司,shang'hai'pu'dong'xin'hua'hua'gong'ji'xie'you'xian'gong'si
上海浦泰船配机床有限公司,shang'hai'pu'tai'chuan'pei'ji'chuang'you'xian'gong'si
上海汽轮发电机有限公司,shang'hai'qi'lun'fa'dian'ji'you'xian'gong'si
上海沁森科贸有限公司,shang'hai'qin'sen'ke'mao'you'xian'gong'si
上海泉路机电有限公司,shang'hai'quan'lu'ji'dian'you'xian'gong'si
上海热木电机配套有限公司,shang'hai're'mu'dian'ji'pei'tao'you'xian'gong'si
上海日阳电机有限公司,shang'hai'ri'yang'dian'ji'you'xian'gong'si
上海瑞驰实业有限公司,shang'hai'rui'chi'shi'ye'you'xian'gong'si
上海赛奥,shang'hai'sai'ao
上海赛脉勀电气有限公司,shang'hai'sai'mai'ke'dian'qi'you'xian'gong'si
上海上船青铜艺术制品有限公司,shang'hai'shang'chuan'qing'tong'yi'shu'zhi'pin'you'xian'gong'si
上海上电电机维修有限公司,shang'hai'shang'dian'dian'ji'wei'xiu'you'xian'gong'si
上海申富电机有限公司,shang'hai'shen'fu'dian'ji'you'xian'gong'si
上海申昊机电设备有限公司,shang'hai'shen'hao'ji'dian'she'bei'you'xian'gong'si
上海申克碳刷有限公司,shang'hai'shen'ke'tan'shua'you'xian'gong'si
上海申茂电磁线厂,shang'hai'shen'mao'dian'ci'xian'chang
上海申茂铜材有限公司,shang'hai'shen'mao'tong'cai'you'xian'gong'si
上海申远,shang'hai'shen'yuan
上海申远高温线有限公司,shang'hai'shen'yuan'gao'wen'xian'you'xian'gong'si
上海胜锦工贸有限公司,shang'hai'sheng'jin'gong'mao'you'xian'gong'si
上海市嘉定弯管厂,shang'hai'shi'jia'ding'wan'guan'chang
上海市塑料研究所,shang'hai'shi'su'liao'yan'jiu'suo
上海舒伯哈特刀具有限公司,shang'hai'shu'bo'ha'te'dao'ju'you'xian'gong'si
上海顺浩电机冷却设备有限公司,shang'hai'shun'hao'dian'ji'leng'que'she'bei'you'xian'gong'si
上海塑料,shang'hai'su'liao
上海天时水分析设备有限公司,shang'hai'tian'shi'shui'fen'xi'she'bei'you'xian'gong'si
上海同立电工材料有限公司,shang'hai'tong'li'dian'gong'cai'liao'you'xian'gong'si
上海万通实业有限公司,shang'hai'wan'tong'shi'ye'you'xian'gong'si
上海微程电气设备有限公司,shang'hai'wei'cheng'dian'qi'she'bei'you'xian'gong'si
上海五钢集团有限公司,shang'hai'wu'gang'ji'tuan'you'xian'gong'si
上海橡胶,shang'hai'xiang'jiao
上海橡胶制品研究所,shang'hai'xiang'jiao'zhi'pin'yan'jiu'suo
上海翔毅机械制造有限公司,shang'hai'xiang'yi'ji'xie'zhi'zao'you'xian'gong'si
上海新闵重型锻造厂,shang'hai'xin'min'zhong'xing'duan'zao'chang
上海新亚欣科技有限公司,shang'hai'xin'ya'xin'ke'ji'you'xian'gong'si
上海新艺绝缘材料有限公司,shang'hai'xin'yi'jue'yuan'cai'liao'you'xian'gong'si
上海莘智实业有限公司,shang'hai'xin'zhi'shi'ye'you'xian'gong'si
上海耀华复合材料有限公司,shang'hai'yao'hua'fu'he'cai'liao'you'xian'gong'si
上海耀明仪表控制有限公司,shang'hai'yao'ming'yi'biao'kong'zhi'you'xian'gong'si
上海益青德塑料制品有限公司,shang'hai'yi'qing'de'su'liao'zhi'pin'you'xian'gong'si
上海莹利金属结构件有限公司,shang'hai'ying'li'jin'shu'jie'gou'jian'you'xian'gong'si
上海盈余工贸有限公司,shang'hai'ying'yu'gong'mao'you'xian'gong'si
上海永红标牌厂,shang'hai'yong'hong'biao'pai'chang
上海永鑫波纹管有限公司,shang'hai'yong'xin'bo'wen'guan'you'xian'gong'si
上海永中机电厂,shang'hai'yong'zhong'ji'dian'chang
上海源盛机械电气制造有限公司,shang'hai'yuan'sheng'ji'xie'dian'qi'zhi'zao'you'xian'gong'si
上海闸电物资经营有限公司,shang'hai'zha'dian'wu'zi'jing'ying'you'xian'gong'si
上海正升锻造有限公司,shang'hai'zheng'sheng'duan'zao'you'xian'gong'si
上海铮迅电站设备有限公司,shang'hai'zheng'xun'dian'zhan'she'bei'you'xian'gong'si
上海忠诚贸易公司,shang'hai'zhong'cheng'mao'yi'gong'si
上海中发电机配件厂,shang'hai'zhong'fa'dian'ji'pei'jian'chang
上海中发结构件厂,shang'hai'zhong'fa'jie'gou'jian'chang
上海重型机器厂,shang'hai'zhong'xing'ji'qi'chang
上海自动化仪表股份有限公司,shang'hai'zi'dong'hua'yi'biao'gu'fen'you'xian'gong'si
伤痕,shang'hen
上胶布,shang'jiao'bu
上胶纸,shang'jiao'zhi
上绝,shang'jue
上量,shang'liang
商量,shang'liang
上螺母,shang'luo'mu
商品,shang'pin
商品试验和验收,shang'pin'shi'yan'he'yan'shou
尚萍,shang'ping
商事株式会社,shang'shi'zhu'shi'hui'she
上述,shang'shu
上死点,shang'si'dian
商务的,shang'wu'de
上限,shang'xian
上型箱,shang'xing'xiang
商业的,shang'ye'de
上支架,shang'zhi'jia
上支座,shang'zhi'zuo
上重,shang'zhong
烧结焊剂,shao'jie'han'ji
邵林燕,shao'lin'yan
烧瓶,shao'ping
烧蚀,shao'shi
邵亚声,shao'ya'sheng
邵祖鹏,shao'zu'peng
设备,she'bei
设备安装,she'bei'an'zhuang
设备容量,she'bei'rong'liang
设计,she'ji
设计布置,she'ji'bu'zhi
设计处,she'ji'chu
设计二处,she'ji'er'chu
设计图,she'ji'tu
设计项目,she'ji'xiang'mu
设计一处,she'ji'yi'chu
设计者,she'ji'zhe
设立,she'li
摄氏温度,she'shi'wen'du
射线照相,she'xian'zhao'xiang
设想,she'xiang
蛇形管,she'xing'guan
沈彬华,shen'bin'hua
沈兵,shen'bing
审查,shen'cha
沈晨琦,shen'chen'qi
渗出,shen'chu
伸出部分,shen'chu'bu'fen
渗氮,shen'dan
沈丹丹,shen'dan'dan
深的,shen'de
深度,shen'du
申昊,shen'hao
沈浩翔,shen'hao'xiang
申克,shen'ke
深孔钻床,shen'kong'zuan'chuang
申茂电磁,shen'mao'dian'ci
申茂铜材,shen'mao'tong'cai
沈庆国,shen'qing'guo
沈荣,shen'rong
深熔焊,shen'rong'han
渗入,shen'ru
伸缩节,shen'suo'jie
渗碳,shen'tan
渗碳法,shen'tan'fa
渗透,shen'tou
神仙葫芦,shen'xian'hu'lu
伸延,shen'yan
沈阳电缆,shen'yang'dian'lan
沈阳电缆有限责任公司,shen'yang'dian'lan'you'xian'ze'ren'gong'si
沈阳重型,shen'yang'zhong'xing
沈阳重型机械集团公司,shen'yang'zhong'xing'ji'xie'ji'tuan'gong'si
沈轶唯,shen'yi'wei
审阅图纸,shen'yue'tu'zhi
沈志英,shen'zhi'ying
盛宝泉,sheng'bao'quan
声波的,sheng'bo'de
生产场地,sheng'chan'chang'di
生产调度,sheng'chan'diao'du
生产管理,sheng'chan'guan'li
生产过程,sheng'chan'guo'cheng
生产过程自动化,sheng'chan'guo'cheng'zi'dong'hua
生产计划部,sheng'chan'ji'hua'bu
生产技术处,sheng'chan'ji'shu'chu
生产流程,sheng'chan'liu'cheng
生产设施,sheng'chan'she'shi
生产试验,sheng'chan'shi'yan
生产用机器,sheng'chan'yong'ji'qi
生产总经理,sheng'chan'zong'jing'li
剩磁,sheng'ci
