阿贝比长原理,a'bei'bi'chang'yuan'li
对空警戒侦察,dui'kong'jing'jie'zhen'cha
对空情报,dui'kong'qing'bao
对空情报雷达,dui'kong'qing'bao'lei'da
对空情报站,dui'kong'qing'bao'zhan
对空射击,dui'kong'she'ji
对空搜索雷达,dui'kong'sou'suo'lei'da
对空指挥,dui'kong'zhi'hui
对雷达反射波反射能力,dui'lei'da'fan'she'bo'fan'she'neng'li
对立足未稳的进攻战斗,dui'li'zu'wei'wen'de'jin'gong'zhan'dou
对立足未稳之敌的进攻战斗,dui'li'zu'wei'wen'zhi'di'de'jin'gong'zhan'dou
队列动作,dui'lie'dong'zuo
队列方位,dui'lie'fang'wei
队列角,dui'lie'jiao
队列条令,dui'lie'tiao'ling
队列训练,dui'lie'xun'lian
队列指挥,dui'lie'zhi'hui
对流层,dui'liu'ceng
对流层顶,dui'liu'ceng'ding
对流层折射改正,dui'liu'ceng'zhe'she'gai'zheng
对流圈,dui'liu'quan
对目标,dui'mu'biao
对目标的,dui'mu'biao'de
对内正面,dui'nei'zheng'mian
对潜,dui'qian
对潜发信台,dui'qian'fa'xin'tai
对潜发信网,dui'qian'fa'xin'wang
对潜通信体系,dui'qian'tong'xin'ti'xi
对伞兵射击,dui'san'bing'she'ji
队属,dui'shu
对数尺,dui'shu'chi
队属工兵,dui'shu'gong'bing
队属工兵分队,dui'shu'gong'bing'fen'dui
队属工程兵,dui'shu'gong'cheng'bing
队属炮兵,dui'shu'pao'bing
对水下观察,dui'shui'xia'guan'cha
对外正面,dui'wai'zheng'mian
队伍纯洁,dui'wu'chun'jie
对物距在,dui'wu'ju'zai
对细菌武器的防护,dui'xi'jun'wu'qi'de'fang'hu
队形,dui'xing
对野战防御之敌的进攻战斗,dui'ye'zhan'fang'yu'zhi'di'de'jin'gong'zhan'dou
对一点射击,dui'yi'dian'she'ji
对越自卫还击作战,dui'yue'zi'wei'huan'ji'zuo'zhan
对运动舰船轰炸,dui'yun'dong'jian'chuan'hong'zha
对运动之敌的进攻战斗,dui'yun'dong'zhi'di'de'jin'gong'zhan'dou
对扎,dui'zha
对阵地防御之敌的进攻战斗,dui'zhen'di'fang'yu'zhi'di'de'jin'gong'zhan'dou
对峙,dui'zhi
对中杆,dui'zhong'gan
吨公里,dun'gong'li
吨公里利用系数,dun'gong'li'li'yong'xi'shu
钝化太安,dun'hua'tai'an
钝化泰恩,dun'hua'tai'en
吨马力,dun'ma'li
吨位,dun'wei
多倍仪,duo'bei'yi
多边形地图,duo'bian'xing'di'tu
多边形结构,duo'bian'xing'jie'gou
多边形平差法,duo'bian'xing'ping'cha'fa
多波束,duo'bo'shu
多波束测深,duo'bo'shu'ce'shen
多波束测深系统,duo'bo'shu'ce'shen'xi'tong
多波束雷达,duo'bo'shu'lei'da
多波束声纳,duo'bo'shu'sheng'na
多层,duo'ceng
多层火网,duo'ceng'huo'wang
多层结构,duo'ceng'jie'gou
多次转移,duo'ci'zhuan'yi
多大改进,duo'da'gai'jin
多弹头,duo'dan'tou
多弹头炮弹,duo'dan'tou'pao'dan
多点,duo'dian
多点空降,duo'dian'kong'jiang
多尔衮,duo'er'gun
多发,duo'fa
多发火箭,duo'fa'huo'jian
多管,duo'guan
多光谱,duo'guang'pu
多光谱辐射计,duo'guang'pu'fu'she'ji
多光谱摄影,duo'guang'pu'she'ying
多级,duo'ji
多级火箭,duo'ji'huo'jian
多级纠正,duo'ji'jiu'zheng
多级演习,duo'ji'yan'xi
多级助推器,duo'ji'zhu'tui'qi
多焦点投影,duo'jiao'dian'tou'ying
多进展,duo'jin'zhan
多里斯系统,duo'li'si'xi'tong
多路,duo'lu
多路径效应,duo'lu'jing'xiao'ying
多路通信,duo'lu'tong'xin
多码,duo'ma
多媒体地图,duo'mei'ti'di'tu
多年平均海面,duo'nian'ping'jun'hai'mian
多批,duo'pi
多批多路截击,duo'pi'duo'lu'jie'ji
多谱段扫描仪,duo'pu'duan'sao'miao'yi
多谱段摄影,duo'pu'duan'she'ying
多谱段摄影机,duo'pu'duan'she'ying'ji
多谱段遥感,duo'pu'duan'yao'gan
多普勒单点定位,duo'pu'le'dan'dian'ding'wei
多普勒短弧法定位,duo'pu'le'duan'hu'fa'ding'wei
多普勒计数,duo'pu'le'ji'shu
多普勒联测定位,duo'pu'le'lian'ce'ding'wei
多普勒声呐,duo'pu'le'sheng'na
多普勒声纳,duo'pu'le'sheng'na
多普勒效应,duo'pu'le'xiao'ying
多普勒制导,duo'pu'le'zhi'dao
夺取,duo'qu
夺取主动,duo'qu'zhu'dong
多时相分析,duo'shi'xiang'fen'xi
多时相遥感,duo'shi'xiang'yao'gan
多算胜少算,duo'suan'sheng'shao'suan
多星等高法,duo'xing'deng'gao'fa
多用,duo'yong
多用工程车,duo'yong'gong'cheng'che
多用途,duo'yong'tu
多用途地籍,duo'yong'tu'di'ji
多用途引信,duo'yong'tu'yin'xin
多用途战术折刀,duo'yong'tu'zhan'shu'zhe'dao
多余观测,duo'yu'guan'ce
多圆锥投影,duo'yuan'zhui'tou'ying
夺占,duo'zhan
多种文体,duo'zhong'wen'ti
俄等,e'deng
额定功率,e'ding'gong'lv
俄国的,e'guo'de
俄国仅,e'guo'jin
俄国士兵,e'guo'shi'bing
俄军,e'jun
俄军的失败,e'jun'de'shi'bai
俄军使用,e'jun'shi'yong
俄罗斯橡木柄猎刀,e'luo'si'xiang'mu'bing'lie'dao
峨嵋刺,e'mei'ci
峨嵋剑,e'mei'jian
扼守,e'shou
厄特沃什效应,e'te'wo'shi'xiao'ying
俄制,e'zhi
二倍照准部互差,er'bei'zhao'zhun'bu'hu'cha
二倍照准差,er'bei'zhao'zhun'cha
二不怕苦,er'bu'pa'ku
而不危也,er'bu'wei'ye
而城不拔者,er'cheng'bu'ba'zhe
而处之裕如,er'chu'zhi'yu'ru
二次雷达,er'ci'lei'da
二次世界大战,er'ci'shi'jie'da'zhan
二等,er'deng
二等功,er'deng'gong
而发射,er'fa'she
二方面军,er'fang'mian'jun
而告终,er'gao'zhong
尔后行动方向,er'hou'xing'dong'fang'xiang
二级,er'ji
二级保养,er'ji'bao'yang
二级机场,er'ji'ji'chang
二级驾驶员,er'ji'jia'shi'yuan
二级射手,er'ji'she'shou
二节棍,er'jie'gun
而况于无算乎,er'kuang'yu'wu'suan'hu
二路队形,er'lu'dui'xing
二炮手,er'pao'shou
而且也,er'qie'ye
二十九军战刀,er'shi'jiu'jun'zhan'dao
二十年,er'shi'nian
而索其情,er'suo'qi'qing
而他人,er'ta'ren
二套该装置,er'tao'gai'zhuang'zhi
二万五千里长征,er'wan'wu'qian'li'chang'zheng
二线机场,er'xian'ji'chang
二野,er'ye
二营,er'ying
而英法土,er'ying'fa'tu
二元化学弹,er'yuan'hua'xue'tan
二元化学武器,er'yuan'hua'xue'wu'qi
二曰天,er'yue'tian
饵战,er'zhan
二战,er'zhan
二战时期,er'zhan'shi'qi
二者可互换,er'zhe'ke'hu'huan
二值图像,er'zhi'tu'xiang
二纵,er'zong
发病,fa'bing
发动机点火,fa'dong'ji'dian'huo
发动机前排气口,fa'dong'ji'qian'pai'qi'kou
法方程,fa'fang'cheng
发光二极管,fa'guang'er'ji'guan
发光烟火,fa'guang'yan'huo
法国开始,fa'guo'kai'shi
法国人发明的,fa'guo'ren'fa'ming'de
发航点,fa'hang'dian
发火,fa'huo
发火方式,fa'huo'fang'shi
发火拉力,fa'huo'la'li
发火装置,fa'huo'zhuang'zhi
法截面,fa'jie'mian
法军,fa'jun
法军使用的,fa'jun'shi'yong'de
发控设备,fa'kong'she'bei
法老王半齿刃折刀,fa'lao'wang'ban'chi'ren'zhe'dao
法老王平刃折刀,fa'lao'wang'ping'ren'zhe'dao
法令孰行,fa'ling'shu'xing
发明到完善,fa'ming'dao'wan'shan
发明的,fa'ming'de
发明击发枪,fa'ming'ji'fa'qiang
发明了,fa'ming'le
发明之后,fa'ming'zhi'hou
发起,fa'qi
发起冲击,fa'qi'chong'ji
发起进攻,fa'qi'jin'gong
发起战斗,fa'qi'zhan'dou
发射,fa'she
发射差角,fa'she'cha'jiao
发射场,fa'she'chang
发射场坪,fa'she'chang'ping
发射车,fa'she'che
发射点,fa'she'dian
发射法,fa'she'fa
发射方式,fa'she'fang'shi
发射功率,fa'she'gong'lv
发射环境条件,fa'she'huan'jing'tiao'jian
发射机,fa'she'ji
发射架,fa'she'jia
发射架同步,fa'she'jia'tong'bu
发射角,fa'she'jiao
发射井,fa'she'jing
发射孔,fa'she'kong
发射控制室,fa'she'kong'zhi'shi
发射控制中心,fa'she'kong'zhi'zhong'xin
发射率,fa'she'lv
发射区,fa'she'qu
发射设备,fa'she'she'bei
发射时间,fa'she'shi'jian
发射实施计划,fa'she'shi'shi'ji'hua
发射速度,fa'she'su'du
发射条件,fa'she'tiao'jian
发射位置,fa'she'wei'zhi
发射线,fa'she'xian
发射训练弹,fa'she'xun'lian'tan
发射药,fa'she'yao
发射阵地,fa'she'zhen'di
发射阵位,fa'she'zhen'wei
发射制导,fa'she'zhi'dao
发射种类,fa'she'zhong'lei
发射重量,fa'she'zhong'liang
发射装置,fa'she'zhuang'zhi
发射准备,fa'she'zhun'bei
发射准备时间,fa'she'zhun'bei'shi'jian
发弹,fa'tan
法线角,fa'xian'jiao
发现目标,fa'xian'mu'biao
发现射线,fa'xian'she'xian
发信,fa'xin
发信台,fa'xin'tai
发信网,fa'xin'wang
发烟,fa'yan
发烟车,fa'yan'che
发烟地区,fa'yan'di'qu
发烟点,fa'yan'dian
发烟罐,fa'yan'guan
发烟剂,fa'yan'ji
发烟坑,fa'yan'keng
发烟炮弹,fa'yan'pao'dan
发烟器,fa'yan'qi
发烟器材,fa'yan'qi'cai
发烟手榴弹,fa'yan'shou'liu'dan
发烟弹,fa'yan'tan
发烟炸弹,fa'yan'zha'dan
发扬火力,fa'yang'huo'li
法伊改正,fa'yi'gai'zheng
罚战,fa'zhan
法者,fa'zhe
筏子,fa'zi
反包围,fan'bao'wei
反蚕食,fan'can'shi
反差,fan'cha
反差系数,fan'cha'xi'shu
反差增强,fan'cha'zeng'qiang
反铲,fan'chan
反冲锋,fan'chong'feng
反冲击,fan'chong'ji
反冲击展开地区,fan'chong'ji'zhan'kai'de'qu
凡此五者,fan'ci'wu'zhe
反导弹武器,fan'dao'dan'wu'qi
反导弹系统,fan'dao'dan'xi'tong
反导防御综合系统,fan'dao'fang'yu'zong'he'xi'tong
反导系统,fan'dao'xi'tong
反导作战空域,fan'dao'zuo'zhan'kong'yu
反登陆,fan'deng'lu
反电子干扰,fan'dian'zi'gan'rao
反电子干扰设备,fan'dian'zi'gan'rao'she'bei
反电子预警,fan'dian'zi'yu'jing
反防潜,fan'fang'qian
反封锁,fan'feng'suo
反伏击,fan'fu'ji
反辐射导弹,fan'fu'she'dao'dan
反干扰,fan'gan'rao
反干扰电路,fan'gan'rao'dian'lu
反干扰能力,fan'gan'rao'neng'li
反革命战争,fan'ge'ming'zhan'zheng
反攻,fan'gong
反攻大陆,fan'gong'da'lu
反合围,fan'he'wei
反后坐,fan'hou'zuo
反后坐装置,fan'hou'zuo'zhuang'zhi
返回轨道,fan'hui'gui'dao
反击,fan'ji
反机动,fan'ji'dong
反机降,fan'ji'jiang
反击战,fan'ji'zhan
反舰导弹,fan'jian'dao'dan
反舰导弹发射装置,fan'jian'dao'dan'fa'she'zhuang'zhi
反空降,fan'kong'jiang
反空降预备队,fan'kong'jiang'yu'bei'dui
反空降战斗,fan'kong'jiang'zhan'dou
反空降战役,fan'kong'jiang'zhan'yi
反空降阵地,fan'kong'jiang'zhen'di
反空降作战,fan'kong'jiang'zuo'zhan
反空袭,fan'kong'xi
反空袭措施,fan'kong'xi'cuo'shi
帆缆,fan'lan
帆缆器材,fan'lan'qi'cai
反雷达导弹,fan'lei'da'dao'dan
反立体效应,fan'li'ti'xiao'ying
反扑,fan'pu
反气旋,fan'qi'xuan
反潜,fan'qian
反潜导弹,fan'qian'dao'dan
反潜导弹和,fan'qian'dao'dan'he
反潜机,fan'qian'ji
反潜武器,fan'qian'wu'qi
反潜巡逻机,fan'qian'xun'luo'ji
反潜鱼雷,fan'qian'yu'lei
反潜战,fan'qian'zhan
反潜直升机,fan'qian'zhi'sheng'ji
反潜作战,fan'qian'zuo'zhan
反侵略战争,fan'qin'lue'zhan'zheng
反伞降,fan'san'jiang
反扫荡,fan'sao'dang
反射,fan'she
反射波谱,fan'she'bo'pu
反射火力,fan'she'huo'li
反射面,fan'she'mian
反射面积,fan'she'mian'ji
反射式瞄准镜,fan'she'shi'miao'zhun'jing
反射特性,fan'she'te'xing
反射信号,fan'she'xin'hao
反束光导管摄影机,fan'shu'guang'dao'guan'she'ying'ji
泛水,fan'shui
泛水点,fan'shui'dian
反水雷,fan'shui'lei
反水雷斗争,fan'shui'lei'dou'zheng
泛水线,fan'shui'xian
反坦克,fan'tan'ke
反坦克单位,fan'tan'ke'dan'wei
反坦克导弹,fan'tan'ke'dao'dan
反坦克火力,fan'tan'ke'huo'li
反坦克火力配系,fan'tan'ke'huo'li'pei'xi
反坦克火器,fan'tan'ke'huo'qi
反坦克炮,fan'tan'ke'pao
反坦克炮兵,fan'tan'ke'pao'bing
反坦克器材,fan'tan'ke'qi'cai
反坦克手,fan'tan'ke'shou
反坦克手雷,fan'tan'ke'shou'lei
反坦克手榴弹,fan'tan'ke'shou'liu'dan
反坦克弹,fan'tan'ke'tan
反坦克武器,fan'tan'ke'wu'qi
反坦克预备队,fan'tan'ke'yu'bei'dui
反坦克预备队展开地区,fan'tan'ke'yu'bei'dui'zhan'kai'de'qu
反坦克阵地,fan'tan'ke'zhen'di
反坦克组,fan'tan'ke'zu
反突防,fan'tu'fang
反突击,fan'tu'ji
反推装置,fan'tui'zhuang'zhi
范围法,fan'wei'fa
反围攻,fan'wei'gong
反围剿,fan'wei'jiao
反袭击,fan'xi'ji
反像,fan'xiang
反应灵敏,fan'ying'ling'min
凡用兵之法,fan'yong'bing'zhi'fa
翻越障碍,fan'yue'zhang'ai
反转片,fan'zhuan'pian
反作用力,fan'zuo'yong'li
妨碍射击,fang'ai'she'ji
防波堤,fang'bo'di
防步兵地雷,fang'bu'bing'di'lei
防步兵火力配系,fang'bu'bing'huo'li'pei'xi
防步兵障碍物,fang'bu'bing'zhang'ai'wu
方差,fang'cha
方差因子,fang'cha'yin'zi
防登陆障碍物,fang'deng'lu'zhang'ai'wu
房地产地籍,fang'di'chan'di'ji
防毒口罩,fang'du'kou'zhao
防毒面具,fang'du'mian'ju
防毒手套,fang'du'shou'tao
防毒通道,fang'du'tong'dao
防毒掩蔽部,fang'du'yan'bi'bu
防毒衣,fang'du'yi
防对方兵,fang'dui'fang'bing
防盾,fang'dun
方法正确,fang'fa'zheng'que
防光学侦察伪装,fang'guang'xue'zhen'cha'wei'zhuang
防护,fang'hu
防护板,fang'hu'ban
防护保障任务,fang'hu'bao'zhang'ren'wu
防护层,fang'hu'ceng
防护措施,fang'hu'cuo'shi
防护服,fang'hu'fu
防护工程,fang'hu'gong'cheng
防护工程建设,fang'hu'gong'cheng'jian'she
防护工程研究所,fang'hu'gong'cheng'yan'jiu'suo
防护工事,fang'hu'gong'shi
防护力,fang'hu'li
防护力是,fang'hu'li'shi
防护门,fang'hu'men
防护密闭门,fang'hu'mi'bi'men
防护能力,fang'hu'neng'li
防护器材,fang'hu'qi'cai
防护任务,fang'hu'ren'wu
防护行动,fang'hu'xing'dong
防护要求,fang'hu'yao'qiu
防护有效期,fang'hu'you'xiao'qi
防护罩,fang'hu'zhao
防护装甲,fang'hu'zhuang'jia
防护作用,fang'hu'zuo'yong
防化,fang'hua
防化保障,fang'hua'bao'zhang
防化保障计划,fang'hua'bao'zhang'ji'hua
防化保障指示,fang'hua'bao'zhang'zhi'shi
防化兵,fang'hua'bing
防化兵部,fang'hua'bing'bu
防化部队,fang'hua'bu'dui
防化器材,fang'hua'qi'cai
防化设备,fang'hua'she'bei
防化设施,fang'hua'she'shi
防化学,fang'hua'xue
防化学兵,fang'hua'xue'bing
防化预备队,fang'hua'yu'bei'dui
防化侦察车,fang'hua'zhen'cha'che
防化侦察分队,fang'hua'zhen'cha'fen'dui
防化侦察组,fang'hua'zhen'cha'zu
防化装备器材,fang'hua'zhuang'bei'qi'cai
防奸保密,fang'jian'bao'mi
防界线,fang'jie'xian
防军,fang'jun
防空,fang'kong
防空部队,fang'kong'bu'dui
防空导弹,fang'kong'dao'dan
防空导弹垂直发射装置,fang'kong'dao'dan'chui'zhi'fa'she'zhuang'zhi
防空导弹发射装置,fang'kong'dao'dan'fa'she'zhuang'zhi
防空火力配系,fang'kong'huo'li'pei'xi
防空降地雷,fang'kong'jiang'di'lei
防空降障碍物,fang'kong'jiang'zhang'ai'wu
防空联络,fang'kong'lian'luo
防空联络信号,fang'kong'lian'luo'xin'hao
防空旅,fang'kong'lv
防空配系,fang'kong'pei'xi
防空区域,fang'kong'qu'yu
防空驱逐舰,fang'kong'qu'zhu'jian
防控体系,fang'kong'ti'xi
防空体系,fang'kong'ti'xi
防空武器,fang'kong'wu'qi
防空战役,fang'kong'zhan'yi
防空组织,fang'kong'zu'zhi
防空作战,fang'kong'zuo'zhan
防空作战区,fang'kong'zuo'zhan'qu
防雷,fang'lei
防雷达伪装,fang'lei'da'wei'zhuang
防雷达伪装网,fang'lei'da'wei'zhuang'wang
防雷达侦察,fang'lei'da'zhen'cha
防雷达侦察伪装,fang'lei'da'zhen'cha'wei'zhuang
防雷观察,fang'lei'guan'cha
方里网,fang'li'wang
方面军,fang'mian'jun
方面显示,fang'mian'xian'shi
防潜,fang'qian
防潜封锁区,fang'qian'feng'suo'qu
防潜栅,fang'qian'shan
防潜网,fang'qian'wang
防区,fang'qu
防热层,fang're'ceng
防热红外线侦察伪装,fang're'hong'wai'xian'zhen'cha'wei'zhuang
放哨,fang'shao
放射病,fang'she'bing
仿射纠正,fang'she'jiu'zheng
放射性,fang'she'xing
放射性残片,fang'she'xing'can'pian
放射性落下灰,fang'she'xing'luo'xia'hui
放射性强度,fang'she'xing'qiang'du
放射性衰变,fang'she'xing'shuai'bian
放射性物质,fang'she'xing'wu'zhi
放射性烟云,fang'she'xing'yan'yun
放射性沾染,fang'she'xing'zhan'ran
防渗漏水,fang'shen'lou'shui
防守,fang'shou
防水,fang'shui
防酸工作服,fang'suan'gong'zuo'fu
防坦克地雷,fang'tan'ke'di'lei
防坦克壕,fang'tan'ke'hao
防坦克减速沟坝,fang'tan'ke'jian'su'gou'ba
防坦克三角沟,fang'tan'ke'san'jiao'gou
防坦克三角锥,fang'tan'ke'san'jiao'zhui
防坦克障碍物,fang'tan'ke'zhang'ai'wu
防探性,fang'tan'xing
防艇栅,fang'ting'shan
防突然袭击,fang'tu'ran'xi'ji
防突袭,fang'tu'xi
防卫,fang'wei
方位,fang'wei
防卫大师,fang'wei'da'shi
防卫大学,fang'wei'da'xue
方位角,fang'wei'jiao
方位角中误差,fang'wei'jiao'zhong'wu'cha
方位距离,fang'wei'ju'li
方位距离定位方法,fang'wei'ju'li'ding'wei'fang'fa
方位判定,fang'wei'pan'ding
方位圈,fang'wei'quan
防卫厅,fang'wei'ting
方位投影,fang'wei'tou'ying
方位图,fang'wei'tu
方位物,fang'wei'wu
方位物要图,fang'wei'wu'yao'tu
防务,fang'wu
防细菌,fang'xi'jun
防险,fang'xian
防线,fang'xian
防险救生,fang'xian'jiu'sheng
方向,fang'xiang
方向部署,fang'xiang'bu'shu
方向附合导线,fang'xiang'fu'he'dao'xian
方向观测法,fang'xiang'guan'ce'fa
方向机,fang'xiang'ji
方向射界,fang'xiang'she'jie
方向侦察,fang'xiang'zhen'cha
方形,fang'xing
方形舟,fang'xing'zhou
放样测量,fang'yang'ce'liang
防御,fang'yu
防御布雷,fang'yu'bu'lei
防御大师,fang'yu'da'shi
防御地带,fang'yu'di'dai
防御地段,fang'yu'di'duan
防御地区,fang'yu'di'qu
防御地域,fang'yu'di'yu
防御工事,fang'yu'gong'shi
防御火力配系,fang'yu'huo'li'pei'xi
防御空域,fang'yu'kong'yu
防御雷达,fang'yu'lei'da
防鱼雷网,fang'yu'lei'wang
防御能力,fang'yu'neng'li
防御体系,fang'yu'ti'xi
防御样式,fang'yu'yang'shi
防御要点,fang'yu'yao'dian
防御战斗,fang'yu'zhan'dou
防御战役,fang'yu'zhan'yi
防御阵地,fang'yu'zhen'di
防御阵地前沿,fang'yu'zhen'di'qian'yan
防御阵地前沿前,fang'yu'zhen'di'qian'yan'qian
防御正面,fang'yu'zheng'mian
防御纵深,fang'yu'zong'shen
防原子,fang'yuan'zi
仿造迷彩,fang'zao'mi'cai
防震,fang'zhen
仿制成功,fang'zhi'cheng'gong
防止干扰,fang'zhi'gan'rao
方舟,fang'zhou
飞霸搏击刀,fei'ba'bo'ji'dao
非爆炸性障碍物,fei'bao'zha'xing'zhang'ai'wu
非操纵,fei'cao'zong
非触发,fei'chu'fa
非触发水雷,fei'chu'fa'shui'lei
非触发引信,fei'chu'fa'yin'xin
非地形摄影测量,fei'di'xing'she'ying'ce'liang
飞钩,fei'gou
飞航式导弹,fei'hang'shi'dao'dan
飞机,fei'ji
飞机安定性,fei'ji'an'ding'xing
飞机布雷,fei'ji'bu'lei
飞机布撒器,fei'ji'bu'sa'qi
飞机弹射器,fei'ji'dan'she'qi
飞机敌我识别器,fei'ji'di'wo'shi'bie'qi
飞机颠簸,fei'ji'dian'bo
飞机定向,fei'ji'ding'xiang
飞机洞库,fei'ji'dong'ku
飞机反潜,fei'ji'fan'qian
飞机攻潜,fei'ji'gong'qian
飞机海上救生,fei'ji'hai'shang'jiu'sheng
飞机荷载,fei'ji'he'zai
飞机积冰,fei'ji'ji'bing
飞机加油,fei'ji'jia'you
飞机加油线,fei'ji'jia'you'xian
飞机上升限度,fei'ji'shang'sheng'xian'du
飞机升降机,fei'ji'sheng'jiang'ji
飞机疏散,fei'ji'shu'san
飞机疏散区,fei'ji'shu'san'qu
飞机搜索,fei'ji'sou'suo
飞机突入,fei'ji'tu'ru
飞机尾迹,fei'ji'wei'ji
飞机尾迹层,fei'ji'wei'ji'ceng
飞机稳定性,fei'ji'wen'ding'xing
飞机掩蔽库,fei'ji'yan'bi'ku
飞机掩体,fei'ji'yan'ti
飞机在下滑着陆过程中,fei'ji'zai'xia'hua'zhuo'lu'guo'cheng'zhong
飞机战术技术性能,fei'ji'zhan'shu'ji'shu'xing'neng
飞机最大速度,fei'ji'zui'da'su'du
非监督分类,fei'jian'du'fen'lei
非接触爆炸,fei'jie'chu'bao'zha
非量测摄影机,fei'liang'ce'she'ying'ji
菲列罗公式,fei'lie'luo'gong'shi
非耐爆,fei'nai'bao
肺气压伤,fei'qi'ya'shang
飞散爆破,fei'san'bao'po
飞散角,fei'san'jiao
非善之善也,fei'shan'zhi'shan'ye
飞石,fei'shi
肥水之战,fei'shui'zhi'zhan
费斯狼牙大马金刀,fei'si'lang'ya'da'ma'jin'dao
飞艇,fei'ting
非完好车日,fei'wan'hao'che'ri
飞向目标,fei'xiang'mu'biao
飞行,fei'xing
飞行场地,fei'xing'chang'di
飞行程序,fei'xing'cheng'xu
飞行大队,fei'xing'da'dui
飞行弹道,fei'xing'dan'dao
飞行弹道控制数据,fei'xing'dan'dao'kong'zhi'shu'ju
飞行地带,fei'xing'di'dai
飞行方案,fei'xing'fang'an
飞行服,fei'xing'fu
飞行高度,fei'xing'gao'du
飞行高度层,fei'xing'gao'du'ceng
飞行管制,fei'xing'guan'zhi
飞行轨迹,fei'xing'gui'ji
飞行技术,fei'xing'ji'shu
飞行甲板,fei'xing'jia'ban
飞行教令,fei'xing'jiao'ling
飞行救援任务,fei'xing'jiu'yuan'ren'wu
飞行距离,fei'xing'ju'li
飞行空域,fei'xing'kong'yu
飞行路线,fei'xing'lu'xian
飞行马赫数,fei'xing'ma'he'shu
飞行末端,fei'xing'mo'duan
飞行器,fei'xing'qi
飞行器运动,fei'xing'qi'yun'dong
飞行人员,fei'xing'ren'yuan
飞行申请,fei'xing'shen'qing
飞行时间,fei'xing'shi'jian
飞行速度,fei'xing'su'du
飞行梯队,fei'xing'ti'dui
飞行调配,fei'xing'tiao'pei
飞行团,fei'xing'tuan
飞行训练,fei'xing'xun'lian
飞行员,fei'xing'yuan
飞行指挥员,fei'xing'zhi'hui'yuan
飞行中队,fei'xing'zhong'dui
飞行姿态,fei'xing'zi'tai
飞跃层,fei'yue'ceng
非战斗,fei'zhan'dou
非战斗减员,fei'zhan'dou'jian'yuan
非战斗损耗,fei'zhan'dou'sun'hao
非战斗损失,fei'zhan'dou'sun'shi
非直接杀伤破坏,fei'zhi'jie'sha'shang'po'huai
分瓣投影,fen'ban'tou'ying
分版原图,fen'ban'yuan'tu
分别航渡,fen'bie'hang'du
分兵把守,fen'bing'ba'shou
分层,fen'ceng
分层色表,fen'ceng'se'biao
分层设色法,fen'ceng'she'se'fa
分层实施拦截,fen'ceng'shi'shi'lan'jie
分潮,fen'chao
分潮迟角,fen'chao'chi'jiao
分潮振幅,fen'chao'zhen'fu
分带纠正,fen'dai'jiu'zheng
分带子午线,fen'dai'zi'wu'xian
分导,fen'dao
分导范围,fen'dao'fan'wei
分导式,fen'dao'shi
分导式多弹头,fen'dao'shi'duo'dan'tou
分段射击,fen'duan'she'ji
分段演习,fen'duan'yan'xi
分段作业,fen'duan'zuo'ye
分队,fen'dui
分队战术训练,fen'dui'zhan'shu'xun'lian
分队指挥员,fen'dui'zhi'hui'yuan
分割,fen'ge
分割包围,fen'ge'bao'wei
分割使用,fen'ge'shi'yong
分割指挥,fen'ge'zhi'hui
分工法测图,fen'gong'fa'ce'tu
分划,fen'hua
分火,fen'huo
分火射击,fen'huo'she'ji
分级救治,fen'ji'jiu'zhi
奋疾如飞,fen'ji'ru'fei
分进合击,fen'jin'he'ji
分类器,fen'lei'qi
分练,fen'lian
分列式,fen'lie'shi
分批空降,fen'pi'kong'jiang
分批转移,fen'pi'zhuan'yi
分区防守,fen'qu'fang'shou
分区量值地图,fen'qu'liang'zhi'di'tu
分区密度地图,fen'qu'mi'du'di'tu
