哀情吉语本难双,ai'qing'ji'yu'ben'nan'shuang
杀番兵岳云保家属,sha'fan'bing'yue'yun'bao'jia'shu
杀奸属王彪报仇,sha'jian'shu'wang'biao'bao'chou
沙孟海题,sha'meng'hai'ti
沙漠轮蹄,sha'mo'lun'ti
杀宁喜子鱄出奔,sha'ning'xi'zi'tuan'chu'ben
杀三兄楚平王即位,sha'san'xiong'chu'ping'wang'ji'wei
杀亿万贼,sha'yi'wan'zei
杀子颓惠王反正,sha'zi'tui'hui'wang'fan'zheng
杀子胥夫差争歃,sha'zi'xu'fu'chai'zheng'sha
删订诗书春秋,shan'ding'shi'shu'chun'qiu
山神名,shan'shen'ming
山狮驼兵阻界山,shan'shi'tuo'bing'zu'jie'shan
山颓木坏,shan'tui'mu'huai
扇纨遗却在苍苔,shan'wan'yi'que'zai'cang'tai
单雄信挥金全义友,shan'xiong'xin'hui'jin'quan'yi'you
单雄信交臂失知音,shan'xiong'xin'jiao'bi'shi'zhi'yin
山因院盛,shan'yin'yuan'sheng
善作巴人谈,shan'zuo'ba'ren'tan
上藏三坟五典,shang'cang'san'fen'wu'dian
商代豕形铜尊,shang'dai'shi'xing'tong'zun
上方谷司马受困,shang'fang'gu'si'ma'shou'kun
商鸿逵,shang'hong'kui
上继文宣大圣,shang'ji'wen'xuan'da'sheng
上设席位,shang'she'xi'wei
伤时骂世,shang'shi'ma'shi
尚书,shang'shu
上为日星,shang'wei'ri'xing
上下二百余载,shang'xia'er'bai'yu'zai
伤心宋公序,shang'xin'song'gong'xu
伤心一首葬花词,shang'xin'yi'shou'zang'hua'ci
赏元宵楼上醉花灯,shang'yuan'xiao'lou'shang'zui'hua'deng
赏中秋新词得佳谶,shang'zhong'qiu'xin'ci'de'jia'chen
烧夫灵和尚听淫声,shao'fu'ling'he'shang'ting'yin'sheng
烧炭以对,shao'tan'yi'dui
烧藤甲七擒孟获,shao'teng'jia'qi'qin'meng'huo
少小不妨伺室榻,shao'xiao'bu'fang'si'shi'ta
稍作数字变动,shao'zuo'shu'zi'bian'dong
舍己从人,she'ji'cong'ren
射箭书潜避铁浮陀,she'jian'shu'qian'bi'tie'fu'tuo
蛇盘山诸神暗佑,she'pan'shan'zhu'shen'an'you
设圈套浪子私挑,she'quan'tao'lang'zi'si'tiao
蛇影杯弓颦卿绝粒,she'ying'bei'gong'pin'qing'jue'li
赦罪封功御祭岳王坟,she'zui'feng'gong'yu'ji'yue'wang'fen
沈葆靖挽左宗棠,shen'bao'jing'wan'zuo'zong'tang
神昏心动遇魔头,shen'hun'xin'dong'yu'mo'tou
神交古人,shen'jiao'gu'ren
慎交游,shen'jiao'you
神狂诛草寇,shen'kuang'zhu'cao'kou
身无半亩,shen'wu'ban'mu
神仙玄幻,shen'xian'xuan'huan
深以侃侃不阿相许,shen'yi'kan'kan'bu'e'xiang'xu
神瑛侍者,shen'ying'shi'zhe
神在桑梓,shen'zai'sang'zi
慎斋祠,shen'zhai'ci
生不愧封侯,sheng'bu'kui'feng'hou
生不能忘,sheng'bu'neng'wang
剩此楼头烟树,sheng'ci'lou'tou'yan'shu
圣代褒崇迈古今,sheng'dai'bao'chong'mai'gu'jin
圣道尊崇有地,sheng'dao'zun'chong'you'di
生而旗常,sheng'er'qi'chang
省宫闱贾元妃染恙,sheng'gong'wei'jia'yuan'fei'ran'yang
声光远烁海东西,sheng'guang'yuan'shuo'hai'dong'xi
省老母叔宝回乡,sheng'lao'mu'shu'bao'hui'xiang
生前有语,sheng'qian'you'yu
圣人之境界,sheng'ren'zhi'jing'jie
圣如日月,sheng'ru'ri'yue
圣僧恨逐美猴王,sheng'seng'hen'zhu'mei'hou'wang
圣僧夜阻通天水,sheng'seng'ye'zu'tong'tian'shui
生死睽违一知己,sheng'si'kui'wei'yi'zhi'ji
圣贤道何以传,sheng'xian'dao'he'yi'chuan
升仙阁奸王逞豪富,sheng'xian'ge'jian'wang'cheng'hao'fu
圣贤豪杰都无种,sheng'xian'hao'jie'dou'wu'zhong
圣显幽魂救本原,sheng'xian'you'hun'jiu'ben'yuan
生小金闺性自娇,sheng'xiao'jin'gui'xing'zi'jiao
剩有卅年清德,sheng'you'sa'nian'qing'de
圣域,sheng'yu
圣域修文,sheng'yu'xiu'wen
圣远言湮,sheng'yuan'yan'yan
盛赞其品德才行,sheng'zan'qi'pin'de'cai'xing
绳直准平,sheng'zhi'zhun'ping
势败,shi'bai
失宝玉通灵知奇祸,shi'bao'yu'tong'ling'zhi'qi'huo
识辨,shi'bian
仕不在朝,shi'bu'zai'chao
史策几千年未有,shi'ce'ji'qian'nian'wei'you
施岑收服乌灵圣母,shi'cen'shou'fu'wu'ling'sheng'mu
史称关派,shi'cheng'guan'pai
史称濂派,shi'cheng'lian'pai
史称洛派,shi'cheng'luo'pai
史称闽派,shi'cheng'min'pai
石崇,shi'chong
识此心之分量,shi'ci'xin'zhi'fen'liang
试忖度朱张意气毛蔡风神,shi'cun'duo'zhu'zhang'yi'qi'mao'cai'feng'shen
史大郎夜走华阴县,shi'da'lang'ye'zou'hua'yin'xian
施毒计金桂自焚身,shi'du'ji'jin'gui'zi'fen'shen
施恩三人死囚牢,shi'en'san'ren'si'qiu'lao
施恩义夺快活林,shi'en'yi'duo'kuai'huo'lin
施恩重霸孟州道,shi'en'zhong'ba'meng'zhou'dao
十二钗,shi'er'chai
侍儿枉自费疑猜,shi'er'wang'zi'fei'yi'cai
释番将刘豫降金,shi'fan'jiang'liu'yu'jiang'jin
是非审之于己,shi'fei'shen'zhi'yu'ji
识分定情悟梨香院,shi'fen'ding'qing'wu'li'xiang'yuan
十分月现出金身,shi'fen'yue'xian'chu'jin'shen
时逢三五便团圆,shi'feng'san'wu'bian'tuan'yuan
石归山下无灵气,shi'gui'shan'xia'wu'ling'qi
是好子弟,shi'hao'zi'di
石将军村店寄书,shi'jiang'jun'cun'dian'ji'shu
十节度议取梁山泊,shi'jie'du'yi'qu'liang'shan'po
释旧憾情婢感痴郎,shi'jiu'han'qing'bi'gan'chi'lang
使觉悟,shi'jue'wu
试看豹驾螭骖,shi'kan'bao'jia'chi'can
释槛囚鲍叔荐仲,shi'kan'qiu'bao'shu'jian'zhong
十里街,shi'li'jie
诗礼簪缨之族,shi'li'zan'ying'zhi'zu
是良友,shi'liang'you
使寮友行修名立,shi'liao'you'xing'xiu'ming'li
世乱正人为神,shi'luan'zheng'ren'wei'shen
失绵衣贫女耐嗷嘈,shi'mian'yi'pin'nv'nai'ao'cao
视民事须如家事,shi'min'shi'xu'ru'jia'shi
是名宰相,shi'ming'zai'xiang
尸魔三戏唐三藏,shi'mo'san'xi'tang'san'zang
势难容纳,shi'nan'rong'na
时年八十有七,shi'nian'ba'shi'you'qi
十年冰孽远臣心,shi'nian'bing'nie'yuan'chen'xin
十年戎马书生老,shi'nian'rong'ma'shu'sheng'lao
十年征戍,shi'nian'zheng'shu
史凭忠耿一心,shi'ping'zhong'geng'yi'xin
弑齐光崔庆专权,shi'qi'guang'cui'qing'zhuan'quan
是奇男子,shi'qi'nan'zi
时迁火烧翠云楼,shi'qian'huo'shao'cui'yun'lou
适情解闷,shi'qing'jie'men
适情闲文,shi'qing'xian'wen
适趣闲文,shi'qu'xian'wen
施全剪径遇良朋,shi'quan'jian'jing'yu'liang'peng
世人都晓神仙好,shi'ren'dou'xiao'shen'xian'hao
十三经,shi'san'jing
实事求是,shi'shi'qiu'shi
师狮授受同归一,shi'shi'shou'shou'tong'gui'yi
诗书能报国,shi'shu'neng'bao'guo
十数年从征旧侣,shi'shu'nian'cong'zheng'jiu'lv
诗书仕宦,shi'shu'shi'huan
诗书易象春秋,shi'shu'yi'xiang'chun'qiu
实死于小人,shi'si'yu'xiao'ren
史太君两宴大观园,shi'tai'jun'liang'yan'da'guan'yuan
史太君破陈腐旧套,shi'tai'jun'po'chen'fu'jiu'tao
史太君寿终归地府,shi'tai'jun'shou'zhong'gui'di'fu
石头记会真,shi'tou'ji'hui'zhen
时为楚之与国,shi'wei'chu'zhi'yu'guo
是为三不朽,shi'wei'san'bu'xiu
实为幸甚,shi'wei'xing'shen
士为知己用,shi'wei'zhi'ji'yong
试问君家识得否,shi'wen'jun'jia'shi'de'fou
试问千古完人,shi'wen'qian'gu'wan'ren
试文字宝玉始提亲,shi'wen'zi'bao'yu'shi'ti'qin
使我何堪,shi'wo'he'kan
时务轩,shi'wu'xuan
室无一面不当山,shi'wu'yi'mian'bu'dang'shan
时习斋,shi'xi'zhai
史湘云偶填柳絮词,shi'xiang'yun'ou'tian'liu'xu'ci
食性我能谙,shi'xing'wo'neng'an
石秀智杀裴如海,shi'xiu'zhi'sha'pei'ru'hai
世须才,shi'xu'cai
失一长城,shi'yi'zhang'cheng
是英雄自怜儿女,shi'ying'xiong'zi'lian'er'nv
十载犹闻诵大招,shi'zai'you'wen'song'da'zhao
识诈降三擒孟获,shi'zha'xiang'san'qin'meng'huo
是真将军,shi'zhen'jiang'jun
适值冤埋三字,shi'zhi'yuan'mai'san'zi
世治正神为人,shi'zhi'zheng'shen'wei'ren
是忠臣,shi'zhong'chen
世忠计破藏金窟,shi'zhong'ji'po'cang'jin'ku
视宗李韩岳,shi'zong'li'han'yue
十族何妨,shi'zu'he'fang
豕尊,shi'zun
守孤灵半夜口脂香,shou'gu'ling'ban'ye'kou'zhi'xiang
守官箴恶奴同破例,shou'guan'zhen'e'nu'tong'po'li
守江口书生拜大将,shou'jiang'kou'shu'sheng'bai'da'jiang
首句,shou'ju
寿考七十四年,shou'kao'qi'shi'si'nian
守其雌,shou'qi'ci
手挈边疆归版籍,shou'qie'bian'jiang'gui'ban'ji
受私贿后庭说事,shou'si'hui'hou'ting'shuo'shi
受私贿老官翻案牍,shou'si'hui'lao'guan'fan'an'du
受享,shou'xiang
寿怡红群芳开夜宴,shou'yi'hong'qun'fang'kai'ye'yan
手足眈眈小动唇舌,shou'zu'dan'dan'xiao'dong'chun'she
叔宝救驾红泥涧,shu'bao'jiu'jia'hong'ni'jian
叔宝权栖承福寺,shu'bao'quan'qi'cheng'fu'si
叔宝神箭射双雕,shu'bao'shen'jian'she'shuang'diao
叔宝戏战尚师徒,shu'bao'xi'zhan'shang'shi'tu
书不尽言,shu'bu'jin'yan
书传虞夏刻螭虬,shu'chuan'yu'xia'ke'chi'qiu
鼠盗蜂起,shu'dao'feng'qi
熟地理,shu'di'li
鼠耳鹰腮,shu'er'ying'sai
蜀江青,shu'jiang'qing
孰开后人,shu'kai'hou'ren
数落落晨星,shu'luo'luo'chen'xing
枢密重事,shu'mi'zhong'shi
鼠窃狗盗,shu'qie'gou'dao
蜀山峻,shu'shan'jun
书生侯伯,shu'sheng'hou'bo
书生谈笑却强敌,shu'sheng'tan'xiao'que'qiang'di
孰识其贵,shu'shi'qi'gui
菽粟之味,shu'su'zhi'wei
疏逖枢机,shu'ti'shu'ji
书童儿作女妆媚客,shu'tong'er'zuo'nv'zhuang'mei'ke
书童私挂一帆风,shu'tong'si'gua'yi'fan'feng
疏通义,shu'tong'yi
数万里欃枪并扫,shu'wan'li'zhan'qiang'bing'sao
述往事王佐献图,shu'wang'shi'wang'zuo'xian'tu
数未了事,shu'wei'liao'shi
疏误,shu'wu
殊勋彪炳,shu'xun'biao'bing
殊遇有人惭地下,shu'yu'you'ren'can'di'xia
舒元炜,shu'yuan'wei
书院育才有良规,shu'yuan'yu'cai'you'liang'gui
舒在今安徽省庐江县境内,shu'zai'jin'an'hui'sheng'lu'jiang'xian'jing'nei
叔詹据鼎抗晋侯,shu'zhan'ju'ding'kang'jin'hou
树终古彝伦师表,shu'zhong'gu'yi'lun'shi'biao
衰草枯杨,shuai'cao'ku'yang
双叉岭伯钦留僧,shuang'cha'ling'bo'qin'liu'seng
双林镇燕青遇故,shuang'lin'zhen'yan'qing'yu'gu
双行,shuang'xing
谁承望流落在烟花巷,shui'cheng'wang'liu'luo'zai'yan'hua'xiang
水火无功难炼魔,shui'huo'wu'gong'nan'lian'mo
水军汨没破坚城,shui'jun'mi'mei'po'jian'cheng
谁堪月下俦,shui'kan'yue'xia'chou
水流湍急貌,shui'liu'tuan'ji'mao
谁能遣此,shui'neng'qian'ci
谁识先生色目中人,shui'shi'xian'sheng'se'mu'zhong'ren
谁谓荆轲非勇士,shui'wei'jing'ke'fei'yong'shi
水月庵掀翻风月案,shui'yue'an'xian'fan'feng'yue'an
说秦伯魏相迎医,shuo'qin'bo'wei'xiang'ying'yi
说秦君卫鞅变法,shuo'qin'jun'wei'yang'bian'fa
说什么脂正浓粉正香,shuo'shen'me'zhi'zheng'nong'fen'zheng'xiang
说四国乐毅灭齐,shuo'si'guo'yue'yi'mie'qi
死缠绵潇湘闻鬼哭,si'chan'mian'xiao'xiang'wen'gui'ku
四朝开济,si'chao'kai'ji
似谶成真自不知,si'chen'cheng'zhen'zi'bu'zhi
死仇雠赵妾赴冥曹,si'chou'chou'zhao'qie'fu'ming'cao
私订偷盟,si'ding'tou'meng
死而后已,si'er'hou'yi
死范睢计逃秦国,si'fan'sui'ji'tao'qin'guo
四海方欣司马相,si'hai'fang'xin'si'ma'xiang
四海千山皆拱伏,si'hai'qian'shan'jie'gong'fu
四海声名今北斗,si'hai'sheng'ming'jin'bei'dou
四海学人向往中,si'hai'xue'ren'xiang'wang'zhong
四海议中朝人物,si'hai'yi'zhong'chao'ren'wu
死后不孤,si'hou'bu'gu
死记性,si'ji'xing
死金丹独艳理亲丧,si'jin'dan'du'yan'li'qin'sang
斯楼应许附千秋,si'lou'ying'xu'fu'qian'qiu
司马徽再荐名士,si'ma'hui'zai'jian'ming'shi
司马懿克日擒孟达,si'ma'yi'ke'ri'qin'meng'da
司马懿入寇西蜀,si'ma'yi'ru'kou'xi'shu
司马懿诈病赚曹爽,si'ma'yi'zha'bing'zhuan'cao'shuang
司马懿占北原渭桥,si'ma'yi'zhan'bei'yuan'wei'qiao
四面机锋,si'mian'ji'feng
斯民当火热水深之后,si'min'dang'huo're'shui'shen'zhi'hou
斯人憔悴,si'ren'qiao'cui
四僧宴乐御花园,si'seng'yan'le'yu'hua'yuan
撕扇子作千金一笑,si'shan'zi'zuo'qian'jin'yi'xiao
死生关气数,si'sheng'guan'qi'shu
四圣试禅心,si'sheng'shi'chan'xin
四王洒血紫主关,si'wang'sa'xue'zi'zhu'guan
斯文定有攸归,si'wen'ding'you'you'gui
斯文一派,si'wen'yi'pai
斯文正脉,si'wen'zheng'mai
思乡里叔宝题诗,si'xiang'li'shu'bao'ti'shi
四星挟捉犀牛怪,si'xing'xie'zhuo'xi'niu'guai
斯言君自道了,si'yan'jun'zi'dao'le
死于贼,si'yu'zei
四箴亭,si'zhen'ting
泗之间,si'zhi'jian
思知逾骨肉,si'zhi'yu'gu'rou
四众皆遭大厄难,si'zhong'jie'zao'da'e'nan
耸悲声长回大海,song'bei'sheng'chang'hui'da'hai
送慈柩故乡全孝道,song'ci'jiu'gu'xiang'quan'xiao'dao
宋代理学的主要流派,song'dai'li'xue'de'zhu'yao'liu'pai
宋高宗金陵即帝位,song'gao'zong'jin'ling'ji'di'wei
宋公胆智取清溪洞,song'gong'dan'zhi'qu'qing'xi'dong
宋公伐齐纳子昭,song'gong'fa'qi'na'zi'zhao
送宫花贾琏戏熙凤,song'gong'hua'jia'lian'xi'xi'feng
宋公明避暑疗军兵,song'gong'ming'bi'shu'liao'jun'bing
宋公明兵打蓟州城,song'gong'ming'bing'da'ji'zhou'cheng
宋公明兵渡黄河,song'gong'ming'bing'du'huang'he
宋公明大战独鹿山,song'gong'ming'da'zhan'du'lu'shan
宋公明大战毗陵郡,song'gong'ming'da'zhan'pi'ling'jun
宋公明大战乌龙岭,song'gong'ming'da'zhan'wu'long'ling
宋公明大战幽州,song'gong'ming'da'zhan'you'zhou
宋公明奉诏破大辽,song'gong'ming'feng'zhao'po'da'liao
宋公明两打祝家庄,song'gong'ming'liang'da'zhu'jia'zhuang
宋公明两嬴童贯,song'gong'ming'liang'ying'tong'guan
宋公明梦授玄女法,song'gong'ming'meng'shou'xuan'nv'fa
宋公明排九宫八卦阵,song'gong'ming'pai'jiu'gong'ba'gua'zhen
宋公明破阵成功,song'gong'ming'po'zhen'cheng'gong
宋公明弃粮擒壮士,song'gong'ming'qi'liang'qin'zhuang'shi
宋公明全夥受招安,song'gong'ming'quan'huo'shou'zhao'an
宋公明三打祝家庄,song'gong'ming'san'da'zhu'jia'zhuang
宋公明神聚蓼儿洼,song'gong'ming'shen'ju'liao'er'wa
宋公明私放晁天王,song'gong'ming'si'fang'chao'tian'wang
宋公明苏州大会垓,song'gong'ming'su'zhou'da'hui'gai
宋公明雪天擒索超,song'gong'ming'xue'tian'qin'suo'chao
宋公明夜打曾头市,song'gong'ming'ye'da'ceng'tou'shi
宋公明夜度益津关,song'gong'ming'ye'du'yi'jin'guan
宋公明一败高太尉,song'gong'ming'yi'bai'gao'tai'wei
宋公明一打祝家庄,song'gong'ming'yi'da'zhu'jia'zhuang
宋公明衣锦还乡,song'gong'ming'yi'jin'huan'xiang
宋公明义释双枪将,song'gong'ming'yi'shi'shuang'qiang'jiang
宋公明遇九天玄女,song'gong'ming'yu'jiu'tian'xuan'nv
宋公明智取清溪洞,song'gong'ming'zhi'qu'qing'xi'dong
宋公明忠感后土,song'gong'ming'zhong'gan'hou'tu
宋国纳赂诛长万,song'guo'na'lu'zhu'chang'wan
送果品小郎惊叵测,song'guo'pin'xiao'lang'jing'po'ce
宋蕙莲含羞自缢,song'hui'lian'han'xiu'zi'yi
宋江兵打北京城,song'jiang'bing'da'bei'jing'cheng
宋江兵分两路,song'jiang'bing'fen'liang'lu
宋江大破连环马,song'jiang'da'po'lian'huan'ma
宋江大胜纪山军,song'jiang'da'sheng'ji'shan'jun
宋江东京城献俘,song'jiang'dong'jing'cheng'xian'fu
宋江剿寇成功,song'jiang'jiao'kou'cheng'gong
宋江两败高太尉,song'jiang'liang'bai'gao'tai'wei
宋江闹西狱华山,song'jiang'nao'xi'yu'hua'shan
宋江怒杀阎婆惜,song'jiang'nu'sha'yan'po'xi
宋江三败高太尉,song'jiang'san'bai'gao'tai'wei
宋江赏马步三军,song'jiang'shang'ma'bu'san'jun
宋江夜看小鳌山,song'jiang'ye'kan'xiao'ao'shan
宋江智取宁海军,song'jiang'zhi'qu'ning'hai'jun
宋江智取润州城,song'jiang'zhi'qu'run'zhou'cheng
宋江智取无为军,song'jiang'zhi'qu'wu'wei'jun
宋康王被困牛头山,song'kang'wang'bei'kun'niu'tou'shan
送客将军双结义,song'ke'jiang'jun'shuang'jie'yi
送礼物唐璧贺寿,song'li'wu'tang'bi'he'shou
送钦差汤怀自刎,song'qin'chai'tang'huai'zi'wen
宋清宸翰,song'qing'chen'han
宋襄公假仁失众,song'xiang'gong'jia'ren'shi'zhong
宋真宗,song'zhen'zong
宋庄公贪赂搆兵,song'zhuang'gong'tan'lu'gou'bing
搜检,sou'jian
溯地辟天开,su'di'pi'tian'kai
诉肺腑心迷活宝玉,su'fei'fu'xin'mi'huo'bao'yu
宿慧,su'hui
苏秦合从相六国,su'qin'he'zong'xiang'liu'guo
宿太尉颁恩降诏,su'tai'wei'ban'en'jiang'zhao
酸凤姐大闹宁国府,suan'feng'jie'da'nao'ning'guo'fu
随地可成洙泗,sui'di'ke'cheng'zhu'si
随时以法言巽语相规,sui'shi'yi'fa'yan'xun'yu'xiang'gui
虽贤哲难免过差,sui'xian'zhe'nan'mian'guo'cha
随意,sui'yi
虽有释言难感寤,sui'you'shi'yan'nan'gan'wu
孙膑佯狂脱祸,sun'bin'yang'kuang'tuo'huo
孙伯符大战严白虎,sun'bo'fu'da'zhan'yan'bai'hu
孙大圣劝善施霖,sun'da'sheng'quan'shan'shi'lin
孙坚跨江击刘表,sun'jian'kua'jiang'ji'liu'biao
孙峻席间施密计,sun'jun'xi'jian'shi'mi'ji
孙立孙新大劫牢,sun'li'sun'xin'da'jie'lao
孙林父因歌逐献公,sun'lin'fu'yin'ge'zhu'xian'gong
孙权降魏受九锡,sun'quan'jiang'wei'shou'jiu'xi
孙权决计破曹操,sun'quan'jue'ji'po'cao'cao
孙权遗书退老瞒,sun'quan'yi'shu'tui'lao'man
损人欲以复天理,sun'ren'yu'yi'fu'tian'li
孙悟空三岛求方,sun'wu'kong'san'dao'qiu'fang
孙武子演阵斩美姬,sun'wu'zi'yan'zhen'zhan'mei'ji
孙行者大闹黑风山,sun'xing'zhe'da'nao'hei'feng'shan
孙行者大闹五庄观,sun'xing'zhe'da'nao'wu'zhuang'guan
孙行者二调芭蕉扇,sun'xing'zhe'er'diao'ba'jiao'shan
孙行者三调芭蕉扇,sun'xing'zhe'san'tiao'ba'jiao'shan
孙行者施为三折肱,sun'xing'zhe'shi'wei'san'zhe'gong
孙行者一调芭蕉扇,sun'xing'zhe'yi'diao'ba'jiao'shan
孙行者智降妖怪,sun'xing'zhe'zhi'xiang'yao'guai
孙仲谋大战张文远,sun'zhong'mou'da'zhan'zhang'wen'yuan
索贿赂洪先革职,suo'hui'lu'hong'xian'ge'zhi
索隐派,suo'yin'pai
锁战船北军用武,suo'zhan'chuan'bei'jun'yong'wu
他年谁是主,ta'nian'shui'shi'zhu
他生风雪泣牛衣,ta'sheng'feng'xue'qi'niu'yi
太傅丰碑,tai'fu'feng'bei
太行山伍天锡鏖兵,tai'hang'shan'wu'tian'xi'ao'bing
太极悠然可会,tai'ji'you'ran'ke'hui
太史慈酣斗小霸王,tai'shi'ci'han'dou'xiao'ba'wang
太叔带怙宠入宫中,tai'shu'dai'hu'chong'ru'gong'zhong
太虚幻境,tai'xu'huan'jing
太医院冷饮伏阴私,tai'yi'yuan'leng'yin'fu'yin'si
探惊风贾环重结怨,tan'jing'feng'jia'huan'zhong'jie'yuan
探究其本源,tan'jiu'qi'ben'yuan
探君山元戎遭厄难,tan'jun'shan'yuan'rong'zao'e'nan
探囹圄张总兵死义,tan'ling'yu'zhang'zong'bing'si'yi
叹萍踪靡定,tan'ping'zong'mi'ding
坛席即坛位,tan'xi'ji'tan'wei
谭延闿,tan'yan'kai
探佚学,tan'yi'xue
贪淫恋色,tan'yin'lian'se
谭钟麟挽左宗棠,tan'zhong'lin'wan'zuo'zong'tang
倘此后胪传金殿,tang'ci'hou'lu'chuan'jin'dian
唐高祖敕赐鞭锏,tang'gao'zu'chi'ci'bian'jian
棠公尚捐躯奔父难,tang'gong'shang'juan'qu'ben'fu'nan
汤来保欺主背恩,tang'lai'bao'qi'zhu'bei'en
汤隆赚徐宁上山,tang'long'zhuan'xu'ning'shang'shan
堂前有母,tang'qian'you'mu
唐三藏路阻火焰山,tang'san'zang'lu'zu'huo'yan'shan
倘他年化鹤东归,tang'ta'nian'hua'he'dong'gui
唐太宗地府还魂,tang'tai'zong'di'fu'huan'hun
唐长老不贪富贵,tang'zhang'lao'bu'tan'fu'gui
陶恭祖三让徐州,tao'gong'zu'san'rang'xu'zhou
讨汉贼五臣死节,tao'han'zei'wu'chen'si'jie
讨魏国武侯再上表,tao'wei'guo'wu'hou'zai'shang'biao
陶心如,tao'xin'ru
特笔九重孚众论,te'bi'jiu'chong'fu'zhong'lun
特具小酌,te'ju'xiao'zhuo
题北京湖广会馆,ti'bei'jing'hu'guang'hui'guan
题福建省福州涌泉寺法堂,ti'fu'jian'sheng'fu'zhou'yong'quan'si'fa'tang
题福建省福州正谊书院,ti'fu'jian'sheng'fu'zhou'zheng'yi'shu'yuan
题福建省湖南会馆,ti'fu'jian'sheng'hu'nan'hui'guan
题福建省漳州学宫,ti'fu'jian'sheng'zhang'zhou'xue'gong
题福建省漳州芝山书院,ti'fu'jian'sheng'zhang'zhou'zhi'shan'shu'yuan
题甘肃省会宁昭忠祠,ti'gan'su'sheng'hui'ning'zhao'zhong'ci
题甘肃省静宁县宋,ti'gan'su'sheng'jing'ning'xian'song
题甘肃省兰州拂云楼,ti'gan'su'sheng'lan'zhou'fu'yun'lou
题甘肃省兰州甘肃贡院,ti'gan'su'sheng'lan'zhou'gan'su'gong'yuan
题甘肃省兰州节署,ti'gan'su'sheng'lan'zhou'jie'shu
题甘肃省兰州烈妃庙,ti'gan'su'sheng'lan'zhou'lie'fei'miao
题甘肃省兰州某庙戏台,ti'gan'su'sheng'lan'zhou'mou'miao'xi'tai
题甘肃省兰州四川省会馆,ti'gan'su'sheng'lan'zhou'si'chuan'sheng'hui'guan
题甘肃省兰州五泉山大雄宝殿,ti'gan'su'sheng'lan'zhou'wu'quan'shan'da'xiong'bao'dian
题甘肃省兰州中山东园槎亭,ti'gan'su'sheng'lan'zhou'zhong'shan'dong'yuan'cha'ting
题甘肃省兰州中山东园瑞谷亭,ti'gan'su'sheng'lan'zhou'zhong'shan'dong'yuan'rui'gu'ting
题甘肃省兰州中山东园望河楼,ti'gan'su'sheng'lan'zhou'zhong'shan'dong'yuan'wang'he'lou
提纲挈领,ti'gang'qie'ling
提纲正义,ti'gang'zheng'yi
题河南省南阳卧龙岗诸葛草庐,ti'he'nan'sheng'nan'yang'wo'long'gang'zhu'ge'cao'lu
题湖南衡阳莲湖书院,ti'hu'nan'heng'yang'lian'hu'shu'yuan
题湖南省常德关帝庙,ti'hu'nan'sheng'chang'de'guan'di'miao
题湖南省洞庭王庙,ti'hu'nan'sheng'dong'ting'wang'miao
题湖南省衡阳石鼓书院,ti'hu'nan'sheng'heng'yang'shi'gu'shu'yuan
题湖南湘乡昭忠祠,ti'hu'nan'xiang'xiang'zhao'zhong'ci
题江苏省江阴南菁书院藏书楼,ti'jiang'su'sheng'jiang'yin'nan'jing'shu'yuan'cang'shu'lou
题江苏省无锡江阴南菁书院讲堂,ti'jiang'su'sheng'wu'xi'jiang'yin'nan'jing'shu'yuan'jiang'tang
题江苏省无锡梅园,ti'jiang'su'sheng'wu'xi'mei'yuan
题江苏省吴县柳毅井,ti'jiang'su'sheng'wu'xian'liu'yi'jing
题江西奉新九天阁,ti'jiang'xi'feng'xin'jiu'tian'ge
题江西湖口石钟山昭忠祠,ti'jiang'xi'hu'kou'shi'zhong'shan'zhao'zhong'ci
题江西省吴城全楚会馆,ti'jiang'xi'sheng'wu'cheng'quan'chu'hui'guan
题江西吴城望湖亭,ti'jiang'xi'wu'cheng'wang'hu'ting
题金陵湖南会馆,ti'jin'ling'hu'nan'hui'guan
题两江总督衙署,ti'liang'jiang'zong'du'ya'shu
题明景忠壮公祠,ti'ming'jing'zhong'zhuang'gong'ci
题明炼子宁忠肃祠,ti'ming'lian'zi'ning'zhong'su'ci
题明铁铉定祠,ti'ming'tie'xuan'ding'ci
提挈自西东,ti'qie'zi'xi'dong
题青海省西宁风神庙,ti'qing'hai'sheng'xi'ning'feng'shen'miao
题青海省西宁昭忠祠,ti'qing'hai'sheng'xi'ning'zhao'zhong'ci
题诗赢得静工夫,ti'shi'ying'de'jing'gong'fu
题石钟山,ti'shi'zhong'shan
题陶澍,ti'tao'shu
题湘乡东山书院,ti'xiang'xiang'dong'shan'shu'yuan
提刑官引奏朝仪,ti'xing'guan'yin'zou'chao'yi
提引,ti'yin
题浙江省杭州天竺冷泉亭,ti'zhe'jiang'sheng'hang'zhou'tian'zhu'leng'quan'ting
天不许人为岳武穆,tian'bu'xu'ren'wei'yue'wu'mu
天策府众将敲门,tian'ce'fu'zhong'jiang'qiao'men
田光刎颈荐荆轲,tian'guang'wen'jing'jian'jing'ke
天伦乐宝玉呈才藻,tian'lun'le'bao'yu'cheng'cai'zao
天气不寒还不暖,tian'qi'bu'han'hai'bu'nuan
天遣赤须龙下界,tian'qian'chi'xu'long'xia'jie
天遣梵王纳士,tian'qian'fan'wang'na'shi
天上一轮才捧出,tian'shang'yi'lun'cai'peng'chu
天生名世才,tian'sheng'ming'shi'cai
天使梵王纳士,tian'shi'fan'wang'na'shi
