阿忽令,a'hu'ling
一樽浊酒,yi'zun'zhuo'jiu
因打亚仙门前过,yin'da'ya'xian'men'qian'guo
引动人意马心猿,yin'dong'ren'yi'ma'xin'yuan
阴沟里翻船,yin'gou'li'fan'chuan
银汉浮槎,yin'han'fu'cha
尹俊,yin'jun
饮水词笺校,yin'shui'ci'jian'xiao
银台灯灭篆烟残,yin'tai'deng'mie'zhuan'yan'can
隐隐汀洲,yin'yin'ting'zhou
因缘因缘事非偶然,yin'yuan'yin'yuan'shi'fei'ou'ran
英藏敦煌文献,ying'cang'dun'huang'wen'xian
赢都变作了土,ying'dou'bian'zuo'le'tu
迎人笑桃花,ying'ren'xiao'tao'hua
应天长,ying'tian'chang
鹦鹉曲,ying'wu'qu
迎仙客,ying'xian'ke
英雄生于四野,ying'xiong'sheng'yu'si'ye
迎致新祥祓旧殃,ying'zhi'xin'xiang'fu'jiu'yang
咏大蝴蝶,yong'da'hu'die
咏俊妓,yong'jun'ji
用霹雳手段显菩萨心肠,yong'pi'li'shou'duan'xian'pu'sa'xin'chang
用人朝前不用人朝后,yong'ren'chao'qian'bu'yong'ren'chao'hou
用人容易失人难,yong'ren'rong'yi'shi'ren'nan
咏史,yong'shi
庸医杀人不用刀,yong'yi'sha'ren'bu'yong'dao
永远失职永不失业,yong'yuan'shi'zhi'yong'bu'shi'ye
有白衣劝酒杯,you'bai'yi'quan'jiu'bei
有报天天读,you'bao'tian'tian'du
游本嘉,you'ben'jia
又不归来空再三,you'bu'gui'lai'kong'zai'san
又不是黄鹤醉翁,you'bu'shi'huang'he'zui'weng
又不是泣麟悲风,you'bu'shi'qi'lin'bei'feng
又不是清夜闻钟,you'bu'shi'qing'ye'wen'zhong
犹带贾充香,you'dai'jia'chong'xiang
油干灯草尽,you'gan'deng'cao'jin
油葫芦,you'hu'lu
又加上一场症候,you'jia'shang'yi'chang'zheng'hou
有教养与没是非,you'jiao'yang'yu'mei'shi'fei
有借无还再借免谈,you'jie'wu'huan'zai'jie'mian'tan
有借有还再借不难,you'jie'you'huan'zai'jie'bu'nan
又恐傍人笑,you'kong'bang'ren'xiao
又愣又笨又凶又狠,you'leng'you'ben'you'xiong'you'hen
有理走遍天下,you'li'zou'bian'tian'xia
又秋宵,you'qiu'xiao
有仁德高低无怨,you'ren'de'gao'di'wu'yuan
犹是张徽一曲新,you'shi'zhang'hui'yi'qu'xin
游四门,you'si'men
有喜有怒有忧愁,you'xi'you'nu'you'you'chou
又想吃油糕又怕腻了嘴,you'xiang'chi'you'gao'you'pa'ni'le'zui
幽香著人索管领,you'xiang'zhu'ren'suo'guan'ling
有心栽花花不发,you'xin'zai'hua'hua'bu'fa
有血有肉有骨头,you'xue'you'rou'you'gu'tou
又要马儿跑又要马儿不吃草,you'yao'ma'er'pao'you'yao'ma'er'bu'chi'cao
有缘千里来相会,you'yuan'qian'li'lai'xiang'hui
又早别离易,you'zao'bie'li'yi
又早黄昏后,you'zao'huang'hun'hou
忧则忧鸾孤凤单,you'ze'you'luan'gu'feng'dan
玉抱肚,yu'bao'du
雨村词话,yu'cun'ci'hua
愚的是我,yu'de'shi'wo
渔得鱼心满愿足,yu'de'yu'xin'man'yuan'zu
于飞乐,yu'fei'yue
玉骨冰肌凉自生,yu'gu'bing'ji'liang'zi'sheng
玉管宜横清更洁,yu'guan'yi'heng'qing'geng'jie
玉花秋,yu'hua'qiu
玉交枝,yu'jiao'zhi
玉娇枝,yu'jiao'zhi
与李敖打官司,yu'li'ao'da'guan'si
雨霖铃,yu'lin'ling
玉露冷,yu'lu'leng
玉辇不来宫殿闭,yu'nian'bu'lai'gong'dian'bi
玉人罗扇轻缣,yu'ren'luo'shan'qing'jian
玉人齐声叹,yu'ren'qi'sheng'tan
玉双瓶,yu'shuang'ping
欲送春愁何处去,yu'song'chun'chou'he'chu'qu
玉笋挽秋千,yu'sun'wan'qiu'qian
玉台新咏笺注,yu'tai'xin'yong'jian'zhu
玉腕鸣黄金钏,yu'wan'ming'huang'jin'chuan
玉腕上钏儿松,yu'wan'shang'chuan'er'song
玉为舟,yu'wei'zhou
郁贤皓,yu'xian'hao
玉箫声断南楼,yu'xiao'sheng'duan'nan'lou
雨潇潇,yu'xiao'xiao
雨歇云收那情况,yu'xie'yun'shou'na'qing'kuang
欲要做佛事须要有佛心,yu'yao'zuo'fo'shi'xu'yao'you'fo'xin
玉翼蝉,yu'yi'chan
玉翼蝉煞,yu'yi'chan'sha
鱼游春水,yu'you'chun'shui
玉鱼金带,yu'yu'jin'dai
玉宇净无尘,yu'yu'jing'wu'chen
雨云浓,yu'yun'nong
玉盏金波满,yu'zhan'jin'bo'man
豫章城人月圆,yu'zhang'cheng'ren'yue'yuan
遇着风流知音性,yu'zhe'feng'liu'zhi'yin'xing
余振界,yu'zhen'jie
俞正燮,yu'zheng'xie
鸳被不禁昨夜凉,yuan'bei'bu'jin'zuo'ye'liang
怨别离,yuan'bie'li
元和令,yuan'he'ling
院后那娇娃,yuan'hou'na'jiao'wa
远将愁去莫徘徊,yuan'jiang'chou'qu'mo'pai'huai
远来和尚好看经,yuan'lai'he'shang'hao'kan'jing
远亲不如近邻,yuan'qin'bu'ru'jin'lin
远时节几日来也,yuan'shi'jie'ji'ri'lai'ye
远水救不了近火,yuan'shui'jiu'bu'liao'jin'huo
员外心坚,yuan'wai'xin'jian
鸳鸯儿,yuan'yang'er
鸳鸯煞,yuan'yang'sha
园泽,yuan'ze
元稹集,yuan'zhen'ji
岳伯川,yue'bo'chuan
月残花落,yue'can'hua'luo
月淡时,yue'dan'shi
月淡烟深听牧笛,yue'dan'yan'shen'ting'mu'di
月底花间酒壶,yue'di'hua'jian'jiu'hu
月儿弯,yue'er'wan
月儿西,yue'er'xi
乐府雅词,yue'fu'ya'ci
月过十五光明少,yue'guo'shi'wu'guang'ming'shao
约翰生,yue'han'sheng
越间阻越情忺,yue'jian'zu'yue'qing'xian
阅金经,yue'jin'jing
月明南内更无人,yue'ming'nan'nei'geng'wu'ren
月明中,yue'ming'zhong
越恁的难调理,yue'nen'de'nan'tiao'li
越恁瘦岩岩,yue'nen'shou'yan'yan
月上海棠,yue'shang'hai'tang
越调,yue'tiao
月下砧声幽,yue'xia'zhen'sheng'you
月在柳梢头,yue'zai'liu'shao'tou
樂章集校注,yue'zhang'ji'jiao'zhu
月照庭,yue'zhao'ting
云兜香冷,yun'dou'xiang'leng
云鬟风鬓浅梳妆,yun'huan'feng'bin'qian'shu'zhuang
云鬟雾鬓胜堆鸦,yun'huan'wu'bin'sheng'dui'ya
云里千条路云外路无数,yun'li'qian'tiao'lu'yun'wai'lu'wu'shu
恽南田,yun'nan'tian
云平楚岫,yun'ping'chu'xiu
运去金成铁时来铁是金,yun'qu'jin'cheng'tie'shi'lai'tie'shi'jin
云韶集,yun'shao'ji
云收雨过波添,yun'shou'yu'guo'bo'tian
云影湖光淡无际,yun'ying'hu'guang'dan'wu'ji
韵悠扬,yun'you'yang
郓州春,yun'zhou'chun
杂评鲁迅和他孙子,za'ping'lu'xun'he'ta'sun'zi
再不见烟村四五家,zai'bu'jian'yan'cun'si'wu'jia
载了筋斗怨地皮,zai'le'jin'dou'yuan'di'pi
在人矮檐下不得不低头,zai'ren'ai'yan'xia'bu'de'bu'di'tou
在天涯,zai'tian'ya
宰相五更寒,zai'xiang'wu'geng'han
簪花压帽檐低,zan'hua'ya'mao'yan'di
暂时放下,zan'shi'fang'xia
咱为甚妆妆频觑,zan'wei'shen'zhuang'zhuang'pin'qu
暂消忧,zan'xiao'you
早难道外宣无病,zao'nan'dao'wai'xuan'wu'bing
早难道香腮左右偎,zao'nan'dao'xiang'sai'zuo'you'wei
皂旗儿,zao'qi'er
皂旗令,zao'qi'ling
早松了金钏,zao'song'le'jin'chuan
早乡词,zao'xiang'ci
枣乡词,zao'xiang'ci
糟腌两个功名字,zao'yan'liang'ge'gong'ming'zi
则被你个肯字儿,ze'bei'ni'ge'ken'zi'er
则待强簪花,ze'dai'qiang'zan'hua
则告与那能索债愁眉泪眼,ze'gao'yu'na'neng'suo'zhai'chou'mei'lei'yan
则见双燕斗衔泥,ze'jian'shuang'yan'dou'xian'ni
则是看一宿牙梳背,ze'shi'kan'yi'xiu'ya'shu'bei
则索项窝里长吁气,ze'suo'xiang'wo'li'chang'xu'qi
则听得黄犬吠柴门,ze'ting'de'huang'quan'fei'chai'men
则要敬爱相怜,ze'yao'jing'ai'xiang'lian
贼人来至,zei'ren'lai'zhi
怎生不捎带个字儿来,zen'sheng'bu'shao'dai'ge'zi'er'lai
怎生救咱全家祸,zen'sheng'jiu'zan'quan'jia'huo
怎脱马嵬灾,zen'tuo'ma'wei'zai
怎想着金山寺壁上诗,zen'xiang'zhe'jin'shan'si'bi'shang'shi
怎知他,zen'zhi'ta
曾巩集,zeng'gong'ji
增加词条链接,zeng'jia'ci'tiao'lian'jie
增加诗词链接,zeng'jia'shi'ci'lian'jie
增加图片资料,zeng'jia'tu'pian'zi'liao
增加文字内容,zeng'jia'wen'zi'nei'rong
眨巴眼看他,zha'ba'yan'kan'ta
査初白,zha'chu'bai
乍孤眠好教人情兴懒,zha'gu'mian'hao'jiao'ren'qing'xing'lan
寨儿令,zhai'er'ling
詹安泰,zhan'an'tai
斩草不除根萌芽依旧生,zhan'cao'bu'chu'gen'meng'ya'yi'jiu'sheng
占春魁,zhan'chun'kui
展开统战,zhan'kai'tong'zhan
崭露头角,zhan'lu'tou'jiao
展眉尖,zhan'mei'jian
詹永杰,zhan'yong'jie
占镇中原,zhan'zhen'zhong'yuan
张瑷签,zhang'ai'qian
张端义,zhang'duan'yi
张国宝,zhang'guo'bao
张鸿学,zhang'hong'xue
张健伊,zhang'jian'yi
张九龄集校注,zhang'jiu'ling'ji'jiao'zhu
张九元帅,zhang'jiu'yuan'shuai
张耒集,zhang'lei'ji
杖藜头酒挑,zhang'li'tou'jiu'tiao
张良弼,zhang'liang'bi
张良辞汉全身计,zhang'liang'ci'han'quan'shen'ji
张梦符,zhang'meng'fu
张寿卿,zhang'shou'qing
张思岩,zhang'si'yan
章文虎,zhang'wen'hu
章檄,zhang'xi
张綖,zhang'xian
长相左右,zhang'xiang'zuo'you
张小白,zhang'xiao'bai
张孝祥词校笺,zhang'xiao'xiang'ci'xiao'jian
张秀才能书妙染,zhang'xiu'cai'neng'shu'miao'ran
张炎,zhang'yan
掌中仙,zhang'zhong'xian
张子益,zhang'zi'yi
赵良弼,zhao'liang'bi
赵汝茪,zhao'ru'guang
赵汝迕,zhao'ru'wu
赵世杰,zhao'shi'jie
昭义攻讨,zhao'yi'gong'tao
昭义镇,zhao'yi'zhen
昭应县,zhao'ying'xian
赵元任,zhao'yuan'ren
朝云暮雨,zhao'yun'mu'yu
招飐青旗挂,zhao'zhan'qing'qi'gua
赵子昂,zhao'zi'ang
赵尊岳,zhao'zun'yue
者刺古,zhe'ci'gu
这方儿到处难寻,zhe'fang'er'dao'chu'nan'xun
鹧鸪飞起春罗袖,zhe'gu'fei'qi'chun'luo'xiu
鹧鸪风里欲偏斜,zhe'gu'feng'li'yu'pian'xie
鹧鸪天,zhe'gu'tian
折桂令,zhe'gui'ling
这裹肚常系在心头,zhe'guo'du'chang'xi'zai'xin'tou
柘黄袍袖泪潜然,zhe'huang'pao'xiu'lei'qian'ran
折抹待占,zhe'mo'dai'zhan
这其间,zhe'qi'jian
这衫儿穿的着皮肉,zhe'shan'er'chuan'de'zhe'pi'rou
着谁传芳信,zhe'shui'chuan'fang'xin
这袜儿管束你胡行乱走,zhe'wa'er'guan'shu'ni'hu'xing'luan'zou
折苇枯蒲寒意深,zhe'wei'ku'pu'han'yi'shen
这样病儿谁惯耽,zhe'yang'bing'er'shui'guan'dan
这殷勤着甚来由,zhe'yin'qin'zhe'shen'lai'you
这里打哈欠那里送枕头,zhei'li'da'ha'qian'na'li'song'zhen'tou
真个醉,zhen'ge'zui
镇江回,zhen'jiang'hui
真乃上有天堂,zhen'nai'shang'you'tian'tang
真情不悔,zhen'qing'bu'hui
真如解语花,zhen'ru'jie'yu'hua
阵阵赢,zhen'zhen'ying
珍珠马,zhen'zhu'ma
正宫,zheng'gong
郑光祖,zheng'guang'zu
郑恒枉自胡来缠,zheng'heng'wang'zi'hu'lai'chan
正漏断人初静,zheng'lou'duan'ren'chu'jing
正青春,zheng'qing'chun
正清樽斟泼醅,zheng'qing'zun'zhen'po'pei
争甚么,zheng'shen'me
正是那西厢月上时,zheng'shi'na'xi'xiang'yue'shang'shi
正体七律,zheng'ti'qi'lv
正体中文,zheng'ti'zhong'wen
郑廷玉,zheng'ting'yu
郑元和,zheng'yuan'he
正撞着一帆风赶上水,zheng'zhuang'zhe'yi'fan'feng'gan'shang'shui
止把酸醋当归浸,zhi'ba'suan'cu'dang'gui'jin
纸包不住火,zhi'bao'bu'zhu'huo
志波,zhi'bo
止不过迭应举,zhi'bu'guo'die'ying'ju
止不过赶嫁妆,zhi'bu'guo'gan'jia'zhuang
直苍赶狗回头一口,zhi'cang'gan'gou'hui'tou'yi'kou
咫尺的天南地北,zhi'chi'de'tian'nan'di'bei
咫尺间如同间阔,zhi'chi'jian'ru'tong'jian'kuo
指法轻,zhi'fa'qing
知己能几人,zhi'ji'neng'ji'ren
只见草萧疏,zhi'jian'cao'xiao'shu
至今遗恨迷烟树,zhi'jin'yi'hen'mi'yan'shu
只恐怕母亲做猜,zhi'kong'pa'mu'qin'zuo'cai
只恐闲人是贵人,zhi'kong'xian'ren'shi'gui'ren
枳郎儿,zhi'lang'er
只落得两下里获铎,zhi'luo'de'liang'xia'li'huo'duo
只怕阴阳两面刀,zhi'pa'yin'yang'liang'mian'dao
指亲不富看嘴不饱,zhi'qin'bu'fu'kan'zui'bu'bao
知秋令,zhi'qiu'ling
指觑窝落在花柳场边,zhi'qu'wo'luo'zai'hua'liu'chang'bian
知荣知辱牢缄口,zhi'rong'zhi'ru'lao'jian'kou
指煞,zhi'sha
枝上柳绵飞,zhi'shang'liu'mian'fei
知他是命福如何,zhi'ta'shi'ming'fu'ru'he
知他是甚病疾,zhi'ta'shi'shen'bing'ji
只为你倚门待月,zhi'wei'ni'yi'men'dai'yue
指下风生,zhi'xia'feng'sheng
纸鹞儿休将人厮应付,zhi'yao'er'xiu'jiang'ren'si'ying'fu
只宜铺枕簟,zhi'yi'pu'zhen'dian
知音的则是知音,zhi'yin'de'ze'shi'zhi'yin
终非吾土,zhong'fei'wu'tu
中古文学集团,zhong'gu'wen'xue'ji'tuan
中国大文学史,zhong'guo'da'wen'xue'shi
中国古代文论史,zhong'guo'gu'dai'wen'lun'shi
中国古代文学基础,zhong'guo'gu'dai'wen'xue'ji'chu
中国古代文学理论教程,zhong'guo'gu'dai'wen'xue'li'lun'jiao'cheng
中国古典文学接受史,zhong'guo'gu'dian'wen'xue'jie'shou'shi
中国古典文学研究史,zhong'guo'gu'dian'wen'xue'yan'jiu'shi
中国近代史新论,zhong'guo'jin'dai'shi'xin'lun
中国历代名赋大观,zhong'guo'li'dai'ming'fu'da'guan
中国人文的机会,zhong'guo'ren'wen'de'ji'hui
中国俗文学史,zhong'guo'su'wen'xue'shi
中国文学发展史,zhong'guo'wen'xue'fa'zhan'shi
中国文学精神,zhong'guo'wen'xue'jing'shen
中国文学理论史简编,zhong'guo'wen'xue'li'lun'shi'jian'bian
中国文学批评史新编,zhong'guo'wen'xue'pi'ping'shi'xin'bian
中国文学史四十讲,zhong'guo'wen'xue'shi'si'shi'jiang
中国性研究,zhong'guo'xing'yan'jiu
中华人民共和国法律汇编,zhong'hua'ren'min'gong'he'guo'fa'lv'hui'bian
重辑李清照集,zhong'ji'li'qing'zhao'ji
中吕,zhong'lv
中吕宫,zhong'lv'gong
钟嗣成,zhong'si'cheng
忠言逆耳利于行,zhong'yan'ni'er'li'yu'xing
重有感,zhong'you'gan
周济,zhou'ji
周盛,zhou'sheng
皱水轩词筌,zhou'shui'xuan'ci'quan
周文质,zhou'wen'zhi
昼夜乐,zhou'ye'le
周永年,zhou'yong'nian
骤雨打新荷,zhou'yu'da'xin'he
骤雨滴残才住声,zhou'yu'di'can'cai'zhu'sheng
周煇,zhou'yun
周之琦,zhou'zhi'qi
猪吃菜使羊扒,zhu'chi'cai'shi'yang'ba
诸传戏都难,zhu'chuan'xi'dou'nan
嘱咐休忘旧,zhu'fu'xiu'wang'jiu
诸葛三分汉,zhu'ge'san'fen'han
珠花簃词话,zhu'hua'yi'ci'hua
朱惠良,zhu'hui'liang
朱凯,zhu'kai
竹篱茅舍,zhu'li'mao'she
朱履曲,zhu'lv'qu
驻马听,zhu'ma'ting
驻马听近,zhu'ma'ting'jin
朱门酒肉臭路有冻死骨,zhu'men'jiu'rou'chou'lu'you'dong'si'gu
烛灭银台,zhu'mie'yin'tai
助起骚人兴,zhu'qi'sao'ren'xing
渚山堂词话,zhu'shan'tang'ci'hua
著书都为稻粱谋,zhu'shu'dou'wei'dao'liang'mou
朱淑真,zhu'shu'zhen
朱淑真集注,zhu'shu'zhen'ji'zhu
竹西歌吹,zhu'xi'ge'chui
朱颜渐老,zhu'yan'jian'lao
朱颜绿鬓芳年,zhu'yan'lv'bin'fang'nian
朱彝尊,zhu'yi'zun
竹枝歌,zhu'zhi'ge
转调货郎儿,zhuan'diao'huo'lang'er
转调煞,zhuan'diao'sha
赚煞,zhuan'sha
赚煞尾,zhuan'sha'wei
赚尾,zhuan'wei
妆点蟠桃宴,zhuang'dian'pan'tao'yan
追求真理打击不义,zhui'qiu'zhen'li'da'ji'bu'yi
拙鲁速,zhuo'lu'su
啄木儿煞,zhuo'mu'er'sha
啄木儿煞调本中吕,zhuo'mu'er'sha'tiao'ben'zhong'lv
灼灼花如绣,zhuo'zhuo'hua'ru'xiu
兹德涅克,zi'de'nie'ke
自古瓜儿苦后甜,zi'gu'gua'er'ku'hou'tian
自古华山路一条,zi'gu'hua'shan'lu'yi'tiao
自古来女大难留,zi'gu'lai'nv'da'nan'liu
自古与流传,zi'gu'yu'liu'chuan
子规啼,zi'gui'ti
紫花儿序,zi'hua'er'xu
自己挑担重千斤,zi'ji'tiao'dan'zhong'qian'jin
自了汉,zi'liao'han
自送别,zi'song'bie
自诉情衷,zi'su'qing'zhong
子系中山狼,zi'xi'zhong'shan'lang
紫箫吹断繁华梦,zi'xiao'chui'duan'fan'hua'meng
自心中祷告天,zi'xin'zhong'dao'gao'tian
自由中国,zi'you'zhong'guo
自由主义,zi'you'zhu'yi
自由主义者,zi'you'zhu'yi'zhe
纵有相思泪痕,zong'you'xiang'si'lei'hen
足寒伤心民怨伤国,zu'han'shang'xin'min'yuan'shang'guo
钻入安乐窝,zuan'ru'an'le'wo
醉春风,zui'chun'feng
醉扶归,zui'fu'gui
醉高歌,zui'gao'ge
最高楼,zui'gao'lou
醉归扶路,zui'gui'fu'lu
醉后才觉酒浓,zui'hou'cai'jue'jiu'nong
最后一个知识份子,zui'hou'yi'ge'zhi'shi'fen'zi
醉花阴,zui'hua'yin
醉魂儿难挣挫,zui'hun'er'nan'zheng'cuo
醉酒淹衫袖湿,zui'jiu'yan'shan'xiu'shi
醉留连,zui'liu'lian
醉模糊归去好,zui'mo'hu'gui'qu'hao
醉娘子,zui'niang'zi
嘴上无毛办事不牢,zui'shang'wu'mao'ban'shi'bu'lao
醉时记得,zui'shi'ji'de
醉时系著古梅林,zui'shi'xi'zhu'gu'mei'lin
醉太平,zui'tai'ping
醉仙桃,zui'xian'tao
醉乡春,zui'xiang'chun
醉雁儿,zui'yan'er
醉也摩挲,zui'ye'ma'sa
醉簪花,zui'zan'hua
醉中谈谑坐中倾,zui'zhong'tan'xue'zuo'zhong'qing
醉中天,zui'zhong'tian
樽前万事休提,zun'qian'wan'shi'xiu'ti
樽前作剧莫相笑,zun'qian'zuo'ju'mo'xiang'xiao
左庵词话,zuo'an'ci'hua
坐吃山空立地吃陷,zuo'chi'shan'kong'li'di'chi'xian
做人当如斗战胜佛,zuo'ren'dang'ru'dou'zhan'sheng'fo
佐饔得尝佐斗得伤,zuo'yong'de'chang'zuo'dou'de'shang
作者简介,zuo'zhe'jian'jie
