阿谁扶上马,a'shui'fu'shang'ma
榜人投岸火,bang'ren'tou'an'huo
傍滩舟欲横,bang'tan'zhou'yu'heng
傍闻九陌中,bang'wen'jiu'mo'zhong
傍险山查立,bang'xian'shan'zha'li
傍崖采蜂蜜,bang'ya'cai'feng'mi
傍檐虫挂静,bang'yan'chong'gua'jing
谤远人多惑,bang'yuan'ren'duo'huo
傍瞻戴颙路,bang'zhan'dai'yong'lu
曝成仙人掌,bao'cheng'xian'ren'zhang
抱冲俱寡营,bao'chong'ju'gua'ying
报仇六国闻,bao'chou'liu'guo'wen
报仇千里如咫尺,bao'chou'qian'li'ru'zhi'chi
宝刀截流水,bao'dao'jie'liu'shui
宝刀隐玉匣,bao'dao'yin'yu'xia
报德有微身,bao'de'you'wei'shen
薄德中见捐,bao'de'zhong'jian'juan
报恩身未死,bao'en'shen'wei'si
报恩唯有死,bao'en'wei'you'si
报尔东方旭,bao'er'dong'fang'xu
宝筏度迷川,bao'fa'du'mi'chuan
报国死何难,bao'guo'si'he'nan
报国有长策,bao'guo'you'chang'ce
报国有壮心,bao'guo'you'zhuang'xin
报韩虽不成,bao'han'sui'bu'cheng
包虎戢金戈,bao'hu'ji'jin'ge
薄宦各飘飏,bao'huan'ge'piao'yang
包荒匿瑕,bao'huang'ni'xia
报疾到贫家,bao'ji'dao'pin'jia
抱疾阻良宴,bao'ji'zu'liang'yan
抱剑辞高堂,bao'jian'ci'gao'tang
宝剑双蛟龙,bao'jian'shuang'jiao'long
宝剑雪生光,bao'jian'xue'sheng'guang
宝剑直千金,bao'jian'zhi'qian'jin
宝剑终难托,bao'jian'zhong'nan'tuo
宝镜挂秋水,bao'jing'gua'qiu'shui
宝镜似空水,bao'jing'si'kong'shui
宝镜匣苍藓,bao'jing'xia'cang'xian
苞卷金缕褐,bao'juan'jin'lv'he
曝裈还当屋,bao'kun'hai'dang'wu
薄劣翻居后,bao'lie'fan'ju'hou
宝马丽绝景,bao'ma'li'jue'jing
包纳无小大,bao'na'wu'xiao'da
褒女惑周,bao'nv'huo'zhou
抱琴出深竹,bao'qin'chu'shen'zhu
抱琴看鹤去,bao'qin'kan'he'qu
抱琴来取醉,bao'qin'lai'qu'zui
抱琴时弄月,bao'qin'shi'nong'yue
饱肉不肯飞,bao'rou'bu'ken'fei
宝瑟凝凉氛,bao'se'ning'liang'fen
鲍生荐夷吾,bao'sheng'jian'yi'wu
抱石耻献玉,bao'shi'chi'xian'yu
宝书玉剑挂高阁,bao'shu'yu'jian'gua'gao'ge
抱素寄精庐,bao'su'ji'jing'lu
薄俗弃高贤,bao'su'qi'gao'xian
薄俗徒云云,bao'su'tu'yun'yun
宝塔凌苍苍,bao'ta'ling'cang'cang
抱瓮灌秋蔬,bao'weng'guan'qiu'shu
报我在微官,bao'wo'zai'wei'guan
褒贤待诏书,bao'xian'dai'zhao'shu
薄游长安中,bao'you'chang'an'zhong
薄游成久游,bao'you'cheng'jiu'you
薄游五府都,bao'you'wu'fu'dou
抱玉入楚国,bao'yu'ru'chu'guo
抱瘵知旷职,bao'zhai'zhi'kuang'zhi
抱子弄白云,bao'zi'nong'bai'yun
碑版有残铭,bei'ban'you'can'ming
北船来自缓,bei'chuan'lai'zi'huan
北窗常昼眠,bei'chuang'chang'zhou'mian
北怆河梁别,bei'chuang'he'liang'bie
北窗欹枕望频搔,bei'chuang'qi'zhen'wang'pin'sao
北窗犹卧病,bei'chuang'you'wo'bing
北窗醉如泥,bei'chuang'zui'ru'ni
北地虽夸上林苑,bei'di'sui'kua'shang'lin'yuan
北地无人空月明,bei'di'wu'ren'kong'yue'ming
北斗不酌酒,bei'dou'bu'zhuo'jiu
北斗错落长庚明,bei'dou'cuo'luo'chang'geng'ming
北斗已挂西城楼,bei'dou'yi'gua'xi'cheng'lou
北斗酌美酒,bei'dou'zhuo'mei'jiu
背恩惭皎日,bei'en'can'jiao'ri
悲风白杨树,bei'feng'bai'yang'shu
北风吹海雁,bei'feng'chui'hai'yan
北风吹裙带,bei'feng'chui'qun'dai
北风吹雁数声悲,bei'feng'chui'yan'shu'sheng'bei
北风吹雨雪,bei'feng'chui'yu'xue
北风江上寒,bei'feng'jiang'shang'han
悲风来孟津,bei'feng'lai'meng'jin
北酆落死名,bei'feng'luo'si'ming
悲风鸣森柯,bei'feng'ming'sen'ke
悲风四边来,bei'feng'si'bian'lai
北风扬胡沙,bei'feng'yang'hu'sha
背风振六翮,bei'feng'zhen'liu'he
悲歌但长吁,bei'ge'dan'chang'yu
悲歌难重论,bei'ge'nan'zhong'lun
悲歌向故园,bei'ge'xiang'gu'yuan
悲歌向暮空,bei'ge'xiang'mu'kong
北宫邀上元,bei'gong'yao'shang'yuan
北固临京口,bei'gu'lin'jing'kou
北海李使君,bei'hai'li'shi'jun
北海樽留客,bei'hai'zun'liu'ke
悲号绝中肠,bei'hao'jue'zhong'chang
被褐来上京,bei'he'lai'shang'jing
被褐息山阴,bei'he'xi'shan'yin
悲魂最易销,bei'hun'zui'yi'xiao
北夹湖沟道,bei'jia'hu'gou'dao
北涧流恒满,bei'jian'liu'heng'man
北将天柱邻,bei'jiang'tian'zhu'lin
贝锦粲然,bei'jin'can'ran
贝锦且成诗,bei'jin'qie'cheng'shi
杯酒故人违,bei'jiu'gu'ren'wei
倍觉下楼迟,bei'jue'xia'lou'chi
悲君重窜身,bei'jun'zhong'cuan'shen
北寇无涯畔,bei'kou'wu'ya'pan
悲来不吟还不笑,bei'lai'bu'yin'hai'bu'xiao
悲来欲脱剑,bei'lai'yu'tuo'jian
悲凉物已秋,bei'liang'wu'yi'qiu
北林积修树,bei'lin'ji'xiu'shu
北陵井深凿不到,bei'ling'jing'shen'zao'bu'dao
北邙路非远,bei'mang'lu'fei'yuan
悲鸣别故林,bei'ming'bie'gu'lin
悲鸣相追攀,bei'ming'xiang'zhui'pan
北溟有巨鱼,bei'ming'you'ju'yu
北去南来不逾月,bei'qu'nan'lai'bu'yu'yue
北去向长安,bei'qu'xiang'chang'an
杯劝天上月,bei'quan'tian'shang'yue
北阙青云不可期,bei'que'qing'yun'bu'ke'qi
北阙圣人歌太康,bei'que'sheng'ren'ge'tai'kang
北阙休上书,bei'que'xiu'shang'shu
北山白云里,bei'shan'bai'yun'li
北山独酌,bei'shan'du'zhuo
北山归草堂,bei'shan'gui'cao'tang
北上何所苦,bei'shang'he'suo'ku
北上缘太行,bei'shang'yuan'tai'hang
悲声切暝风,bei'sheng'qie'ming'feng
被讼赴急,bei'song'fu'ji
北堂千万寿,bei'tang'qian'wan'shou
北眺崿嶂奇,bei'tiao'e'zhang'qi
北土非吾愿,bei'tu'fei'wu'yuan
北望五陵间,bei'wang'wu'ling'jian
卑位徒劳安,bei'wei'tu'lao'an
悲心夜忡忡,bei'xin'ye'chong'chong
北洫敞高明,bei'xu'chang'gao'ming
北雁春归看欲尽,bei'yan'chun'gui'kan'yu'jin
背岩惟有两三枝,bei'yan'wei'you'liang'san'zhi
贝叶传金口,bei'ye'chuan'jin'kou
杯以倾美酒,bei'yi'qing'mei'jiu
悲吟雨雪动林木,bei'yin'yu'xue'dong'lin'mu
北拥鲁阳关,bei'yong'lu'yang'guan
悲与此同,bei'yu'ci'tong
悲羽化之难齐,bei'yu'hua'zhi'nan'qi
陂溠写江潢,bei'zha'xie'jiang'huang
北宅聊偃憩,bei'zhai'liao'yan'qi
北指严光濑,bei'zhi'yan'guang'lai
北渚既荡漾,bei'zhu'ji'dang'yang
北渚三更闻过雁,bei'zhu'san'geng'wen'guo'yan
悲作楚地囚,bei'zuo'chu'di'qiu
奔车得停轨,ben'che'de'ting'gui
奔蹙横澄潭,ben'cu'heng'cheng'tan
奔晷复西驰,ben'gui'fu'xi'chi
本家聊摄城,ben'jia'liao'she'cheng
本家零落尽,ben'jia'ling'luo'jin
本家陇西人,ben'jia'long'xi'ren
奔鲸夹黄河,ben'jing'jia'huang'he
奔流若会溟,ben'liu'ruo'hui'ming
本求文举识,ben'qiu'wen'ju'shi
本是楚家玉,ben'shi'chu'jia'yu
本是风流地,ben'shi'feng'liu'de
本是江南客,ben'shi'jiang'nan'ke
本是墙东隐,ben'shi'qiang'dong'yin
本是疏散人,ben'shi'shu'san'ren
本是天池龙,ben'shi'tian'chi'long
本是诸生守文墨,ben'shi'zhu'sheng'shou'wen'mo
奔亡道中五首,ben'wang'dao'zhong'wu'shou
本为休明人,ben'wei'xiu'ming'ren
本无轩裳契,ben'wu'xuan'shang'qi
本以佐雍熙,ben'yi'zuo'yong'xi
本有五湖心,ben'you'wu'hu'xin
本欲避骢马,ben'yu'bi'cong'ma
本与戴征君,ben'yu'dai'zheng'jun
本与鹪鹩群,ben'yu'jiao'liao'qun
本在孟津居,ben'zai'meng'jin'ju
本自波中有,ben'zi'bo'zhong'you
本自求彭泽,ben'zi'qiu'peng'ze
本自习家流,ben'zi'xi'jia'liu
本自有光辉,ben'zi'you'guang'hui
本自玉阶人,ben'zi'yu'jie'ren
奔走相驰突,ben'zou'xiang'chi'tu
本作一行书,ben'zuo'yi'xing'shu
崩腾胡尘起,beng'teng'hu'chen'qi
崩腾夏雷吼,beng'teng'xia'lei'hou
崩腾醉中流,beng'teng'zui'zhong'liu
崩云使人惊,beng'yun'shi'ren'jing
彼苍何暧昧,bi'cang'he'ai'mei
碧草生旧迹,bi'cao'sheng'jiu'ji
碧草已满地,bi'cao'yi'man'di
碧窗纷纷下落花,bi'chuang'fen'fen'xia'luo'hua
薜带何辞楚,bi'dai'he'ci'chu
比德岂为邻,bi'de'qi'wei'lin
避地司空原言怀,bi'di'si'kong'yuan'yan'huai
避地衣冠尽向南,bi'di'yi'guan'jin'xiang'nan
彼纷者务,bi'fen'zhe'wu
碧峰巉岩绿水回,bi'feng'chan'yan'lv'shui'hui
笔锋杀尽中山兔,bi'feng'sha'jin'zhong'shan'tu
鄙夫今夜兴,bi'fu'jin'ye'xing
必复其庆,bi'fu'qi'qing
彼妇人之猖狂,bi'fu'ren'zhi'chang'kuang
彼妇人之淫昏,bi'fu'ren'zhi'yin'hun
敝服徒行入市中,bi'fu'tu'xing'ru'shi'zhong
比干谏而死,bi'gan'jian'er'si
閟宫凌紫微,bi'gong'ling'zi'wei
闭骨茅山冈,bi'gu'mao'shan'gang
闭关草太玄,bi'guan'cao'tai'xuan
闭关花药盛,bi'guan'hua'yao'sheng
闭关久沈冥,bi'guan'jiu'shen'ming
彼何人斯,bi'he'ren'si
碧荷生幽泉,bi'he'sheng'you'quan
闭户沣水曲,bi'hu'feng'shui'qu
闭户临寒竹,bi'hu'lin'han'zhu
避祸入羊中,bi'huo'ru'yang'zhong
碧涧苍松五粒稀,bi'jian'cang'song'wu'li'xi
闭剑琉璃匣,bi'jian'liu'li'xia
彼骄者子,bi'jiao'zhe'zi
毕景共谈笑,bi'jing'gong'tan'xiao
笔精妙入神,bi'jing'miao'ru'shen
彼劳者子,bi'lao'zhe'zi
壁垒颓层穹,bi'lei'tui'ceng'qiong
壁立千峰峻,bi'li'qian'feng'jun
碧流环转青锦湍,bi'liu'huan'zhuan'qing'jin'tuan
碧琉璃簟井冰寒,bi'liu'li'dian'jing'bing'han
碧柳青青塞马多,bi'liu'qing'qing'sai'ma'duo
碧流日更长,bi'liu'ri'geng'chang
弊庐隔尘喧,bi'lu'ge'chen'xuan
弊庐在郭外,bi'lu'zai'guo'wai
彼陆之子,bi'lu'zhi'zi
薜萝为缙绅,bi'luo'wei'jin'shen
彼美佞邪子,bi'mei'ning'xie'zi
彼美淑人,bi'mei'shu'ren
闭门不出自焚香,bi'men'bu'chu'zi'fen'xiang
闭门江汉阴,bi'men'jiang'han'yin
闭门空有雪,bi'men'kong'you'xue
闭门木叶下,bi'men'mu'ye'xia
闭门三四年,bi'men'san'si'nian
闭门亭午时,bi'men'ting'wu'shi
闭门无世喧,bi'men'wu'shi'xuan
蔽目不得语,bi'mu'bu'de'yu
弊裘耻妻嫂,bi'qiu'chi'qi'sao
毕趣当来同,bi'qu'dang'lai'tong
鄙人徒区区,bi'ren'tu'qu'qu
碧山对青楼,bi'shan'dui'qing'lou
碧山青江几超忽,bi'shan'qing'jiang'ji'chao'hu
避事多称疾,bi'shi'duo'cheng'ji
必是宫中第一人,bi'shi'gong'zhong'di'yi'ren
避事乐空林,bi'shi'le'kong'lin
碧石青苔满树阴,bi'shi'qing'tai'man'shu'yin
匕首插吴鸿,bi'shou'cha'wu'hong
碧树鸣黄鹂,bi'shu'ming'huang'li
碧树森森迎,bi'shu'sen'sen'ying
碧树摇苍空,bi'shu'yao'cang'kong
碧水东流至北回,bi'shui'dong'liu'zhi'bei'hui
碧水浩浩云茫茫,bi'shui'hao'hao'yun'mang'mang
碧水映丹霞,bi'shui'ying'dan'xia
必死耀丹诚,bi'si'yao'dan'cheng
鄙俗那劳似,bi'su'na'lao'si
鸊鹈泉上战初归,bi'ti'quan'shang'zhan'chu'gui
鸊鹈新淬剑光寒,bi'ti'xin'cui'jian'guang'han
笔题月氏书,bi'ti'yue'zhi'shu
碧天如水倚红楼,bi'tian'ru'shui'yi'hong'lou
逼天扫峰翠,bi'tian'sao'feng'cui
碧网交红树,bi'wang'jiao'hong'shu
彼蔚者竹,bi'wei'zhe'zhu
彼翁羽翼成,bi'weng'yu'yi'cheng
彼我俱若丧,bi'wo'ju'ruo'sang
彼物皆有托,bi'wu'jie'you'tuo
彼吴之墟,bi'wu'zhi'xu
碧溪常共赏,bi'xi'chang'gong'shang
鼻息干虹蜺,bi'xi'gan'hong'ni
彼希客星隐,bi'xi'ke'xing'yin
陛下应运起,bi'xia'ying'yun'qi
碧叶成黄泥,bi'ye'cheng'huang'ni
璧遗镐池君,bi'yi'gao'chi'jun
比翼趋丹陛,bi'yi'qu'dan'bi
彼亦一时,bi'yi'yi'shi
彼游惟帆,bi'you'wei'fan
碧云敛海色,bi'yun'lian'hai'se
敝缊袍多补,bi'yun'pao'duo'bu
碧嶂尽晴空,bi'zhang'jin'qing'kong
彼郑之子,bi'zheng'zhi'zi
笔踪起龙虎,bi'zong'qi'long'hu
鞭草理芳穗,bian'cao'li'fang'sui
边尘染衣剑,bian'chen'ran'yi'jian
边城已在虏城中,bian'cheng'yi'zai'lu'cheng'zhong
边地行人少,bian'di'xing'ren'shao
遍地寻僧同看雪,bian'di'xun'seng'tong'kan'xue
便睹广陵涛,bian'du'guang'ling'tao
边烽列嵯峨,bian'feng'lie'cuo'e
边烽晚立旗,bian'feng'wan'li'qi
边风战地愁,bian'feng'zhan'di'chou
遍观云梦野,bian'guan'yun'meng'ye
卞和献君门,bian'he'xian'jun'men
变黄随淑景,bian'huang'sui'shu'jing
便即下阶拜,bian'ji'xia'jie'bai
便将浓艳斗繁红,bian'jiang'nong'yan'dou'fan'hong
便就南亭里,bian'jiu'nan'ting'li
便觉一年老,bian'jue'yi'nian'lao
便堪休去程,bian'kan'xiu'qu'cheng
边马为回首,bian'ma'wei'hui'shou
便驱鸡犬向山行,bian'qu'ji'quan'xiang'shan'xing
边人接晓行,bian'ren'jie'xiao'xing
边人饲豺虎,bian'ren'si'chai'hu
边韶白日眠,bian'shao'bai'ri'mian
边声日夜合,bian'sheng'ri'ye'he
遍识才人字,bian'shi'cai'ren'zi
鞭尸辱已及,bian'shi'ru'yi'ji
边霜昨夜堕关榆,bian'shuang'zuo'ye'duo'guan'yu
汴水东流无限春,bian'shui'dong'liu'wu'xian'chun
便送江东去,bian'song'jiang'dong'qu
边庭汉仪重,bian'ting'han'yi'zhong
边庭用兵早,bian'ting'yong'bing'zao
边头射雕将,bian'tou'she'diao'jiang
遍问人寰事,bian'wen'ren'huan'shi
边雁一行斜,bian'yan'yi'xing'xie
边邑无遗堵,bian'yi'wu'yi'du
变盈道乃全,bian'ying'dao'nai'quan
遍与傍人别,bian'yu'bang'ren'bie
便欲烧丹从列仙,bian'yu'shao'dan'cong'lie'xian
便与魏齐行,bian'yu'wei'qi'xing
便欲因之向溟渤,bian'yu'yin'zhi'xiang'ming'bo
边月随弓影,bian'yue'sui'gong'ying
辩折田巴生,bian'zhe'tian'ba'sheng
飙车绝回轮,biao'che'jue'hui'lun
标出海云长,biao'chu'hai'yun'chang
标举冠群英,biao'ju'guan'qun'ying
摽梅诗有赠,biao'mei'shi'you'zeng
标奇志岂同,biao'qi'zhi'qi'tong
表请回军掩尘骨,biao'qing'hui'jun'yan'chen'gu
飙欻腾双龙,biao'xu'teng'shuang'long
别岑萦左次,bie'cen'ying'zuo'ci
别愁逢夏果,bie'chou'feng'xia'guo
别愁复经雨,bie'chou'fu'jing'yu
别储邕之剡中,bie'chu'yong'zhi'shan'zhong
别殿悲清暑,bie'dian'bei'qing'shu
别东林寺僧,bie'dong'lin'si'seng
别多憔悴深,bie'duo'qiao'cui'shen
别尔东南去,bie'er'dong'nan'qu
别馆当虚敞,bie'guan'dang'xu'chang
别恨转深何处写,bie'hen'zhuan'shen'he'chu'xie
别后此时重,bie'hou'ci'shi'zhong
别后登此台,bie'hou'deng'ci'tai
别后经此地,bie'hou'jing'ci'di
别后经年尚泊舟,bie'hou'jing'nian'shang'bo'zhou
别后空愁我,bie'hou'kong'chou'wo
别后兰再薰,bie'hou'lan'zai'xun
别后罗带长,bie'hou'luo'dai'chang
别后能相思,bie'hou'neng'xiang'si
别后如相问,bie'hou'ru'xiang'wen
别后若见之,bie'hou'ruo'jian'zhi
别后无馀事,bie'hou'wu'yu'shi
别后遥传临海作,bie'hou'yao'chuan'lin'hai'zuo
别久容华晚,bie'jiu'rong'hua'wan
别君莫道不尽欢,bie'jun'mo'dao'bu'jin'huan
别君去时何时还,bie'jun'qu'shi'he'shi'hai
别君若俯仰,bie'jun'ruo'fu'yang
别客曾留药,bie'ke'ceng'liu'yao
别来沧海事,bie'lai'cang'hai'shi
别来成寂寞,bie'lai'cheng'ji'mo
别来几多时,bie'lai'ji'duo'shi
别来将有泪,bie'lai'jiang'you'lei
别来门前草,bie'lai'men'qian'cao
别来能几日,bie'lai'neng'ji'ri
别来向三年,bie'lai'xiang'san'nian
别来已经年,bie'lai'yi'jing'nian
别泪还如霰,bie'lei'hai'ru'xian
别泪徒盈袂,bie'lei'tu'ying'mei
别离寒暑过,bie'li'han'shu'guo
别离何从生,bie'li'he'cong'sheng
别离解相访,bie'li'jie'xiang'fang
别离俱报主,bie'li'ju'bao'zhu
别离生苦辛,bie'li'sheng'ku'xin
别离杨柳青,bie'li'yang'liu'qing
别离有相思,bie'li'you'xiang'si
别离在今晨,bie'li'zai'jin'chen
别流乱奔注,bie'liu'luan'ben'zhu
别路怜芳草,bie'lu'lian'fang'cao
别路犹千里,bie'lu'you'qian'li
别梦绕旌旃,bie'meng'rao'jing'zhan
别梦虽难觉,bie'meng'sui'nan'jue
别内赴征三首,bie'nei'fu'zheng'san'shou
别善福精舍,bie'shan'fu'jing'she
别是风流贤主人,bie'shi'feng'liu'xian'zhu'ren
别时花始发,bie'shi'hua'shi'fa
别时酒犹在,bie'shi'jiu'you'zai
别时两童稚,bie'shi'liang'tong'zhi
别时双鸳绮,bie'shi'shuang'yuan'qi
别是闲庭草,bie'shi'xian'ting'cao
别思方萧索,bie'si'fang'xiao'suo
别韦少府,bie'wei'shao'fu
别我长安道,bie'wo'chang'an'dao
别雁惊涞沟,bie'yan'jing'lai'gou
别叶传秋意,bie'ye'chuan'qiu'yi
别业闻新制,bie'ye'wen'xin'zhi
别忆春风碧玉家,bie'yi'chun'feng'bi'yu'jia
别意与之谁短长,bie'yi'yu'zhi'shui'duan'chang
别有浣沙吴女郎,bie'you'huan'sha'wu'nv'lang
别有欢娱处,bie'you'huan'yu'chu
别有空园落桃杏,bie'you'kong'yuan'luo'tao'xing
别有天地非人间,bie'you'tian'di'fei'ren'jian
别玉翻同西国人,bie'yu'fan'tong'xi'guo'ren
别欲论交一片心,bie'yu'lun'jiao'yi'pian'xin
别余往泰山,bie'yu'wang'tai'shan
别杖留青竹,bie'zhang'liu'qing'zhu
别中都明府兄,bie'zhong'du'ming'fu'xiong
别酌春林啼鸟稀,bie'zhuo'chun'lin'ti'niao'xi
别酌酣高堂,bie'zhuo'han'gao'tang
别作深宫一段愁,bie'zuo'shen'gong'yi'duan'chou
宾从何辉赫,bin'cong'he'hui'he
鬓发何青青,bin'fa'he'qing'qing
殡宫已秋草,bin'gong'yi'qiu'cao
豳谷稍稍振庭柯,bin'gu'shao'shao'zhen'ting'ke
宾馆罗轩盖,bin'guan'luo'xuan'gai
宾馆在林表,bin'guan'zai'lin'biao
宾跪请休息,bin'gui'qing'xiu'xi
邠郊泉脉动,bin'jiao'quan'mai'dong
宾客互盈亏,bin'ke'hu'ying'kui
宾客去平原,bin'ke'qu'ping'yuan
宾客日疏散,bin'ke'ri'shu'san
宾客如云烟,bin'ke'ru'yun'yan
宾客散池台,bin'ke'san'chi'tai
宾来或解颐,bin'lai'huo'jie'yi
鬓毛飒已霜,bin'mao'sa'yi'shuang
鬓眉飒爽瞳子方,bin'mei'sa'shuang'tong'zi'fang
鬓眉雪色犹嗜酒,bin'mei'xue'se'you'shi'jiu
鬓蓬乱若丝,bin'peng'luan'ruo'si
鬓且异潘生,bin'qie'yi'pan'sheng
宾散予独醉,bin'san'yu'du'zui
鬓丝生几缕,bin'si'sheng'ji'lv
宾随落叶散,bin'sui'luo'ye'san
宾徒光石门,bin'tu'guang'shi'men
宾筵得上才,bin'yan'de'shang'cai
宾筵接时彦,bin'yan'jie'shi'yan
宾筵醉止初,bin'yan'zui'zhi'chu
宾御如浮云,bin'yu'ru'fu'yun
并罢芳樽燕,bing'ba'fang'zun'yan
兵出塞垣通,bing'chu'sai'yuan'tong
秉德冠彝伦,bing'de'guan'yi'lun
并登此地,bing'deng'ci'di
禀度自贞醇,bing'du'zi'zhen'chun
兵戈逮狂秦,bing'ge'dai'kuang'qin
兵戈乱浮云,bing'ge'luan'fu'yun
鞞鼓暗惊林叶落,bing'gu'an'jing'lin'ye'luo
冰谷明且秀,bing'gu'ming'qie'xiu
冰河足雁声,bing'he'zu'yan'sheng
秉笏东西京,bing'hu'dong'xi'jing
冰壶见底未为清,bing'hu'jian'di'wei'wei'qing
冰壶幕下清,bing'hu'mu'xia'qing
冰壶照清川,bing'hu'zhao'qing'chuan
病觉离家远,bing'jue'li'jia'yuan
冰开不防虏,bing'kai'bu'fang'lu
冰开黑水滨,bing'kai'hei'shui'bin
并开偏觉好,bing'kai'pian'jue'hao
病来经时节,bing'lai'jing'shi'jie
病来喜无事,bing'lai'xi'wu'shi
病来形貌秽,bing'lai'xing'mao'hui
冰龙鳞兮难容舠,bing'long'lin'xi'nan'rong'dao
秉纶归国工,bing'lun'gui'guo'gong
秉旄控强楚,bing'mao'kong'qiang'chu
并命趋紫极,bing'ming'qu'zi'ji
冰泮也回翔,bing'pan'ye'hui'xiang
兵疲数望乡,bing'pi'shu'wang'xiang
兵气长星芒,bing'qi'chang'xing'mang
兵气天上合,bing'qi'tian'shang'he
兵气拥云间,bing'qi'yong'yun'jian
病如桃李竟何言,bing'ru'tao'li'jing'he'yan
兵入望夷宫,bing'ru'wang'yi'gong
并生怜共蒂,bing'sheng'lian'gong'di
冰室无暖气,bing'shi'wu'nuan'qi
冰霜葭菼变,bing'shuang'jia'tan'bian
冰霜中自结,bing'shuang'zhong'zi'jie
并随人事灭,bing'sui'ren'shi'mie
冰炭俱可怀,bing'tan'ju'ke'huai
兵威冲绝幕,bing'wei'chong'jue'mu
兵卫森画戟,bing'wei'sen'hua'ji
病闲久寂寞,bing'xian'jiu'ji'mo
病闲绝驱驰,bing'xian'jue'qu'chi
秉心犹似矢,bing'xin'you'si'shi
兵凶久相践,bing'xiong'jiu'xiang'jian
兵休帐幕移,bing'xiu'zhang'mu'yi
禀异才难状,bing'yi'cai'nan'zhuang
冰玉徒贞白,bing'yu'tu'zhen'bai
秉钺清南边,bing'yue'qing'nan'bian
秉钺有季公,bing'yue'you'ji'gong
病中贪好景,bing'zhong'tan'hao'jing
并州近胡地,bing'zhou'jin'hu'di
秉烛唯须饮,bing'zhu'wei'xu'yin
秉烛坐华堂,bing'zhu'zuo'hua'tang
搏壁蹑翠屏,bo'bi'nie'cui'ping
伯成耕犁,bo'cheng'geng'li
波澄水更清,bo'cheng'shui'geng'qing
波澄乍露鱼,bo'cheng'zha'lu'yu
波荡落星湾,bo'dang'luo'xing'wan
波荡双鸳鸯,bo'dang'shuang'yuan'yang
波荡摇春光,bo'dang'yao'chun'guang
伯道暮年无嗣子,bo'dao'mu'nian'wu'si'zi
卜地初晦迹,bo'di'chu'hui'ji
波动巨鳌没,bo'dong'ju'ao'mei
波翻晓霞影,bo'fan'xiao'xia'ying
波光摇海月,bo'guang'yao'hai'yue
波寒上下迟,bo'han'shang'xia'chi
波撼岳阳城,bo'han'yue'yang'cheng
泊怀遗滞想,bo'huai'yi'zhi'xiang
波回动白蘋,bo'hui'dong'bai'pin
搏击申所能,bo'ji'shen'suo'neng
搏击思此时,bo'ji'si'ci'shi
蹳剌银盘欲飞去,bo'la'yin'pan'yu'fei'qu
波澜各自起,bo'lan'ge'zi'qi
波浪与天浑,bo'lang'yu'tian'hun
伯劳相逐行人别,bo'lao'xiang'zhu'hang'ren'bie
波连洞庭碧,bo'lian'dong'ting'bi
波连海上山,bo'lian'hai'shang'shan
波连浙西大,bo'lian'zhe'xi'da
卜邻近三径,bo'lin'jin'san'jing
簸林蹶石鸣风雷,bo'lin'jue'shi'ming'feng'lei
伯鸾常去国,bo'luan'chang'qu'guo
拨乱属豪圣,bo'luan'shu'hao'sheng
卜洛成周地,bo'luo'cheng'zhou'di
薄暮不同归,bo'mu'bu'tong'gui
薄暮垂鞭醉酒归,bo'mu'chui'bian'zui'jiu'gui
薄暮东南吹,bo'mu'dong'nan'chui
博平真人王志安,bo'ping'zhen'ren'wang'zhi'an
伯奇掇蜂贤父逐,bo'qi'duo'feng'xian'fu'zhu
波上对江州,bo'shang'dui'jiang'zhou
波上风雨歇,bo'shang'feng'yu'xie
卜式未必穷一经,bo'shi'wei'bi'qiong'yi'jing
伯侍仲言归,bo'shi'zhong'yan'gui
帛书间道访存亡,bo'shu'jian'dao'fang'cun'wang
泊素守中林,bo'su'shou'zhong'lin
薄田失锄耨,bo'tian'shi'chu'nou
波小声而上闻,bo'xiao'sheng'er'shang'wen
伯牙独不喧,bo'ya'du'bu'xuan
伯阳仙家子,bo'yang'xian'jia'zi
波摇石动水萦回,bo'yao'shi'dong'shui'ying'hui
波摇影转清,bo'yao'ying'zhuan'qing
波影摇妓钗,bo'ying'yao'ji'chai
播于八埏,bo'yu'ba'shan
拨云寻古道,bo'yun'xun'gu'dao
蕃州部落能结束,bo'zhou'bu'luo'neng'jie'shu
泊舟浔阳郭,bo'zhou'xun'yang'guo
泊舟依野水,bo'zhou'yi'ye'shui
波逐覆舟倾,bo'zhu'fu'zhou'qing
泊渚肯伤蘋,bo'zhu'ken'shang'pin
卜筑司空原,bo'zhu'si'kong'yuan
卜筑因自然,bo'zhu'yin'zi'ran
不必问君平,bu'bi'wen'jun'ping
不辨风尘色,bu'bian'feng'chen'se
不并禁垣春,bu'bing'jin'yuan'chun
布帛如云烟,bu'bo'ru'yun'yan
步步玩春绿,bu'bu'wan'chun'lv
不采芳桂枝,bu'cai'fang'gui'zhi
不裁寒女衾,bu'cai'han'nv'qin
不才明主弃,bu'cai'ming'zhu'qi
不才先上第,bu'cai'xian'shang'di
不惭世上雄,bu'can'shi'shang'xiong
不惭世上英,bu'can'shi'shang'ying
晡餐又寄人,bu'can'you'ji'ren
不啻远相思,bu'chi'yuan'xiang'si
不愁谁奈两魂销,bu'chou'shui'nai'liang'hun'xiao
步出城西门,bu'chu'cheng'xi'men
步出东城风景和,bu'chu'dong'cheng'feng'jing'he
不出三十年,bu'chu'san'shi'nian
