爱好由来落笔难,ai'hao'you'lai'luo'bi'nan
辛苦最怜天上月,xin'ku'zui'lian'tian'shang'yue
新来好,xin'lai'hao
新绿溅溅,xin'lv'jian'jian
新年都未有芳华,xin'nian'dou'wei'you'fang'hua
心念旧恩,xin'nian'jiu'en
心期便隔天涯,xin'qi'bian'ge'tian'ya
辛弃疾,xin'qi'ji
心悄悄,xin'qiao'qiao
心事眼波难定,xin'shi'yan'bo'nan'ding
新松恨不高千尺,xin'song'hen'bu'gao'qian'chi
心绪凄迷,xin'xu'qi'mi
信言不美,xin'yan'bu'mei
心有灵犀一点通,xin'you'ling'xi'yi'dian'tong
心忧炭贱愿天寒,xin'you'tan'jian'yuan'tian'han
新月,xin'yue
心中为念农桑苦,xin'zhong'wei'nian'nong'sang'ku
心字已成灰,xin'zi'yi'cheng'hui
行必果,xing'bi'guo
行成于思而毁于随,xing'cheng'yu'si'er'hui'yu'sui
行到水穷处,xing'dao'shui'qiong'chu
行而不远,xing'er'bu'yuan
行拂乱其所为,xing'fu'luan'qi'suo'wei
星汉灿烂,xing'han'can'lan
兴酣落笔摇五岳,xing'han'luo'bi'yao'wu'yue
星河欲转千帆舞,xing'he'yu'zhuan'qian'fan'wu
杏花微雨湿轻绡,xing'hua'wei'yu'shi'qing'xiao
兴尽晚回舟,xing'jin'wan'hui'zhou
星如雨,xing'ru'yu
星随平野阔,xing'sui'ping'ye'kuo
刑天舞干戚,xing'tian'wu'gan'qi
醒也无聊,xing'ye'wu'liao
形影空酬酢,xing'ying'kong'chou'zuo
形影相吊,xing'ying'xiang'diao
幸有微吟可相狎,xing'you'wei'yin'ke'xiang'xia
行远必自尔,xing'yuan'bi'zi'er
雄鸡一声天下白,xiong'ji'yi'sheng'tian'xia'bai
休近小阑干,xiu'jin'xiao'lan'gan
休去倚危阑,xiu'qu'yi'wei'lan
袖手无言味最长,xiu'shou'wu'yan'wei'zui'chang
休说相思,xiu'shuo'xiang'si
须不羡,xu'bu'xian
须莫及,xu'mo'ji
絮黏蝴蝶飞还住,xu'nian'hu'die'fei'hai'zhu
絮语黄昏后,xu'yu'huang'hun'hou
须知道,xu'zhi'dao
轩窗渐幽兴,xuan'chuang'jian'you'xing
学,xue
学而不思则罔,xue'er'bu'si'ze'wang
学而不厌,xue'er'bu'yan
学而时习之,xue'er'shi'xi'zhi
学非探其花,xue'fei'tan'qi'hua
学海无涯苦作舟,xue'hai'wu'ya'ku'zuo'zhou
雪尽马蹄轻,xue'jin'ma'ti'qing
雪净胡天牧马还,xue'jing'hu'tian'mu'ma'huan
雪却输梅一段香,xue'que'shu'mei'yi'duan'xiang
学然后知不足,xue'ran'hou'zhi'bu'zu
雪上空留马行处,xue'shang'kong'liu'ma'xing'chu
雪消门外千山绿,xue'xiao'men'wai'qian'shan'lv
雪一更,xue'yi'geng
雪拥蓝关马不前,xue'yong'lan'guan'ma'bu'qian
循序而渐进,xun'xu'er'jian'jin
寻寻觅觅,xun'xun'mi'mi
寻隐者不遇,xun'yin'zhe'bu'yu
衙斋卧听萧萧竹,ya'zhai'wo'ting'xiao'xiao'zhu
言必信,yan'bi'xin
烟波江上使人愁,yan'bo'jiang'shang'shi'ren'chou
严城玉漏三更,yan'cheng'yu'lou'san'geng
燕辞归,yan'ci'gui
燕蹴风丝上柳条,yan'cu'feng'si'shang'liu'tiao
焉得虎子,yan'de'hu'zi
眼底风光留不住,yan'di'feng'guang'liu'bu'zhu
烟花三月下扬州,yan'hua'san'yue'xia'yang'zhou
眼见的吹翻了这家,yan'jian'de'chui'fan'le'zhe'jia
烟柳断肠处,yan'liu'duan'chang'chu
烟笼寒水月笼沙,yan'long'han'shui'yue'long'sha
雁门太守行,yan'men'tai'shou'xing
烟暖雨初收,yan'nuan'yu'chu'shou
掩屏山,yan'ping'shan
眼前道路无经纬,yan'qian'dao'lu'wu'jing'wei
眼前无路想回头,yan'qian'wu'lu'xiang'hui'tou
燕雀安知鸿鹄之志哉,yan'que'an'zhi'hong'hu'zhi'zhi'zai
燕山雪花大如席,yan'shan'xue'hua'da'ru'xi
燕山月似钩,yan'shan'yue'si'gou
雁声远向萧关去,yan'sheng'yuan'xiang'xiao'guan'qu
言师采药去,yan'shi'cai'yao'qu
掩双环,yan'shuang'huan
燕宿雕粱,yan'su'diao'liang
滟滟随波千万里,yan'yan'sui'bo'qian'wan'li
掩银屏,yan'yin'ping
言者无罪,yan'zhe'wu'zui
言之成理,yan'zhi'cheng'li
焉知非福,yan'zhi'fei'fu
言之无文,yan'zhi'wu'wen
燕子双飞去,yan'zi'shuang'fei'qu
燕子依然,yan'zi'yi'ran
阳春布德泽,yang'chun'bu'de'ze
殃及池鱼,yang'ji'chi'yu
杨柳岸晓风残月,yang'liu'an'xiao'feng'can'yue
杨柳青青江水平,yang'liu'qing'qing'jiang'shui'ping
杨柳依依,yang'liu'yi'yi
仰天长啸,yang'tian'chang'xiao
仰之弥高,yang'zhi'mi'gao
杨州慢,yang'zhou'man
药成碧海难奔,yao'cheng'bi'hai'nan'ben
咬定青山不放松,yao'ding'qing'shan'bu'fang'song
遥看瀑布挂前川,yao'kan'pu'bu'gua'qian'chuan
要看银山排天浪,yao'kan'yin'shan'pai'tian'lang
要留清白在人间,yao'liu'qing'bai'zai'ren'jian
要留青白在人间,yao'liu'qing'bai'zai'ren'jian
摇落后,yao'luo'hou
遥望洞庭山水翠,yao'wang'dong'ting'shan'shui'cui
遥望洞庭山水色,yao'wang'dong'ting'shan'shui'se
杳杳神京路,yao'yao'shen'jing'lu
遥知不是雪,yao'zhi'bu'shi'xue
遥知兄弟登高处,yao'zhi'xiong'di'deng'gao'chu
要自拨其根,yao'zi'bo'qi'gen
夜半钟声到客船,ye'ban'zhong'sheng'dao'ke'chuan
也傍桑阴学种瓜,ye'bang'sang'yin'xue'zhong'gua
夜泊秦淮近酒家,ye'bo'qin'huai'jin'jiu'jia
夜不闭户,ye'bu'bi'hu
夜穿窗扉出光芒,ye'chuan'chuang'fei'chu'guang'mang
野渡无人舟自横,ye'du'wu'ren'zhou'zi'heng
夜发清溪向三峡,ye'fa'qing'xi'xiang'san'xia
野芳发而幽香,ye'fang'fa'er'you'xiang
野芳虽晚不须嗟,ye'fang'sui'wan'bu'xu'jie
夜寒惊被薄,ye'han'jing'bei'bo
夜合花,ye'he'hua
野火烧不尽,ye'huo'shao'bu'jin
谒金门,ye'jin'men
业精于勤,ye'jing'yu'qin
业精于勤荒于嬉,ye'jing'yu'qin'huang'yu'xi
野径云俱黑,ye'jing'yun'ju'hei
野旷天低树,ye'kuang'tian'di'shu
夜来城外一尺雪,ye'lai'cheng'wai'yi'chi'xue
夜来风雨声,ye'lai'feng'yu'sheng
夜来幽梦忽还乡,ye'lai'you'meng'hu'huan'xiang
夜阑卧听风吹雨,ye'lan'wo'ting'feng'chui'yu
夜阑犹未寝,ye'lan'you'wei'qin
野茫茫,ye'mang'mang
夜深江月弄清辉,ye'shen'jiang'yue'nong'qing'hui
夜深篱落一灯明,ye'shen'li'luo'yi'deng'ming
夜深千帐灯,ye'shen'qian'zhang'deng
夜书所见,ye'shu'suo'jian
也为春慵,ye'wei'chun'yong
夜闻归雁生乡思,ye'wen'gui'yan'sheng'xiang'si
也无风雨也无晴,ye'wu'feng'yu'ye'wu'qing
夜夜减清辉,ye'ye'jian'qing'hui
叶叶萧萧,ye'ye'xiao'xiao
也依依,ye'yi'yi
夜吟应觉月光寒,ye'yin'ying'jue'yue'guang'han
也有春风摆动时,ye'you'chun'feng'bai'dong'shi
夜雨寄北,ye'yu'ji'bei
夜雨做成秋,ye'yu'zuo'cheng'qiu
一半残阳下小楼,yi'ban'can'yang'xia'xiao'lou
一半因风吹去,yi'ban'yin'feng'chui'qu
一别如斯,yi'bie'ru'si
一场消黯,yi'chang'xiao'an
一丛花,yi'cong'hua
一寸光阴一寸金,yi'cun'guang'yin'yi'cun'jin
一寸相思一寸灰,yi'cun'xiang'si'yi'cun'hui
衣带渐宽终不悔,yi'dai'jian'kuan'zhong'bu'hui
一代新人换旧人,yi'dai'xin'ren'huan'jiu'ren
一道残阳铺水中,yi'dao'can'yang'pu'shui'zhong
倚得东风势便狂,yi'de'dong'feng'shi'bian'kuang
忆弟看云白日眠,yi'di'kan'yun'bai'ri'mian
一朵芙蓉著秋雨,yi'duo'fu'rong'zhu'qiu'yu
一番洗清秋,yi'fan'xi'qing'qiu
一封朝奏九重天,yi'feng'chao'zou'jiu'chong'tian
忆共灯前呵手为伊书,yi'gong'deng'qian'he'shou'wei'yi'shu
一钩新月几疏星,yi'gou'xin'yue'ji'shu'xing
以古为镜,yi'gu'wei'jing
衣冠简朴古风存,yi'guan'jian'pu'gu'feng'cun
以光先帝遗德,yi'guang'xian'di'yi'de
已亥杂诗,yi'hai'za'shi
一行白鹭上青天,yi'hang'bai'lu'shang'qing'tian
一骑红尘妃子笑,yi'ji'hong'chen'fei'zi'xiao
以及人之老,yi'ji'ren'zhi'lao
以及人之幼,yi'ji'ren'zhi'you
忆江南,yi'jiang'nan
一襟幽事,yi'jin'you'shi
一襟余恨宫魂断,yi'jin'yu'hen'gong'hun'duan
一镜湿云清未了,yi'jing'shi'yun'qing'wei'liao
依旧无聊,yi'jiu'wu'liao
一举成名天下知,yi'ju'cheng'ming'tian'xia'zhi
忆君游倦何方,yi'jun'you'juan'he'fang
意恐迟迟归,yi'kong'chi'chi'gui
忆来何事最销魂,yi'lai'he'shi'zui'xiao'hun
倚栏无绪不能愁,yi'lan'wu'xu'bu'neng'chou
一览众山小,yi'lan'zhong'shan'xiao
一帘淡月,yi'lian'dan'yue
忆梁汾,yi'liang'fen
一缕茶烟透碧纱,yi'lv'cha'yan'tou'bi'sha
遗民泪尽胡尘里,yi'min'lei'jin'hu'chen'li
一鸣惊人,yi'ming'jing'ren
一年寒食,yi'nian'han'shi
一年好景君须记,yi'nian'hao'jing'jun'xu'ji
一年之计在于春,yi'nian'zhi'ji'zai'yu'chun
一片冰心在玉壶,yi'pian'bing'xin'zai'yu'hu
一片丹心报天子,yi'pian'dan'xin'bao'tian'zi
一片孤城万仞山,yi'pian'gu'cheng'wan'ren'shan
一片冷香惟有梦,yi'pian'leng'xiang'wei'you'meng
一片埋愁地钗钿约,yi'pian'mai'chou'di'chai'dian'yue
一片伤心画不成,yi'pian'shang'xin'hua'bu'cheng
一片幽情冷处浓,yi'pian'you'qing'leng'chu'nong
一片晕红才著雨,yi'pian'yun'hong'cai'zhu'yu
一枰何处有亏成,yi'ping'he'chu'you'kui'cheng
意气相期共生死,yi'qi'xiang'qi'gong'sheng'si
易求无价宝,yi'qiu'wu'jia'bao
一去心知更不归,yi'qu'xin'zhi'geng'bu'gui
一阕声长听不尽,yi'que'sheng'chang'ting'bu'jin
一任群芳妒,yi'ren'qun'fang'du
以人为镜,yi'ren'wei'jing
一日暴之,yi'ri'bao'zhi
一日不见,yi'ri'bu'jian
一日看尽长安花,yi'ri'kan'jin'chang'an'hua
一日难再晨,yi'ri'nan'zai'chen
一日之计在于晨,yi'ri'zhi'ji'zai'yu'chen
遗容在,yi'rong'zai
以塞忠谏之路也,yi'sai'zhong'jian'zhi'lu'ye
衣上征尘杂酒痕,yi'shang'zheng'chen'za'jiu'hen
一声横笛锁空楼,yi'sheng'heng'di'suo'kong'lou
一声弹指浑无语,yi'sheng'tan'zhi'hun'wu'yu
一生一代一双人,yi'sheng'yi'dai'yi'shuang'ren
一生依样画葫芦,yi'sheng'yi'yang'hua'hu'lu
疑是地上霜,yi'shi'di'shang'shuang
移石动云根,yi'shi'dong'yun'gen
已是黄昏独自愁,yi'shi'huang'hun'du'zi'chou
一失难再得,yi'shi'nan'zai'de
一诗千改始心安,yi'shi'qian'gai'shi'xin'an
疑是人间疾苦声,yi'shi'ren'jian'ji'ku'sheng
一事伤心君落魄,yi'shi'shang'xin'jun'luo'po
已是十年踪迹十年心,yi'shi'shi'nian'zong'ji'shi'nian'xin
已是悬崖百丈冰,yi'shi'xuan'ya'bai'zhang'bing
疑是银河落九天,yi'shi'yin'he'luo'jiu'tian
衣食足而知荣辱,yi'shi'zu'er'zhi'rong'ru
一时左计,yi'shi'zuo'ji
一水护田将绿绕,yi'shui'hu'tian'jiang'lv'rao
一水中分白鹭洲,yi'shui'zhong'fen'bai'lu'zhou
以俟夫观人风者得焉,yi'si'fu'guan'ren'feng'zhe'de'yan
一岁一枯荣,yi'sui'yi'ku'rong
一蓑烟雨任平生,yi'suo'yan'yu'ren'ping'sheng
意态由来画不成,yi'tai'you'lai'hua'bu'cheng
一听管弦凄切,yi'ting'guan'xian'qi'qie
以铜为镜,yi'tong'wei'jing
驿外断桥边,yi'wai'duan'qiao'bian
一湾死水全无浪,yi'wan'si'shui'quan'wu'lang
一味相思,yi'wei'xiang'si
宜未雨而绸缪,yi'wei'yu'er'chou'mou
一握香荑,yi'wo'xiang'yi
一夕如环,yi'xi'ru'huan
一昔如环,yi'xi'ru'huan
一溪烟柳万丝垂,yi'xi'yan'liu'wan'si'chui
已向横波觉,yi'xiang'heng'bo'jue
一宵冷雨葬名花,yi'xiao'leng'yu'zang'ming'hua
一样晓风残月,yi'yang'xiao'feng'can'yue
一叶浮萍归大海,yi'ye'fu'ping'gui'da'hai
一夜征人尽望乡,yi'ye'zheng'ren'jin'wang'xiang
已矣,yi'yi
疑义相与析,yi'yi'xiang'yu'xi
一吟双泪流,yi'yin'shuang'lei'liu
意欲捕鸣蝉,yi'yu'bu'ming'chan
逸豫可以亡身,yi'yu'ke'yi'wang'shen
亦余心之所善兮,yi'yu'xin'zhi'suo'shan'xi
依约相逢,yi'yue'xiang'feng
意在沛公,yi'zai'pei'gong
一在平地一在天,yi'zai'ping'di'yi'zai'tian
一张一弛,yi'zhang'yi'chi
一朝随汉使,yi'zhao'sui'han'shi
一阵槐花落,yi'zhen'huai'hua'luo
一枝红杏出墙来,yi'zhi'hong'xing'chu'qiang'lai
一种相思,yi'zhong'xiang'si
一种烟波各自愁,yi'zhong'yan'bo'ge'zi'chou
移舟泊烟渚,yi'zhou'bo'yan'zhu
一字无题处,yi'zi'wu'ti'chu
以子之矛,yi'zi'zhi'mao
吟安一个字,yin'an'yi'ge'zi
吟鞭东指即天涯,yin'bian'dong'zhi'ji'tian'ya
银床淅沥青梧老,yin'chuang'xi'li'qing'wu'lao
因风飞过蔷薇,yin'feng'fei'guo'qiang'wei
寅父犹能畏后生,yin'fu'you'neng'wei'hou'sheng
吟骨萦消,yin'gu'ying'xiao
银汉难通,yin'han'nan'tong
银汉迢迢暗度,yin'han'tiao'tiao'an'du
饮湖上,yin'hu'shang
饮湖上初晴后雨,yin'hu'shang'chu'qing'hou'yu
银笺别梦当时句,yin'jian'bie'meng'dang'shi'ju
阴山下,yin'shan'xia
因思杜陵梦,yin'si'du'ling'meng
银蒜押帘人寂寂,yin'suan'ya'lian'ren'ji'ji
阴阳割昏晓,yin'yang'ge'hun'xiao
引喻失义,yin'yu'shi'yi
银烛秋光冷画屏,yin'zhu'qiu'guang'leng'hua'ping
赢得更深哭一场,ying'de'geng'shen'ku'yi'chang
赢得青楼薄幸名,ying'de'qing'lou'bo'xing'ming
赢得误他生,ying'de'wu'ta'sheng
映阶碧草自春色,ying'jie'bi'cao'zi'chun'se
应怜屐齿印苍苔,ying'lian'ji'chi'yin'cang'tai
映日荷花别样红,ying'ri'he'hua'bie'yang'hong
影入平羌江水流,ying'ru'ping'qiang'jiang'shui'liu
应是良辰好景虚设,ying'shi'liang'chen'hao'jing'xu'she
应似飞鸿踏雪泥,ying'si'fei'hong'ta'xue'ni
莺啼序,ying'ti'xu
鹦鹉偷教,ying'wu'tou'jiao
英雄无觅,ying'xiong'wu'mi
盈盈,ying'ying
盈盈一水间,ying'ying'yi'shui'jian
盈盈自此隔银湾,ying'ying'zi'ci'ge'yin'wan
应照离人妆镜台,ying'zhao'li'ren'zhuang'jing'tai
应知故乡事,ying'zhi'gu'xiang'shi
影著纤腰画,ying'zhu'xian'yao'hua
咏春雨,yong'chun'yu
咏鹅,yong'e
用箭当用长,yong'jian'dang'yong'chang
咏喇叭,yong'la'ba
咏柳,yong'liu
涌起弹棋局,yong'qi'dan'qi'ju
永日无言,yong'ri'wu'yan
永遇乐,yong'yu'le
勇者不惧,yong'zhe'bu'ju
又,you
犹抱琵琶半遮面,you'bao'pi'pa'ban'zhe'mian
有备无患,you'bei'wu'huan
幽窗冷雨一灯孤,you'chuang'leng'yu'yi'deng'gu
忧从中来,you'cong'zhong'lai
又到断肠回首处,you'dao'duan'chang'hui'shou'chu
又到绿杨曾折处,you'dao'lv'yang'ceng'zhe'chu
犹吊遗踪一泫然,you'diao'yi'zong'yi'xuan'ran
有发未全僧,you'fa'wei'quan'seng
有个盈盈骑马过,you'ge'ying'ying'qi'ma'guo
有过则改,you'guo'ze'gai
有怀荪友,you'huai'sun'you
犹记手生疏,you'ji'shou'sheng'shu
由俭入奢易,you'jian'ru'she'yi
有解忆,you'jie'yi
犹可违,you'ke'wei
又恐琼楼玉宇,you'kong'qiong'lou'yu'yu
忧劳可以兴国,you'lao'ke'yi'xing'guo
有龙则灵,you'long'ze'ling
有梦转愁无据,you'meng'zhuan'chou'wu'ju
有朋自远方来,you'peng'zi'yuan'fang'lai
幽期不负言,you'qi'bu'fu'yan
又岂在朝朝暮暮,you'qi'zai'zhao'zhao'mu'mu
有情芍药含春泪,you'qing'shao'yao'han'chun'lei
有情终古似无情,you'qing'zhong'gu'si'wu'qing
悠然见南山,you'ran'jian'nan'shan
有容乃大,you'rong'nai'da
又入铜驼,you'ru'tong'tuo
友如作画须求淡,you'ru'zuo'hua'xu'qiu'dan
游山西村,you'shan'xi'cun
又上雕鞍去,you'shang'diao'an'qu
由奢入俭难,you'she'ru'jian'nan
又身在,you'shen'zai
又是夕阳潜下小楼西,you'shi'xi'yang'qian'xia'xiao'lou'xi
有谁知,you'shui'zhi
忧思难忘,you'si'nan'wang
又送王孙去,you'song'wang'sun'qu
有所不为,you'suo'bu'wei
犹为离人照落花,you'wei'li'ren'zhao'luo'hua
犹未为晚,you'wei'wei'wan
犹未雪,you'wei'xue
又误心期到下弦,you'wu'xin'qi'dao'xia'xian
幼吾幼,you'wu'you
有仙则名,you'xian'ze'ming
有斜阳处,you'xie'yang'chu
又疑瑶台镜,you'yi'yao'tai'jing
犹有花枝俏,you'you'hua'zhi'qiao
呦呦鹿鸣,you'you'lu'ming
幼有所长,you'you'suo'chang
悠悠我心,you'you'wo'xin
游园不值,you'yuan'bu'zhi
有缘千里来相会,you'yuan'qian'li'lai'xiang'hui
有约不来过夜半,you'yue'bu'lai'guo'ye'ban
又摘桃花换酒钱,you'zhai'tao'hua'huan'jiu'qian
又争知,you'zheng'zhi
有志者,you'zhi'zhe
游子身上衣,you'zi'shen'shang'yi
游子吟,you'zi'yin
欲把西湖比西子,yu'ba'xi'hu'bi'xi'zi
鹬蚌相争,yu'bang'xiang'zheng
语不惊人死不休,yu'bu'jing'ren'si'bu'xiu
玉不琢,yu'bu'zhuo
玉不琢不成器,yu'bu'zhuo'bu'cheng'qi
玉钗敲烛信茫茫,yu'chai'qiao'zhu'xin'mang'mang
玉虫连夜剪春幡,yu'chong'lian'ye'jian'chun'fan
于此一枰竞,yu'ci'yi'ping'jing
玉骢惯识西湖路,yu'cong'guan'shi'xi'hu'lu
予忖度之,yu'cun'duo'zhi
玉笛吹成血听谯鼓,yu'di'chui'cheng'xue'ting'qiao'gu
予独爱莲之出污泥而不染,yu'du'ai'lian'zhi'chu'wu'ni'er'bu'ran
欲渡黄河冰塞川,yu'du'huang'he'bing'sai'chuan
语多不复能记,yu'duo'bu'fu'neng'ji
渔歌子,yu'ge'zi
郁孤台下清江水,yu'gu'tai'xia'qing'jiang'shui
玉户帘中卷不去,yu'hu'lian'zhong'juan'bu'qu
欲寄彩笺兼尺素,yu'ji'cai'jian'jian'chi'su
欲寄愁心朔雁边,yu'ji'chou'xin'shuo'yan'bian
欲加之罪,yu'jia'zhi'zui
余将董道而不豫兮,yu'jiang'dong'dao'er'bu'yu'xi
欲将离恨寻郎说,yu'jiang'li'hen'xun'lang'shuo
欲将轻骑逐,yu'jiang'qing'qi'zhu
欲结绸缪,yu'jie'chou'mou
御街行,yu'jie'xing
与君离别意,yu'jun'li'bie'yi
庾郎瘦损多少,yu'lang'shou'sun'duo'shao
玉连环影,yu'lian'huan'ying
鱼龙潜跃水成文,yu'long'qian'yue'shui'cheng'wen
玉漏迢迢,yu'lou'tiao'tiao
玉炉寒,yu'lu'han
虞美人,yu'mei'ren
语密翻教醉浅,yu'mi'fan'jiao'zui'qian
欲眠还展旧时书,yu'mian'hai'zhan'jiu'shi'shu
欲倩烟丝遮别路,yu'qian'yan'si'zhe'bie'lu
雨晴春草草,yu'qing'chun'cao'cao
欲穷千里目,yu'qiong'qian'li'mu
玉人何处教吹箫,yu'ren'he'chu'jiao'chui'xiao
与日月兮齐光,yu'ri'yue'xi'qi'guang
榆塞重来冰雪里,yu'sai'chong'lai'bing'xue'li
欲上青天揽明月,yu'shang'qing'tian'lan'ming'yue
雨声,yu'sheng
于是宾客无不变色离席,yu'shi'bin'ke'wu'bu'bian'se'li'xi
于事竟何益,yu'shi'jing'he'yi
遇水搭桥,yu'shui'da'qiao
与谁相倚,yu'shui'xiang'yi
欲诉幽怀,yu'su'you'huai
与天地兮比寿,yu'tian'di'xi'bi'shou
雨外熏炉,yu'wai'xun'lu
欲为圣明除弊事,yu'wei'sheng'ming'chu'bi'shi
渔翁得利,yu'weng'de'li
鱼戏莲叶北,yu'xi'lian'ye'bei
鱼戏莲叶东,yu'xi'lian'ye'dong
鱼戏莲叶间,yu'xi'lian'ye'jian
鱼戏莲叶南,yu'xi'lian'ye'nan
鱼戏莲叶西,yu'xi'lian'ye'xi
余霞散成绮,yu'xia'san'cheng'qi
雨歇春寒燕子家,yu'xie'chun'han'yan'zi'jia
雨歇微凉,yu'xie'wei'liang
雨雪霏霏,yu'xue'fei'fei
雨也萧萧,yu'ye'xiao'xiao
欲饮琵琶马上催,yu'yin'pi'pa'ma'shang'cui
雨余花外却斜阳,yu'yu'hua'wai'que'xie'yang
欲语泪先流,yu'yu'lei'xian'liu
愚者千虑,yu'zhe'qian'lv
于中好,yu'zhong'hao
狱中题壁,yu'zhong'ti'bi
原驰蜡象,yuan'chi'la'xiang
缘愁似个长,yuan'chou'si'ge'chang
缘愁万缕,yuan'chou'wan'lv
怨春迟,yuan'chun'chi
远芳侵古道,yuan'fang'qin'gu'dao
远嫁单于国,yuan'jia'chan'yu'guo
远近高低各不同,yuan'jin'gao'di'ge'bu'tong
愿君多采撷,yuan'jun'duo'cai'xie
园柳变鸣禽,yuan'liu'bian'ming'qin
元日,yuan'ri
远上寒山石径斜,yuan'shang'han'shan'shi'jing'xie
原是瞿唐风间阻,yuan'shi'qu'tang'feng'jian'zu
远贤臣,yuan'xian'chen
远小人,yuan'xiao'ren
鸳鸯小字,yuan'yang'xiao'zi
远游无处不消魂,yuan'you'wu'chu'bu'xiao'hun
愿逐月华流照君,yuan'zhu'yue'hua'liu'zhao'jun
月出惊山鸟,yue'chu'jing'shan'niao
月到中秋分外明,yue'dao'zhong'qiu'fen'wai'ming
月度银墙,yue'du'yin'qiang
月儿弯弯照九州,yue'er'wan'wan'zhao'jiu'zhou
曰归因甚添愁绪,yue'gui'yin'shen'tian'chou'xu
月黑见渔灯,yue'hei'jian'yu'deng
月黑雁飞高,yue'hei'yan'fei'gao
月华如练,yue'hua'ru'lian
约客,yue'ke
月落城乌啼未了,yue'luo'cheng'wu'ti'wei'liao
月落乌啼霜满天,yue'luo'wu'ti'shuang'man'tian
月明羌笛戍楼间,yue'ming'qiang'di'shu'lou'jian
月明人倚楼,yue'ming'ren'yi'lou
月明星稀,yue'ming'xing'xi
越陌度阡,yue'mo'du'qian
月如钩,yue'ru'gou
月上柳梢头,yue'shang'liu'shao'tou
月上桃花,yue'shang'tao'hua
月是故乡明,yue'shi'gu'xiang'ming
月似当时,yue'si'dang'shi
月也异当时,yue'ye'yi'dang'shi
月涌大江流,yue'yong'da'jiang'liu
月有阴晴圆缺,yue'you'yin'qing'yuan'que
月照花林皆似霰,yue'zhao'hua'lin'jie'si'xian
月照一天雪,yue'zhao'yi'tian'xue
月中霜里斗婵娟,yue'zhong'shuang'li'dou'chan'juan
月子弯弯照九州,yue'zi'wan'wan'zhao'jiu'zhou
运筹帷幄之中,yun'chou'wei'wo'zhi'zhong
云澹澹,yun'dan'dan
云淡风轻近午天,yun'dan'feng'qing'jin'wu'tian
云飞烟灭,yun'fei'yan'mie
云归而岩穴暝,yun'gui'er'yan'xue'ming
云横秦岭家何在,yun'heng'qin'ling'jia'he'zai
云鬟香雾成遥隔,yun'huan'xiang'wu'cheng'yao'ge
匀泪偎人颤,yun'lei'wei'ren'chan
云破月来花弄影,yun'po'yue'lai'hua'nong'ying
云山深处,yun'shan'shen'chu
云深不知处,yun'shen'bu'zhi'chu
云水苍茫失江路,yun'shui'cang'mang'shi'jiang'lu
云霞出海曙,yun'xia'chu'hai'shu
云想衣裳花想容,yun'xiang'yi'shang'hua'xiang'rong
杂诗,za'shi
在灯前攲枕,zai'deng'qian'yi'zhen
在地愿为连理枝,zai'di'yuan'wei'lian'li'zhi
在河之洲窈窕淑女,zai'he'zhi'zhou'yao'tiao'shu'nv
在乎山水之间也,zai'hu'shan'shui'zhi'jian'ye
在水一方,zai'shui'yi'fang
在天愿作比翼鸟,zai'tian'yuan'zuo'bi'yi'niao
再缘悭,zai'yuan'qian
暂凭杯酒长精神,zan'ping'bei'jiu'zhang'jing'shen
暂去还来此,zan'qu'hai'lai'ci
暂时相聚,zan'shi'xiang'ju
葬花天气,zang'hua'tian'qi
早白发,zao'bai'fa
早春呈水部张十八员外,zao'chun'cheng'shui'bu'zhang'shi'ba'yuan'wai
早发白帝城,zao'fa'bai'di'cheng
造化钟神秀,zao'hua'zhong'shen'xiu
早近持觞,zao'jin'chi'shang
糟糠之妻不下堂,zao'kang'zhi'qi'bu'xia'tang
早岁那知世事艰,zao'sui'na'zhi'shi'shi'jian
早雁初莺,zao'yan'chu'ying
早有蜻蜓立上头,zao'you'qing'ting'li'shang'tou
早知恁么,zao'zhi'nen'me
则安之,ze'an'zhi
则孤陋而寡闻,ze'gu'lou'er'gua'wen
择其善而从之,ze'qi'shan'er'cong'zhi
择其善者而从之,ze'qi'shan'zhe'er'cong'zhi
则无败事,ze'wu'bai'shi
则忧其民,ze'you'qi'min
怎得梅花扑鼻香,zen'de'mei'hua'pu'bi'xiang
怎敌他,zen'di'ta
曾巩,zeng'gong
赠花卿,zeng'hua'qing
赠刘景文,zeng'liu'jing'wen
赠妾双明珠,zeng'qie'shuang'ming'zhu
赠汪伦,zeng'wang'lun
乍富不知新受用,zha'fu'bu'zhi'xin'shou'yong
乍贫难改旧家风,zha'pin'nan'gai'jiu'jia'feng
乍闻风定又钟声,zha'wen'feng'ding'you'zhong'sheng
摘得一双红豆子,zhai'de'yi'shuang'hong'dou'zi
战罢两奁分白黑,zhan'ba'liang'lian'fen'bai'hei
毡车百辆皆胡姬,zhan'che'bai'liang'jie'hu'ji
占尽风情向小园,zhan'jin'feng'qing'xiang'xiao'yuan
战士军前半死生,zhan'shi'jun'qian'ban'si'sheng
战无不胜,zhan'wu'bu'sheng
沾衣况是新寒雨,zhan'yi'kuang'shi'xin'han'yu
沾衣欲湿杏花雨,zhan'yi'yu'shi'xing'hua'yu
丈夫未可轻少年,zhang'fu'wei'ke'qing'shao'nian
丈夫未肯因人热,zhang'fu'wei'ken'yin'ren're
丈夫五十功未立,zhang'fu'wu'shi'gong'wei'li
丈夫志四海,zhang'fu'zhi'si'hai
杖藜扶我过桥东,zhang'li'fu'wo'guo'qiao'dong
